tm_code,tm_formal_name,changes
8002049,palivizumab,"tm_status: ""ACTIVE"" -> ""INACTIVE""
tm_status_effective_time: ""20161103"" -> ""20260319"""
8001688,teriparatide,"tm_status_effective_time: ""20040715"" -> ""20200708"""
8001475,follitropin alfa,"tm_status_effective_time: ""20031229"" -> ""20031230"""
8002403,lurbinectedin,DELETED
8001239,tipranavir,DELETED
8002512,landiolol,DELETED
8001389,insulin degludec and liraglutide,DELETED
