drug_code,drug_identification_number,current_brand_name,previous_brand_name
"91806","02433702","NRA-FLUCONAZOLE-150","PRIVA-FLUCONAZOLE"
"92058","02436256","TEVA-LATANOPROST-TIMOLOL","ACT LATANOPROST/TIMOLOL"
"102894","02540231","TOTAL COUGH, COLD & FLU ULTRA STRENGTH NIGHT","TOTAL COLD & FLU EXTRA STRENGTH NIGHT"
