drug_code,active_ingredient_code,status,extract,ingredient,strength,strength_unit,drug_identification_number
"106512","7140","ADDED","approved","MINERAL OIL","14","%","02562227"
"106514","7104","ADDED","approved","GLYCERINE","14.45","%","02562243"
"106503","11163","ADDED","approved","TIMOLOL (TIMOLOL MALEATE)","5","MG","02562138"
"106523","1395","ADDED","approved","FAMOTIDINE","40","MG","02562340"
"106512","3566","ADDED","approved","PETROLATUM","74.9","%","02562227"
"106429","22549","ADDED","approved","DAPAGLIFLOZIN","5","MG","02561328"
"106525","14088","ADDED","approved","MESALAZINE","1000","MG","02562367"
"106507","12329","ADDED","approved","GALANTAMINE (GALANTAMINE HYDROBROMIDE)","24","MG","02562170"
"106531","20447","ADDED","approved","BEMOTRIZINOL","2","%","02562421"
"106489","11458","ADDED","approved","LATANOPROST","50","MCG","02561972"
"106532","23546","ADDED","approved","RANOLAZINE","500","MG","02562448"
"106482","22163","ADDED","approved","AFLIBERCEPT","2","MG","02561891"
"106460","22816","ADDED","approved","EDOXABAN (EDOXABAN TOSYLATE MONOHYDRATE)","15","MG","02561662"
"106500","20422","ADDED","approved","USTEKINUMAB","45","MG","02562081"
"106514","6343","ADDED","approved","PRAMOXINE HYDROCHLORIDE","1","%","02562243"
"106518","1201","ADDED","approved","PRAVASTATIN SODIUM","20","MG","02562294"
"106522","1395","ADDED","approved","FAMOTIDINE","20","MG","02562332"
"106519","1201","ADDED","approved","PRAVASTATIN SODIUM","40","MG","02562308"
"106463","23827","ADDED","approved","SPESOLIMAB","300","MG","02561697"
"106496","20590","ADDED","approved","TOCILIZUMAB","400","MG","02562049"
"106431","7152","ADDED","approved","CETYLPYRIDINIUM CHLORIDE","0.075","%","02561344"
