mp_code,mp_formal_name,changes
"02239326","TRYPTAN TAB 250MG (tryptophan 250 mg oral tablet) VALEANT CANADA LP/VALEANT CANADA S.E.C.","ADDED"
"02239327","TRYPTAN TAB 750MG (tryptophan 750 mg oral tablet) VALEANT CANADA LP/VALEANT CANADA S.E.C.","ADDED"
"02239619","PMS-INDAPAMIDE (indapamide 1.25 mg oral tablet) PHARMASCIENCE INC","DELETED"
"02239620","PMS-INDAPAMIDE (indapamide 2.5 mg oral tablet) PHARMASCIENCE INC","ADDED"
"02239813","EXTRA STRENGTH MULTI-SYMPTOM PMS RELIEF (acetaminophen 500 mg and pamabrom 25 mg and pyrilamine maleate 15 mg oral tablet) VITA HEALTH PRODUCTS INC","tm_code: ""6b75326ae56903080e4d47091a341adc"" -> ""8002006"""
"02239853","ALLEGRA-D (fexofenadine hydrochloride 60 mg and pseudoephedrine hydrochloride 120 mg prolonged-release oral tablet) SANOFI-AVENTIS CANADA INC","mp_formal_name: ""ALLEGRA-D (fexofenadine hydrochloride 60 mg and pseudoephedrine hydrochloride 120 mg prolonged-release oral tablet) SANOFI-AVENTIS CANADA INC"" -> ""ALLEGRA-D (fexofenadine hydrochloride 60 mg and pseudoephedrine hydrochloride 120 mg modified-release oral tablet) SANOFI-AVENTIS CANADA INC""
ntp_code: ""9003380"" -> ""133b8d7b6161ab6682fa148b6e6958f1""
ntp_formal_name: ""fexofenadine hydrochloride 60 mg and pseudoephedrine hydrochloride 120 mg prolonged-release oral tablet"" -> ""fexofenadine hydrochloride 60 mg and pseudoephedrine hydrochloride 120 mg modified-release oral tablet"""
"02240152","PSORIASIN GEL (coal tar 1.25 % cutaneous gel) ALVA-AMCO PHARMACAL COMPANIES, INC.","ADDED"
"02240333","TEVA-TRYPTOPHAN (tryptophan 500 mg oral tablet) TEVA CANADA LIMITED","ADDED"
"02240334","TEVA-TRYPTOPHAN (tryptophan 500 mg oral capsule) TEVA CANADA LIMITED","ADDED"
"02240335","MONUROL (fosfomycin (fosfomycin tromethamine) 3 g per sachet oral powder) PALADIN LABS INC","mp_formal_name: ""MONUROL (fosfomycin (fosfomycin tromethamine) 3 g per sachet oral powder) PALADIN LABS INC"" -> ""MONUROL (fosfomycin (fosfomycin tromethamine) 3 g per sachet powder for oral solution) PALADIN LABS INC""
ntp_code: ""9013293"" -> ""3e61f6eac21caf8040d52e3a83a0d078""
ntp_formal_name: ""fosfomycin (fosfomycin tromethamine) 3 g per sachet oral powder"" -> ""fosfomycin (fosfomycin tromethamine) 3 g per sachet powder for oral solution"""
"02240356","SOLUPREP (chlorhexidine gluconate 2 % and isopropyl alcohol 70 % cutaneous solution) 3M CANADA COMPANY","ADDED"
"02240473","BISMUTH + ANTACID (CHEWABLE TABLETS) (bismuth subsalicylate 262 mg and calcium carbonate 675 mg oral tablet) PERRIGO INTERNATIONAL","mp_formal_name: ""BISMUTH + ANTACID (CHEWABLE TABLETS) (bismuth subsalicylate 262 mg and calcium carbonate 675 mg oral tablet) PERRIGO INTERNATIONAL"" -> ""BISMUTH + ANTACID (CHEWABLE TABLETS) (bismuth subsalicylate 262 mg and calcium carbonate 675 mg chewable tablet) PERRIGO INTERNATIONAL""
ntp_code: ""9003524"" -> ""dcccd45c04402b8cfcab546a875d74ab""
ntp_formal_name: ""bismuth subsalicylate 262 mg and calcium carbonate 675 mg oral tablet"" -> ""bismuth subsalicylate 262 mg and calcium carbonate 675 mg chewable tablet"""
"02240541","SEBAMED DIAPER RASH CREAM (mineral oil 7 % and petrolatum 10 % cutaneous cream) LOFCO CANADA INC.","ADDED"
"02240645","NEUTROGENA T/GEL THERAPEUTIC SHAMPOO (coal tar 0.5 % shampoo) JOHNSON & JOHNSON INC","ADDED"
"02240680","DEXIDIN 0.5 SOLUTION (chlorhexidine gluconate 0.5 % and isopropyl alcohol 70 % cutaneous liquid) LABORATOIRE ATLAS INC","ADDED"
"02240692","HERCEPTIN (trastuzumab 440 mg per vial powder for solution for injection with diluent solution) HOFFMANN-LA ROCHE LIMITED","ntp_code: ""ec358384b4ef632afb2c18a9ee5145ac"" -> ""9013525"""
"02240749","SUPREFACT DEPOT 3 MONTHS (buserelin (buserelin acetate) 9.45 mg implant) SANOFI-AVENTIS CANADA INC","ntp_code: ""f7ab7afcb8b31b78bd2b0907ab4e96d6"" -> ""9013418"""
"02241500","VITAMIN B12 (vitamin B12 100 mcg per mL solution for injection) SANDOZ CANADA INCORPORATED","mp_formal_name: ""VITAMIN B12 (vitamin B12 100 mcg per mL solution for injection) SANDOZ CANADA INCORPORATED"" -> ""VITAMIN B12 (vitamin B12 100 mcg per 1 mL solution for injection ampoule) SANDOZ CANADA INCORPORATED""
ntp_code: ""9006523"" -> ""6fd7fbe3ee7f451dd3e4055bd3b049a8""
ntp_formal_name: ""vitamin B12 100 mcg per mL solution for injection"" -> ""vitamin B12 100 mcg per 1 mL solution for injection ampoule"""
"02241523","CLARITIN KIDS (loratadine 5 mg per 5 mL syrup) BAYER INC","ntp_code: ""21423e0dfee54e4a1f43e85f77823a2a"" -> ""9013453"""
"02241528","GERMI-STAT PREP GEL (chlorhexidine gluconate 0.5 % and isopropyl alcohol 70 % cutaneous liquid) GERMIPHENE CORPORATION","ADDED"
"02241933","VIOKACE (amylase 113400 unit and lipase 20880 unit and protease 112500 unit oral tablet) APTALIS PHARMA CANADA ULC","ADDED"
"02241980","NEO-SYNEPHRINE (phenylephrine hydrochloride 1 % per 1 mL solution for injection ampoule) PFIZER CANADA ULC","mp_formal_name: ""NEO-SYNEPHRINE (phenylephrine hydrochloride 1 % per 1 mL solution for injection ampoule) PFIZER CANADA ULC"" -> ""NEO-SYNEPHRINE (phenylephrine hydrochloride 10 mg per 1 mL solution for injection ampoule) PFIZER CANADA ULC""
ntp_code: ""9012750"" -> ""3f526e225db229aa67a1c19780ac6cb6""
ntp_formal_name: ""phenylephrine hydrochloride 1 % per 1 mL solution for injection ampoule"" -> ""phenylephrine hydrochloride 10 mg per 1 mL solution for injection ampoule"""
"02241981","LEVOPHED (norepinephrine (norepinephrine bitartrate) 4 mg per 4 mL solution for injection ampoule) PFIZER CANADA ULC","ntp_code: ""47c61b0c689d7f4a0d0b5b129230aeca"" -> ""9013465""
tm_code: ""b768ea135da1f16c28fdc34ea1f5e0ae"" -> ""8002036"""
"02242067","TRILEPTAL 150 MG (oxcarbazepine 150 mg oral tablet) NOVARTIS PHARMACEUTICALS CANADA INC","tm_code: ""ece3fb77698bc6b26b60c0f981a3400b"" -> ""8002044"""
"02242068","TRILEPTAL 300 MG (oxcarbazepine 300 mg oral tablet) NOVARTIS PHARMACEUTICALS CANADA INC","tm_code: ""ece3fb77698bc6b26b60c0f981a3400b"" -> ""8002044"""
"02242069","TRILEPTAL 600 MG (oxcarbazepine 600 mg oral tablet) NOVARTIS PHARMACEUTICALS CANADA INC","tm_code: ""ece3fb77698bc6b26b60c0f981a3400b"" -> ""8002044"""
"02242082","PRESERVATIVE-FREE THERA TEARS LUBRICANT EYE DROPS (sodium carboxymethyl cellulose 0.25 % ophthalmic drops) AKORN CONSUMER HEALTH, A DIVISON OF AKORN INC.","tm_code: ""107ba2abfcf6ecd7921172ba37a6dbfd"" -> ""8002086"""
"02242370","SOOTHE DRY EYES (glycerin 0.3 % and propylene glycol 1 % ophthalmic drops) BAUSCH & LOMB INC","ADDED"
"02242702","ZINC ZAP SPRAY (pyrithione zinc 0.2 % cutaneous spray) NUTRIMMUNE TECHNOLOGIES INCORPORATED","tm_code: ""647dcc565c500520bdb4688b72edeb64"" -> ""8002085"""
"02242893","DIUREX WATER CAPLETS (pamabrom 50 mg oral tablet) ALVA-AMCO PHARMACAL COMPANIES, INC.","tm_code: ""ddc73971a734efab8dce0a7d0b24f2b2"" -> ""8002050"""
"02243002","CHLORHEXIDINE AND ISOPROPYL ALCOHOL SWABSTICKS (chlorhexidine gluconate 0.5 % and isopropyl alcohol 70 % swab) PROFESSIONAL DISPOSABLES INTERNATIONAL INC.","ADDED"
"02243003","CHLORHEXIDINE AND ISOPROPYL ALCOHOL PREP PADS (chlorhexidine gluconate 0.5 % and isopropyl alcohol 70 % pad) PROFESSIONAL DISPOSABLES INTERNATIONAL INC.","ADDED"
"02243053","PEPCID COMPLETE (calcium carbonate 800 mg and famotidine 10 mg and magnesium hydroxide 165 mg chewable tablet) MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC","ADDED"
"02243176","MANNITOL INJECTION (mannitol 250 mg per mL solution for injection) FRESENIUS KABI CANADA LTD","ADDED"
"02243333","FERRLECIT (iron (sodium ferric gluconate complex in sucrose injection) 62.5 mg per 5 mL solution for injection vial) SANOFI-AVENTIS CANADA INC","ntp_code: ""a0aeca2fa18394cf2e714f7ffbecbdec"" -> ""9013440"""
"02243350","APO-AMOXI CLAV 250/125 (amoxicillin (amoxicillin trihydrate) 250 mg and clavulanic acid (potassium clavulanate) 125 mg oral tablet) APOTEX INC","mp_formal_name: ""APO-AMOXI CLAV 250/125 (amoxicillin (amoxicillin trihydrate) 250 mg and clavulanic acid (potassium clavulanate) 125 mg oral tablet) APOTEX INC"" -> ""APO-AMOXI CLAV (amoxicillin (amoxicillin trihydrate) 250 mg and clavulanic acid (potassium clavulanate) 125 mg oral tablet) APOTEX INC"""
"02243351","APO-AMOXI CLAV 500/125 (amoxicillin (amoxicillin trihydrate) 500 mg and clavulanic acid (potassium clavulanate) 125 mg oral tablet) APOTEX INC","mp_formal_name: ""APO-AMOXI CLAV 500/125 (amoxicillin (amoxicillin trihydrate) 500 mg and clavulanic acid (potassium clavulanate) 125 mg oral tablet) APOTEX INC"" -> ""APO-AMOXI CLAV (amoxicillin (amoxicillin trihydrate) 500 mg and clavulanic acid (potassium clavulanate) 125 mg oral tablet) APOTEX INC"""
"02243644","KALETRA (lopinavir 400 mg per 5 mL and ritonavir 100 mg per 5 mL oral solution) ABBVIE CORPORATION","ntp_code: ""028c87134b844c73de446f2bc5d88661"" -> ""9013451"""
"02243690","CLARITIN ALLERGY DECONGESTANT (oxymetazoline hydrochloride 0.05 % nasal spray) BAYER INC","tm_code: ""dfe6c1ec84ce1a1157e9fa618a3b1b03"" -> ""7c0121d2d43488d192f1cefc7dfe512a""
tm_formal_name: ""oxymetazoline hydrochloride"" -> ""oxymetazoline"""
"02243716","VENOFER (iron (iron sucrose) 100 mg per 5 mL solution for injection vial) LUITPOLD PHARMACEUTICALS INC","ntp_code: ""4b8daa3e1d740710c516c0571b43dcd1"" -> ""9013439"""
"02243721","BOTOX COSMETIC (onabotulinumtoxina 100 unit per vial powder for solution for injection) ALLERGAN INC","ADDED"
"02243737","PHENTOLAMINE MESYLATE INJECTION SANDOZ STANDARD (phentolamine mesylate 5 mg per 1 mL solution for injection vial) SANDOZ CANADA INCORPORATED","ntp_code: ""bc8a78f7596c1756576fda493aa137e4"" -> ""9013508""
tm_code: ""1084c921b1c4de8093cc80923f628b9b"" -> ""8002066"""
"02243933","LEVULAN KERASTICK (aminolevulinic acid hydrochloride 20 % powder for cutaneous solution 1.5 mL applicator) DUSA PHARMACEUTICALS INC","ntp_code: ""05fd76a38759dd62282162015c163f14"" -> ""9013406"""
"02244204","ULTRA STRENGTH GAS RELIEF (simethicone 180 mg oral capsule) VITA HEALTH PRODUCTS INC","ADDED"
"02244286","HEAD & SHOULDERS DANDRUFF CONDITIONER (pyrithione zinc 0.5 % lotion) PROCTER & GAMBLE INC","tm_code: ""647dcc565c500520bdb4688b72edeb64"" -> ""8002085"""
"02244372","PACLITAXEL FOR INJECTION (paclitaxel 6 mg per mL solution for injection) BIOLYSE PHARMA CORPORATION","tm_code: ""74546d3df6899b5767cca8679c21e1e1"" -> ""8002047"""
"02244650","REFRESH LIQUIGEL (sodium carboxymethyl cellulose 10 mg per mL ophthalmic drops) ALLERGAN INC","tm_code: ""107ba2abfcf6ecd7921172ba37a6dbfd"" -> ""8002086"""
"02244673","TRILEPTAL ORAL SUSPENSION (oxcarbazepine 60 mg per mL oral suspension) NOVARTIS PHARMACEUTICALS CANADA INC","tm_code: ""ece3fb77698bc6b26b60c0f981a3400b"" -> ""8002044"""
"02244756","BIAXIN XL (clarithromycin 500 mg prolonged-release oral tablet) BGP PHARMA ULC","DELETED"
"02245185","IMODIUM COMPLETE CAPLETS (loperamide hydrochloride 2 mg and simethicone 125 mg oral tablet) MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC","ADDED"
"02245215","PYRIDOXINE HYDROCHLORIDE INJECTION, USP (pyridoxine hydrochloride 100 mg per mL solution for injection) MYLAN PHARMACEUTICALS ULC","mp_formal_name: ""PYRIDOXINE HYDROCHLORIDE INJECTION, USP (pyridoxine hydrochloride 100 mg per mL solution for injection) MYLAN PHARMACEUTICALS ULC"" -> ""PYRIDOXINE HYDROCHLORIDE INJECTION, USP (pyridoxine hydrochloride 3000 mg per 30 mL solution for injection vial) MYLAN PHARMACEUTICALS ULC""
ntp_code: ""9001861"" -> ""d509953d0b8c8b5e7691969473153bd1""
ntp_formal_name: ""pyridoxine hydrochloride 100 mg per mL solution for injection"" -> ""pyridoxine hydrochloride 3000 mg per 30 mL solution for injection vial"""
"02245367","ALKA-SELTZER FLAVOURED (acetylsalicylic acid 325 mg and citric acid 1000 mg and sodium bicarbonate 1700 mg effervescent oral tablet) BAYER INC","ADDED"
"02245510","PEDIACOL (simethicone 40 mg per mL oral drops) EURO-PHARM INTERNATIONAL CANADA INC","ADDED"
"02245575","DRIXORAL NO DRIP EXTRA MOISTURIZING (oxymetazoline hydrochloride 0.05 % nasal spray) BAYER INC","tm_code: ""dfe6c1ec84ce1a1157e9fa618a3b1b03"" -> ""7c0121d2d43488d192f1cefc7dfe512a""
tm_formal_name: ""oxymetazoline hydrochloride"" -> ""oxymetazoline"""
"02245578","DRIXORAL NO DRIP ORIGINAL UNSCENTED (oxymetazoline hydrochloride 0.05 % nasal spray) BAYER INC","tm_code: ""dfe6c1ec84ce1a1157e9fa618a3b1b03"" -> ""7c0121d2d43488d192f1cefc7dfe512a""
tm_formal_name: ""oxymetazoline hydrochloride"" -> ""oxymetazoline"""
"02245580","DRIXORAL NO DRIP COOLING MENTHOL (oxymetazoline hydrochloride 0.05 % nasal spray) BAYER INC","tm_code: ""dfe6c1ec84ce1a1157e9fa618a3b1b03"" -> ""7c0121d2d43488d192f1cefc7dfe512a""
tm_formal_name: ""oxymetazoline hydrochloride"" -> ""oxymetazoline"""
"02245623","APO-AMOXI CLAV 875/125 (amoxicillin (amoxicillin trihydrate) 875 mg and clavulanic acid (potassium clavulanate) 125 mg oral tablet) APOTEX INC","mp_formal_name: ""APO-AMOXI CLAV 875/125 (amoxicillin (amoxicillin trihydrate) 875 mg and clavulanic acid (potassium clavulanate) 125 mg oral tablet) APOTEX INC"" -> ""APO-AMOXI CLAV (amoxicillin (amoxicillin trihydrate) 875 mg and clavulanic acid (potassium clavulanate) 125 mg oral tablet) APOTEX INC"""
"02245769","LIFE DANDRUFF SHAMPOO (pyrithione zinc 1 % shampoo) LE GROUPE ULTRAPAC","tm_code: ""647dcc565c500520bdb4688b72edeb64"" -> ""8002085"""
"02246016","THYROGEN (thyrotropin alfa 0.9 mg per mL powder for solution for injection) SANOFI GENZYME, A DIVISION OF SANOFI-AVENTIS CANADA INC","mp_formal_name: ""THYROGEN (thyrotropin alfa 0.9 mg per mL powder for solution for injection) SANOFI GENZYME, A DIVISION OF SANOFI-AVENTIS CANADA INC"" -> ""THYROGEN (thyrotropin alfa 0.9 mg per vial powder for solution for injection) SANOFI GENZYME, A DIVISION OF SANOFI-AVENTIS CANADA INC""
ntp_code: ""9003744"" -> ""adef21b30c600d26abfeeb31fc5114ba""
ntp_formal_name: ""thyrotropin alfa 0.9 mg per mL powder for solution for injection"" -> ""thyrotropin alfa 0.9 mg per vial powder for solution for injection"""
"02246022","LONG LASTING NASAL MIST (oxymetazoline hydrochloride 0.05 % nasal spray) PHARMASCIENCE INC","tm_code: ""dfe6c1ec84ce1a1157e9fa618a3b1b03"" -> ""7c0121d2d43488d192f1cefc7dfe512a""
tm_formal_name: ""oxymetazoline hydrochloride"" -> ""oxymetazoline"""
"02246089","LIFE -SHAMPOOING ET REVITALISANT ANTIPELLICULAIRE CLASSIQUE - 2 EN 1 (pyrithione zinc 1 % shampoo) LE GROUPE ULTRAPAC","tm_code: ""647dcc565c500520bdb4688b72edeb64"" -> ""8002085"""
"02246397","TEARS NATURALE FORTE (dextran 70 0.1 % and glycerin 0.2 % and hypromellose 0.3 % ophthalmic drops) NOVARTIS PHARMACEUTICALS CANADA INC","ADDED"
"02246805","THYMOGLOBULIN (anti-thymocyte globulin (rabbit) 25 mg per vial powder for solution for injection) SANOFI-AVENTIS CANADA INC","tm_code: ""bc2d2bed9f8f5299635498dbfc67be35"" -> ""8002009"""
"02246848","HOT LEMON RELIEF FOR SYMPTOMS OF COUGH, COLD AND FLU EXTRA STRENGTH (acetaminophen 650 mg per 24 g and chlorpheniramine maleate 4 mg per 24 g and dextromethorphan hydrobromide 20 mg per 24 g and pseudoephedrine hydrochloride 60 mg per 24 g oral powder) PHARMETICS (2011) INC","mp_formal_name: ""HOT LEMON RELIEF FOR SYMPTOMS OF COUGH, COLD AND FLU EXTRA STRENGTH (acetaminophen 650 mg per 24 g and chlorpheniramine maleate 4 mg per 24 g and dextromethorphan hydrobromide 20 mg per 24 g and pseudoephedrine hydrochloride 60 mg per 24 g oral powder) PHARMETICS (2011) INC"" -> ""HOT LEMON RELIEF FOR SYMPTOMS OF COUGH, COLD AND FLU EXTRA STRENGTH (acetaminophen 650 mg per sachet and chlorpheniramine maleate 4 mg per sachet and dextromethorphan hydrobromide 20 mg per sachet and pseudoephedrine hydrochloride 60 mg per sachet oral powder) CELLCHEM PHARMACEUTICALS INC.""
ntp_code: ""9003876"" -> ""9013258""
ntp_formal_name: ""acetaminophen 650 mg per 24 g and chlorpheniramine maleate 4 mg per 24 g and dextromethorphan hydrobromide 20 mg per 24 g and pseudoephedrine hydrochloride 60 mg per 24 g oral powder"" -> ""acetaminophen 650 mg per sachet and chlorpheniramine maleate 4 mg per sachet and dextromethorphan hydrobromide 20 mg per sachet and pseudoephedrine hydrochloride 60 mg per sachet oral powder"""
"02246950","STANHEXIDINE AQUEOUS 2% WITH 4% ISOPROPYL ALCOHOL (chlorhexidine gluconate 2 % and isopropyl alcohol 4 % cutaneous solution) OMEGA LABORATORIES LTD","ADDED"
"02247127","OVOL FOR GAS 180 MG TABLET (simethicone 180 mg oral tablet) CHURCH & DWIGHT CANADA CORP","ADDED"
"02247238","ELIDEL (pimecrolimus 1 % cutaneous cream) VALEANT CANADA LP/VALEANT CANADA S.E.C.","tm_code: ""984ab9ada2b161e669daca3bff8ce513"" -> ""8002067"""
"02247538","MURINE (polyvinyl alcohol 5 mg per mL and povidone 6 mg per mL ophthalmic drops) PRESTIGE BRANDS INC","tm_code: ""d15a7a4c459a55d511b893d1f3fe9838"" -> ""8002074"""
"02248059","CLEAR EYES ALLERGY (glycerine 0.26 % and naphazoline hydrochloride 0.012 % and zinc sulfate 0.25 % ophthalmic drops) PRESTIGE BRANDS INC","mp_formal_name: ""CLEAR EYES ALLERGY (glycerine 0.26 % and naphazoline hydrochloride 0.012 % and zinc sulfate 0.25 % ophthalmic drops) PRESTIGE BRANDS INC"" -> ""CLEAR EYES ALLERGY (glycerin 0.26 % and naphazoline hydrochloride 0.012 % and zinc sulfate 0.25 % ophthalmic drops) PRESTIGE BRANDS INC""
ntp_code: ""9003888"" -> ""f9e173b7370f8acc953afbc9264ef36a""
ntp_formal_name: ""glycerine 0.26 % and naphazoline hydrochloride 0.012 % and zinc sulfate 0.25 % ophthalmic drops"" -> ""glycerin 0.26 % and naphazoline hydrochloride 0.012 % and zinc sulfate 0.25 % ophthalmic drops""
tm_code: ""05896037816c1593984c83307d1cc812"" -> ""d6c7b7147bb51251dfcf58f3b62f3619""
tm_formal_name: ""glycerine and naphazoline and zinc sulfate"" -> ""glycerin and naphazoline and zinc sulfate"""
"02248077","PEGASYS (peginterferon alfa-2a 180 mcg per 0.5 mL solution for injection) HOFFMANN-LA ROCHE LIMITED","tm_code: ""5c53b408246965d2f899cf8ebef2bfcc"" -> ""8002058"""
"02248224","MANORAPID SYNERGY (alcohol anhydrous 54.1 % and butanediol 5.7 % and propyl alcohol 10 % and propylene glycol 5.9 % cutaneous solution) REMINGTON MEDICAL EQUIPMENT LTD.","ADDED"
"02248538","APO-TRYPTOPHAN (tryptophan 500 mg oral tablet) APOTEX INC","ADDED"
"02248539","APO-TRYPTOPHAN (tryptophan 1 g oral tablet) APOTEX INC","ADDED"
"02248540","APO-TRYPTOPHAN (tryptophan 500 mg oral capsule) APOTEX INC","ADDED"
"02248588","INFACOL (simethicone 40 mg per mL oral suspension) FOREST LABORATORIES UK LTD","ADDED"
"02248639","OCTREOTIDE ACETATE OMEGA 50MCG/ML (octreotide (octreotide acetate) 50 mcg per 1 mL solution for injection vial) OMEGA LABORATORIES LTD","ntp_code: ""3e1aa1e86241b989d4d921c1b00f9ba3"" -> ""9013478""
tm_code: ""197c1ad5a3b9aee90e54ec94baed77fa"" -> ""8002040"""
"02248640","OCTREOTIDE ACETATE OMEGA 100MCG/ML (octreotide (octreotide acetate) 100 mcg per 1 mL solution for injection vial) OMEGA LABORATORIES LTD","ntp_code: ""02c09538d2aeb131905b8f83e32ec626"" -> ""9013472""
tm_code: ""197c1ad5a3b9aee90e54ec94baed77fa"" -> ""8002040"""
"02248641","OCTREOTIDE ACETATE OMEGA 500MCG/ML (octreotide (octreotide acetate) 500 mcg per 1 mL solution for injection vial) OMEGA LABORATORIES LTD","ntp_code: ""df44e3b40f8b27ac8cd2520affd42d3c"" -> ""9013479""
tm_code: ""197c1ad5a3b9aee90e54ec94baed77fa"" -> ""8002040"""
"02248642","OCTREOTIDE ACETATE OMEGA 200MCG/ML (octreotide (octreotide acetate) 1000 mcg per 5 mL solution for injection vial) OMEGA LABORATORIES LTD","ntp_code: ""b759d4e254bdbaf3d1c30e6bfe7c413a"" -> ""9013473""
tm_code: ""197c1ad5a3b9aee90e54ec94baed77fa"" -> ""8002040"""
"02248657","VISINE FOR RED EYE TRIPLE ACTION (dextran 70 0.1 % and polyethylene glycol 400 1 % and povidone 1 % and tetrahydrozoline hydrochloride 0.05 % ophthalmic drops) JOHNSON & JOHNSON INC","ADDED"
"02248854","THERATEARS LUBRICANT EYE DROPS (sodium carboxymethyl cellulose 0.25 % ophthalmic drops) AKORN CONSUMER HEALTH, A DIVISON OF AKORN INC.","tm_code: ""107ba2abfcf6ecd7921172ba37a6dbfd"" -> ""8002086"""
"02248934","BICARBONATE CONCENTRATE B38 (sodium bicarbonate 80.7 g per l solution for haemodialysis) CHIEF MEDICAL SUPPLIES LTD","ADDED"
"02248967","SYSTANE LUBRICANT EYE DROPS (polyethylene glycol 400 0.4 % and propylene glycol 0.3 % ophthalmic drops) NOVARTIS PHARMACEUTICALS CANADA INC","ADDED"
"02249790","NEULASTA (pegfilgrastim 6 mg per 0.6 mL solution for injection syringe) AMGEN CANADA INC","ntp_code: ""bba04f3957e8cea2a18a4c4b17521ea0"" -> ""9013502""
tm_code: ""341bea3abc6470b61eff653fd8de59c9"" -> ""8002057"""
"02251159","T/GEL DAILY CONTROL 2 IN 1 (pyrithione zinc 1 % shampoo) JOHNSON & JOHNSON INC","tm_code: ""647dcc565c500520bdb4688b72edeb64"" -> ""8002085"""
"02251477","BAXEDIN 2% - 70% (chlorhexidine gluconate 2 % and isopropyl alcohol 70 % cutaneous solution) OMEGA LABORATORIES LTD","ADDED"
"02254794","PICO-SALAX (citric acid 12 g per sachet and magnesium oxide 3.5 g per sachet and sodium picosulfate 10 mg per sachet powder for oral solution) FERRING INC","ADDED"
"02255618","SHAMPOOING 2 EN 1 ANTIPELLICULAIRE (pyrithione zinc 1 % shampoo) LE GROUPE ULTRAPAC","tm_code: ""647dcc565c500520bdb4688b72edeb64"" -> ""8002085"""
"02258404","PYRITHIONE ZINC DANDRUFF SHAMPOO CLASSIC CLEAN (pyrithione zinc 1 % shampoo) LE GROUPE ULTRAPAC","tm_code: ""647dcc565c500520bdb4688b72edeb64"" -> ""8002085"""
"02260557","CLARITIN ALLERGY + SINUS EXTRA STRENGTH (loratadine 10 mg and pseudoephedrine sulfate 240 mg modified-release oral tablet) BAYER INC","ntp_code: ""ddae5e55c01697413b960de87d26a09e"" -> ""9013452"""
"02263998","STREPSILS EXTRA BLACK CHERRY (hexylresorcinol 2.4 mg and l-menthol 4 mg lozenge) RECKITT BENCKISER (CANADA) INC","mp_formal_name: ""STREPSILS EXTRA BLACK CHERRY (hexylresorcinol 2.4 mg and l-menthol 4 mg lozenge) RECKITT BENCKISER (CANADA) INC"" -> ""STREPSILS EXTRA BLACK CHERRY (hexylresorcinol 2.4 mg and levomenthol 4 mg lozenge) RECKITT BENCKISER (CANADA) INC""
ntp_code: ""9004277"" -> ""af3dbf9c29aba0d8023f90294e366f76""
ntp_formal_name: ""hexylresorcinol 2.4 mg and l-menthol 4 mg lozenge"" -> ""hexylresorcinol 2.4 mg and levomenthol 4 mg lozenge""
tm_code: ""8001796"" -> ""d1960882732943fb5e335d6d5bccbfad""
tm_formal_name: ""hexylresorcinol and l-menthol"" -> ""hexylresorcinol and levomenthol"""
"02266121","SATIVEX (cannabidiol (cannabis sativa extract) 25 mg per mL and delta-9-tetrahydrocannabinol (cannabis sativa extract) 27 mg per mL oromucosal spray) GW PHARMA LIMITED","tm_code: ""55f533e32d08bf54bdaa5cd00a062253"" -> ""8002017"""
"02268884","CREST PRO-HEALTH MULTI PROTECTION (cetylpyridinium chloride 0.07 % NA) PROCTER & GAMBLE INC","ntp_code: ""bbd6d94194530ead454e36c06d68a895"" -> ""9013422"""
"02270331","GAS X THIN STRIPS 62.5MG SIMETHICONE (simethicone 62.5 mg orodispersible film) GLAXOSMITHKLINE CONSUMER HEALTHCARE INC.","ADDED"
"02272199","SOMAVERT (pegvisomant 10 mg per vial NA) PFIZER CANADA ULC","mp_formal_name: ""SOMAVERT (pegvisomant 10 mg per vial NA) PFIZER CANADA ULC"" -> ""SOMAVERT (pegvisomant 10 mg per vial powder for solution for injection with diluent solution syringe) PFIZER CANADA INC""
ntp_code: ""9004121"" -> ""b5517ecae4df1cef4941899bb7ca2103""
ntp_formal_name: ""pegvisomant 10 mg per vial NA"" -> ""pegvisomant 10 mg per vial powder for solution for injection with diluent solution syringe""
tm_code: ""80dc81eb05cf76deeacfab2578351f9d"" -> ""8002060"""
"02272202","SOMAVERT (pegvisomant 15 mg per vial NA) PFIZER CANADA ULC","mp_formal_name: ""SOMAVERT (pegvisomant 15 mg per vial NA) PFIZER CANADA ULC"" -> ""SOMAVERT (pegvisomant 15 mg per vial powder for solution for injection with diluent solution syringe) PFIZER CANADA INC""
ntp_code: ""9004123"" -> ""d4392b6c7fad08b84e3f7ca403088600""
ntp_formal_name: ""pegvisomant 15 mg per vial NA"" -> ""pegvisomant 15 mg per vial powder for solution for injection with diluent solution syringe""
tm_code: ""80dc81eb05cf76deeacfab2578351f9d"" -> ""8002060"""
"02272210","SOMAVERT (pegvisomant 20 mg per vial NA) PFIZER CANADA ULC","mp_formal_name: ""SOMAVERT (pegvisomant 20 mg per vial NA) PFIZER CANADA ULC"" -> ""SOMAVERT (pegvisomant 20 mg per vial powder for solution for injection with diluent solution syringe) PFIZER CANADA INC""
ntp_code: ""9004125"" -> ""bf6fdbd548b10a80c028fd1da85a1779""
ntp_formal_name: ""pegvisomant 20 mg per vial NA"" -> ""pegvisomant 20 mg per vial powder for solution for injection with diluent solution syringe""
tm_code: ""80dc81eb05cf76deeacfab2578351f9d"" -> ""8002060"""
