drug_code,current_status,current_history_date,previous_status,previous_history_date,drug_identification_number
"100344","MARKETED","2024-09-16","APPROVED","2021-03-23","02514273"
"101618","MARKETED","2024-11-19","APPROVED","2024-03-06","02527138"
"102224","MARKETED","2024-12-05","APPROVED","2022-12-29","02533235"
"102680","MARKETED","2024-06-19","APPROVED","2023-08-18","02538067"
"102685","MARKETED","2024-07-01","APPROVED","2023-05-17","02538105"
"103075","MARKETED","2024-11-18","APPROVED","2023-10-06","02542153"
"103164","MARKETED","2024-08-01","APPROVED","2023-11-15","02543141"
"103200","MARKETED","2024-08-01","APPROVED","2023-11-28","02543540"
"103233","MARKETED","2024-10-28","APPROVED","2023-12-18","02543907"
"103238","MARKETED","2024-11-07","APPROVED","2023-12-19","02543966"
"103474","MARKETED","2024-11-29","APPROVED","2024-03-07","02546019"
"103504","MARKETED","2024-11-29","APPROVED","2024-03-14","02546337"
"103505","MARKETED","2024-11-29","APPROVED","2024-03-14","02546345"
"103506","MARKETED","2024-11-29","APPROVED","2024-03-14","02546353"
"103507","MARKETED","2024-11-29","APPROVED","2024-03-14","02546361"
"103509","MARKETED","2024-12-13","APPROVED","2024-03-15","02546396"
"103510","MARKETED","2024-12-13","APPROVED","2024-03-15","02546418"
"103511","MARKETED","2024-12-13","APPROVED","2024-03-15","02546426"
"103577","MARKETED","2024-12-17","APPROVED","2024-04-19","02547120"
"103681","MARKETED","2024-12-13","APPROVED","2024-05-22","02547899"
"103682","MARKETED","2024-12-13","APPROVED","2024-05-22","02547902"
"103683","MARKETED","2024-12-13","APPROVED","2024-05-22","02547910"
"103684","MARKETED","2024-12-13","APPROVED","2024-05-22","02547929"
"103732","MARKETED","2024-11-11","APPROVED","2024-06-05","02548445"
"103741","MARKETED","2024-12-17","APPROVED","2024-06-11","02548550"
"103742","MARKETED","2024-12-17","APPROVED","2024-06-11","02548569"
"103743","MARKETED","2024-12-17","APPROVED","2024-06-11","02548577"
"103744","MARKETED","2024-12-17","APPROVED","2024-06-13","02548585"
