drug_code,extract_current,extract_previous,drug_identification_number,current_company_name,previous_company_name
"61546","active","active","02238155","SIGMA LIFE SCIENCES INC.","TANTA PHARMACEUTICALS INC"
"71178","active","active","02246951","SIGMA LIFE SCIENCES INC.","TANTA PHARMACEUTICALS INC"
"75157","active","active","02266121","JAZZ PHARMACEUTICALS OPERATIONS UK LIMITED","GW PHARMA LIMITED"
"62616","active","active","02239160","ENDO OPERATIONS LTD.","PALADIN PHARMA INC."
"62617","active","active","02239162","ENDO OPERATIONS LTD.","PALADIN PHARMA INC."
"99700","active","active","02507633","TEAMWORKS MANUFACTURING","VORAN GROUP VENTURES LTD."
"90204","active","active","02417413","SIGMA LIFE SCIENCES INC.","TANTA PHARMACEUTICALS INC"
"97036","active","active","02479710","SIGMA LIFE SCIENCES INC.","TANTA PHARMACEUTICALS INC"
"98951","active","active","02499797","KERSIA CANADA LTÉE","LABORATOIRES CHOISY LTEE"
"98952","active","active","02499800","KERSIA CANADA LTÉE","LABORATOIRES CHOISY LTEE"
"50484","active","active","02231176","HALEON CANADA ULC","GLAXOSMITHKLINE CONSUMER HEALTHCARE ULC"
"93629","active","active","02450232","SIGMA LIFE SCIENCES INC.","TANTA PHARMACEUTICALS INC"
"99368","active","active","02504243","TEAMWORKS MANUFACTURING","VORAN GROUP VENTURES LTD."
"41869","dormant","dormant","00875988","ENDO OPERATIONS LTD.","PALADIN PHARMA INC."
"41867","dormant","dormant","00884553","ENDO OPERATIONS LTD.","PALADIN PHARMA INC."
"100277","approved","approved","02513587","TEAMWORKS MANUFACTURING","VORAN GROUP VENTURES LTD."
