drug_code,drug_identification_number,current_brand_name,previous_brand_name
"88833","02403544","COLISTIMETHATE FOR INJECTION, USP","COLISTIMETHATE FOR INJECTION"
"73989","02254727","TEVA-TERBINAFINE","ACT TERBINAFINE"
"75882","02273330","NYQUIL KIDS COUGH & COLD","VICKS CHILDREN'S NYQUIL COLD & COUGH MULTI-SYMPTOM RELIEF"
