drug_code,pharm_form_code,pharmaceutical_form,status,drug_identification_number
"104281","85","TABLET","ADDED","02553910"
"104268","82","SYRUP","ADDED","02553775"
"104313","85","TABLET","ADDED","02554267"
"104312","85","TABLET","ADDED","02554259"
"104272","134","SOLUTION","ADDED","02553813"
"104290","32","KIT","ADDED","02554046"
"104274","134","SOLUTION","ADDED","02553848"
"104296","85","TABLET","ADDED","02554089"
"75882","82","SYRUP","ADDED","02273330"
"104297","85","TABLET","ADDED","02554097"
"104278","85","TABLET","ADDED","02553880"
"104290","134","SOLUTION","ADDED","02554046"
"75882","134","SOLUTION","REMOVED","02273330"
"104277","82","SYRUP","ADDED","02553872"
"104299","85","TABLET","ADDED","02554119"
"104234","5","CAPSULE","ADDED","02553406"
"104267","151","TABLET (CHEWABLE)","ADDED","02553767"
"104273","82","SYRUP","ADDED","02553821"
"104289","134","SOLUTION","ADDED","02554003"
"104266","151","TABLET (CHEWABLE)","ADDED","02553759"
"104304","56","POWDER FOR SOLUTION","ADDED","02554186"
"104271","134","SOLUTION","ADDED","02553805"
"104253","134","SOLUTION","ADDED","02553619"
"104282","85","TABLET","ADDED","02553929"
"104275","134","SOLUTION","ADDED","02553856"
"104269","134","SOLUTION","ADDED","02553783"
"104264","79","SUSPENSION","ADDED","02553724"
"104303","56","POWDER FOR SOLUTION","ADDED","02554151"
"104270","134","SOLUTION","ADDED","02553791"
"104189","5","CAPSULE","ADDED","02552930"
"104265","85","TABLET","ADDED","02553740"
"104284","134","SOLUTION","ADDED","02553945"
"104300","85","TABLET","ADDED","02554127"
"104283","85","TABLET","ADDED","02553937"
"104310","82","SYRUP","ADDED","02554232"
"104287","75","TABLET (EXTENDED-RELEASE)","ADDED","02553988"
"104302","82","SYRUP","ADDED","02554143"
"104189","85","TABLET","REMOVED","02552930"
"104311","85","TABLET","ADDED","02554240"
"104301","85","TABLET","ADDED","02554135"
"104254","134","SOLUTION","ADDED","02553627"
"104295","104","RING (SLOW-RELEASE)","ADDED","02554070"
"104291","82","SYRUP","ADDED","02554011"
