tm_code,tm_formal_name,tm_fr_description,changes
8002551,acetaminophen and chlorpheniramine and dextromethorphan and menthol,acétaminophène et chlorphéniramine et dextrométhorphane et menthol,ADDED
8001204,fosamprenavir,fosamprénavir,"tm_status: ""ACTIVE"" -> ""INACTIVE""
tm_status_effective_time: ""20041222"" -> ""20241231"""
8002550,acetaminophen and chlorpheniramine and dextromethorphan and guaifenesin and menthol,acétaminophène et chlorphéniramine et dextrométhorphane et guaïfénésine et menthol,ADDED
