"tm_code","tm_formal_name","ntp_code","ntp_formal_name","mp_code","mp_formal_name"
8000329,"carvedilol",9001046,"carvedilol 25 mg oral tablet","02368927","JAMP-CARVEDILOL (carvedilol 25 mg oral tablet) JAMP PHARMA CORPORATION"
8000181,"domperidone",9000463,"domperidone (domperidone maleate) 10 mg oral tablet","02369206","JAMP-DOMPERIDONE (domperidone (domperidone maleate) 10 mg oral tablet) JAMP PHARMA CORPORATION"
8000169,"ketorolac",9001373,"ketorolac tromethamine 0.45 % ophthalmic drops","02369362","ACUVAIL (ketorolac tromethamine 0.45 % ophthalmic drops) ALLERGAN INC"
8000265,"tolterodine",9000826,"tolterodine tartrate 1 mg oral tablet","02369680","APO-TOLTERODINE (tolterodine tartrate 1 mg oral tablet) APOTEX INC"
8000265,"tolterodine",9000825,"tolterodine tartrate 2 mg oral tablet","02369699","APO-TOLTERODINE (tolterodine tartrate 2 mg oral tablet) APOTEX INC"
8000267,"citalopram",9001126,"citalopram (citalopram hydrobromide) 10 mg oral tablet","02370077","MINT-CITALOPRAM (citalopram (citalopram hydrobromide) 10 mg oral tablet) MINT PHARMACEUTICALS INC"
8000267,"citalopram",9001126,"citalopram (citalopram hydrobromide) 10 mg oral tablet","02429691","MINT-CITALOPRAM (citalopram (citalopram hydrobromide) 10 mg oral tablet) MINT PHARMACEUTICALS INC"
8000267,"citalopram",9001126,"citalopram (citalopram hydrobromide) 10 mg oral tablet","02370085","JAMP-CITALOPRAM (citalopram (citalopram hydrobromide) 10 mg oral tablet) JAMP PHARMA CORPORATION"
8000278,"risedronate",9001008,"risedronate sodium 35 mg oral tablet","02370255","RISEDRONATE (risedronate sodium (risedronate sodium monohydrate) 35 mg oral tablet) SANIS HEALTH INC"
8000278,"risedronate",9001353,"risedronate sodium 35 mg gastro-resistant tablet","02370417","ACTONEL DR (risedronate sodium (risedronate sodium hemi-pentahydrate) 35 mg gastro-resistant tablet) ALLERGAN PHARMA CO."
8000122,"diltiazem",9000569,"diltiazem hydrochloride 120 mg prolonged-release oral capsule","02370441","ACT DILTIAZEM T (diltiazem hydrochloride 120 mg prolonged-release oral capsule) ACTAVIS PHARMA COMPANY"
8000122,"diltiazem",9000570,"diltiazem hydrochloride 180 mg prolonged-release oral capsule","02370492","ACT DILTIAZEM T (diltiazem hydrochloride 180 mg prolonged-release oral capsule) ACTAVIS PHARMA COMPANY"
8000122,"diltiazem",9000571,"diltiazem hydrochloride 240 mg prolonged-release oral capsule","02370506","ACT DILTIAZEM T (diltiazem hydrochloride 240 mg prolonged-release oral capsule) ACTAVIS PHARMA COMPANY"
8000122,"diltiazem",9000572,"diltiazem hydrochloride 300 mg prolonged-release oral capsule","02370514","ACT DILTIAZEM T (diltiazem hydrochloride 300 mg prolonged-release oral capsule) ACTAVIS PHARMA COMPANY"
8000122,"diltiazem",9000728,"diltiazem hydrochloride 360 mg prolonged-release oral capsule","02370522","ACT DILTIAZEM T (diltiazem hydrochloride 360 mg prolonged-release oral capsule) ACTAVIS PHARMA COMPANY"
8000122,"diltiazem",9000569,"diltiazem hydrochloride 120 mg prolonged-release oral capsule","02370611","ACT DILTIAZEM CD (diltiazem hydrochloride 120 mg prolonged-release oral capsule) TEVA CANADA LIMITED"
8000122,"diltiazem",9000570,"diltiazem hydrochloride 180 mg prolonged-release oral capsule","02370638","ACT DILTIAZEM CD (diltiazem hydrochloride 180 mg prolonged-release oral capsule) TEVA CANADA LIMITED"
8000122,"diltiazem",9000571,"diltiazem hydrochloride 240 mg prolonged-release oral capsule","02370646","ACT DILTIAZEM CD (diltiazem hydrochloride 240 mg prolonged-release oral capsule) TEVA CANADA LIMITED"
8000122,"diltiazem",9000572,"diltiazem hydrochloride 300 mg prolonged-release oral capsule","02370654","ACT DILTIAZEM CD (diltiazem hydrochloride 300 mg prolonged-release oral capsule) TEVA CANADA LIMITED"
8000298,"mirtazapine",9000940,"mirtazapine 30 mg oral tablet","02370689","MIRTAZAPINE (mirtazapine 30 mg oral tablet) SANIS HEALTH INC"
8000187,"risperidone",9001368,"risperidone 3 mg orodispersible tablet","02370697","PMS-RISPERIDONE ODT (risperidone 3 mg orodispersible tablet) PHARMASCIENCE INC"
8000187,"risperidone",9001369,"risperidone 4 mg orodispersible tablet","02370700","PMS-RISPERIDONE ODT (risperidone 4 mg orodispersible tablet) PHARMASCIENCE INC"
8000236,"pantoprazole",9000706,"pantoprazole (pantoprazole sodium) 40 mg gastro-resistant tablet","02370808","PANTOPRAZOLE (pantoprazole (pantoprazole sodium sesquihydrate) 40 mg gastro-resistant tablet) SANIS HEALTH INC"
8000229,"hydrochlorothiazide and losartan",9000672,"hydrochlorothiazide 12.5 mg and losartan potassium 50 mg oral tablet","02371235","APO-LOSARTAN/HCTZ (hydrochlorothiazide 12.5 mg and losartan potassium 50 mg oral tablet) APOTEX INC"
8000229,"hydrochlorothiazide and losartan",9001208,"hydrochlorothiazide 12.5 mg and losartan potassium 100 mg oral tablet","02371243","APO-LOSARTAN/HCTZ (hydrochlorothiazide 12.5 mg and losartan potassium 100 mg oral tablet) APOTEX INC"
8000229,"hydrochlorothiazide and losartan",9000878,"hydrochlorothiazide 25 mg and losartan potassium 100 mg oral tablet","02371251","APO-LOSARTAN/HCTZ (hydrochlorothiazide 25 mg and losartan potassium 100 mg oral tablet) APOTEX INC"
8000172,"vitamin D3 (cholecalciferol)",9004038,"vitamin d3 (cholecalciferol) 10000 unit oral capsule","02371499","PHARMA-D 10000 IU (vitamin d3 10000 unit oral capsule) PHARMASCIENCE INC"
8000172,"vitamin D3 (cholecalciferol)",9006288,"vitamin d3 (cholecalciferol) 50000 unit oral capsule","02371502","PHARMA-D 50000 IU (vitamin d3 50000 unit oral capsule) PHARMASCIENCE INC"
8000153,"amlodipine",9001277,"amlodipine (amlodipine besylate) 2.5 mg oral tablet","02371707","MAR-AMLODIPINE TABLETS (amlodipine (amlodipine besylate) 2.5 mg oral tablet) MARCAN PHARMACEUTICALS INC"
8000153,"amlodipine",9000399,"amlodipine (amlodipine besylate) 5 mg oral tablet","02371715","MAR-AMLODIPINE TABLETS (amlodipine (amlodipine besylate) 5 mg oral tablet) MARCAN PHARMACEUTICALS INC"
8000153,"amlodipine",9000398,"amlodipine (amlodipine besylate) 10 mg oral tablet","02371723","MAR-AMLODIPINE TABLETS (amlodipine (amlodipine besylate) 10 mg oral tablet) MARCAN PHARMACEUTICALS INC"
8000187,"risperidone",9000871,"risperidone 0.25 mg oral tablet","02371766","MAR-RISPERIDONE (risperidone 0.25 mg oral tablet) MARCAN PHARMACEUTICALS INC"
8000187,"risperidone",9000872,"risperidone 0.5 mg oral tablet","02371774","MAR-RISPERIDONE (risperidone 0.5 mg oral tablet) MARCAN PHARMACEUTICALS INC"
8000187,"risperidone",9000489,"risperidone 1 mg oral tablet","02371782","MAR-RISPERIDONE (risperidone 1 mg oral tablet) MARCAN PHARMACEUTICALS INC"
8000187,"risperidone",9000490,"risperidone 2 mg oral tablet","02371790","MAR-RISPERIDONE (risperidone 2 mg oral tablet) MARCAN PHARMACEUTICALS INC"
8000187,"risperidone",9000491,"risperidone 3 mg oral tablet","02371804","MAR-RISPERIDONE (risperidone 3 mg oral tablet) MARCAN PHARMACEUTICALS INC"
8000187,"risperidone",9000492,"risperidone 4 mg oral tablet","02371812","MAR-RISPERIDONE (risperidone 4 mg oral tablet) MARCAN PHARMACEUTICALS INC"
8000166,"finasteride",9000424,"finasteride 5 mg oral tablet","02371820","RAN-FINASTERIDE (finasteride 5 mg oral tablet) RANBAXY PHARMACEUTICALS CANADA INC."
8000267,"citalopram",9001126,"citalopram (citalopram hydrobromide) 10 mg oral tablet","02371871","MAR-CITALOPRAM (citalopram (citalopram hydrobromide) 10 mg oral tablet) MARCAN PHARMACEUTICALS INC"
8000267,"citalopram",9000834,"citalopram (citalopram hydrobromide) 20 mg oral tablet","02371898","MAR-CITALOPRAM (citalopram (citalopram hydrobromide) 20 mg oral tablet) MARCAN PHARMACEUTICALS INC"
8000267,"citalopram",9000835,"citalopram (citalopram hydrobromide) 40 mg oral tablet","02371901","MAR-CITALOPRAM (citalopram (citalopram hydrobromide) 40 mg oral tablet) MARCAN PHARMACEUTICALS INC"
8000121,"atenolol",9001004,"atenolol 25 mg oral tablet","02371979","MAR-ATENOLOL (atenolol 25 mg oral tablet) MARCAN PHARMACEUTICALS INC"
8000121,"atenolol",9000286,"atenolol 50 mg oral tablet","02371987","MAR-ATENOLOL (atenolol 50 mg oral tablet) MARCAN PHARMACEUTICALS INC"
8000121,"atenolol",9000285,"atenolol 100 mg oral tablet","02371995","MAR-ATENOLOL (atenolol 100 mg oral tablet) MARCAN PHARMACEUTICALS INC"
8000268,"sildenafil",9000837,"sildenafil (sildenafil citrate) 25 mg oral tablet","02372053","ACT SILDENAFIL (sildenafil (sildenafil citrate) 25 mg oral tablet) ACTAVIS PHARMA COMPANY"
8000268,"sildenafil",9000838,"sildenafil (sildenafil citrate) 50 mg oral tablet","02372061","ACT SILDENAFIL (sildenafil (sildenafil citrate) 50 mg oral tablet) ACTAVIS PHARMA COMPANY"
8000268,"sildenafil",9000836,"sildenafil (sildenafil citrate) 100 mg oral tablet","02372088","ACT SILDENAFIL (sildenafil (sildenafil citrate) 100 mg oral tablet) ACTAVIS PHARMA COMPANY"
8000259,"irbesartan",9000802,"irbesartan 75 mg oral tablet","02372347","IRBESARTAN (irbesartan 75 mg oral tablet) SANIS HEALTH INC"
8000259,"irbesartan",9000805,"irbesartan 150 mg oral tablet","02372371","IRBESARTAN (irbesartan 150 mg oral tablet) SANIS HEALTH INC"
8000259,"irbesartan",9000806,"irbesartan 300 mg oral tablet","02372398","IRBESARTAN (irbesartan 300 mg oral tablet) SANIS HEALTH INC"
8000045,"oxycodone",9001355,"oxycodone hydrochloride 10 mg prolonged-release oral tablet","02372525","OXYNEO (oxycodone hydrochloride 10 mg prolonged-release oral tablet) PURDUE PHARMA"
8000045,"oxycodone",9001356,"oxycodone hydrochloride 15 mg prolonged-release oral tablet","02372533","OXYNEO (oxycodone hydrochloride 15 mg prolonged-release oral tablet) PURDUE PHARMA"
8000045,"oxycodone",9001358,"oxycodone hydrochloride 30 mg prolonged-release oral tablet","02372541","OXYNEO (oxycodone hydrochloride 30 mg prolonged-release oral tablet) PURDUE PHARMA"
8000045,"oxycodone",9001359,"oxycodone hydrochloride 40 mg prolonged-release oral tablet","02372568","OXYNEO (oxycodone hydrochloride 40 mg prolonged-release oral tablet) PURDUE PHARMA"
8000045,"oxycodone",9001360,"oxycodone hydrochloride 60 mg prolonged-release oral tablet","02372576","OXYNEO (oxycodone hydrochloride 60 mg prolonged-release oral tablet) PURDUE PHARMA"
8000045,"oxycodone",9001361,"oxycodone hydrochloride 80 mg prolonged-release oral tablet","02372584","OXYNEO (oxycodone hydrochloride 80 mg prolonged-release oral tablet) PURDUE PHARMA"
8000045,"oxycodone",9001357,"oxycodone hydrochloride 20 mg prolonged-release oral tablet","02372797","OXYNEO (oxycodone hydrochloride 20 mg prolonged-release oral tablet) PURDUE PHARMA"
8000226,"olanzapine",9000766,"olanzapine 2.5 mg oral tablet","02372819","OLANZAPINE (olanzapine 2.5 mg oral tablet) SANIS HEALTH INC"
8000226,"olanzapine",9000670,"olanzapine 5 mg oral tablet","02372827","OLANZAPINE (olanzapine 5 mg oral tablet) SANIS HEALTH INC"
8000226,"olanzapine",9000667,"olanzapine 7.5 mg oral tablet","02372835","OLANZAPINE (olanzapine 7.5 mg oral tablet) SANIS HEALTH INC"
8000226,"olanzapine",9000669,"olanzapine 10 mg oral tablet","02372843","OLANZAPINE (olanzapine 10 mg oral tablet) SANIS HEALTH INC"
8000226,"olanzapine",9000993,"olanzapine 15 mg oral tablet","02372851","OLANZAPINE (olanzapine 15 mg oral tablet) SANIS HEALTH INC"
8000284,"hydrochlorothiazide and irbesartan",9000887,"hydrochlorothiazide 12.5 mg and irbesartan 150 mg oral tablet","02372886","IRBESARTAN/HCTZ (hydrochlorothiazide 12.5 mg and irbesartan 150 mg oral tablet) SANIS HEALTH INC"
8000284,"hydrochlorothiazide and irbesartan",9000888,"hydrochlorothiazide 12.5 mg and irbesartan 300 mg oral tablet","02372894","IRBESARTAN/HCTZ (hydrochlorothiazide 12.5 mg and irbesartan 300 mg oral tablet) SANIS HEALTH INC"
8000284,"hydrochlorothiazide and irbesartan",9001339,"hydrochlorothiazide 25 mg and irbesartan 300 mg oral tablet","02372908","IRBESARTAN/HCTZ (hydrochlorothiazide 25 mg and irbesartan 300 mg oral tablet) SANIS HEALTH INC"
8000142,"simvastatin",9001010,"simvastatin 5 mg oral tablet","02372932","MINT-SIMVASTATIN (simvastatin 5 mg oral tablet) MINT PHARMACEUTICALS INC"
8000142,"simvastatin",9000369,"simvastatin 10 mg oral tablet","02372940","MINT-SIMVASTATIN (simvastatin 10 mg oral tablet) MINT PHARMACEUTICALS INC"
8000142,"simvastatin",9000545,"simvastatin 20 mg oral tablet","02372959","MINT-SIMVASTATIN (simvastatin 20 mg oral tablet) MINT PHARMACEUTICALS INC"
8000142,"simvastatin",9000643,"simvastatin 40 mg oral tablet","02372967","MINT-SIMVASTATIN (simvastatin 40 mg oral tablet) MINT PHARMACEUTICALS INC"
8000142,"simvastatin",9001011,"simvastatin 80 mg oral tablet","02372975","MINT-SIMVASTATIN (simvastatin 80 mg oral tablet) MINT PHARMACEUTICALS INC"
8000218,"naproxen",9001354,"naproxen sodium 220 mg oral capsule","02372991","MAXIDOL LIQUID GELS (naproxen sodium 220 mg oral capsule) BAYER INC"
8000369,"tramadol",9001379,"tramadol hydrochloride 100 mg prolonged-release oral capsule","02373017","DURELA (tramadol hydrochloride 100 mg prolonged-release oral capsule) CIPHER PHARMACEUTICALS INC"
8000369,"tramadol",9001380,"tramadol hydrochloride 200 mg prolonged-release oral capsule","02373025","DURELA (tramadol hydrochloride 200 mg prolonged-release oral capsule) CIPHER PHARMACEUTICALS INC"
8000369,"tramadol",9001381,"tramadol hydrochloride 300 mg prolonged-release oral capsule","02373033","DURELA (tramadol hydrochloride 300 mg prolonged-release oral capsule) CIPHER PHARMACEUTICALS INC"
8000244,"latanoprost",9000737,"latanoprost 50 mcg per mL ophthalmic drops","02373041","GD-LATANOPROST (latanoprost 50 mcg per mL ophthalmic drops) GENMED A DIVISION OF PFIZER CANADA INC"
8000047,"colchicine",9000074,"colchicine 0.6 mg oral tablet","02373823","JAMP-COLCHICINE (colchicine 0.6 mg oral tablet) JAMP PHARMA CORPORATION"
8000097,"indapamide",9000587,"indapamide 1.25 mg oral tablet","02373904","JAMP-INDAPAMIDE (indapamide 1.25 mg oral tablet) JAMP PHARMA CORPORATION"
8000097,"indapamide",9000177,"indapamide 2.5 mg oral tablet","02373912","JAMP-INDAPAMIDE (indapamide 2.5 mg oral tablet) JAMP PHARMA CORPORATION"
8000261,"montelukast",9000809,"montelukast (montelukast sodium) 10 mg oral tablet","02373947","PMS-MONTELUKAST FC (montelukast (montelukast sodium) 10 mg oral tablet) PHARMASCIENCE INC"
8000121,"atenolol",9001004,"atenolol 25 mg oral tablet","02373963","RAN-ATENOLOL (atenolol 25 mg oral tablet) RANBAXY PHARMACEUTICALS CANADA INC."
8000043,"ibuprofen",9000190,"ibuprofen 400 mg oral tablet","02374226","MUSCLE & JOINT (ibuprofen 400 mg oral tablet) VITA HEALTH PRODUCTS INC"
8000128,"fluoxetine",9000469,"fluoxetine (fluoxetine hydrochloride) 10 mg oral capsule","02374447","FLUOXETINE (fluoxetine (fluoxetine hydrochloride) 10 mg oral capsule) SIVEM PHARMACEUTICALS ULC"
8000128,"fluoxetine",9000325,"fluoxetine (fluoxetine hydrochloride) 20 mg oral capsule","02374455","FLUOXETINE (fluoxetine (fluoxetine hydrochloride) 20 mg oral capsule) SIVEM PHARMACEUTICALS ULC"
8000171,"sertraline",9000635,"sertraline (sertraline hydrochloride) 25 mg oral capsule","02374552","RAN-SERTRALINE (sertraline (sertraline hydrochloride) 25 mg oral capsule) RANBAXY PHARMACEUTICALS CANADA INC."
8000171,"sertraline",9000446,"sertraline (sertraline hydrochloride) 50 mg oral capsule","02374560","RAN-SERTRALINE (sertraline (sertraline hydrochloride) 50 mg oral capsule) RANBAXY PHARMACEUTICALS CANADA INC."
8000171,"sertraline",9000445,"sertraline (sertraline hydrochloride) 100 mg oral capsule","02374579","RAN-SERTRALINE (sertraline (sertraline hydrochloride) 100 mg oral capsule) RANBAXY PHARMACEUTICALS CANADA INC."
8000261,"montelukast",9000809,"montelukast (montelukast sodium) 10 mg oral tablet","02374609","APO-MONTELUKAST (montelukast (montelukast sodium) 10 mg oral tablet) APOTEX INC"
8000269,"amiodarone",9001448,"amiodarone hydrochloride 150 mg per 3 mL solution for injection syringe","02374684","AMIODARONE SYRINGE (amiodarone hydrochloride 150 mg per 3 mL solution for injection syringe) SANDOZ CANADA INCORPORATED"
8000276,"rizatriptan",9000897,"rizatriptan (rizatriptan benzoate) 5 mg orodispersible tablet","02374730","ACT RIZATRIPTAN ODT (rizatriptan (rizatriptan benzoate) 5 mg orodispersible tablet) ACTAVIS PHARMA COMPANY"
8000276,"rizatriptan",9000865,"rizatriptan (rizatriptan benzoate) 10 mg orodispersible tablet","02374749","ACT RIZATRIPTAN ODT (rizatriptan (rizatriptan benzoate) 10 mg orodispersible tablet) ACTAVIS PHARMA COMPANY"
8000302,"betahistine",9000951,"betahistine hydrochloride 16 mg oral tablet","02374757","ACT BETAHISTINE (betahistine hydrochloride 16 mg oral tablet) ACTAVIS PHARMA COMPANY"
8000302,"betahistine",9001059,"betahistine hydrochloride 24 mg oral tablet","02374765","ACT BETAHISTINE (betahistine hydrochloride 24 mg oral tablet) ACTAVIS PHARMA COMPANY"
8000239,"ramipril",9000722,"ramipril 2.5 mg oral capsule","02374846","RAMIPRIL (ramipril 2.5 mg oral capsule) SANIS HEALTH INC"
8000239,"ramipril",9000723,"ramipril 5 mg oral capsule","02374854","RAMIPRIL (ramipril 5 mg oral capsule) SANIS HEALTH INC"
8000239,"ramipril",9000712,"ramipril 10 mg oral capsule","02374862","RAMIPRIL (ramipril 10 mg oral capsule) SANIS HEALTH INC"
8000131,"omeprazole",9000691,"omeprazole (omeprazole magnesium) 20 mg gastro-resistant tablet","02374870","RAN-OMEPRAZOLE (omeprazole (omeprazole magnesium) 20 mg gastro-resistant tablet) RANBAXY PHARMACEUTICALS CANADA INC."
8000142,"simvastatin",9001010,"simvastatin 5 mg oral tablet","02375036","MAR-SIMVASTATIN (simvastatin 5 mg oral tablet) MARCAN PHARMACEUTICALS INC"
8000142,"simvastatin",9000369,"simvastatin 10 mg oral tablet","02375044","MAR-SIMVASTATIN (simvastatin 10 mg oral tablet) MARCAN PHARMACEUTICALS INC"
8000142,"simvastatin",9000545,"simvastatin 20 mg oral tablet","02375052","MAR-SIMVASTATIN (simvastatin 20 mg oral tablet) MARCAN PHARMACEUTICALS INC"
8000142,"simvastatin",9000643,"simvastatin 40 mg oral tablet","02375060","MAR-SIMVASTATIN (simvastatin 40 mg oral tablet) MARCAN PHARMACEUTICALS INC"
8000142,"simvastatin",9001011,"simvastatin 80 mg oral tablet","02375079","MAR-SIMVASTATIN (simvastatin 80 mg oral tablet) MARCAN PHARMACEUTICALS INC"
8000328,"levetiracetam",9001035,"levetiracetam 250 mg oral tablet","02375249","AURO-LEVETIRACETAM (levetiracetam 250 mg oral tablet) AURO PHARMA INC"
8000328,"levetiracetam",9001036,"levetiracetam 500 mg oral tablet","02375257","AURO-LEVETIRACETAM (levetiracetam 500 mg oral tablet) AURO PHARMA INC"
8000328,"levetiracetam",9001037,"levetiracetam 750 mg oral tablet","02375265","AURO-LEVETIRACETAM (levetiracetam 750 mg oral tablet) AURO PHARMA INC"
8000142,"simvastatin",9001010,"simvastatin 5 mg oral tablet","02375591","JAMP-SIMVASTATIN (simvastatin 5 mg oral tablet) JAMP PHARMA CORPORATION"
8000142,"simvastatin",9000369,"simvastatin 10 mg oral tablet","02375605","JAMP-SIMVASTATIN (simvastatin 10 mg oral tablet) JAMP PHARMA CORPORATION"
8000142,"simvastatin",9000545,"simvastatin 20 mg oral tablet","02375613","JAMP-SIMVASTATIN (simvastatin 20 mg oral tablet) JAMP PHARMA CORPORATION"
8000142,"simvastatin",9000643,"simvastatin 40 mg oral tablet","02375621","JAMP-SIMVASTATIN (simvastatin 40 mg oral tablet) JAMP PHARMA CORPORATION"
8000142,"simvastatin",9001011,"simvastatin 80 mg oral tablet","02375648","JAMP-SIMVASTATIN (simvastatin 80 mg oral tablet) JAMP PHARMA CORPORATION"
8000291,"moxifloxacin",9000923,"moxifloxacin (moxifloxacin hydrochloride) 400 mg oral tablet","02375702","TEVA-MOXIFLOXACIN (moxifloxacin (moxifloxacin hydrochloride) 400 mg oral tablet) TEVA CANADA LIMITED"
8000391,"saxagliptin",9001372,"saxagliptin (saxagliptin hydrochloride) 2.5 mg oral tablet","02375842","ONGLYZA (saxagliptin (saxagliptin hydrochloride) 2.5 mg oral tablet) ASTRAZENECA CANADA INC"
8000117,"doxycycline",9001394,"doxycycline 40 mg modified-release oral capsule","02375885","APPRILON (doxycycline (doxycycline monohydrate) 40 mg modified-release oral capsule) GALDERMA CANADA INC"
8000277,"telmisartan",9000866,"telmisartan 40 mg oral tablet","02375958","SANDOZ TELMISARTAN (telmisartan 40 mg oral tablet) SANDOZ CANADA INCORPORATED"
8000277,"telmisartan",9000867,"telmisartan 80 mg oral tablet","02375966","SANDOZ TELMISARTAN (telmisartan 80 mg oral tablet) SANDOZ CANADA INCORPORATED"
8000266,"candesartan",9001114,"candesartan cilexetil 4 mg oral tablet","02376520","ACT CANDESARTAN (candesartan cilexetil 4 mg oral tablet) ACTAVIS PHARMA COMPANY"
8000266,"candesartan",9000831,"candesartan cilexetil 8 mg oral tablet","02376539","ACT CANDESARTAN (candesartan cilexetil 8 mg oral tablet) ACTAVIS PHARMA COMPANY"
8000266,"candesartan",9000830,"candesartan cilexetil 16 mg oral tablet","02376547","ACT CANDESARTAN (candesartan cilexetil 16 mg oral tablet) ACTAVIS PHARMA COMPANY"
8000266,"candesartan",9001253,"candesartan cilexetil 32 mg oral tablet","02376555","ACT CANDESARTAN (candesartan cilexetil 32 mg oral tablet) ACTAVIS PHARMA COMPANY"
8000043,"ibuprofen",9000921,"ibuprofen 200 mg oral capsule","02376598","IBUPROFEN LIQUID GEL CAPSULES (ibuprofen 200 mg oral capsule) APOTEX INC"
8000043,"ibuprofen",9001080,"ibuprofen 400 mg oral capsule","02376601","EXTRA STRENGTH IBUPROFEN LIQUID GEL CAPSULES (ibuprofen 400 mg oral capsule) APOTEX INC"
8000261,"montelukast",9000809,"montelukast (montelukast sodium) 10 mg oral tablet","02376695","DOM-MONTELUKAST FC (montelukast (montelukast sodium) 10 mg oral tablet) DOMINION PHARMACAL"
8000166,"finasteride",9000424,"finasteride 5 mg oral tablet","02376709","DOM-FINASTERIDE (finasteride 5 mg oral tablet) DOMINION PHARMACAL"
8000277,"telmisartan",9000866,"telmisartan 40 mg oral tablet","02376717","MYLAN-TELMISARTAN (telmisartan 40 mg oral tablet) MYLAN PHARMACEUTICALS ULC"
8000277,"telmisartan",9000867,"telmisartan 80 mg oral tablet","02376725","MYLAN-TELMISARTAN (telmisartan 80 mg oral tablet) MYLAN PHARMACEUTICALS ULC"
8000348,"pregabalin",9001116,"pregabalin 25 mg oral capsule","02377039","RIVA-PREGABALIN (pregabalin 25 mg oral capsule) LABORATOIRE RIVA INC"
8000348,"pregabalin",9001118,"pregabalin 50 mg oral capsule","02377047","RIVA-PREGABALIN (pregabalin 50 mg oral capsule) LABORATOIRE RIVA INC"
8000348,"pregabalin",9001119,"pregabalin 75 mg oral capsule","02377055","RIVA-PREGABALIN (pregabalin 75 mg oral capsule) LABORATOIRE RIVA INC"
8000348,"pregabalin",9001115,"pregabalin 150 mg oral capsule","02377063","RIVA-PREGABALIN (pregabalin 150 mg oral capsule) LABORATOIRE RIVA INC"
8000348,"pregabalin",9001117,"pregabalin 300 mg oral capsule","02377071","RIVA-PREGABALIN (pregabalin 300 mg oral capsule) LABORATOIRE RIVA INC"
8000043,"ibuprofen",9000190,"ibuprofen 400 mg oral tablet","02377101","IBUPROFEN MUSCLE AND JOINT (ibuprofen 400 mg oral tablet) PHARMASCIENCE INC"
8000229,"hydrochlorothiazide and losartan",9001208,"hydrochlorothiazide 12.5 mg and losartan potassium 100 mg oral tablet","02377144","TEVA-LOSARTAN/HCTZ (hydrochlorothiazide 12.5 mg and losartan potassium 100 mg oral tablet) TEVA CANADA LIMITED"
8000229,"hydrochlorothiazide and losartan",9000878,"hydrochlorothiazide 25 mg and losartan potassium 100 mg oral tablet","02377152","TEVA-LOSARTAN/HCTZ (hydrochlorothiazide 25 mg and losartan potassium 100 mg oral tablet) TEVA CANADA LIMITED"
8000261,"montelukast",9000939,"montelukast (montelukast sodium) 4 mg chewable tablet","02377608","APO-MONTELUKAST (montelukast (montelukast sodium) 4 mg chewable tablet) APOTEX INC"
8000261,"montelukast",9000810,"montelukast (montelukast sodium) 5 mg chewable tablet","02377616","APO-MONTELUKAST (montelukast (montelukast sodium) 5 mg chewable tablet) APOTEX INC"
8000278,"risedronate",9001260,"risedronate sodium 150 mg oral tablet","02377721","APO-RISEDRONATE (risedronate sodium (risedronate sodium hemi-pentahydrate) 150 mg oral tablet) APOTEX INC"
8000266,"candesartan",9000831,"candesartan cilexetil 8 mg oral tablet","02377934","CANDESARTAN (candesartan cilexetil 8 mg oral tablet) PRO DOC LIMITEE"
8000266,"candesartan",9000830,"candesartan cilexetil 16 mg oral tablet","02377942","CANDESARTAN (candesartan cilexetil 16 mg oral tablet) PRO DOC LIMITEE"
8000396,"galantamine",9001330,"galantamine (galantamine hydrobromide) 8 mg prolonged-release oral capsule","02377950","TEVA-GALANTAMINE ER (galantamine (galantamine hydrobromide) 8 mg prolonged-release oral capsule) TEVA CANADA LIMITED"
8000396,"galantamine",9001328,"galantamine (galantamine hydrobromide) 16 mg prolonged-release oral capsule","02377969","TEVA-GALANTAMINE ER (galantamine (galantamine hydrobromide) 16 mg prolonged-release oral capsule) TEVA CANADA LIMITED"
8000396,"galantamine",9001329,"galantamine (galantamine hydrobromide) 24 mg prolonged-release oral capsule","02377977","TEVA-GALANTAMINE ER (galantamine (galantamine hydrobromide) 24 mg prolonged-release oral capsule) TEVA CANADA LIMITED"
8000229,"hydrochlorothiazide and losartan",9000672,"hydrochlorothiazide 12.5 mg and losartan potassium 50 mg oral tablet","02378078","MYLAN-LOSARTAN HCTZ (hydrochlorothiazide 12.5 mg and losartan potassium 50 mg oral tablet) MYLAN PHARMACEUTICALS ULC"
8000229,"hydrochlorothiazide and losartan",9001208,"hydrochlorothiazide 12.5 mg and losartan potassium 100 mg oral tablet","02378086","MYLAN-LOSARTAN HCTZ (hydrochlorothiazide 12.5 mg and losartan potassium 100 mg oral tablet) MYLAN PHARMACEUTICALS ULC"
8000229,"hydrochlorothiazide and losartan",9000878,"hydrochlorothiazide 25 mg and losartan potassium 100 mg oral tablet","02378094","MYLAN-LOSARTAN HCTZ (hydrochlorothiazide 25 mg and losartan potassium 100 mg oral tablet) MYLAN PHARMACEUTICALS ULC"
8000789,"tapentadol",9005008,"tapentadol (tapentadol hydrochloride) 50 mg oral tablet","02378272","NUCYNTA IR (tapentadol (tapentadol hydrochloride) 50 mg oral tablet) ENDO VENTURES LTD"
8000789,"tapentadol",9005009,"tapentadol (tapentadol hydrochloride) 75 mg oral tablet","02378280","NUCYNTA IR (tapentadol (tapentadol hydrochloride) 75 mg oral tablet) ENDO VENTURES LTD"
