"tm_code","tm_formal_name","ntp_code","ntp_formal_name","mp_code","mp_formal_name"
8000026,"nortriptyline",9000034,"nortriptyline (nortriptyline hydrochloride) 10 mg oral capsule","00015229","AVENTYL (nortriptyline (nortriptyline hydrochloride) 10 mg oral capsule) AA PHARMA INC"
8000026,"nortriptyline",9000035,"nortriptyline (nortriptyline hydrochloride) 25 mg oral capsule","00015237","AVENTYL (nortriptyline (nortriptyline hydrochloride) 25 mg oral capsule) AA PHARMA INC"
8000029,"quinine sulfate",9000040,"quinine sulfate 300 mg oral capsule","00021016","TEVA-QUININE (quinine sulfate 300 mg oral capsule) TEVA CANADA LIMITED"
8000009,"hydroxyzine",9000014,"hydroxyzine hydrochloride 10 mg per 5 mL syrup","00024694","ATARAX SYRUP 2MG/ML (hydroxyzine hydrochloride 10 mg per 5 mL syrup) ERFA CANADA 2012 INC"
8000018,"medroxyprogesterone",9000027,"medroxyprogesterone acetate 5 mg oral tablet","00030937","PROVERA 5MG TABLETS (medroxyprogesterone acetate 5 mg oral tablet) PFIZER CANADA INC"
8000008,"hydrocortisone",9000011,"hydrocortisone 10 mg oral tablet","00030910","CORTEF TABLETS 10MG (hydrocortisone 10 mg oral tablet) PFIZER CANADA INC"
8000008,"hydrocortisone",9000012,"hydrocortisone 20 mg oral tablet","00030929","CORTEF TABLETS 20 MG (hydrocortisone 20 mg oral tablet) PFIZER CANADA INC"
8000018,"medroxyprogesterone",9000026,"medroxyprogesterone acetate 250 mg per 5 mL suspension for injection vial","00030848","DEPO-PROVERA STERILE AQUEOUS SUSPENSION 50 MG/ML (medroxyprogesterone acetate 250 mg per 5 mL suspension for injection vial) PFIZER CANADA INC"
8000014,"prednisone",9000024,"prednisone 5 mg oral tablet","00021695","TEVA-PREDNISONE (prednisone 5 mg oral tablet) TEVA CANADA LIMITED"
8000005,"phenytoin (base)",9000009,"phenytoin 125 mg per 5 mL oral suspension","00023450","DILANTIN-125 SUSPENSION (phenytoin 125 mg per 5 mL oral suspension) PFIZER CANADA INC"
8000029,"quinine sulfate",9000039,"quinine sulfate 200 mg oral capsule","00021008","TEVA-QUININE (quinine sulfate 200 mg oral capsule) TEVA CANADA LIMITED"
8000014,"prednisone",9000024,"prednisone 5 mg oral tablet","00156876","PREDNISONE TAB 5MG (prednisone 5 mg oral tablet) PRO DOC LIMITEE"
8000005,"phenytoin (base)",9000045,"phenytoin 30 mg per 5 mL oral suspension","00023442","DILANTIN-30 SUSPENSION (phenytoin 30 mg per 5 mL oral suspension) PFIZER CANADA INC"
8000032,"carbamazepine",9000047,"carbamazepine 200 mg oral tablet","00010405","TEGRETOL 200MG (carbamazepine 200 mg oral tablet) NOVARTIS PHARMACEUTICALS CANADA INC"
8000031,"hydrochlorothiazide",9000043,"hydrochlorothiazide 25 mg oral tablet","00021474","TEVA-HYDROCHLOROTHIAZIDE (hydrochlorothiazide 25 mg oral tablet) TEVA CANADA LIMITED"
8000010,"methylphenidate",9000015,"methylphenidate hydrochloride 10 mg oral tablet","00005606","RITALIN 10MG (methylphenidate hydrochloride 10 mg oral tablet) NOVARTIS PHARMACEUTICALS CANADA INC"
8000010,"methylphenidate",9000023,"methylphenidate hydrochloride 20 mg oral tablet","00005614","RITALIN 20MG (methylphenidate hydrochloride 20 mg oral tablet) NOVARTIS PHARMACEUTICALS CANADA INC"
8000031,"hydrochlorothiazide",9000044,"hydrochlorothiazide 50 mg oral tablet","00021482","TEVA-HYDROCHLOROTHIAZIDE (hydrochlorothiazide 50 mg oral tablet) TEVA CANADA LIMITED"
8000036,"clindamycin",9000048,"clindamycin (clindamycin hydrochloride) 150 mg oral capsule","00030570","DALACIN C 150 MG (clindamycin (clindamycin hydrochloride) 150 mg oral capsule) PFIZER CANADA INC"
8000044,"nitroglycerin",9000624,"nitroglycerin 18 mg per 6.7 sq cm transdermal patch","02162806","MINITRAN (nitroglycerin 18 mg per 6.7 sq cm transdermal patch) VALEANT CANADA LP/VALEANT CANADA S.E.C."
8000003,"epinephrine",9000003,"epinephrine (epinephrine hydrochloride) 1 mg per 1 mL solution for injection ampoule","700001","ADRENALIN CHLORIDE SOL 1:1000 AMP (epinephrine (epinephrine hydrochloride) 1 mg per 1 mL solution for injection ampoule) ERFA CANADA 2012 INC"
8000003,"epinephrine",9000005,"epinephrine (epinephrine hydrochloride) 30 mg per 30 mL solution for injection ampoule","700002","ADRENALIN CHLORIDE SOL 1:1000 AMP (epinephrine (epinephrine hydrochloride) 30 mg per 30 mL solution for injection ampoule) ERFA CANADA 2012 INC"
8000069,"codeine",9006207,"codeine phosphate 25 mg per 5 mL syrup","00050024","CODEINE PHOSPHATE SYRUP (codeine phosphate 25 mg per 5 mL syrup) LABORATOIRE ATLAS INC"
8000004,"phenytoin sodium",9000007,"phenytoin sodium 30 mg oral capsule","00022772","DILANTIN - 30MG (phenytoin sodium 30 mg oral capsule) PFIZER CANADA INC"
8000004,"phenytoin sodium",9000006,"phenytoin sodium 100 mg oral capsule","00022780","DILANTIN - 100MG (phenytoin sodium 100 mg oral capsule) PFIZER CANADA INC"
8000005,"phenytoin (base)",9000008,"phenytoin 50 mg oral tablet","00023698","DILANTIN INFATABS (phenytoin 50 mg oral tablet) PFIZER CANADA INC"
8000792,"betamethasone valerate",9000121,"betamethasone (betamethasone valerate) 0.1 % lotion","00027944","VALISONE SCALP LOTION (betamethasone (betamethasone valerate) 0.1 % lotion) VALEANT CANADA LP/VALEANT CANADA S.E.C."
8000027,"azathioprine",9000036,"azathioprine 50 mg oral tablet","00004596","IMURAN (azathioprine 50 mg oral tablet) ASPEN PHARMACARE CANADA INC."
8000040,"cephalexin",9000560,"cephalexin 250 mg per 5 mL oral suspension","00035645","KEFLEX (cephalexin 250 mg per 5 mL oral suspension) PENDOPHARM DIVISION OF DE PHARMASCIENCE INC"
8000036,"clindamycin",9000058,"clindamycin (clindamycin palmitate hydrochloride) 75 mg per 5 mL powder for oral solution","00225851","DALACIN C FLAVOURED GRANULES (clindamycin (clindamycin 2-palmitate hydrochloride) 75 mg per 5 mL powder for oral solution) PFIZER CANADA INC"
8000044,"nitroglycerin",9000061,"nitroglycerin 0.6 mg sublingual tablet","00037621","NITROSTAT (nitroglycerin 0.6 mg sublingual tablet) PFIZER CANADA INC"
8000044,"nitroglycerin",9000060,"nitroglycerin 0.3 mg sublingual tablet","00037613","NITROSTAT (nitroglycerin 0.3 mg sublingual tablet) PFIZER CANADA INC"
8000006,"testosterone",9000013,"testosterone enanthate 1000 mg per 5 mL solution for injection ampoule","00029246","DELATESTRYL (testosterone enanthate 1000 mg per 5 mL solution for injection ampoule) VALEANT CANADA LP/VALEANT CANADA S.E.C."
8000014,"prednisone",9000063,"prednisone 50 mg oral tablet","00232378","TEVA-PREDNISONE (prednisone 50 mg oral tablet) TEVA CANADA LIMITED"
8000020,"norethindrone",9000062,"norethindrone 0.35 mg oral tablet","00037605","MICRONOR TABLETS 28-DAY (norethindrone 0.35 mg oral tablet) JANSSEN INC"
8000041,"lithium carbonate",9000054,"lithium carbonate 300 mg oral capsule","00236683","CARBOLITH CAP 300MG (lithium carbonate 300 mg oral capsule) VALEANT CANADA LP/VALEANT CANADA S.E.C."
8000006,"testosterone",9000010,"testosterone cypionate 1000 mg per 10 mL solution for injection vial","00030783","DEPO-TESTOSTERONE INJ 100MG/ML (testosterone cypionate 1000 mg per 10 mL solution for injection vial) PFIZER CANADA INC"
8000020,"norethindrone",9000028,"norethindrone acetate 5 mg oral tablet","00023760","NORLUTATE (norethindrone acetate 5 mg oral tablet) ERFA CANADA 2012 INC"
8000015,"spironolactone",9000025,"spironolactone 25 mg oral tablet","00028606","ALDACTONE 25 MG (spironolactone 25 mg oral tablet) PFIZER CANADA INC"
8000003,"epinephrine",9000004,"epinephrine (epinephrine hydrochloride) 1 mg per mL nasal spray","00155365","ADRENALIN CHLORIDE SOL 1:1000 (epinephrine (epinephrine hydrochloride) 1 mg per mL nasal spray) ERFA CANADA 2012 INC"
8000036,"clindamycin",9000064,"clindamycin (clindamycin phosphate) 300 mg per 2 mL solution for injection vial","700003","DALACIN C PHOSPHATE (clindamycin (clindamycin phosphate) 300 mg per 2 mL solution for injection vial) PFIZER CANADA INC"
8000036,"clindamycin",9000065,"clindamycin (clindamycin phosphate) 600 mg per 4 mL solution for injection vial","700004","DALACIN C PHOSPHATE (clindamycin (clindamycin phosphate) 600 mg per 4 mL solution for injection vial) PFIZER CANADA INC"
8000036,"clindamycin",9000067,"clindamycin (clindamycin phosphate) 900 mg per 6 mL solution for injection vial","700005","DALACIN C PHOSPHATE (clindamycin (clindamycin phosphate) 900 mg per 6 mL solution for injection vial) PFIZER CANADA INC"
8000036,"clindamycin",9000066,"clindamycin (clindamycin phosphate) 9000 mg per 60 mL solution for injection vial","700006","DALACIN C PHOSPHATE (clindamycin (clindamycin phosphate) 9000 mg per 60 mL solution for injection vial) PFIZER CANADA INC"
8000037,"erythromycin",9000068,"erythromycin (erythromycin estolate) 250 mg per 5 mL oral suspension","00262595","NOVO-RYTHRO ESTOLATE SUSPENSION (erythromycin (erythromycin estolate) 250 mg per 5 mL oral suspension) TEVA CANADA LIMITED"
8000037,"erythromycin",9000049,"erythromycin (erythromycin estolate) 125 mg per 5 mL oral suspension","00021172","NOVO-RYTHRO ESTOLATE SUSPENSION (erythromycin (erythromycin estolate) 125 mg per 5 mL oral suspension) TEVA CANADA LIMITED"
8000049,"ethinyl estradiol and norethindrone",9000077,"ethinyl estradiol 30 mcg and norethindrone acetate 1.5 mg oral tablet",NA,"LOESTRIN 1.5/30 (ethinyl estradiol 30 mcg and norethindrone acetate 1.5 mg oral tablet) WARNER CHILCOTT CANADA CO"
8000047,"colchicine",9000074,"colchicine 0.6 mg oral tablet","00287873","COLCHICINE (colchicine 0.6 mg oral tablet) SANDOZ CANADA INCORPORATED"
8000051,"prednisolone",9000081,"prednisolone acetate 0.12 % ophthalmic drops","00299405","PRED MILD 0.12% (prednisolone acetate 0.12 % ophthalmic drops) ALLERGAN INC"
8000051,"prednisolone",9000082,"prednisolone acetate 1 % ophthalmic drops","00301175","PRED FORTE (prednisolone acetate 1 % ophthalmic drops) ALLERGAN INC"
8000048,"diazepam",9000075,"diazepam 5 mg oral tablet","00313580","DIAZEPAM 5 TAB (diazepam 5 mg oral tablet) PRO DOC LIMITEE"
8000791,"betamethasone dipropionate",9000086,"betamethasone (betamethasone dipropionate) 0.05 % cutaneous cream","00323071","DIPROSONE CREAM (betamethasone (betamethasone dipropionate) 0.05 % cutaneous cream) MERCK CANADA INC"
8000050,"nitrofurantoin",9000079,"nitrofurantoin 100 mg oral tablet","00312738","NITROFURANTOIN (nitrofurantoin 100 mg oral tablet) AA PHARMA INC"
8000050,"nitrofurantoin",9000080,"nitrofurantoin 50 mg oral tablet","00319511","NITROFURANTOIN (nitrofurantoin 50 mg oral tablet) AA PHARMA INC"
8000054,"carbidopa and levodopa",9000087,"carbidopa 25 mg and levodopa 250 mg oral tablet","00328219","SINEMET 250/25 (carbidopa 25 mg and levodopa 250 mg oral tablet) MERCK CANADA INC"
8000015,"spironolactone",9000090,"spironolactone 100 mg oral tablet","00285455","ALDACTONE 100 MG (spironolactone 100 mg oral tablet) PFIZER CANADA INC"
8000031,"hydrochlorothiazide",9000043,"hydrochlorothiazide 25 mg oral tablet","00341975","HYDROCHLOROTHIAZIDE TAB 25MG (hydrochlorothiazide 25 mg oral tablet) PRO DOC LIMITEE"
8000023,"acetaminophen and caffeine and codeine",9000085,"acetaminophen 325 mg and caffeine citrate 30 mg and codeine phosphate 8 mg oral tablet","00293490","ATASOL 8 (acetaminophen 325 mg and caffeine citrate 30 mg and codeine phosphate 8 mg oral tablet) CHURCH & DWIGHT CANADA CORP"
8000023,"acetaminophen and caffeine and codeine",9000083,"acetaminophen 325 mg and caffeine citrate 30 mg and codeine phosphate 15 mg oral tablet","00293504","ATASOL 15 (acetaminophen 325 mg and caffeine citrate 30 mg and codeine phosphate 15 mg oral tablet) CHURCH & DWIGHT CANADA CORP"
8000023,"acetaminophen and caffeine and codeine",9000084,"acetaminophen 325 mg and caffeine citrate 30 mg and codeine phosphate 30 mg oral tablet","00293512","ATASOL 30 (acetaminophen 325 mg and caffeine citrate 30 mg and codeine phosphate 30 mg oral tablet) CHURCH & DWIGHT CANADA CORP"
8000024,"amitriptyline",9000033,"amitriptyline hydrochloride 10 mg oral tablet","00335053","ELAVIL (amitriptyline hydrochloride 10 mg oral tablet) AA PHARMA INC"
8000024,"amitriptyline",9000056,"amitriptyline hydrochloride 25 mg oral tablet","00335061","ELAVIL (amitriptyline hydrochloride 25 mg oral tablet) AA PHARMA INC"
8000024,"amitriptyline",9000046,"amitriptyline hydrochloride 50 mg oral tablet","00335088","ELAVIL (amitriptyline hydrochloride 50 mg oral tablet) AA PHARMA INC"
8000008,"hydrocortisone",9000022,"hydrocortisone (hydrocortisone sodium succinate) 100 mg per vial powder for solution for injection","00030600","SOLU-CORTEF 100 MG ACT-O-VIAL (hydrocortisone (hydrocortisone sodium succinate) 100 mg per vial powder for solution for injection) PFIZER CANADA INC"
8000008,"hydrocortisone",9000029,"hydrocortisone (hydrocortisone sodium succinate) 250 mg per vial powder for solution for injection","00030619","SOLU-CORTEF 250 MG ACT-O-VIAL (hydrocortisone (hydrocortisone sodium succinate) 250 mg per vial powder for solution for injection) PFIZER CANADA INC"
8000008,"hydrocortisone",9000038,"hydrocortisone (hydrocortisone sodium succinate) 500 mg per vial powder for solution for injection","00030627","SOLU-CORTEF 500 MG ACT-O-VIAL (hydrocortisone (hydrocortisone sodium succinate) 500 mg per vial powder for solution for injection) PFIZER CANADA INC"
8000008,"hydrocortisone",9000042,"hydrocortisone (hydrocortisone sodium succinate) 1 g per vial powder for solution for injection","00030635","SOLU-CORTEF 1 GM ACT-O-VIAL (hydrocortisone (hydrocortisone sodium succinate) 1 g per vial powder for solution for injection) PFIZER CANADA INC"
8000049,"ethinyl estradiol and norethindrone",9000088,"ethinyl estradiol 20 mcg and norethindrone acetate 1 mg oral tablet",NA,"MINESTRIN 1/20 (ethinyl estradiol 20 mcg and norethindrone acetate 1 mg oral tablet) WARNER CHILCOTT CANADA CO"
8000791,"betamethasone dipropionate",9000091,"betamethasone (betamethasone dipropionate) 0.05 % cutaneous ointment","00344923","DIPROSONE OINTMENT (betamethasone (betamethasone dipropionate) 0.05 % cutaneous ointment) MERCK CANADA INC"
8000055,"folic acid",9000089,"folic acid 25 mg oral tablet","00356557","FOLIC ACID TAB 25MG (folic acid 25 mg oral tablet) KRIPPS PHARMACY LTD."
8000057,"furosemide",9000092,"furosemide 20 mg oral tablet","00337730","TEVA-FUROSEMIDE (furosemide 20 mg oral tablet) TEVA CANADA LIMITED"
8000024,"amitriptyline",9000033,"amitriptyline hydrochloride 10 mg oral tablet","00370991","AMITRIPTYLINE-10 (amitriptyline hydrochloride 10 mg oral tablet) PRO DOC LIMITEE"
8000024,"amitriptyline",9000056,"amitriptyline hydrochloride 25 mg oral tablet","00371009","AMITRIPTYLINE-25 (amitriptyline hydrochloride 25 mg oral tablet) PRO DOC LIMITEE"
8000057,"furosemide",9000093,"furosemide 40 mg oral tablet","00337749","TEVA-FUROSEMIDE (furosemide 40 mg oral tablet) TEVA CANADA LIMITED"
8000057,"furosemide",9000093,"furosemide 40 mg oral tablet","00362166","APO FUROSEMIDE TAB 40MG (furosemide 40 mg oral tablet) APOTEX INC"
8000061,"clonazepam",9000097,"clonazepam 0.5 mg oral tablet","00382825","RIVOTRIL 0.5TAB (clonazepam 0.5 mg oral tablet) HOFFMANN-LA ROCHE LIMITED"
8000061,"clonazepam",9000098,"clonazepam 2 mg oral tablet","00382841","RIVOTRIL 2TAB (clonazepam 2 mg oral tablet) HOFFMANN-LA ROCHE LIMITED"
8000028,"dexamethasone (base)",9000099,"dexamethasone 0.1 % ophthalmic drops","00042560","MAXIDEX (dexamethasone 0.1 % ophthalmic drops) NOVARTIS PHARMACEUTICALS CANADA INC"
8000048,"diazepam",9000075,"diazepam 5 mg oral tablet","00362158","APO DIAZEPAM TAB 5MG (diazepam 5 mg oral tablet) APOTEX INC"
8000063,"metoprolol",9000101,"metoprolol tartrate 50 mg oral tablet","00397423","LOPRESOR 50MG (metoprolol tartrate 50 mg oral tablet) NOVARTIS PHARMACEUTICALS CANADA INC"
8000063,"metoprolol",9000100,"metoprolol tartrate 100 mg oral tablet","00397431","LOPRESOR 100MG (metoprolol tartrate 100 mg oral tablet) NOVARTIS PHARMACEUTICALS CANADA INC"
8000057,"furosemide",9000092,"furosemide 20 mg oral tablet","00396788","APO FUROSEMIDE TAB 20MG (furosemide 20 mg oral tablet) APOTEX INC"
8000057,"furosemide",9000093,"furosemide 40 mg oral tablet","00397792","FUROSEMIDE 40MG (furosemide 40 mg oral tablet) PRO DOC LIMITEE"
8000791,"betamethasone dipropionate",9000095,"betamethasone (betamethasone dipropionate) 0.05 % lotion","00417246","DIPROSONE LOTION (betamethasone (betamethasone dipropionate) 0.05 % lotion) MERCK CANADA INC"
8000069,"codeine",9006199,"codeine phosphate 10 mg per 5 mL oral solution","00380571","LINCTUS CODEINE BLANC (codeine phosphate 10 mg per 5 mL oral solution) LABORATOIRE ATLAS INC"
8000055,"folic acid",9000109,"folic acid 5 mg oral tablet","00426849","APO FOLIC ACID TAB 5MG (folic acid 5 mg oral tablet) APOTEX INC"
8000067,"benztropine",9000105,"benztropine mesylate 2 mg oral tablet","00426857","PDP-BENZTROPINE (benztropine mesylate 2 mg oral tablet) PENDOPHARM DIVISION OF DE PHARMASCIENCE INC"
8000071,"morphine",9000111,"morphine sulfate 15 mg per 1 mL solution for injection ampoule","00392561","MORPHINE SULFATE INJ 15MG/ML USP (morphine sulfate 15 mg per 1 mL solution for injection ampoule) SANDOZ CANADA INCORPORATED"
8000071,"morphine",9000299,"morphine sulfate 10 mg per 1 mL solution for injection ampoule","00392588","MORPHINE SULFATE INJ 10MG/ML USP (morphine sulfate 10 mg per 1 mL solution for injection ampoule) SANDOZ CANADA INCORPORATED"
8000014,"prednisone",9000112,"prednisone 1 mg oral tablet","00271373","WINPRED TAB 1MG (prednisone 1 mg oral tablet) AA PHARMA INC"
8000048,"diazepam",9000108,"diazepam 10 mg oral tablet","00434388","DIAZEPAM 10TAB 10MG (diazepam 10 mg oral tablet) PRO DOC LIMITEE"
8000024,"amitriptyline",9000046,"amitriptyline hydrochloride 50 mg oral tablet","00456349","AMITRIPTYLINE-50 (amitriptyline hydrochloride 50 mg oral tablet) PRO DOC LIMITEE"
8000072,"valproic acid (valproate)",9000113,"valproic acid (sodium valproate) 50 mg per mL oral solution","00443832","DEPAKENE (valproic acid (sodium valproate) 50 mg per mL oral solution) BGP PHARMA ULC"
8000048,"diazepam",9000075,"diazepam 5 mg oral tablet","00013285","VALIUM 5 TAB (diazepam 5 mg oral tablet) HOFFMANN-LA ROCHE LIMITED"
8000066,"baclofen",9000104,"baclofen 10 mg oral tablet","00455881","LIORESAL TAB 10MG (baclofen 10 mg oral tablet) NOVARTIS PHARMACEUTICALS CANADA INC"
8000081,"timolol",9000141,"timolol (timolol maleate) 0.5 % ophthalmic drops","00451207","TIMOPTIC (timolol (timolol maleate) 0.5 % ophthalmic drops) PURDUE PHARMA"
8000041,"lithium carbonate",9000054,"lithium carbonate 300 mg oral capsule","00406775","LITHANE (lithium carbonate 300 mg oral capsule) ERFA CANADA 2012 INC"
8000073,"amoxicillin",9000118,"amoxicillin 500 mg oral capsule","00406716","NOVAMOXIN (amoxicillin (amoxicillin trihydrate) 500 mg oral capsule) TEVA CANADA LIMITED"
8000073,"amoxicillin",9000116,"amoxicillin 250 mg oral capsule","00406724","NOVAMOXIN (amoxicillin (amoxicillin trihydrate) 250 mg oral capsule) TEVA CANADA LIMITED"
8000048,"diazepam",9000128,"diazepam 2 mg oral tablet","00405329","APO DIAZEPAM TAB 2MG (diazepam 2 mg oral tablet) APOTEX INC"
8000048,"diazepam",9000108,"diazepam 10 mg oral tablet","00405337","APO DIAZEPAM TAB 10MG (diazepam 10 mg oral tablet) APOTEX INC"
8000073,"amoxicillin",9000374,"amoxicillin 250 mg per 5 mL oral suspension","00452130","NOVAMOXIN (amoxicillin (amoxicillin trihydrate) 250 mg per 5 mL oral suspension) TEVA CANADA LIMITED"
8000073,"amoxicillin",9000373,"amoxicillin 125 mg per 5 mL oral suspension","00452149","NOVAMOXIN (amoxicillin (amoxicillin trihydrate) 125 mg per 5 mL oral suspension) TEVA CANADA LIMITED"
8000041,"lithium carbonate",9000130,"lithium carbonate 150 mg oral capsule","00461733","CARBOLITH CAP 150MG (lithium carbonate 150 mg oral capsule) VALEANT CANADA LP/VALEANT CANADA S.E.C."
8000075,"calcitriol",9000124,"calcitriol 0.5 mcg oral capsule","00481815","ROCALTROL CAP 0.5MCG (calcitriol 0.5 mcg oral capsule) HOFFMANN-LA ROCHE LIMITED"
8000075,"calcitriol",9000123,"calcitriol 0.25 mcg oral capsule","00481823","ROCALTROL CAP 0.25MCG (calcitriol 0.25 mcg oral capsule) HOFFMANN-LA ROCHE LIMITED"
8000079,"oxazepam",9000135,"oxazepam 10 mg oral tablet","00402680","APO OXAZEPAM TAB 10MG (oxazepam 10 mg oral tablet) APOTEX INC"
8000079,"oxazepam",9000137,"oxazepam 30 mg oral tablet","00402737","APO OXAZEPAM TAB 30MG (oxazepam 30 mg oral tablet) APOTEX INC"
8000079,"oxazepam",9000136,"oxazepam 15 mg oral tablet","00402745","APO OXAZEPAM TAB 15MG (oxazepam 15 mg oral tablet) APOTEX INC"
8000045,"oxycodone",9000070,"oxycodone hydrochloride 20 mg suppository","00392472","SUPEUDOL 20 (oxycodone hydrochloride 20 mg suppository) SANDOZ CANADA INCORPORATED"
8000045,"oxycodone",9000069,"oxycodone hydrochloride 10 mg suppository","00392480","SUPEUDOL 10 (oxycodone hydrochloride 10 mg suppository) SANDOZ CANADA INCORPORATED"
8000080,"sulfamethoxazole and trimethoprim",9000138,"sulfamethoxazole 100 mg and trimethoprim 20 mg oral tablet","00445266","APO SULFATRIM PEDIATRIC (sulfamethoxazole 100 mg and trimethoprim 20 mg oral tablet) APOTEX INC"
8000080,"sulfamethoxazole and trimethoprim",9000139,"sulfamethoxazole 400 mg and trimethoprim 80 mg oral tablet","00445274","APO SULFATRIM TAB (sulfamethoxazole 400 mg and trimethoprim 80 mg oral tablet) APOTEX INC"
8000080,"sulfamethoxazole and trimethoprim",9000140,"sulfamethoxazole 800 mg and trimethoprim 160 mg oral tablet","00445282","APO SULFATRIM DS TAB (sulfamethoxazole 800 mg and trimethoprim 160 mg oral tablet) APOTEX INC"
8000048,"diazepam",9000145,"diazepam 20 mg per 2 mL solution for injection ampoule","00399728","DIAZEPAM INJECTION USP (diazepam 20 mg per 2 mL solution for injection ampoule) SANDOZ CANADA INCORPORATED"
8000079,"oxazepam",9000135,"oxazepam 10 mg oral tablet","00497754","OXAZEPAM 10 TAB 10MG (oxazepam 10 mg oral tablet) PRO DOC LIMITEE"
8000079,"oxazepam",9000136,"oxazepam 15 mg oral tablet","00497762","OXAZEPAM 15 TAB 15MG (oxazepam 15 mg oral tablet) PRO DOC LIMITEE"
8000079,"oxazepam",9000137,"oxazepam 30 mg oral tablet","00497770","OXAZEPAM 30 TAB 30MG (oxazepam 30 mg oral tablet) PRO DOC LIMITEE"
8000057,"furosemide",9000092,"furosemide 20 mg oral tablet","00496723","FUROSEMIDE 20 TAB (furosemide 20 mg oral tablet) PRO DOC LIMITEE"
8000003,"epinephrine",9006200,"epinephrine 0.09 mg per 0.3 mL solution for injection syringe","00509558","EPIPEN (epinephrine 0.09 mg per 0.3 mL solution for injection syringe) MYLAN SPECIALTY LP"
8000040,"cephalexin",9000126,"cephalexin 250 mg oral capsule","00342084","TEVA-CEPHALEXIN (cephalexin (cephalexin monohydrate) 250 mg oral capsule) TEVA CANADA LIMITED"
8000040,"cephalexin",9000127,"cephalexin 500 mg oral capsule","00342114","TEVA-CEPHALEXIN (cephalexin (cephalexin monohydrate) 500 mg oral capsule) TEVA CANADA LIMITED"
8000045,"oxycodone",9000153,"oxycodone hydrochloride 10 mg oral tablet","00443948","SUPEUDOL 10 (oxycodone hydrochloride 10 mg oral tablet) SANDOZ CANADA INCORPORATED"
8000054,"carbidopa and levodopa",9000144,"carbidopa 25 mg and levodopa 100 mg oral tablet","00513997","SINEMET 100/25 (carbidopa 25 mg and levodopa 100 mg oral tablet) MERCK CANADA INC"
8000082,"diclofenac",9000146,"diclofenac sodium 50 mg gastro-resistant tablet","00514012","VOLTAREN TAB 50MG (diclofenac sodium 50 mg gastro-resistant tablet) NOVARTIS PHARMACEUTICALS CANADA INC"
8000085,"indomethacin",9000151,"indomethacin 25 mg oral capsule","00337420","TEVA-INDOMETHACIN (indomethacin 25 mg oral capsule) TEVA CANADA LIMITED"
8000085,"indomethacin",9000152,"indomethacin 50 mg oral capsule","00337439","TEVA-INDOMETHACIN (indomethacin 50 mg oral capsule) TEVA CANADA LIMITED"
8000090,"bromazepam",9000164,"bromazepam 3 mg oral tablet","00518123","LECTOPAM TAB 3MG (bromazepam 3 mg oral tablet) HOFFMANN-LA ROCHE LIMITED"
8000090,"bromazepam",9000165,"bromazepam 6 mg oral tablet","00518131","LECTOPAM TAB 6MG (bromazepam 6 mg oral tablet) HOFFMANN-LA ROCHE LIMITED"
8000189,"trazodone",9000497,"trazodone hydrochloride 50 mg oral tablet","01937227","PMS TRAZODONE HCL TAB 50MG (trazodone hydrochloride 50 mg oral tablet) PHARMASCIENCE INC"
8000086,"propranolol",9000154,"propranolol hydrochloride 10 mg oral tablet","00496480","TEVA-PROPRANOLOL (propranolol hydrochloride 10 mg oral tablet) TEVA CANADA LIMITED"
8000086,"propranolol",9000155,"propranolol hydrochloride 40 mg oral tablet","00496499","TEVA-PROPRANOLOL (propranolol hydrochloride 40 mg oral tablet) TEVA CANADA LIMITED"
8000086,"propranolol",9000156,"propranolol hydrochloride 80 mg oral tablet","00496502","TEVA-PROPRANOLOL (propranolol hydrochloride 80 mg oral tablet) TEVA CANADA LIMITED"
8000046,"allopurinol",9000159,"allopurinol 100 mg oral tablet","00402818","ZYLOPRIM (allopurinol 100 mg oral tablet) AA PHARMA INC"
8000031,"hydrochlorothiazide",9000044,"hydrochlorothiazide 50 mg oral tablet","00312800","APO HYDRO TAB 50MG (hydrochlorothiazide 50 mg oral tablet) APOTEX INC"
8000031,"hydrochlorothiazide",9000043,"hydrochlorothiazide 25 mg oral tablet","00326844","APO HYDRO TAB 25MG (hydrochlorothiazide 25 mg oral tablet) APOTEX INC"
8000046,"allopurinol",9000073,"allopurinol 300 mg oral tablet","00402796","ZYLOPRIM (allopurinol 300 mg oral tablet) AA PHARMA INC"
8000046,"allopurinol",9000160,"allopurinol 200 mg oral tablet","00479799","ZYLOPRIM (allopurinol 200 mg oral tablet) AA PHARMA INC"
8000057,"furosemide",9000170,"furosemide 20 mg per 2 mL solution for injection ampoule","700007","FUROSEMIDE INJ USP (furosemide 20 mg per 2 mL solution for injection ampoule) SANDOZ CANADA INCORPORATED"
8000057,"furosemide",9000171,"furosemide 40 mg per 4 mL solution for injection ampoule","700008","FUROSEMIDE INJ USP (furosemide 40 mg per 4 mL solution for injection ampoule) SANDOZ CANADA INCORPORATED"
8000037,"erythromycin",9000167,"erythromycin (erythromycin stearate) 250 mg oral tablet","00545678","ERYTHRO-S (erythromycin (erythromycin stearate) 250 mg oral tablet) AA PHARMA INC"
8000088,"alprazolam",9000161,"alprazolam 0.25 mg oral tablet","00548359","XANAX (alprazolam 0.25 mg oral tablet) PFIZER CANADA INC"
8000088,"alprazolam",9000162,"alprazolam 0.5 mg oral tablet","00548367","XANAX TAB 0.5MG (alprazolam 0.5 mg oral tablet) PFIZER CANADA INC"
