drug_code,mp_code,mp_fr_description,ntp_fr_description,tm_fr_description,changes
6754,00594644,STATEX (sulfate de morphine 10 mg comprimé oral) KNIGHT THERAPEUTICS INC.,sulfate de morphine 10 mg comprimé oral,morphine,"mp_fr_description: ""STATEX (sulfate de morphine 10 mg comprimé oral) E̲N̲D̲O̲ ̲O̲P̲E̲R̲A̲T̲I̲O̲N̲S̲ ̲L̲T̲D̲."" -> ""STATEX (sulfate de morphine 10 mg comprimé oral) K̲N̲I̲G̲H̲T̲ ̲T̲H̲E̲R̲A̲P̲E̲U̲T̲I̲C̲S̲ ̲I̲N̲C̲."""
6755,00594652,STATEX (sulfate de morphine 5 mg comprimé oral) KNIGHT THERAPEUTICS INC.,sulfate de morphine 5 mg comprimé oral,morphine,"mp_fr_description: ""STATEX (sulfate de morphine 5 mg comprimé oral) E̲N̲D̲O̲ ̲O̲P̲E̲R̲A̲T̲I̲O̲N̲S̲ ̲L̲T̲D̲."" -> ""STATEX (sulfate de morphine 5 mg comprimé oral) K̲N̲I̲G̲H̲T̲ ̲T̲H̲E̲R̲A̲P̲E̲U̲T̲I̲C̲S̲ ̲I̲N̲C̲."""
13782,02017849,BENADRYL ALLERGY (chlorhydrate de diphenhydramine 25 mg comprimé oral) KENVUE CANADA INC.,chlorhydrate de diphenhydramine 25 mg comprimé oral,diphenhydramine,"mp_fr_description: ""BENADRYL ALLERGY (chlorhydrate de diphenhydramine 25 mg comprimé oral) M̲C̲N̲E̲I̲L̲ ̲C̲O̲N̲S̲U̲M̲E̲R̲ ̲H̲E̲A̲L̲T̲H̲C̲A̲R̲E̲ ̲D̲I̲V̲I̲S̲I̲O̲N̲ ̲O̲F̲ ̲J̲O̲H̲N̲S̲O̲N̲ ̲&̲ ̲J̲O̲H̲N̲S̲O̲N̲ ̲I̲N̲C̲"" -> ""BENADRYL ALLERGY (chlorhydrate de diphenhydramine 25 mg comprimé oral) K̲E̲N̲V̲U̲E̲ ̲C̲A̲N̲A̲D̲A̲ ̲I̲N̲C̲.̲"""
15516,02019736,"BENADRYL ALLERGY LIQUID (chlorhydrate de diphenhydramine 12,5 mg par 5 mL solution orale) KENVUE CANADA INC.","chlorhydrate de diphenhydramine 12,5 mg par 5 mL solution orale",diphenhydramine,"mp_fr_description: ""BENADRYL ALLERGY LIQUID (chlorhydrate de diphenhydramine 12,5 mg par 5 mL solution orale) M̲C̲N̲E̲I̲L̲ ̲C̲O̲N̲S̲U̲M̲E̲R̲ ̲H̲E̲A̲L̲T̲H̲C̲A̲R̲E̲ ̲D̲I̲V̲I̲S̲I̲O̲N̲ ̲O̲F̲ ̲J̲O̲H̲N̲S̲O̲N̲ ̲&̲ ̲J̲O̲H̲N̲S̲O̲N̲ ̲I̲N̲C̲"" -> ""BENADRYL ALLERGY LIQUID (chlorhydrate de diphenhydramine 12,5 mg par 5 mL solution orale) K̲E̲N̲V̲U̲E̲ ̲C̲A̲N̲A̲D̲A̲ ̲I̲N̲C̲.̲"""
15880,02019698,"CHILDREN'S BENADRYL ALLERGY LIQUID (chlorhydrate de diphenhydramine 6,25 mg par 5 mL sirop) KENVUE CANADA INC.","chlorhydrate de diphenhydramine 6,25 mg par 5 mL sirop",diphenhydramine,"mp_fr_description: ""CHILDREN'S BENADRYL ALLERGY LIQUID (chlorhydrate de diphenhydramine 6,25 mg par 5 mL sirop) M̲C̲N̲E̲I̲L̲ ̲C̲O̲N̲S̲U̲M̲E̲R̲ ̲H̲E̲A̲L̲T̲H̲C̲A̲R̲E̲ ̲D̲I̲V̲I̲S̲I̲O̲N̲ ̲O̲F̲ ̲J̲O̲H̲N̲S̲O̲N̲ ̲&̲ ̲J̲O̲H̲N̲S̲O̲N̲ ̲I̲N̲C̲"" -> ""CHILDREN'S BENADRYL ALLERGY LIQUID (chlorhydrate de diphenhydramine 6,25 mg par 5 mL sirop) K̲E̲N̲V̲U̲E̲ ̲C̲A̲N̲A̲D̲A̲ ̲I̲N̲C̲.̲"""
19460,02086026,"FLORINEF (acétate de fludrocortisone 0,1 mg comprimé oral) KNIGHT THERAPEUTICS INC.","acétate de fludrocortisone 0,1 mg comprimé oral",fludrocortisone,"mp_fr_description: ""FLORINEF (acétate de fludrocortisone 0,1 mg comprimé oral) E̲N̲D̲O̲ ̲O̲P̲E̲R̲A̲T̲I̲O̲N̲S̲ ̲L̲T̲D̲."" -> ""FLORINEF (acétate de fludrocortisone 0,1 mg comprimé oral) K̲N̲I̲G̲H̲T̲ ̲T̲H̲E̲R̲A̲P̲E̲U̲T̲I̲C̲S̲ ̲I̲N̲C̲."""
19585,02186934,MOTRIN 200MG (ibuprofène 200 mg comprimé oral) KENVUE CANADA INC.,ibuprofène 200 mg comprimé oral,ibuprofène,"mp_fr_description: ""MOTRIN 200MG (ibuprofène 200 mg comprimé oral) M̲C̲N̲E̲I̲L̲ ̲C̲O̲N̲S̲U̲M̲E̲R̲ ̲H̲E̲A̲L̲T̲H̲C̲A̲R̲E̲ ̲D̲I̲V̲I̲S̲I̲O̲N̲ ̲O̲F̲ ̲J̲O̲H̲N̲S̲O̲N̲ ̲&̲ ̲J̲O̲H̲N̲S̲O̲N̲ ̲I̲N̲C̲"" -> ""MOTRIN 200MG (ibuprofène 200 mg comprimé oral) K̲E̲N̲V̲U̲E̲ ̲C̲A̲N̲A̲D̲A̲ ̲I̲N̲C̲.̲"""
43369,02223546,REACTINE (chlorhydrate de cétirizine 5 mg comprimé oral) KENVUE CANADA INC.,chlorhydrate de cétirizine 5 mg comprimé oral,cétirizine,"mp_fr_description: ""REACTINE (chlorhydrate de cétirizine 5 mg comprimé oral) M̲C̲N̲E̲I̲L̲ ̲C̲O̲N̲S̲U̲M̲E̲R̲ ̲H̲E̲A̲L̲T̲H̲C̲A̲R̲E̲ ̲D̲I̲V̲I̲S̲I̲O̲N̲ ̲O̲F̲ ̲J̲O̲H̲N̲S̲O̲N̲ ̲&̲ ̲J̲O̲H̲N̲S̲O̲N̲ ̲I̲N̲C̲"" -> ""REACTINE (chlorhydrate de cétirizine 5 mg comprimé oral) K̲E̲N̲V̲U̲E̲ ̲C̲A̲N̲A̲D̲A̲ ̲I̲N̲C̲.̲"""
43370,02223554,REACTINE (chlorhydrate de cétirizine 10 mg comprimé oral) KENVUE CANADA INC.,chlorhydrate de cétirizine 10 mg comprimé oral,cétirizine,"mp_fr_description: ""REACTINE (chlorhydrate de cétirizine 10 mg comprimé oral) M̲C̲N̲E̲I̲L̲ ̲C̲O̲N̲S̲U̲M̲E̲R̲ ̲H̲E̲A̲L̲T̲H̲C̲A̲R̲E̲ ̲D̲I̲V̲I̲S̲I̲O̲N̲ ̲O̲F̲ ̲J̲O̲H̲N̲S̲O̲N̲ ̲&̲ ̲J̲O̲H̲N̲S̲O̲N̲ ̲I̲N̲C̲"" -> ""REACTINE (chlorhydrate de cétirizine 10 mg comprimé oral) K̲E̲N̲V̲U̲E̲ ̲C̲A̲N̲A̲D̲A̲ ̲I̲N̲C̲.̲"""
49614,02230542,IMODIUM QUICK DISSOLVE (chlorhydrate de lopéramide 2 mg comprimé orodispersible) KENVUE CANADA INC.,chlorhydrate de lopéramide 2 mg comprimé orodispersible,lopéramide,"mp_fr_description: ""IMODIUM QUICK DISSOLVE (chlorhydrate de lopéramide 2 mg comprimé orodispersible) M̲C̲N̲E̲I̲L̲ ̲C̲O̲N̲S̲U̲M̲E̲R̲ ̲H̲E̲A̲L̲T̲H̲C̲A̲R̲E̲ ̲D̲I̲V̲I̲S̲I̲O̲N̲ ̲O̲F̲ ̲J̲O̲H̲N̲S̲O̲N̲ ̲&̲ ̲J̲O̲H̲N̲S̲O̲N̲ ̲I̲N̲C̲"" -> ""IMODIUM QUICK DISSOLVE (chlorhydrate de lopéramide 2 mg comprimé orodispersible) K̲E̲N̲V̲U̲E̲ ̲C̲A̲N̲A̲D̲A̲ ̲I̲N̲C̲.̲"""
