tm_code,tm_formal_name,tm_fr_description,changes
8002559,crovalimab,crovalimab,ADDED
8001144,apomorphine,apomorphine,"tm_status: ""ACTIVE"" -> ""INACTIVE""
tm_status_effective_time: ""20170907"" -> ""20231023"""
8002560,quizartinib,quizartinib,ADDED
8000870,acetylsalicylic acid and caffeine,acide acétylsalicylique et caféine,"tm_status_effective_time: ""20241104"" -> ""20251103"""
