ntp_code,ntp_formal_name,ntp_fr_description,changes
9004809,acetylsalicylic acid 325 mg and caffeine 32 mg oral tablet,acide acétylsalicylique 325 mg et caféine 32 mg comprimé oral,"ntp_status_effective_time: ""20241104"" -> ""20251103"""
9004594,gemcitabine (gemcitabine hydrochloride) 2 g per vial powder for solution for injection,gemcitabine (chlorhydrate de gemcitabine) 2 g par fiole poudre pour solution injectable,"ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""20110831"" -> ""20251028"""
9012355,verapamil hydrochloride 180 mg prolonged-release oral capsule,chlorhydrate de vérapamil 180 mg capsule orale à libération prolongée,"ntp_status_effective_time: ""20170711"" -> ""20251124"""
9015289,quizartinib (quizartinib hydrochloride) 17.7 mg oral tablet,"quizartinib (chlorhydrate de quizartinib) 17,7 mg comprimé oral",ADDED
9014203,edaravone 30 mg per 100 mL solution for injection bag,édavarone 30 mg par 100 mL solution injectable sac,"ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""20191029"" -> ""20250401"""
9015283,mirikizumab 100 mg per 1 mL solution for injection pen with mirikizumab 200 mg per 2 mL solution for injection pen,mirikizumab 100 mg par 1 mL solution injectable stylo avec mirikizumab 200 mg par 2 mL solution injectable stylo,ADDED
9006172,propiverine hydrochloride 30 mg modified-release oral capsule,chlorhydrate de propivérine 30 mg capsule orale à libération modifiée,"ntp_status: ""ACTIVE"" -> ""DEPREC""
ntp_status_effective_time: ""20170508"" -> ""20251201"""
9015285,mirikizumab 200 mg per 2 mL solution for injection pen,mirikizumab 200 mg par 2 mL solution injectable stylo,ADDED
9014395,apomorphine hydrochloride 20 mg sublingual film,chlorhydrate d'apomorphine 20 mg film sublingual,"ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""20201117"" -> ""20230929"""
9015276,crovalimab 340 mg per 2 mL solution for injection vial,crovalimab 340 mg par 2 mL solution injectable fiole,ADDED
9006173,propiverine hydrochloride 45 mg modified-release oral capsule,chlorhydrate de propivérine 45 mg capsule orale à libération modifiée,"ntp_status: ""ACTIVE"" -> ""DEPREC""
ntp_status_effective_time: ""20170508"" -> ""20251201"""
9012353,verapamil hydrochloride 120 mg prolonged-release oral capsule,chlorhydrate de vérapamil 120 mg capsule orale à libération prolongée,"ntp_status_effective_time: ""20170711"" -> ""20251124"""
9015284,mirikizumab 100 mg per 1 mL solution for injection syringe with mirikizumab 200 mg per 2 mL solution for injection syringe,mirikizumab 100 mg par 1 mL solution injectable seringue avec mirikizumab 200 mg par 2 mL solution injectable seringue,ADDED
9015288,propiverine hydrochloride 45 mg prolonged-release oral capsule,chlorhydrate de propivérine 45 mg capsule orale à libération prolongée,ADDED
9015277,doxycycline (doxycycline hyclate) 100 mg per vial powder for solution for injection,doxycycline (hyclate de doxycycline) 100 mg par fiole poudre pour solution injectable,ADDED
9015287,propiverine hydrochloride 30 mg prolonged-release oral capsule,chlorhydrate de propivérine 30 mg capsule orale à libération prolongée,ADDED
9012357,verapamil hydrochloride 240 mg prolonged-release oral capsule,chlorhydrate de vérapamil 240 mg capsule orale à libération prolongée,"ntp_status_effective_time: ""20170711"" -> ""20251124"""
9014396,apomorphine hydrochloride 25 mg sublingual film,chlorhydrate d'apomorphine 25 mg film sublingual,"ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""20201117"" -> ""20230929"""
9014397,apomorphine hydrochloride 30 mg sublingual film,chlorhydrate d'apomorphine 30 mg film sublingual,"ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""20201117"" -> ""20230929"""
9015274,calcium gluconate 1000 mg per 50 mL solution for injection bag,gluconate de calcium 1000 mg par 50 mL solution injectable sac,ADDED
9015275,calcium gluconate 2000 mg per 100 mL solution for injection bag,gluconate de calcium 2000 mg par 100 mL solution injectable sac,ADDED
9004353,gemcitabine (gemcitabine hydrochloride) 1 g per vial powder for solution for injection,gemcitabine (chlorhydrate de gemcitabine) 1 g par fiole poudre pour solution injectable,"ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""20090716"" -> ""20251028"""
9015286,mirikizumab 200 mL per 2 mL solution for injection syringe,mirikizumab 200 mL par 2 mL solution injectable seringue,ADDED
