ccdd_code,ccdd_formal_name,ccdd_type,policy_type,policy_reference,special_groupings_status,special_groupings_status_effective_time,changes
00594652,STATEX (morphine sulfate 5 mg oral tablet) KNIGHT THERAPEUTICS INC.,MP,500001,http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php,Active,20170919,"ccdd_formal_name: ""STATEX (morphine sulfate 5 mg oral tablet) ENDO OPERATIONS LTD."" -> STATEX (morphine sulfate 5 mg oral tablet) KNIGHT THERAPEUTICS INC."
00594644,STATEX (morphine sulfate 10 mg oral tablet) KNIGHT THERAPEUTICS INC.,MP,500008,https://www.tppalberta.ca/medication-lists,Active,20240201,"ccdd_formal_name: ""STATEX (morphine sulfate 10 mg oral tablet) ENDO OPERATIONS LTD."" -> STATEX (morphine sulfate 10 mg oral tablet) KNIGHT THERAPEUTICS INC."
02296381,TRIDURAL (tramadol hydrochloride 100 mg prolonged-release oral tablet) KNIGHT THERAPEUTICS INC.,MP,500001,http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php,Active,20170919,"ccdd_formal_name: ""TRIDURAL (tramadol hydrochloride 100 mg prolonged-release oral tablet) ENDO OPERATIONS LTD."" -> TRIDURAL (tramadol hydrochloride 100 mg prolonged-release oral tablet) KNIGHT THERAPEUTICS INC."
02415585,NUCYNTA EXTENDED-RELEASE (tapentadol (tapentadol hydrochloride) 100 mg prolonged-release oral tablet) KNIGHT THERAPEUTICS INC.,MP,500001,http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php,Active,20170919,"ccdd_formal_name: ""NUCYNTA EXTENDED-RELEASE (tapentadol (tapentadol hydrochloride) 100 mg prolonged-release oral tablet) ENDO OPERATIONS LTD."" -> NUCYNTA EXTENDED-RELEASE (tapentadol (tapentadol hydrochloride) 100 mg prolonged-release oral tablet) KNIGHT THERAPEUTICS INC."
00594652,STATEX (morphine sulfate 5 mg oral tablet) KNIGHT THERAPEUTICS INC.,MP,500008,https://www.tppalberta.ca/medication-lists,Active,20240201,"ccdd_formal_name: ""STATEX (morphine sulfate 5 mg oral tablet) ENDO OPERATIONS LTD."" -> STATEX (morphine sulfate 5 mg oral tablet) KNIGHT THERAPEUTICS INC."
02296403,TRIDURAL (tramadol hydrochloride 200 mg prolonged-release oral tablet) KNIGHT THERAPEUTICS INC.,MP,500001,http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php,Active,20170919,"ccdd_formal_name: ""TRIDURAL (tramadol hydrochloride 200 mg prolonged-release oral tablet) ENDO OPERATIONS LTD."" -> TRIDURAL (tramadol hydrochloride 200 mg prolonged-release oral tablet) KNIGHT THERAPEUTICS INC."
02296411,TRIDURAL (tramadol hydrochloride 300 mg prolonged-release oral tablet) KNIGHT THERAPEUTICS INC.,MP,500002,http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html,Active,20170919,"ccdd_formal_name: ""TRIDURAL (tramadol hydrochloride 300 mg prolonged-release oral tablet) ENDO OPERATIONS LTD."" -> TRIDURAL (tramadol hydrochloride 300 mg prolonged-release oral tablet) KNIGHT THERAPEUTICS INC."
02415607,NUCYNTA EXTENDED-RELEASE (tapentadol (tapentadol hydrochloride) 200 mg prolonged-release oral tablet) KNIGHT THERAPEUTICS INC.,MP,500002,http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html,Active,20170919,"ccdd_formal_name: ""NUCYNTA EXTENDED-RELEASE (tapentadol (tapentadol hydrochloride) 200 mg prolonged-release oral tablet) ENDO OPERATIONS LTD."" -> NUCYNTA EXTENDED-RELEASE (tapentadol (tapentadol hydrochloride) 200 mg prolonged-release oral tablet) KNIGHT THERAPEUTICS INC."
02378299,NUCYNTA IR (tapentadol (tapentadol hydrochloride) 100 mg oral tablet) KNIGHT THERAPEUTICS INC.,MP,500001,http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php,Active,20170919,"ccdd_formal_name: ""NUCYNTA IR (tapentadol (tapentadol hydrochloride) 100 mg oral tablet) ENDO OPERATIONS LTD."" -> NUCYNTA IR (tapentadol (tapentadol hydrochloride) 100 mg oral tablet) KNIGHT THERAPEUTICS INC."
02415615,NUCYNTA EXTENDED-RELEASE (tapentadol (tapentadol hydrochloride) 250 mg prolonged-release oral tablet) KNIGHT THERAPEUTICS INC.,MP,500008,https://www.tppalberta.ca/medication-lists,Active,20240201,"ccdd_formal_name: ""NUCYNTA EXTENDED-RELEASE (tapentadol (tapentadol hydrochloride) 250 mg prolonged-release oral tablet) ENDO OPERATIONS LTD."" -> NUCYNTA EXTENDED-RELEASE (tapentadol (tapentadol hydrochloride) 250 mg prolonged-release oral tablet) KNIGHT THERAPEUTICS INC."
02378272,NUCYNTA IR (tapentadol (tapentadol hydrochloride) 50 mg oral tablet) KNIGHT THERAPEUTICS INC.,MP,500008,https://www.tppalberta.ca/medication-lists,Active,20240201,"ccdd_formal_name: ""NUCYNTA IR (tapentadol (tapentadol hydrochloride) 50 mg oral tablet) ENDO OPERATIONS LTD."" -> NUCYNTA IR (tapentadol (tapentadol hydrochloride) 50 mg oral tablet) KNIGHT THERAPEUTICS INC."
02415593,NUCYNTA EXTENDED-RELEASE (tapentadol (tapentadol hydrochloride) 150 mg prolonged-release oral tablet) KNIGHT THERAPEUTICS INC.,MP,500001,http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php,Active,20170919,"ccdd_formal_name: ""NUCYNTA EXTENDED-RELEASE (tapentadol (tapentadol hydrochloride) 150 mg prolonged-release oral tablet) ENDO OPERATIONS LTD."" -> NUCYNTA EXTENDED-RELEASE (tapentadol (tapentadol hydrochloride) 150 mg prolonged-release oral tablet) KNIGHT THERAPEUTICS INC."
02378280,NUCYNTA IR (tapentadol (tapentadol hydrochloride) 75 mg oral tablet) KNIGHT THERAPEUTICS INC.,MP,500002,http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html,Active,20170919,"ccdd_formal_name: ""NUCYNTA IR (tapentadol (tapentadol hydrochloride) 75 mg oral tablet) ENDO OPERATIONS LTD."" -> NUCYNTA IR (tapentadol (tapentadol hydrochloride) 75 mg oral tablet) KNIGHT THERAPEUTICS INC."
02415607,NUCYNTA EXTENDED-RELEASE (tapentadol (tapentadol hydrochloride) 200 mg prolonged-release oral tablet) KNIGHT THERAPEUTICS INC.,MP,500008,https://www.tppalberta.ca/medication-lists,Active,20240201,"ccdd_formal_name: ""NUCYNTA EXTENDED-RELEASE (tapentadol (tapentadol hydrochloride) 200 mg prolonged-release oral tablet) ENDO OPERATIONS LTD."" -> NUCYNTA EXTENDED-RELEASE (tapentadol (tapentadol hydrochloride) 200 mg prolonged-release oral tablet) KNIGHT THERAPEUTICS INC."
02247374,METADOL-D (methadone hydrochloride 1 mg per mL oral solution) KNIGHT THERAPEUTICS INC.,MP,500002,http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html,Active,20170919,"ccdd_formal_name: ""METADOL-D (methadone hydrochloride 1 mg per mL oral solution) ENDO OPERATIONS LTD."" -> METADOL-D (methadone hydrochloride 1 mg per mL oral solution) KNIGHT THERAPEUTICS INC."
02244290,METADOL-D (methadone hydrochloride 10 mg per mL oral solution) KNIGHT THERAPEUTICS INC.,MP,500002,http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html,Active,20170919,"ccdd_formal_name: ""METADOL-D (methadone hydrochloride 10 mg per mL oral solution) ENDO OPERATIONS LTD."" -> METADOL-D (methadone hydrochloride 10 mg per mL oral solution) KNIGHT THERAPEUTICS INC."
00594644,STATEX (morphine sulfate 10 mg oral tablet) KNIGHT THERAPEUTICS INC.,MP,500001,http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php,Active,20170919,"ccdd_formal_name: ""STATEX (morphine sulfate 10 mg oral tablet) ENDO OPERATIONS LTD."" -> STATEX (morphine sulfate 10 mg oral tablet) KNIGHT THERAPEUTICS INC."
02378299,NUCYNTA IR (tapentadol (tapentadol hydrochloride) 100 mg oral tablet) KNIGHT THERAPEUTICS INC.,MP,500008,https://www.tppalberta.ca/medication-lists,Active,20240201,"ccdd_formal_name: ""NUCYNTA IR (tapentadol (tapentadol hydrochloride) 100 mg oral tablet) ENDO OPERATIONS LTD."" -> NUCYNTA IR (tapentadol (tapentadol hydrochloride) 100 mg oral tablet) KNIGHT THERAPEUTICS INC."
02415615,NUCYNTA EXTENDED-RELEASE (tapentadol (tapentadol hydrochloride) 250 mg prolonged-release oral tablet) KNIGHT THERAPEUTICS INC.,MP,500002,http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html,Active,20170919,"ccdd_formal_name: ""NUCYNTA EXTENDED-RELEASE (tapentadol (tapentadol hydrochloride) 250 mg prolonged-release oral tablet) ENDO OPERATIONS LTD."" -> NUCYNTA EXTENDED-RELEASE (tapentadol (tapentadol hydrochloride) 250 mg prolonged-release oral tablet) KNIGHT THERAPEUTICS INC."
