tm_code,tm_formal_name,changes
8001586,betaxolol,DELETED
8002097,calcium carbonate and magnesium hydroxide and simethicone,"tm_status: ""ACTIVE"" -> ""INACTIVE""
tm_status_effective_time: ""19951231"" -> ""20221115"""
