drug_code,mp_code,mp_fr_description,ntp_fr_description,tm_fr_description,changes
97768,02487527,SANDOZ APIXABAN TABLET (apixaban 5 mg comprimé oral) SANDOZ CANADA INCORPORATED,apixaban 5 mg comprimé oral,apixaban,ADDED
100562,02516268,WAKIX (chlorhydrate de pitolisant 20 mg comprimé oral) KNIGHT THERAPEUTICS INC.,chlorhydrate de pitolisant 20 mg comprimé oral,pitolisant,"mp_fr_description: ""WAKIX (chlorhydrate de pitolisant 20 mg comprimé oral) E̲N̲D̲O̲ ̲O̲P̲E̲R̲A̲T̲I̲O̲N̲S̲ ̲L̲T̲D̲."" -> ""WAKIX (chlorhydrate de pitolisant 20 mg comprimé oral) K̲N̲I̲G̲H̲T̲ ̲T̲H̲E̲R̲A̲P̲E̲U̲T̲I̲C̲S̲ ̲I̲N̲C̲."""
103190,02543435,JAMP DOMPERIDONE TABLETS (dompéridone (maléate de dompéridone) 10 mg comprimé oral) JAMP PHARMA CORPORATION,dompéridone (maléate de dompéridone) 10 mg comprimé oral,dompéridone,ADDED
106600,02563193,SANDOZ GUANFACINE XR (guanfacine (chlorhydrate de guanfacine) 2 mg comprimé oral à libération prolongée) SANDOZ CANADA INCORPORATED,guanfacine (chlorhydrate de guanfacine) 2 mg comprimé oral à libération prolongée,guanfacine,ADDED
8123,00707503,TRIQUILAR 28 (éthinylestradiol 30 mcg et lévonorgestrel 50 mcg comprimé oral avec éthinylestradiol 30 mcg et lévonorgestrel 125 mcg comprimé oral avec éthinylestradiol 40 mcg et lévonorgestrel 750 mcg comprimé oral avec lactose comprimé oral) BAYER INC,éthinylestradiol 30 mcg et lévonorgestrel 50 mcg comprimé oral avec éthinylestradiol 30 mcg et lévonorgestrel 125 mcg comprimé oral avec éthinylestradiol 40 mcg et lévonorgestrel 750 mcg comprimé oral avec lactose comprimé oral,éthinylestradiol et lévonorgestrel,"mp_fr_description: ""TRIQUILAR 28 (éthinylestradiol 30 mcg et lévonorgestrel 50 mcg comprimé oral avec éthinylestradiol 4̲0̲ ̲m̲c̲g̲ ̲e̲t̲ ̲l̲é̲v̲o̲n̲o̲r̲g̲e̲s̲t̲r̲e̲l̲ ̲7̲5̲0̲ ̲m̲c̲g̲ ̲c̲o̲m̲p̲r̲i̲m̲é̲ ̲o̲r̲a̲l̲ ̲a̲v̲e̲c̲ ̲é̲t̲h̲i̲n̲y̲l̲e̲s̲t̲r̲a̲d̲i̲o̲l̲ ̲3̲0̲ ̲m̲c̲g̲ ̲e̲t̲ ̲l̲é̲v̲o̲n̲o̲r̲g̲e̲s̲t̲r̲e̲l̲ ̲1̲2̲5̲ mcg comprimé oral avec lactose comprimé oral) BAYER INC"" -> ""TRIQUILAR 28 (éthinylestradiol 30 mcg et lévonorgestrel 50 mcg comprimé oral avec éthinylestradiol 3̲0̲ ̲m̲c̲g̲ ̲e̲t̲ ̲l̲é̲v̲o̲n̲o̲r̲g̲e̲s̲t̲r̲e̲l̲ ̲1̲2̲5̲ ̲m̲c̲g̲ ̲c̲o̲m̲p̲r̲i̲m̲é̲ ̲o̲r̲a̲l̲ ̲a̲v̲e̲c̲ ̲é̲t̲h̲i̲n̲y̲l̲e̲s̲t̲r̲a̲d̲i̲o̲l̲ ̲4̲0̲ ̲m̲c̲g̲ ̲e̲t̲ ̲l̲é̲v̲o̲n̲o̲r̲g̲e̲s̲t̲r̲e̲l̲ ̲7̲5̲0̲ mcg comprimé oral avec lactose comprimé oral) BAYER INC""
ntp_fr_description: ""éthinylestradiol 30 mcg et lévonorgestrel 50 mcg comprimé oral avec éthinylestradiol 4̲0̲ ̲m̲c̲g̲ ̲e̲t̲ ̲l̲é̲v̲o̲n̲o̲r̲g̲e̲s̲t̲r̲e̲l̲ ̲7̲5̲0̲ ̲m̲c̲g̲ ̲c̲o̲m̲p̲r̲i̲m̲é̲ ̲o̲r̲a̲l̲ ̲a̲v̲e̲c̲ ̲é̲t̲h̲i̲n̲y̲l̲e̲s̲t̲r̲a̲d̲i̲o̲l̲ ̲3̲0̲ ̲m̲c̲g̲ ̲e̲t̲ ̲l̲é̲v̲o̲n̲o̲r̲g̲e̲s̲t̲r̲e̲l̲ ̲1̲2̲5̲ mcg comprimé oral avec lactose comprimé oral"" -> ""éthinylestradiol 30 mcg et lévonorgestrel 50 mcg comprimé oral avec éthinylestradiol 3̲0̲ ̲m̲c̲g̲ ̲e̲t̲ ̲l̲é̲v̲o̲n̲o̲r̲g̲e̲s̲t̲r̲e̲l̲ ̲1̲2̲5̲ ̲m̲c̲g̲ ̲c̲o̲m̲p̲r̲i̲m̲é̲ ̲o̲r̲a̲l̲ ̲a̲v̲e̲c̲ ̲é̲t̲h̲i̲n̲y̲l̲e̲s̲t̲r̲a̲d̲i̲o̲l̲ ̲4̲0̲ ̲m̲c̲g̲ ̲e̲t̲ ̲l̲é̲v̲o̲n̲o̲r̲g̲e̲s̲t̲r̲e̲l̲ ̲7̲5̲0̲ mcg comprimé oral avec lactose comprimé oral"""
106317,02560089,NB-IRBESARTAN (irbésartan 150 mg comprimé oral) NB PHARMA INC.,irbésartan 150 mg comprimé oral,irbésartan,ADDED
42889,02187108,"SYNPHASIC 21 TABLETS (éthinylestradiol 35 mcg et noréthindrone 0,5 mg comprimé oral avec éthinylestradiol 35 mcg et noréthindrone 1 mg comprimé oral) PFIZER CANADA ULC","éthinylestradiol 35 mcg et noréthindrone 0,5 mg comprimé oral avec éthinylestradiol 35 mcg et noréthindrone 1 mg comprimé oral",éthinylestradiol et noréthindrone,"mp_fr_description: ""SYNPHASIC 21 TABLETS (éthinylestradiol 35 mcg et noréthindrone 1̲ mg comprimé oral avec éthinylestradiol 35 mcg et noréthindrone 0̲,̲5̲ mg comprimé oral) PFIZER CANADA ULC"" -> ""SYNPHASIC 21 TABLETS (éthinylestradiol 35 mcg et noréthindrone 0̲,̲5̲ mg comprimé oral avec éthinylestradiol 35 mcg et noréthindrone 1̲ mg comprimé oral) PFIZER CANADA ULC""
ntp_fr_description: ""éthinylestradiol 35 mcg et noréthindrone 1̲ mg comprimé oral avec éthinylestradiol 35 mcg et noréthindrone 0̲,̲5̲ mg comprimé oral"" -> ""éthinylestradiol 35 mcg et noréthindrone 0̲,̲5̲ mg comprimé oral avec éthinylestradiol 35 mcg et noréthindrone 1̲ mg comprimé oral"""
NA,77701206,MAGNESIUM SULFATE INJECTION USP (sulfate de magnésium 5000 mg par 10 mL solution injectable fiole) STERIMAX INC,sulfate de magnésium 5000 mg par 10 mL solution injectable fiole,sulfate de magnésium,ADDED
5970,00578657,"EPIPEN JR (épinéphrine 0,15 mg par 0,3 mL solution injectable seringue) VIATRIS SPECIALTY LLC","épinéphrine 0,15 mg par 0,3 mL solution injectable seringue",épinéphrine,"mp_fr_description: ""EPIPEN JR (épinéphrine 0,15 mg par 0,3 mL solution injectable seringue) M̲Y̲L̲A̲N̲ SPECIALTY LP̲"" -> ""EPIPEN JR (épinéphrine 0,15 mg par 0,3 mL solution injectable seringue) V̲I̲A̲T̲R̲I̲S̲ SPECIALTY LL̲C̲"""
NA,77701200,"YESINTEK (ustékinumab 45 mg par 0,5 mL solution injectable fiole) BIOCON BIOLOGICS CANADA INC","ustékinumab 45 mg par 0,5 mL solution injectable fiole",ustékinumab,"mp_fr_description: ""YESINTEK (ustékinumab 45 mg par 0,5 mL solution injectable fiole) BIOS̲I̲M̲I̲L̲A̲R̲ ̲C̲O̲L̲L̲A̲B̲O̲R̲A̲T̲I̲O̲N̲S̲ ̲I̲R̲E̲L̲A̲N̲D̲ ̲L̲I̲M̲I̲T̲E̲D̲"" -> ""YESINTEK (ustékinumab 45 mg par 0,5 mL solution injectable fiole) BIOC̲O̲N̲ ̲B̲I̲O̲L̲O̲G̲I̲C̲S̲ ̲C̲A̲N̲A̲D̲A̲ ̲I̲N̲C̲"""
