drug_code,current_status,current_history_date,previous_status,previous_history_date,drug_identification_number
"101193","MARKETED","2022-07-26","APPROVED","2021-12-06","02522810"
"101959","MARKETED","2024-07-03","APPROVED","2022-09-01","02530414"
"102106","MARKETED","2024-07-01","APPROVED","2022-10-13","02531984"
"102107","MARKETED","2024-07-01","APPROVED","2022-10-13","02531992"
"102196","MARKETED","2024-07-05","APPROVED","2022-11-25","02532972"
"102364","MARKETED","2024-06-03","APPROVED","2023-01-26","02534754"
"102591","MARKETED","2024-07-23","APPROVED","2023-04-13","02537176"
"102598","MARKETED","2024-07-02","APPROVED","2023-04-18","02537257"
"102603","MARKETED","2024-07-02","APPROVED","2023-04-18","02537303"
"102604","MARKETED","2024-07-02","APPROVED","2023-04-18","02537311"
"102621","MARKETED","2024-07-03","APPROVED","2023-04-26","02537508"
"102623","MARKETED","2024-07-12","APPROVED","2023-04-26","02537524"
"102730","MARKETED","2024-07-01","APPROVED","2023-06-05","02538598"
"102766","MARKETED","2024-07-02","APPROVED","2023-06-19","02538997"
"102817","MARKETED","2024-07-22","APPROVED","2023-07-11","02539411"
"102818","MARKETED","2024-07-22","APPROVED","2023-07-11","02539438"
"102819","MARKETED","2024-07-22","APPROVED","2023-07-11","02539446"
"102887","MARKETED","2024-07-30","APPROVED","2023-07-31","02540169"
"102897","MARKETED","2024-07-29","APPROVED","2023-08-04","02540274"
"102928","MARKETED","2024-07-09","APPROVED","2023-08-25","02540592"
"102929","MARKETED","2024-07-09","APPROVED","2023-08-25","02540606"
"102937","MARKETED","2024-06-28","APPROVED","2023-09-06","02540681"
"102945","MARKETED","2024-07-11","APPROVED","2023-08-28","02540770"
"102956","MARKETED","2024-06-28","APPROVED","2023-12-18","02540894"
"103024","MARKETED","2024-06-24","APPROVED","2023-09-21","02541602"
"103025","MARKETED","2024-06-24","APPROVED","2023-09-21","02541610"
"103026","MARKETED","2024-06-24","APPROVED","2023-09-21","02541629"
"103084","MARKETED","2024-07-01","APPROVED","2023-10-18","02542269"
"103117","MARKETED","2024-07-12","APPROVED","2023-10-25","02542617"
"103136","MARKETED","2023-11-06","APPROVED","2023-11-01","02542846"
"103192","MARKETED","2023-12-07","APPROVED","2023-11-28","02543451"
"103211","MARKETED","2024-01-17","APPROVED","2023-12-06","02543664"
"103226","MARKETED","2024-06-01","APPROVED","2023-12-08","02543834"
"103247","MARKETED","2024-06-27","APPROVED","2023-12-20","02544059"
"103250","MARKETED","2024-06-19","APPROVED","2023-12-20","02544067"
"103265","MARKETED","2024-06-27","APPROVED","2023-12-20","02544121"
"103275","MARKETED","2024-06-28","APPROVED","2024-01-03","02544229"
"103316","MARKETED","2024-06-26","APPROVED","2024-01-17","02544571"
"103321","MARKETED","2024-07-25","APPROVED","2024-01-18","02544644"
"103387","MARKETED","2024-06-28","APPROVED","2024-02-09","02545063"
"103397","MARKETED","2024-06-27","APPROVED","2024-02-08","02545187"
"103417","MARKETED","2024-07-07","APPROVED","2024-02-15","02545403"
"103418","MARKETED","2024-07-25","APPROVED","2024-02-16","02545411"
"103472","MARKETED","2024-07-04","APPROVED","2024-03-05","02545985"
"103473","MARKETED","2024-07-04","APPROVED","2024-03-05","02545993"
"103582","MARKETED","2024-06-25","APPROVED","2024-04-19","02547171"
"103651","MARKETED","2024-07-15","APPROVED","2024-05-09","02547570"
"18200","MARKETED","2024-05-13","DORMANT","2024-05-08","02158159"
"87829","MARKETED","2024-06-26","DORMANT","2021-07-23","02393042"
"90912","MARKETED","2024-06-17","APPROVED","2023-01-16","02424444"
"91765","MARKETED","2024-07-25","APPROVED","2024-06-14","02433257"
"94469","MARKETED","2024-06-10","APPROVED","2016-09-14","02457679"
"94471","MARKETED","2024-06-10","APPROVED","2016-09-14","02457695"
"94472","MARKETED","2024-06-10","APPROVED","2016-09-14","02457687"
"94473","MARKETED","2024-06-10","APPROVED","2016-09-14","02457660"
"96976","MARKETED","2024-06-15","DORMANT","2022-07-26","02479052"
"96980","MARKETED","2024-06-15","DORMANT","2022-07-26","02479095"
"98139","MARKETED","2024-07-08","APPROVED","2019-08-06","02491389"
"99002","MARKETED","2023-05-30","APPROVED","2020-06-11","02500329"
"99781","MARKETED","2024-07-19","APPROVED","2020-11-24","02508443"
"99782","MARKETED","2024-07-19","APPROVED","2020-11-24","02508451"
"99783","MARKETED","2024-07-22","APPROVED","2020-11-24","02508478"
"99992","MARKETED","2024-04-09","APPROVED","2023-10-30","02510723"
"100281","CANCELLED PRE MARKET","2022-04-01","APPROVED","2021-03-11","02513625"
"100306","CANCELLED POST MARKET","2024-07-26","MARKETED","2022-02-03","02513862"
"100364","CANCELLED PRE MARKET","2024-07-29","APPROVED","2021-03-29","02514451"
"100603","AUTHORIZATION BY INTERIM ORDER REVOKED","2024-06-21","MARKETED","2021-07-29","02516705"
"100604","AUTHORIZATION BY INTERIM ORDER REVOKED","2024-06-21","AUTHORIZED BY INTERIM ORDER","2021-06-09","02516691"
"100795","CANCELLED PRE MARKET","2024-07-23","APPROVED","2021-07-30","02518643"
"10114","CANCELLED POST MARKET","2020-08-07","MARKETED","2001-12-01","00774936"
"10115","CANCELLED POST MARKET","2020-08-11","MARKETED","2001-12-01","00774944"
"101354","CANCELLED POST MARKET","2024-07-08","MARKETED","2022-07-25","02524511"
"101581","CANCELLED PRE MARKET","2024-07-23","APPROVED","2022-04-22","02526743"
"101597","CANCELLED POST MARKET","2024-05-24","MARKETED","2022-10-05","02526913"
"101598","CANCELLED POST MARKET","2024-05-31","MARKETED","2022-10-05","02526921"
"101846","CANCELLED PRE MARKET","2024-07-22","APPROVED","2022-07-15","02529246"
"101848","CANCELLED PRE MARKET","2024-07-22","APPROVED","2022-07-15","02529262"
"101849","CANCELLED PRE MARKET","2024-07-22","APPROVED","2022-07-15","02529270"
"102026","CANCELLED PRE MARKET","2023-06-16","APPROVED","2022-09-15","02531100"
"102137","CANCELLED PRE MARKET","2024-07-26","APPROVED","2022-10-25","02532336"
"102176","CANCELLED PRE MARKET","2024-07-30","APPROVED","2022-11-18","02532743"
"102177","CANCELLED PRE MARKET","2024-07-30","APPROVED","2022-11-18","02532751"
"102178","CANCELLED PRE MARKET","2024-07-30","APPROVED","2022-11-18","02532778"
"102179","CANCELLED PRE MARKET","2024-07-30","APPROVED","2022-11-18","02532786"
"102180","CANCELLED PRE MARKET","2024-07-30","APPROVED","2022-11-18","02532794"
"102181","CANCELLED PRE MARKET","2024-07-30","APPROVED","2022-11-18","02532808"
"102182","CANCELLED PRE MARKET","2024-07-30","APPROVED","2022-11-18","02532816"
"102183","CANCELLED PRE MARKET","2024-07-30","APPROVED","2022-11-18","02532824"
"102184","CANCELLED PRE MARKET","2024-07-30","APPROVED","2022-11-18","02532832"
"102853","CANCELLED PRE MARKET","2024-07-12","APPROVED","2023-07-20","02539799"
"11133","CANCELLED POST MARKET","2024-07-23","DORMANT","2018-08-03","00806714"
"11970","CANCELLED POST MARKET","2024-07-18","DORMANT","2023-01-27","01926713"
"12865","CANCELLED POST MARKET","2024-06-17","MARKETED","2019-05-23","01959352"
"13656","CANCELLED POST MARKET","2024-07-31","MARKETED","2004-10-19","01995782"
"13850","CANCELLED POST MARKET","2023-02-11","MARKETED","1986-12-31","02027070"
"13891","CANCELLED POST MARKET","2023-03-23","MARKETED","1989-12-31","02029898"
"13988","CANCELLED POST MARKET","2023-09-12","MARKETED","1988-12-31","02016885"
"16225","CANCELLED POST MARKET","2024-07-31","DORMANT","2020-07-23","02091178"
"16234","CANCELLED POST MARKET","2024-07-31","DORMANT","2017-08-03","02023768"
"16888","CANCELLED POST MARKET","2024-07-18","DORMANT","2022-10-21","01988840"
"18199","CANCELLED POST MARKET","2020-08-11","MARKETED","2001-10-01","02158167"
"18285","CANCELLED POST MARKET","2024-07-18","DORMANT","2022-10-21","01987682"
"188","CANCELLED POST MARKET","2024-05-13","MARKETED","2004-09-25","00116882"
"19084","CANCELLED POST MARKET","2024-07-23","MARKETED","1995-12-31","02144514"
