drug_code,drug_identification_number,current_brand_name,previous_brand_name
"101419","02525194","LISINOPRIL (TYPE Z)","LISINOPRIL"
"78283","02297485","TEVA-AMLODIPINE","ACT AMLODIPINE"
"78284","02297493","TEVA-AMLODIPINE","ACT AMLODIPINE"
"87451","02388987","LOSARTAN HCT DS","LOSARTAN HCT"
"101418","02525186","LISINOPRIL (TYPE Z)","LISINOPRIL"
"101420","02525208","LISINOPRIL (TYPE Z)","LISINOPRIL"
"78282","02297477","TEVA-AMLODIPINE","ACT AMLODIPINE"
