drug_code,current_status,current_history_date,previous_status,previous_history_date,drug_identification_number
"100565","MARKETED","2024-02-05","APPROVED","2024-01-30","02516292"
"100566","MARKETED","2024-02-05","APPROVED","2024-01-30","02516306"
"100567","MARKETED","2024-02-05","APPROVED","2024-01-30","02516314"
"101797","MARKETED","2024-02-28","APPROVED","2022-07-08","02528789"
"103121","MARKETED","2024-02-07","APPROVED","2023-10-30","02542676"
"101929","MARKETED","2024-02-16","APPROVED","2022-08-22","02530082"
"102261","MARKETED","2024-03-08","APPROVED","2022-12-19","02533642"
"102262","MARKETED","2024-03-08","APPROVED","2022-12-19","02533650"
"102263","MARKETED","2024-03-08","APPROVED","2022-12-19","02533669"
"102264","MARKETED","2024-03-08","APPROVED","2022-12-19","02533677"
"102411","MARKETED","2024-03-07","APPROVED","2023-02-09","02535246"
"102412","MARKETED","2024-03-07","APPROVED","2023-02-09","02535254"
"102413","MARKETED","2024-03-07","APPROVED","2023-02-09","02535262"
"102419","MARKETED","2024-03-20","APPROVED","2023-02-09","02535335"
"102422","MARKETED","2024-02-15","APPROVED","2023-02-14","02535424"
"102515","MARKETED","2024-03-26","APPROVED","2023-03-21","02536374"
"102546","MARKETED","2024-03-19","APPROVED","2023-03-29","02536714"
"102565","MARKETED","2024-02-14","APPROVED","2023-09-29","02536927"
"102617","MARKETED","2024-03-14","APPROVED","2023-04-26","02537451"
"102653","MARKETED","2024-03-05","APPROVED","2023-05-12","02537753"
"102654","MARKETED","2024-03-05","APPROVED","2023-05-12","02537761"
"102716","MARKETED","2024-03-08","APPROVED","2023-05-30","02538431"
"102717","MARKETED","2024-01-11","APPROVED","2023-06-01","02538458"
"102718","MARKETED","2024-01-11","APPROVED","2023-06-01","02538466"
"102719","MARKETED","2024-01-11","APPROVED","2023-06-01","02538474"
"102723","MARKETED","2024-03-01","APPROVED","2023-06-01","02538512"
"102724","MARKETED","2024-03-01","APPROVED","2023-06-01","02538520"
"102835","MARKETED","2024-03-14","APPROVED","2023-07-18","02539608"
"102836","MARKETED","2024-03-14","APPROVED","2023-07-18","02539616"
"102837","MARKETED","2024-03-14","APPROVED","2023-07-18","02539624"
"102838","MARKETED","2024-03-14","APPROVED","2023-07-18","02539632"
"102839","MARKETED","2024-03-14","APPROVED","2023-07-18","02539640"
"102840","MARKETED","2024-03-14","APPROVED","2023-07-18","02539659"
"102841","MARKETED","2024-03-14","APPROVED","2023-07-18","02539667"
"102854","MARKETED","2024-02-29","APPROVED","2023-07-21","02539802"
"102855","MARKETED","2024-02-29","APPROVED","2023-07-21","02539810"
"102856","MARKETED","2024-02-29","APPROVED","2023-07-21","02539829"
"102899","MARKETED","2024-03-06","APPROVED","2023-08-04","02540290"
"103005","MARKETED","2024-02-12","APPROVED","2023-09-13","02541416"
"103007","MARKETED","2024-03-25","APPROVED","2023-09-14","02541424"
"103008","MARKETED","2024-03-25","APPROVED","2023-09-14","02541432"
"103119","MARKETED","2024-02-07","APPROVED","2023-10-30","02542641"
"103122","MARKETED","2024-03-06","APPROVED","2023-10-30","02542684"
"103123","MARKETED","2024-02-07","APPROVED","2023-10-30","02542692"
"103153","MARKETED","2024-03-01","APPROVED","2023-11-09","02543036"
"103154","MARKETED","2024-03-01","APPROVED","2023-11-09","02543044"
"103271","MARKETED","2024-03-01","APPROVED","2023-12-27","02544180"
"103272","MARKETED","2024-03-01","APPROVED","2023-12-27","02544199"
"103273","MARKETED","2024-03-01","APPROVED","2023-12-27","02544202"
"103274","MARKETED","2024-03-01","APPROVED","2023-12-27","02544210"
"83069","MARKETED","2024-02-28","APPROVED","2018-07-17","02345269"
"83267","MARKETED","2024-03-01","APPROVED","2023-03-01","02347261"
"83268","MARKETED","2024-03-01","APPROVED","2023-03-01","02347288"
"89050","MARKETED","2024-03-22","DORMANT","2019-11-24","02405733"
"89051","MARKETED","2024-03-22","DORMANT","2020-08-20","02405741"
"89052","MARKETED","2024-03-22","DORMANT","2020-07-11","02405768"
"93852","MARKETED","2016-07-12","DORMANT","2021-07-26","02452081"
"93853","MARKETED","2016-07-12","DORMANT","2022-07-28","02452103"
"101438","CANCELLED POST MARKET","2024-02-29","MARKETED","2022-03-31","02525364"
"17234","CANCELLED POST MARKET","2024-03-18","DORMANT","2023-06-05","00839299"
"18235","CANCELLED POST MARKET","2024-03-06","MARKETED","2005-06-14","02132664"
"42334","CANCELLED POST MARKET","2024-03-20","MARKETED","1998-04-08","01977717"
"43041","CANCELLED POST MARKET","2024-03-08","DORMANT","2023-10-04","02210401"
"49613","CANCELLED POST MARKET","2024-03-04","DORMANT","2023-06-28","02230541"
"60149","CANCELLED POST MARKET","2024-02-19","MARKETED","2021-07-07","02236859"
"6619","CANCELLED POST MARKET","2024-03-25","MARKETED","2021-02-11","00657204"
"80950","CANCELLED POST MARKET","2024-03-01","MARKETED","2009-03-17","02324024"
"82408","CANCELLED POST MARKET","2024-03-01","MARKETED","2009-12-16","02338432"
"85467","CANCELLED POST MARKET","2024-03-01","MARKETED","2012-04-16","02369753"
"87638","CANCELLED PRE MARKET","2024-03-12","APPROVED","2012-07-31","02391007"
"87830","CANCELLED POST MARKET","2024-03-01","MARKETED","2012-11-09","02393050"
"90113","CANCELLED POST MARKET","2024-03-01","MARKETED","2018-08-08","02416530"
"91195","CANCELLED POST MARKET","2024-03-12","MARKETED","2015-07-09","02427427"
"94559","CANCELLED POST MARKET","2024-03-12","MARKETED","2018-12-20","02458462"
"95963","CANCELLED POST MARKET","2024-03-11","MARKETED","2020-08-27","02470632"
"97072","CANCELLED POST MARKET","2023-07-30","MARKETED","2019-12-31","02480182"
"98762","CANCELLED POST MARKET","2022-01-13","MARKETED","2020-11-30","02497824"
"99784","CANCELLED PRE MARKET","2024-03-28","APPROVED","2021-06-21","02508486"
"99785","CANCELLED PRE MARKET","2024-03-28","APPROVED","2021-06-21","02508494"
"99786","CANCELLED PRE MARKET","2024-03-28","APPROVED","2021-06-21","02508508"
"99787","CANCELLED PRE MARKET","2024-03-28","APPROVED","2021-06-21","02508516"
"99788","CANCELLED PRE MARKET","2024-03-28","APPROVED","2021-06-21","02508524"
"99789","CANCELLED PRE MARKET","2024-03-28","APPROVED","2021-06-21","02508532"
"99790","CANCELLED PRE MARKET","2024-03-28","APPROVED","2021-06-21","02508540"
"99791","CANCELLED PRE MARKET","2024-03-28","APPROVED","2021-06-21","02508559"
"99792","CANCELLED PRE MARKET","2024-03-28","APPROVED","2021-06-21","02508567"
"99793","CANCELLED PRE MARKET","2024-03-28","APPROVED","2021-06-21","02508575"
"99794","CANCELLED PRE MARKET","2024-03-28","APPROVED","2021-06-21","02508583"
"99795","CANCELLED PRE MARKET","2024-03-28","APPROVED","2021-06-21","02508591"
"100265","DORMANT","2023-12-03","MARKETED","2021-04-21","02513447"
"77118","DORMANT","2024-03-27","MARKETED","2018-01-25","02285673"
"78282","DORMANT","2024-03-19","MARKETED","2018-05-04","02297477"
"83852","DORMANT","2024-03-28","MARKETED","2023-09-05","02353326"
"85541","DORMANT","2024-03-15","MARKETED","2014-04-24","02370255"
"97274","DORMANT","2024-01-02","MARKETED","2019-04-12","02482274"
"97275","DORMANT","2024-01-02","MARKETED","2019-04-12","02482282"
"97276","DORMANT","2024-01-02","MARKETED","2019-04-12","02482290"
"98271","DORMANT","2023-11-08","MARKETED","2020-04-06","02492725"
"98272","DORMANT","2023-01-19","MARKETED","2020-04-06","02492733"
"98273","DORMANT","2023-01-09","MARKETED","2020-04-06","02492741"
"102595","APPROVED","2024-03-14","APPROVED","2023-04-19","02537214"
"102594","APPROVED","2024-03-14","APPROVED","2023-04-19","02537206"
