tm_code,tm_formal_name,changes
8001630,dequalinium,"tm_status_effective_time: ""19951231"" -> ""19970401"""
8001204,fosamprenavir,"tm_status: ""ACTIVE"" -> ""INACTIVE""
tm_status_effective_time: ""20041222"" -> ""20241231"""
