drug_code,current_status,current_history_date,previous_status,previous_history_date,drug_identification_number
"100014","MARKETED","2022-10-03","APPROVED","2021-01-14","02510936"
"100307","MARKETED","2022-08-09","APPROVED","2021-03-19","02513870"
"100388","MARKETED","2021-05-15","APPROVED","2021-03-31","02514567"
"100389","MARKETED","2021-05-15","APPROVED","2021-03-31","02514575"
"100701","MARKETED","2022-09-15","APPROVED","2021-07-02","02517639"
"100702","MARKETED","2022-09-15","APPROVED","2021-07-02","02517647"
"100766","MARKETED","2022-09-26","APPROVED","2021-07-26","02518376"
"100958","MARKETED","2022-02-12","APPROVED","2021-09-14","02520389"
"101018","MARKETED","2022-10-13","APPROVED","2021-10-08","02520931"
"101020","MARKETED","2022-10-13","APPROVED","2021-10-08","02520966"
"101021","MARKETED","2022-10-20","APPROVED","2021-10-14","02520974"
"101074","MARKETED","2022-09-19","APPROVED","2021-10-22","02521555"
"101075","MARKETED","2022-09-19","APPROVED","2021-10-22","02521563"
"101076","MARKETED","2022-09-19","APPROVED","2021-10-22","02521571"
"101077","MARKETED","2022-09-19","APPROVED","2021-10-22","02521598"
"101091","MARKETED","2022-01-05","APPROVED","2021-10-25","02521717"
"101110","MARKETED","2022-10-06","APPROVED","2021-10-29","02521938"
"101111","MARKETED","2022-10-06","APPROVED","2021-10-29","02521946"
"101137","MARKETED","2022-10-04","APPROVED","2021-11-10","02522225"
"101160","MARKETED","2022-10-07","APPROVED","2021-11-18","02522489"
"101162","MARKETED","2022-09-21","APPROVED","2021-11-22","02522500"
"101163","MARKETED","2022-10-03","APPROVED","2021-11-22","02522519"
"101164","MARKETED","2022-09-21","APPROVED","2021-11-22","02522527"
"101172","MARKETED","2022-09-28","APPROVED","2021-11-23","02522616"
"101346","MARKETED","2022-09-19","APPROVED","2022-01-13","02524430"
"101458","MARKETED","2022-10-18","APPROVED","2022-02-24","02525577"
"101547","MARKETED","2022-10-07","APPROVED","2022-04-04","02526379"
"101548","MARKETED","2022-10-07","APPROVED","2022-04-04","02526387"
"101554","MARKETED","2022-10-14","APPROVED","2022-04-08","02526441"
"101555","MARKETED","2022-10-04","APPROVED","2022-04-08","02526468"
"101556","MARKETED","2022-10-04","APPROVED","2022-04-08","02526476"
"101557","MARKETED","2022-10-04","APPROVED","2022-04-08","02526484"
"101558","MARKETED","2022-09-21","APPROVED","2022-04-07","02526492"
"101593","MARKETED","2022-10-07","APPROVED","2022-04-26","02526875"
"101594","MARKETED","2022-10-07","APPROVED","2022-04-26","02526883"
"101597","MARKETED","2022-10-05","APPROVED","2022-04-29","02526913"
"101598","MARKETED","2022-10-05","APPROVED","2022-04-29","02526921"
"101620","MARKETED","2022-10-20","APPROVED","2022-05-06","02527154"
"101646","MARKETED","2022-09-16","APPROVED","2022-05-26","02527391"
"101647","MARKETED","2022-09-16","APPROVED","2022-05-26","02527405"
"101724","MARKETED","2022-09-21","APPROVED","2022-09-20","02527979"
"101725","MARKETED","2022-09-21","APPROVED","2022-09-20","02527987"
"101754","MARKETED","2022-09-30","APPROVED","2022-06-22","02528304"
"101760","MARKETED","2022-09-29","APPROVED","2022-06-29","02528363"
"101761","MARKETED","2022-09-29","APPROVED","2022-06-29","02528371"
"101762","MARKETED","2022-09-29","APPROVED","2022-06-29","02528398"
"101771","MARKETED","2022-10-05","APPROVED","2022-06-28","02528460"
"101878","MARKETED","2022-10-19","APPROVED","2022-07-28","02529548"
"101879","MARKETED","2022-10-19","APPROVED","2022-07-28","02529556"
"101903","MARKETED","2022-10-03","APPROVED","2022-08-12","02529793"
"101951","MARKETED","2022-09-15","APPROVED","2022-09-09","02530325"
"74961","MARKETED","2006-07-05","DORMANT","2017-09-01","02264188"
"80709","MARKETED","2022-10-11","DORMANT","2022-07-28","02321696"
"86520","MARKETED","2022-09-28","APPROVED","2022-06-02","02379325"
"90796","MARKETED","2022-10-03","APPROVED","2020-11-02","02423227"
"95399","MARKETED","2022-09-28","APPROVED","2021-05-18","02465752"
"95755","MARKETED","2022-10-05","DORMANT","2020-07-23","02468905"
"96921","MARKETED","2022-09-01","APPROVED","2018-07-05","02478447"
"98171","MARKETED","2022-09-29","APPROVED","2022-09-29","02491702"
"98574","MARKETED","2022-10-03","APPROVED","2020-01-23","02495848"
"99852","MARKETED","2021-09-16","APPROVED","2021-09-16","02509210"
"100166","CANCELLED POST MARKET","2022-09-27","MARKETED","2021-04-05","02512378"
"100472","CANCELLED PRE MARKET","2022-10-26","APPROVED","2021-04-22","02515334"
"101249","CANCELLED PRE MARKET","2022-10-14","APPROVED","2021-12-16","02523396"
"10918","CANCELLED POST MARKET","2022-10-18","MARKETED","1990-12-31","00765996"
"13628","CANCELLED POST MARKET","2022-10-19","MARKETED","1993-12-31","02011956"
"63892","CANCELLED POST MARKET","2022-10-17","MARKETED","2011-03-07","02240351"
"63894","CANCELLED POST MARKET","2022-10-17","MARKETED","2011-03-08","02240352"
"6502","CANCELLED POST MARKET","2022-10-19","MARKETED","2006-05-31","00528455"
"65364","CANCELLED POST MARKET","2022-10-27","MARKETED","2015-07-15","02241704"
"68034","CANCELLED POST MARKET","2021-12-31","MARKETED","2021-01-28","02244079"
"68035","CANCELLED POST MARKET","2021-12-31","MARKETED","2021-01-28","02244080"
"70176","CANCELLED POST MARKET","2022-10-28","MARKETED","2004-09-14","02246045"
"75484","CANCELLED POST MARKET","2022-10-28","MARKETED","2006-01-02","02269465"
"77113","CANCELLED POST MARKET","2022-09-30","DORMANT","2022-07-28","02285622"
"77114","CANCELLED POST MARKET","2022-09-30","DORMANT","2020-07-30","02285630"
"78723","CANCELLED POST MARKET","2022-09-30","MARKETED","2017-06-21","02301903"
"80731","CANCELLED POST MARKET","2022-10-19","MARKETED","2009-06-12","02321904"
"83319","CANCELLED POST MARKET","2022-10-01","MARKETED","2017-08-08","02347822"
"83320","CANCELLED POST MARKET","2022-10-01","MARKETED","2017-08-08","02347830"
"84314","CANCELLED POST MARKET","2022-10-26","DORMANT","2019-07-18","02358077"
"84315","CANCELLED POST MARKET","2022-10-26","DORMANT","2019-07-18","02358085"
"84316","CANCELLED POST MARKET","2022-10-26","DORMANT","2019-07-18","02358093"
"84679","CANCELLED POST MARKET","2022-10-13","DORMANT","2021-03-30","02361744"
"85988","CANCELLED POST MARKET","2022-10-21","DORMANT","2018-07-16","02374552"
"85989","CANCELLED POST MARKET","2022-10-21","DORMANT","2018-07-16","02374560"
"85990","CANCELLED POST MARKET","2022-10-21","DORMANT","2020-07-30","02374579"
"91892","CANCELLED PRE MARKET","2022-09-30","APPROVED","2014-12-09","02434601"
"91893","CANCELLED PRE MARKET","2022-09-30","APPROVED","2014-12-09","02434628"
"91894","CANCELLED PRE MARKET","2022-09-30","APPROVED","2014-12-09","02434636"
"91895","CANCELLED PRE MARKET","2022-09-30","APPROVED","2014-12-09","02434644"
"92311","CANCELLED POST MARKET","2022-09-30","MARKETED","2015-06-23","02438712"
"98901","CANCELLED POST MARKET","2022-10-05","MARKETED","2020-05-15","02499274"
"99229","CANCELLED POST MARKET","2022-09-28","MARKETED","2021-03-10","02502747"
"16888","DORMANT","2022-10-21","DORMANT","2017-07-24","01988840"
"18285","DORMANT","2022-10-21","DORMANT","2017-07-24","01987682"
"3040","DORMANT","2022-10-14","MARKETED","1978-12-31","00388254"
"34215","DORMANT","2022-10-14","MARKETED","1997-07-08","02160684"
"3966","DORMANT","2022-10-20","DORMANT","2017-07-24","00476366"
"4260","DORMANT","2022-10-24","DORMANT","2017-07-24","00476722"
"4388","DORMANT","2022-10-24","DORMANT","2021-07-13","00476714"
"4538","DORMANT","2022-10-26","DORMANT","2017-07-24","00499013"
"5262","DORMANT","2022-10-26","DORMANT","2017-07-24","00582212"
"5544","DORMANT","2022-10-14","MARKETED","1983-12-31","00613436"
"60071","DORMANT","2022-10-14","DORMANT","2020-07-24","02236783"
"6523","DORMANT","2022-10-14","MARKETED","1985-12-31","00679526"
"73562","DORMANT","2022-10-20","DORMANT","2018-07-05","02250675"
"77068","DORMANT","2022-10-13","DORMANT","2017-08-04","02285177"
"78453","DORMANT","2022-09-30","MARKETED","2020-05-25","02299135"
"79621","DORMANT","2022-10-06","MARKETED","2020-03-11","02310589"
"87449","DORMANT","2022-10-14","MARKETED","2017-01-05","02388960"
"87450","DORMANT","2022-10-14","MARKETED","2017-01-05","02388979"
"87451","DORMANT","2022-10-14","MARKETED","2017-01-05","02388987"
"94593","DORMANT","2022-10-27","MARKETED","2019-01-04","02458780"
"94594","DORMANT","2022-10-27","MARKETED","2017-07-24","02458799"
"94595","DORMANT","2022-10-27","MARKETED","2017-07-24","02458802"
"94596","DORMANT","2022-10-27","MARKETED","2017-07-24","02458810"
"94601","DORMANT","2022-02-02","MARKETED","2018-02-06","02458837"
"96706","DORMANT","2022-09-29","DORMANT","2022-04-30","02476134"
"97411","DORMANT","2022-10-07","MARKETED","2022-06-20","02483769"
"61552","APPROVED","2022-10-26","CANCELLED PRE MARKET","2016-11-22","02238161"
"60952","APPROVED","2022-10-24","APPROVED","1998-03-09","02237613"
"95617","APPROVED","2022-10-20","APPROVED","2017-08-24","02467836"
"95618","APPROVED","2022-10-20","APPROVED","2017-08-24","02467844"
"94159","APPROVED","2022-10-28","APPROVED","2020-04-29","02454815"
"93750","APPROVED","2022-10-26","APPROVED","2016-01-29","02451247"
"85209","APPROVED","2022-10-04","CANCELLED PRE MARKET","2017-08-07","02367297"
"92865","APPROVED","2022-10-11","APPROVED","2015-09-11","02443880"
"93752","APPROVED","2022-10-26","APPROVED","2016-01-29","02451255"
"93749","APPROVED","2022-10-26","APPROVED","2016-01-29","02451239"
"100972","APPROVED","2022-10-14","APPROVED","2021-09-20","02520524"
"101523","APPROVED","2022-10-21","APPROVED","2022-03-23","02526115"
"90484","APPROVED","2022-10-27","APPROVED","2014-11-17","02420244"
"92866","APPROVED","2022-10-11","APPROVED","2015-09-11","02443899"
