drug_code,mp_code,mp_fr_description,ntp_fr_description,tm_fr_description,changes
73180,02248811,ADDERALL XR (sels mixtes d'amphétamine 20 mg capsule orale à libération prolongée) TAKEDA CANADA INC,sels mixtes d'amphétamine 20 mg capsule orale à libération prolongée,sels mixtes d'amphétamine,"mp_fr_description: ""ADDERALL XR (sels mixtes d’̲amphétamine 20 mg capsule orale à libération prolongée) TAKEDA CANADA INC"" -> ""ADDERALL XR (sels mixtes d'̲amphétamine 20 mg capsule orale à libération prolongée) TAKEDA CANADA INC""
ntp_fr_description: ""sels mixtes d’̲amphétamine 20 mg capsule orale à libération prolongée"" -> ""sels mixtes d'̲amphétamine 20 mg capsule orale à libération prolongée""
tm_fr_description: ""sels mixtes d’̲amphétamine"" -> ""sels mixtes d'̲amphétamine"""
73181,02248812,ADDERALL XR (sels mixtes d'amphétamine 25 mg capsule orale à libération prolongée) TAKEDA CANADA INC,sels mixtes d'amphétamine 25 mg capsule orale à libération prolongée,sels mixtes d'amphétamine,"mp_fr_description: ""ADDERALL XR (sels mixtes d’̲amphétamine 25 mg capsule orale à libération prolongée) TAKEDA CANADA INC"" -> ""ADDERALL XR (sels mixtes d'̲amphétamine 25 mg capsule orale à libération prolongée) TAKEDA CANADA INC""
ntp_fr_description: ""sels mixtes d’̲amphétamine 25 mg capsule orale à libération prolongée"" -> ""sels mixtes d'̲amphétamine 25 mg capsule orale à libération prolongée""
tm_fr_description: ""sels mixtes d’̲amphétamine"" -> ""sels mixtes d'̲amphétamine"""
73182,02248813,ADDERALL XR (sels mixtes d'amphétamine 30 mg capsule orale à libération prolongée) TAKEDA CANADA INC,sels mixtes d'amphétamine 30 mg capsule orale à libération prolongée,sels mixtes d'amphétamine,"mp_fr_description: ""ADDERALL XR (sels mixtes d’̲amphétamine 30 mg capsule orale à libération prolongée) TAKEDA CANADA INC"" -> ""ADDERALL XR (sels mixtes d'̲amphétamine 30 mg capsule orale à libération prolongée) TAKEDA CANADA INC""
ntp_fr_description: ""sels mixtes d’̲amphétamine 30 mg capsule orale à libération prolongée"" -> ""sels mixtes d'̲amphétamine 30 mg capsule orale à libération prolongée""
tm_fr_description: ""sels mixtes d’̲amphétamine"" -> ""sels mixtes d'̲amphétamine"""
74839,02262983,SUPEUDOL 20 (chlorhydrate d'oxycodone 20 mg comprimé oral) SANDOZ CANADA INCORPORATED,chlorhydrate d'oxycodone 20 mg comprimé oral,oxycodone,"mp_fr_description: ""SUPEUDOL (chlorhydrate d'oxycodone 20 mg comprimé oral) SANDOZ CANADA INCORPORATED"" -> ""SUPEUDOL ̲2̲0̲ (chlorhydrate d'oxycodone 20 mg comprimé oral) SANDOZ CANADA INCORPORATED"""
84377,02358743,"NOREPINEPHRINE BITARTRATE INJECTION, USP (norépinéphrine (bitartrate de norépinéphrine) 4 mg par 4 mL solution injectable fiole) STERIMAX INC",norépinéphrine (bitartrate de norépinéphrine) 4 mg par 4 mL solution injectable fiole,norépinéphrine,ADDED
85560,02370441,TEVA-DILTIAZEM T (chlorhydrate de diltiazem 120 mg capsule orale à libération prolongée) TEVA CANADA LIMITED,chlorhydrate de diltiazem 120 mg capsule orale à libération prolongée,diltiazem,"mp_fr_description: ""A̲C̲T̲ ̲DILTIAZEM T (chlorhydrate de diltiazem 120 mg capsule orale à libération prolongée) TEVA CANADA LIMITED"" -> ""T̲E̲V̲A̲-̲DILTIAZEM T (chlorhydrate de diltiazem 120 mg capsule orale à libération prolongée) TEVA CANADA LIMITED"""
85564,02370492,TEVA-DILTIAZEM T (chlorhydrate de diltiazem 180 mg capsule orale à libération prolongée) TEVA CANADA LIMITED,chlorhydrate de diltiazem 180 mg capsule orale à libération prolongée,diltiazem,"mp_fr_description: ""A̲C̲T̲ ̲DILTIAZEM T (chlorhydrate de diltiazem 180 mg capsule orale à libération prolongée) TEVA CANADA LIMITED"" -> ""T̲E̲V̲A̲-̲DILTIAZEM T (chlorhydrate de diltiazem 180 mg capsule orale à libération prolongée) TEVA CANADA LIMITED"""
85565,02370506,TEVA-DILTIAZEM T (chlorhydrate de diltiazem 240 mg capsule orale à libération prolongée) TEVA CANADA LIMITED,chlorhydrate de diltiazem 240 mg capsule orale à libération prolongée,diltiazem,"mp_fr_description: ""A̲C̲T̲ ̲DILTIAZEM T (chlorhydrate de diltiazem 240 mg capsule orale à libération prolongée) TEVA CANADA LIMITED"" -> ""T̲E̲V̲A̲-̲DILTIAZEM T (chlorhydrate de diltiazem 240 mg capsule orale à libération prolongée) TEVA CANADA LIMITED"""
85566,02370514,TEVA-DILTIAZEM T (chlorhydrate de diltiazem 300 mg capsule orale à libération prolongée) TEVA CANADA LIMITED,chlorhydrate de diltiazem 300 mg capsule orale à libération prolongée,diltiazem,"mp_fr_description: ""A̲C̲T̲ ̲DILTIAZEM T (chlorhydrate de diltiazem 300 mg capsule orale à libération prolongée) TEVA CANADA LIMITED"" -> ""T̲E̲V̲A̲-̲DILTIAZEM T (chlorhydrate de diltiazem 300 mg capsule orale à libération prolongée) TEVA CANADA LIMITED"""
85567,02370522,TEVA-DILTIAZEM T (chlorhydrate de diltiazem 360 mg capsule orale à libération prolongée) TEVA CANADA LIMITED,chlorhydrate de diltiazem 360 mg capsule orale à libération prolongée,diltiazem,"mp_fr_description: ""A̲C̲T̲ ̲DILTIAZEM T (chlorhydrate de diltiazem 360 mg capsule orale à libération prolongée) TEVA CANADA LIMITED"" -> ""T̲E̲V̲A̲-̲DILTIAZEM T (chlorhydrate de diltiazem 360 mg capsule orale à libération prolongée) TEVA CANADA LIMITED"""
85947,02374277,"VICKS NYQUIL COLD & FLU (acétaminophène 650 mg par 30 mL et bromhydrate de dextrométhorphane 30 mg par 30 mL et succinate de doxylamine 12,5 mg par 30 mL solution orale) PROCTER & GAMBLE INC","acétaminophène 650 mg par 30 mL et bromhydrate de dextrométhorphane 30 mg par 30 mL et succinate de doxylamine 12,5 mg par 30 mL solution orale",acétaminophène et dextrométhorphane et doxylamine,"mp_fr_description: ""VICKS NYQUIL COLD & FLU ̲N̲I̲G̲H̲T̲T̲I̲M̲E̲ ̲R̲E̲L̲I̲E̲F̲ (acétaminophène 650 mg par 30 mL et bromhydrate de dextrométhorphane 30 mg par 30 mL et succinate de doxylamine 12,5 mg par 30 mL solution orale) PROCTER & GAMBLE INC"" -> ""VICKS NYQUIL COLD & FLU (acétaminophène 650 mg par 30 mL et bromhydrate de dextrométhorphane 30 mg par 30 mL et succinate de doxylamine 12,5 mg par 30 mL solution orale) PROCTER & GAMBLE INC"""
87843,02393190,"VOLTAREN EMULGEL EXTRA STRENGTH (diclofénac diéthylamine 2,32 % gel cutané) HALEON CANADA ULC","diclofénac diéthylamine 2,32 % gel cutané",diclofénac,"mp_fr_description: ""VOLTAREN EMULGEL EXTRA STRENGTH (diclofénac diéthylamine 2,32 % gel cutané) G̲L̲A̲X̲O̲S̲M̲I̲T̲H̲K̲L̲I̲N̲E̲ ̲C̲O̲N̲S̲U̲M̲E̲R̲ ̲H̲E̲A̲L̲T̲H̲C̲A̲R̲E̲ ULC"" -> ""VOLTAREN EMULGEL EXTRA STRENGTH (diclofénac diéthylamine 2,32 % gel cutané) H̲A̲L̲E̲O̲N̲ ̲C̲A̲N̲A̲D̲A̲ ULC"""
88592,02401193,ADVIL FLU (chlorhydrate de diphenhydramine 25 mg et ibuprofène 200 mg capsule orale) HALEON CANADA ULC,chlorhydrate de diphenhydramine 25 mg et ibuprofène 200 mg capsule orale,diphenhydramine et ibuprofène,"mp_fr_description: ""ADVIL C̲O̲L̲D̲,̲ ̲C̲O̲U̲G̲H̲ ̲&̲ ̲FLU ̲N̲I̲G̲H̲T̲T̲I̲M̲E̲ (chlorhydrate de diphenhydramine 25 mg et ibuprofène 200 mg capsule orale) G̲L̲A̲X̲O̲S̲M̲I̲T̲H̲K̲L̲I̲N̲E̲ ̲C̲O̲N̲S̲U̲M̲E̲R̲ ̲H̲E̲A̲L̲T̲H̲C̲A̲R̲E̲ ULC"" -> ""ADVIL FLU (chlorhydrate de diphenhydramine 25 mg et ibuprofène 200 mg capsule orale) H̲A̲L̲E̲O̲N̲ ̲C̲A̲N̲A̲D̲A̲ ULC"""
88801,02403196,TEVA-CLARITHROMYCIN XL (clarithromycine 500 mg comprimé oral à libération prolongée) TEVA CANADA LIMITED,clarithromycine 500 mg comprimé oral à libération prolongée,clarithromycine,"mp_fr_description: ""A̲C̲T̲ ̲CLARITHROMYCIN XL (clarithromycine 500 mg comprimé oral à libération prolongée) TEVA CANADA LIMITED"" -> ""T̲E̲V̲A̲-̲CLARITHROMYCIN XL (clarithromycine 500 mg comprimé oral à libération prolongée) TEVA CANADA LIMITED"""
89896,02414309,"DUAL INTENSIVE ACNE TREATMENT (peroxyde de benzoyle 2,5 % gel cutané avec peroxyde de benzoyle 2,5 % lotion) RODAN & FIELDS BEAUTY, LLC","peroxyde de benzoyle 2,5 % gel cutané avec peroxyde de benzoyle 2,5 % lotion",peroxyde de benzoyle,ADDED
92362,02439239,TEVA-AMPHETAMINE XR (sels mixtes d'amphétamine 5 mg capsule orale à libération prolongée) TEVA CANADA LIMITED,sels mixtes d'amphétamine 5 mg capsule orale à libération prolongée,sels mixtes d'amphétamine,"mp_fr_description: ""TEVA-AMPHETAMINE XR (sels mixtes d’̲amphétamine 5 mg capsule orale à libération prolongée) TEVA CANADA LIMITED"" -> ""TEVA-AMPHETAMINE XR (sels mixtes d'̲amphétamine 5 mg capsule orale à libération prolongée) TEVA CANADA LIMITED""
ntp_fr_description: ""sels mixtes d’̲amphétamine 5 mg capsule orale à libération prolongée"" -> ""sels mixtes d'̲amphétamine 5 mg capsule orale à libération prolongée""
tm_fr_description: ""sels mixtes d’̲amphétamine"" -> ""sels mixtes d'̲amphétamine"""
92363,02439247,TEVA-AMPHETAMINE XR (sels mixtes d'amphétamine 10 mg capsule orale à libération prolongée) TEVA CANADA LIMITED,sels mixtes d'amphétamine 10 mg capsule orale à libération prolongée,sels mixtes d'amphétamine,"mp_fr_description: ""TEVA-AMPHETAMINE XR (sels mixtes d’̲amphétamine 10 mg capsule orale à libération prolongée) TEVA CANADA LIMITED"" -> ""TEVA-AMPHETAMINE XR (sels mixtes d'̲amphétamine 10 mg capsule orale à libération prolongée) TEVA CANADA LIMITED""
ntp_fr_description: ""sels mixtes d’̲amphétamine 10 mg capsule orale à libération prolongée"" -> ""sels mixtes d'̲amphétamine 10 mg capsule orale à libération prolongée""
tm_fr_description: ""sels mixtes d’̲amphétamine"" -> ""sels mixtes d'̲amphétamine"""
92364,02439255,TEVA-AMPHETAMINE XR (sels mixtes d'amphétamine 15 mg capsule orale à libération prolongée) TEVA CANADA LIMITED,sels mixtes d'amphétamine 15 mg capsule orale à libération prolongée,sels mixtes d'amphétamine,"mp_fr_description: ""TEVA-AMPHETAMINE XR (sels mixtes d’̲amphétamine 15 mg capsule orale à libération prolongée) TEVA CANADA LIMITED"" -> ""TEVA-AMPHETAMINE XR (sels mixtes d'̲amphétamine 15 mg capsule orale à libération prolongée) TEVA CANADA LIMITED""
ntp_fr_description: ""sels mixtes d’̲amphétamine 15 mg capsule orale à libération prolongée"" -> ""sels mixtes d'̲amphétamine 15 mg capsule orale à libération prolongée""
tm_fr_description: ""sels mixtes d’̲amphétamine"" -> ""sels mixtes d'̲amphétamine"""
92365,02439263,TEVA-AMPHETAMINE XR (sels mixtes d'amphétamine 20 mg capsule orale à libération prolongée) TEVA CANADA LIMITED,sels mixtes d'amphétamine 20 mg capsule orale à libération prolongée,sels mixtes d'amphétamine,"mp_fr_description: ""TEVA-AMPHETAMINE XR (sels mixtes d’̲amphétamine 20 mg capsule orale à libération prolongée) TEVA CANADA LIMITED"" -> ""TEVA-AMPHETAMINE XR (sels mixtes d'̲amphétamine 20 mg capsule orale à libération prolongée) TEVA CANADA LIMITED""
ntp_fr_description: ""sels mixtes d’̲amphétamine 20 mg capsule orale à libération prolongée"" -> ""sels mixtes d'̲amphétamine 20 mg capsule orale à libération prolongée""
tm_fr_description: ""sels mixtes d’̲amphétamine"" -> ""sels mixtes d'̲amphétamine"""
92366,02439271,TEVA-AMPHETAMINE XR (sels mixtes d'amphétamine 25 mg capsule orale à libération prolongée) TEVA CANADA LIMITED,sels mixtes d'amphétamine 25 mg capsule orale à libération prolongée,sels mixtes d'amphétamine,"mp_fr_description: ""TEVA-AMPHETAMINE XR (sels mixtes d’̲amphétamine 25 mg capsule orale à libération prolongée) TEVA CANADA LIMITED"" -> ""TEVA-AMPHETAMINE XR (sels mixtes d'̲amphétamine 25 mg capsule orale à libération prolongée) TEVA CANADA LIMITED""
ntp_fr_description: ""sels mixtes d’̲amphétamine 25 mg capsule orale à libération prolongée"" -> ""sels mixtes d'̲amphétamine 25 mg capsule orale à libération prolongée""
tm_fr_description: ""sels mixtes d’̲amphétamine"" -> ""sels mixtes d'̲amphétamine"""
92367,02439298,TEVA-AMPHETAMINE XR (sels mixtes d'amphétamine 30 mg capsule orale à libération prolongée) TEVA CANADA LIMITED,sels mixtes d'amphétamine 30 mg capsule orale à libération prolongée,sels mixtes d'amphétamine,"mp_fr_description: ""TEVA-AMPHETAMINE XR (sels mixtes d’̲amphétamine 30 mg capsule orale à libération prolongée) TEVA CANADA LIMITED"" -> ""TEVA-AMPHETAMINE XR (sels mixtes d'̲amphétamine 30 mg capsule orale à libération prolongée) TEVA CANADA LIMITED""
ntp_fr_description: ""sels mixtes d’̲amphétamine 30 mg capsule orale à libération prolongée"" -> ""sels mixtes d'̲amphétamine 30 mg capsule orale à libération prolongée""
tm_fr_description: ""sels mixtes d’̲amphétamine"" -> ""sels mixtes d'̲amphétamine"""
92473,02440369,PMS-AMPHETAMINES XR (sels mixtes d'amphétamine 5 mg capsule orale à libération prolongée) PHARMASCIENCE INC,sels mixtes d'amphétamine 5 mg capsule orale à libération prolongée,sels mixtes d'amphétamine,"mp_fr_description: ""PMS-AMPHETAMINES XR (sels mixtes d’̲amphétamine 5 mg capsule orale à libération prolongée) PHARMASCIENCE INC"" -> ""PMS-AMPHETAMINES XR (sels mixtes d'̲amphétamine 5 mg capsule orale à libération prolongée) PHARMASCIENCE INC""
ntp_fr_description: ""sels mixtes d’̲amphétamine 5 mg capsule orale à libération prolongée"" -> ""sels mixtes d'̲amphétamine 5 mg capsule orale à libération prolongée""
tm_fr_description: ""sels mixtes d’̲amphétamine"" -> ""sels mixtes d'̲amphétamine"""
92474,02440377,PMS-AMPHETAMINES XR (sels mixtes d'amphétamine 10 mg capsule orale à libération prolongée) PHARMASCIENCE INC,sels mixtes d'amphétamine 10 mg capsule orale à libération prolongée,sels mixtes d'amphétamine,"mp_fr_description: ""PMS-AMPHETAMINES XR (sels mixtes d’̲amphétamine 10 mg capsule orale à libération prolongée) PHARMASCIENCE INC"" -> ""PMS-AMPHETAMINES XR (sels mixtes d'̲amphétamine 10 mg capsule orale à libération prolongée) PHARMASCIENCE INC""
ntp_fr_description: ""sels mixtes d’̲amphétamine 10 mg capsule orale à libération prolongée"" -> ""sels mixtes d'̲amphétamine 10 mg capsule orale à libération prolongée""
tm_fr_description: ""sels mixtes d’̲amphétamine"" -> ""sels mixtes d'̲amphétamine"""
92475,02440385,PMS-AMPHETAMINES XR (sels mixtes d'amphétamine 15 mg capsule orale à libération prolongée) PHARMASCIENCE INC,sels mixtes d'amphétamine 15 mg capsule orale à libération prolongée,sels mixtes d'amphétamine,"mp_fr_description: ""PMS-AMPHETAMINES XR (sels mixtes d’̲amphétamine 15 mg capsule orale à libération prolongée) PHARMASCIENCE INC"" -> ""PMS-AMPHETAMINES XR (sels mixtes d'̲amphétamine 15 mg capsule orale à libération prolongée) PHARMASCIENCE INC""
ntp_fr_description: ""sels mixtes d’̲amphétamine 15 mg capsule orale à libération prolongée"" -> ""sels mixtes d'̲amphétamine 15 mg capsule orale à libération prolongée""
tm_fr_description: ""sels mixtes d’̲amphétamine"" -> ""sels mixtes d'̲amphétamine"""
92476,02440393,PMS-AMPHETAMINES XR (sels mixtes d'amphétamine 20 mg capsule orale à libération prolongée) PHARMASCIENCE INC,sels mixtes d'amphétamine 20 mg capsule orale à libération prolongée,sels mixtes d'amphétamine,"mp_fr_description: ""PMS-AMPHETAMINES XR (sels mixtes d’̲amphétamine 20 mg capsule orale à libération prolongée) PHARMASCIENCE INC"" -> ""PMS-AMPHETAMINES XR (sels mixtes d'̲amphétamine 20 mg capsule orale à libération prolongée) PHARMASCIENCE INC""
ntp_fr_description: ""sels mixtes d’̲amphétamine 20 mg capsule orale à libération prolongée"" -> ""sels mixtes d'̲amphétamine 20 mg capsule orale à libération prolongée""
tm_fr_description: ""sels mixtes d’̲amphétamine"" -> ""sels mixtes d'̲amphétamine"""
92477,02440407,PMS-AMPHETAMINES XR (sels mixtes d'amphétamine 25 mg capsule orale à libération prolongée) PHARMASCIENCE INC,sels mixtes d'amphétamine 25 mg capsule orale à libération prolongée,sels mixtes d'amphétamine,"mp_fr_description: ""PMS-AMPHETAMINES XR (sels mixtes d’̲amphétamine 25 mg capsule orale à libération prolongée) PHARMASCIENCE INC"" -> ""PMS-AMPHETAMINES XR (sels mixtes d'̲amphétamine 25 mg capsule orale à libération prolongée) PHARMASCIENCE INC""
ntp_fr_description: ""sels mixtes d’̲amphétamine 25 mg capsule orale à libération prolongée"" -> ""sels mixtes d'̲amphétamine 25 mg capsule orale à libération prolongée""
tm_fr_description: ""sels mixtes d’̲amphétamine"" -> ""sels mixtes d'̲amphétamine"""
92478,02440415,PMS-AMPHETAMINES XR (sels mixtes d'amphétamine 30 mg capsule orale à libération prolongée) PHARMASCIENCE INC,sels mixtes d'amphétamine 30 mg capsule orale à libération prolongée,sels mixtes d'amphétamine,"mp_fr_description: ""PMS-AMPHETAMINES XR (sels mixtes d’̲amphétamine 30 mg capsule orale à libération prolongée) PHARMASCIENCE INC"" -> ""PMS-AMPHETAMINES XR (sels mixtes d'̲amphétamine 30 mg capsule orale à libération prolongée) PHARMASCIENCE INC""
ntp_fr_description: ""sels mixtes d’̲amphétamine 30 mg capsule orale à libération prolongée"" -> ""sels mixtes d'̲amphétamine 30 mg capsule orale à libération prolongée""
tm_fr_description: ""sels mixtes d’̲amphétamine"" -> ""sels mixtes d'̲amphétamine"""
92853,02443783,"COLGATE TOTAL PREVENTION (chlorure de cétylpyridinium 0,07 % solution pour bain de bouche) COLGATE-PALMOLIVE CANADA INC","chlorure de cétylpyridinium 0,07 % solution pour bain de bouche",cétylpyridinium,"mp_fr_description: ""COLGATE TOTAL (chlorure de cétylpyridinium 0,07 % solution pour bain de bouche) COLGATE-PALMOLIVE CANADA INC"" -> ""COLGATE TOTAL ̲P̲R̲E̲V̲E̲N̲T̲I̲O̲N̲ (chlorure de cétylpyridinium 0,07 % solution pour bain de bouche) COLGATE-PALMOLIVE CANADA INC"""
93077,02445492,APO-AMPHETAMINE XR (sels mixtes d'amphétamine 5 mg capsule orale à libération prolongée) APOTEX INC,sels mixtes d'amphétamine 5 mg capsule orale à libération prolongée,sels mixtes d'amphétamine,"mp_fr_description: ""APO-AMPHETAMINE XR (sels mixtes d’̲amphétamine 5 mg capsule orale à libération prolongée) APOTEX INC"" -> ""APO-AMPHETAMINE XR (sels mixtes d'̲amphétamine 5 mg capsule orale à libération prolongée) APOTEX INC""
ntp_fr_description: ""sels mixtes d’̲amphétamine 5 mg capsule orale à libération prolongée"" -> ""sels mixtes d'̲amphétamine 5 mg capsule orale à libération prolongée""
tm_fr_description: ""sels mixtes d’̲amphétamine"" -> ""sels mixtes d'̲amphétamine"""
93078,02445506,APO-AMPHETAMINE XR (sels mixtes d'amphétamine 10 mg capsule orale à libération prolongée) APOTEX INC,sels mixtes d'amphétamine 10 mg capsule orale à libération prolongée,sels mixtes d'amphétamine,"mp_fr_description: ""APO-AMPHETAMINE XR (sels mixtes d’̲amphétamine 10 mg capsule orale à libération prolongée) APOTEX INC"" -> ""APO-AMPHETAMINE XR (sels mixtes d'̲amphétamine 10 mg capsule orale à libération prolongée) APOTEX INC""
ntp_fr_description: ""sels mixtes d’̲amphétamine 10 mg capsule orale à libération prolongée"" -> ""sels mixtes d'̲amphétamine 10 mg capsule orale à libération prolongée""
tm_fr_description: ""sels mixtes d’̲amphétamine"" -> ""sels mixtes d'̲amphétamine"""
93079,02445514,APO-AMPHETAMINE XR (sels mixtes d'amphétamine 15 mg capsule orale à libération prolongée) APOTEX INC,sels mixtes d'amphétamine 15 mg capsule orale à libération prolongée,sels mixtes d'amphétamine,"mp_fr_description: ""APO-AMPHETAMINE XR (sels mixtes d’̲amphétamine 15 mg capsule orale à libération prolongée) APOTEX INC"" -> ""APO-AMPHETAMINE XR (sels mixtes d'̲amphétamine 15 mg capsule orale à libération prolongée) APOTEX INC""
ntp_fr_description: ""sels mixtes d’̲amphétamine 15 mg capsule orale à libération prolongée"" -> ""sels mixtes d'̲amphétamine 15 mg capsule orale à libération prolongée""
tm_fr_description: ""sels mixtes d’̲amphétamine"" -> ""sels mixtes d'̲amphétamine"""
