ntp_code,ntp_formal_name,ntp_fr_description,changes
9013796,amphetamine mixed salts 20 mg prolonged-release oral capsule,sels mixtes d'amphétamine 20 mg capsule orale à libération prolongée,"ntp_fr_description: ""sels mixtes d’̲amphétamine 20 mg capsule orale à libération prolongée"" -> ""sels mixtes d'̲amphétamine 20 mg capsule orale à libération prolongée"""
9014006,benzoyl peroxide 2.5 % cutaneous gel with benzoyl peroxide 2.5 % lotion,"peroxyde de benzoyle 2,5 % gel cutané avec peroxyde de benzoyle 2,5 % lotion",ADDED
9014747,SARS-CoV-2 recombinant spike protein 5 mcg per 0.5 mL suspension for injection 5 mL vial,"protéine de spicule du SRAS-CoV-2 recombinante 5 mcg par 0,5 mL suspension injectable 5 mL fiole","ntp_status: ""INACTIVE"" -> ""ACTIVE""
ntp_status_effective_time: ""20240229"" -> ""20220331"""
9015102,omalizumab 75 mg per 0.5 mL solution for injection pen,"omalizumab 75 mg par 0,5 mL solution injectable stylo",ADDED
9014986,"SARSCoV2 S-protein mRNA, 5'[m27,3'-oGppp(m12'-O)ApG], 3'polyA+linker 30 mcg per 0.3 mL suspension for injection 1.8 mL vial","ARNm de SRASCOV2 S-protéine, 5'[m27,3'-oGppp(m12'-O)ApG], polyA 3'+liaison 30 mcg par 0,3 mL suspension injectable 1,8 mL fiole","ntp_formal_name: ""SARSCO̲V2 S-protein mRNA, 5'[m27,3'-oGppp(m12'-O)ApG], 3'polyA+linker 30 mcg per 0.3 mL suspension for injection 1.8 mL vial"" -> ""SARSCo̲V2 S-protein mRNA, 5'[m27,3'-oGppp(m12'-O)ApG], 3'polyA+linker 30 mcg per 0.3 mL suspension for injection 1.8 mL vial"""
9014984,"SARSCoV2 S-protein mRNA, 5'[m27,3'-oGppp(m12'-O)ApG], 3'polyA+linker 10 mcg per 0.3 mL suspension for injection 1.8 mL vial","ARNm de SRASCOV2 S-protéine, 5'[m27,3'-oGppp(m12'-O)ApG], polyA 3'+liaison 10 mcg par 0,3 mL suspension injectable 1,8 mL fiole","ntp_formal_name: ""SARSCO̲V2 S-protein mRNA, 5'[m27,3'-oGppp(m12'-O)ApG], 3'polyA+linker 10 mcg per 0.3 mL suspension for injection 1.8 mL vial"" -> ""SARSCo̲V2 S-protein mRNA, 5'[m27,3'-oGppp(m12'-O)ApG], 3'polyA+linker 10 mcg per 0.3 mL suspension for injection 1.8 mL vial"""
9013795,amphetamine mixed salts 15 mg prolonged-release oral capsule,sels mixtes d'amphétamine 15 mg capsule orale à libération prolongée,"ntp_fr_description: ""sels mixtes d’̲amphétamine 15 mg capsule orale à libération prolongée"" -> ""sels mixtes d'̲amphétamine 15 mg capsule orale à libération prolongée"""
9014987,raxtozinameran 3 mcg per 0.2 mL suspension for injection 2 mL vial,"raxtozinaméran 3 mcg par 0,2 mL suspension injectable 2 mL fiole",DELETED
9003928,ibuprofen 100 mg per 5 mL and pseudoephedrine hydrochloride 15 mg per 5 mL oral suspension,ibuprofène 100 mg par 5 mL et chlorhydrate de pseudoéphédrine 15 mg par 5 mL suspension orale,"ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""20040809"" -> ""20240331"""
9015101,omalizumab 150 mg per 1 mL solution for injection pen,omalizumab 150 mg par 1 mL solution injectable stylo,ADDED
