drug_code,current_status,current_history_date,previous_status,previous_history_date,drug_identification_number
"85692","MARKETED","2026-02-13","DORMANT","2022-07-06","02371790"
"85693","MARKETED","2026-02-13","DORMANT","2022-07-06","02371804"
"85694","MARKETED","2026-02-13","DORMANT","2022-07-06","02371812"
"92012","MARKETED","2026-01-29","APPROVED","2022-10-24","02435772"
"92013","MARKETED","2026-01-29","APPROVED","2022-10-24","02435780"
"92014","MARKETED","2026-01-29","APPROVED","2022-10-24","02435799"
"98625","MARKETED","2026-01-15","APPROVED","2020-02-19","02496372"
"99389","MARKETED","2026-02-25","DORMANT","2025-08-29","02504472"
"103308","MARKETED","2026-01-30","APPROVED","2024-01-11","02544539"
"103351","MARKETED","2026-01-30","APPROVED","2024-01-29","02544873"
"103423","MARKETED","2026-01-13","APPROVED","2024-02-19","02545470"
"103457","MARKETED","2026-02-10","APPROVED","2024-08-28","02545837"
"103458","MARKETED","2026-02-10","APPROVED","2024-08-28","02545845"
"103459","MARKETED","2026-02-10","APPROVED","2024-08-28","02545853"
"103717","MARKETED","2026-02-02","APPROVED","2024-05-30","02548283"
"103802","MARKETED","2026-02-11","APPROVED","2024-06-25","02549158"
"104328","MARKETED","2026-02-02","APPROVED","2025-01-17","02554429"
"104329","MARKETED","2026-02-02","APPROVED","2025-01-17","02554437"
"104431","MARKETED","2026-01-24","APPROVED","2025-02-14","02555557"
"106007","MARKETED","2026-02-04","APPROVED","2025-04-01","02556677"
"106043","MARKETED","2026-01-23","APPROVED","2025-04-17","02557061"
"106089","MARKETED","2026-01-27","APPROVED","2025-05-12","02557584"
"106096","MARKETED","2026-01-27","APPROVED","2025-05-13","02557657"
"106128","MARKETED","2026-02-01","APPROVED","2025-05-27","02557991"
"106135","MARKETED","2026-01-27","APPROVED","2025-05-28","02558068"
"106150","MARKETED","2026-02-20","APPROVED","2025-06-03","02558211"
"106158","MARKETED","2026-01-12","APPROVED","2025-06-05","02558327"
"106159","MARKETED","2026-01-12","APPROVED","2025-06-05","02558335"
"106164","MARKETED","2026-02-01","APPROVED","2025-06-10","02558394"
"106271","MARKETED","2026-02-20","APPROVED","2025-07-22","02559579"
"106272","MARKETED","2026-02-20","APPROVED","2025-07-22","02559587"
"106273","MARKETED","2026-02-20","APPROVED","2025-07-22","02559595"
"106274","MARKETED","2026-02-20","APPROVED","2025-07-22","02559609"
"106286","MARKETED","2025-12-16","APPROVED","2025-07-22","02559730"
"106361","MARKETED","2026-02-03","APPROVED","2025-08-26","02560569"
"106406","MARKETED","2026-01-27","APPROVED","2025-09-12","02561069"
"106494","MARKETED","2026-01-14","APPROVED","2025-10-16","02562022"
"106495","MARKETED","2026-01-14","APPROVED","2025-10-16","02562030"
"106496","MARKETED","2026-01-14","APPROVED","2025-10-16","02562049"
"106497","MARKETED","2026-01-14","APPROVED","2025-10-16","02562057"
"106498","MARKETED","2026-01-14","APPROVED","2025-10-16","02562065"
"106511","MARKETED","2026-01-26","APPROVED","2025-10-17","02562219"
"106539","MARKETED","2026-02-09","APPROVED","2025-10-30","02562510"
"106546","MARKETED","2026-02-16","APPROVED","2025-10-30","02562596"
