drug_code,mp_code,mp_fr_description,ntp_fr_description,tm_fr_description,changes
80636,02320940,BENYLIN EXTRA STRENGTH MUCUS & PHLEGM (guaïfénésine 200 mg par 5 mL et menthol 15 mg par 5 mL sirop) KENVUE CANADA INC.,guaïfénésine 200 mg par 5 mL et menthol 15 mg par 5 mL sirop,guaïfénésine et menthol,"mp_fr_description: ""BENYLIN EXTRA STRENGTH MUCUS & PHLEGM (guaïfénésine 200 mg par 5 mL et menthol 15 mg par 5 mL sirop) M̲C̲N̲E̲I̲L̲ ̲C̲O̲N̲S̲U̲M̲E̲R̲ ̲H̲E̲A̲L̲T̲H̲C̲A̲R̲E̲ ̲D̲I̲V̲I̲S̲I̲O̲N̲ ̲O̲F̲ ̲J̲O̲H̲N̲S̲O̲N̲ ̲&̲ ̲J̲O̲H̲N̲S̲O̲N̲ ̲I̲N̲C̲"" -> ""BENYLIN EXTRA STRENGTH MUCUS & PHLEGM (guaïfénésine 200 mg par 5 mL et menthol 15 mg par 5 mL sirop) K̲E̲N̲V̲U̲E̲ ̲C̲A̲N̲A̲D̲A̲ ̲I̲N̲C̲.̲"""
95103,02463105,"ODAN-BENZYDAMINE (chlorhydrate de benzydamine 0,15 % solution pour gargarisme/bain de bouche) ODAN LABORATORIESLTD","chlorhydrate de benzydamine 0,15 % solution pour gargarisme/bain de bouche",benzydamine,"mp_fr_description: ""ODAN-BENZYDAMINE (chlorhydrate de benzydamine 0,15 % solution pour gargarisme/bain de bouche) ODAN LABORATORIES ̲LTD"" -> ""ODAN-BENZYDAMINE (chlorhydrate de benzydamine 0,15 % solution pour gargarisme/bain de bouche) ODAN LABORATORIESLTD"""
73724,02252376,"BENYLIN EXTRA STRENGTH ALL-IN-ONE COUGH, COLD & FLU NIGHT (acétaminophène 500 mg par 15 mL et maléate de chlorphéniramine 2 mg par 15 mL et bromhydrate de dextrométhorphane 15 mg par 15 mL et guaïfénésine 100 mg par 15 mL et chlorhydrate de pseudoéphédrine 30 mg par 15 mL sirop) KENVUE CANADA INC.",acétaminophène 500 mg par 15 mL et maléate de chlorphéniramine 2 mg par 15 mL et bromhydrate de dextrométhorphane 15 mg par 15 mL et guaïfénésine 100 mg par 15 mL et chlorhydrate de pseudoéphédrine 30 mg par 15 mL sirop,acétaminophène et chlorphéniramine et dextrométhorphane et guaïfénésine et pseudoéphédrine,"mp_fr_description: ""BENYLIN EXTRA STRENGTH ALL-IN-ONE COUGH, COLD & FLU NIGHT (acétaminophène 500 mg par 15 mL et maléate de chlorphéniramine 2 mg par 15 mL et bromhydrate de dextrométhorphane 15 mg par 15 mL et guaïfénésine 100 mg par 15 mL et chlorhydrate de pseudoéphédrine 30 mg par 15 mL sirop) M̲C̲N̲E̲I̲L̲ ̲C̲O̲N̲S̲U̲M̲E̲R̲ ̲H̲E̲A̲L̲T̲H̲C̲A̲R̲E̲ ̲D̲I̲V̲I̲S̲I̲O̲N̲ ̲O̲F̲ ̲J̲O̲H̲N̲S̲O̲N̲ ̲&̲ ̲J̲O̲H̲N̲S̲O̲N̲ ̲I̲N̲C̲"" -> ""BENYLIN EXTRA STRENGTH ALL-IN-ONE COUGH, COLD & FLU NIGHT (acétaminophène 500 mg par 15 mL et maléate de chlorphéniramine 2 mg par 15 mL et bromhydrate de dextrométhorphane 15 mg par 15 mL et guaïfénésine 100 mg par 15 mL et chlorhydrate de pseudoéphédrine 30 mg par 15 mL sirop) K̲E̲N̲V̲U̲E̲ ̲C̲A̲N̲A̲D̲A̲ ̲I̲N̲C̲.̲"""
55837,02234466,"PROCTODAN-HC OINTMENT (acétate d'hydrocortisone 0,5 % et chlorhydrate de pramoxine 1 % et sulfate de zinc 0,5 % pommade rectale) ODAN LABORATORIESLTD","acétate d'hydrocortisone 0,5 % et chlorhydrate de pramoxine 1 % et sulfate de zinc 0,5 % pommade rectale",hydrocortisone et pramoxine et sulfate de zinc,"mp_fr_description: ""PROCTODAN-HC OINTMENT (acétate d'hydrocortisone 0,5 % et chlorhydrate de pramoxine 1 % et sulfate de zinc 0,5 % pommade rectale) ODAN LABORATORIES ̲LTD"" -> ""PROCTODAN-HC OINTMENT (acétate d'hydrocortisone 0,5 % et chlorhydrate de pramoxine 1 % et sulfate de zinc 0,5 % pommade rectale) ODAN LABORATORIESLTD"""
80682,02321432,"BENYLIN EXTRA STRENGTH ALL-IN-ONE COUGH, COLD & FLU WITH WARMING SENSATION (acétaminophène 500 mg par 15 mL et bromhydrate de dextrométhorphane 15 mg par 15 mL et guaïfénésine 100 mg par 15 mL et chlorhydrate de pseudoéphédrine 30 mg par 15 mL sirop) KENVUE CANADA INC.",acétaminophène 500 mg par 15 mL et bromhydrate de dextrométhorphane 15 mg par 15 mL et guaïfénésine 100 mg par 15 mL et chlorhydrate de pseudoéphédrine 30 mg par 15 mL sirop,acétaminophène et dextrométhorphane et guaïfénésine et pseudoéphédrine,"mp_fr_description: ""BENYLIN EXTRA STRENGTH ALL-IN-ONE COUGH, COLD & FLU WITH WARMING SENSATION (acétaminophène 500 mg par 15 mL et bromhydrate de dextrométhorphane 15 mg par 15 mL et guaïfénésine 100 mg par 15 mL et chlorhydrate de pseudoéphédrine 30 mg par 15 mL sirop) M̲C̲N̲E̲I̲L̲ ̲C̲O̲N̲S̲U̲M̲E̲R̲ ̲H̲E̲A̲L̲T̲H̲C̲A̲R̲E̲ ̲D̲I̲V̲I̲S̲I̲O̲N̲ ̲O̲F̲ ̲J̲O̲H̲N̲S̲O̲N̲ ̲&̲ ̲J̲O̲H̲N̲S̲O̲N̲ ̲I̲N̲C̲"" -> ""BENYLIN EXTRA STRENGTH ALL-IN-ONE COUGH, COLD & FLU WITH WARMING SENSATION (acétaminophène 500 mg par 15 mL et bromhydrate de dextrométhorphane 15 mg par 15 mL et guaïfénésine 100 mg par 15 mL et chlorhydrate de pseudoéphédrine 30 mg par 15 mL sirop) K̲E̲N̲V̲U̲E̲ ̲C̲A̲N̲A̲D̲A̲ ̲I̲N̲C̲.̲"""
106382,02560798,SLENYTO (mélatonine 1 mg comprimé oral à libération prolongée) NEURIM PHARMACEUTICALS LTD.,mélatonine 1 mg comprimé oral à libération prolongée,mélatonine,ADDED
93974,02453207,LUNESTA (eszopiclone 1 mg comprimé oral) KNIGHT THERAPEUTICS INC.,eszopiclone 1 mg comprimé oral,eszopiclone,"mp_fr_description: ""LUNESTA (eszopiclone 1 mg comprimé oral) S̲U̲M̲I̲T̲O̲M̲O̲ ̲P̲H̲A̲R̲M̲A̲ ̲C̲A̲N̲A̲D̲A̲,̲ INC."" -> ""LUNESTA (eszopiclone 1 mg comprimé oral) K̲N̲I̲G̲H̲T̲ ̲T̲H̲E̲R̲A̲P̲E̲U̲T̲I̲C̲S̲ INC."""
5997,00626627,ODAN-CYCLOPENTOLATE (chlorhydrate de cyclopentolate 1 % gouttes ophtalmiques) ODAN LABORATORIESLTD,chlorhydrate de cyclopentolate 1 % gouttes ophtalmiques,cyclopentolate,"mp_fr_description: ""ODAN-CYCLOPENTOLATE (chlorhydrate de cyclopentolate 1 % gouttes ophtalmiques) ODAN LABORATORIES ̲LTD"" -> ""ODAN-CYCLOPENTOLATE (chlorhydrate de cyclopentolate 1 % gouttes ophtalmiques) ODAN LABORATORIESLTD"""
94601,02458837,DOAK OIL (goudron de houille 2 % solution pour application cutanée) ODAN LABORATORIESLTD,goudron de houille 2 % solution pour application cutanée,goudron de houille,"mp_fr_description: ""DOAK OIL (goudron de houille 2 % solution pour application cutanée) ODAN LABORATORIES ̲LTD"" -> ""DOAK OIL (goudron de houille 2 % solution pour application cutanée) ODAN LABORATORIESLTD"""
79922,02313715,SPC-ATORVASTATIN (atorvastatine (atorvastatine calcique) 20 mg comprimé oral) SUN PHARMA CANADA INC,atorvastatine (atorvastatine calcique) 20 mg comprimé oral,atorvastatine,"mp_fr_description: ""T̲A̲R̲O̲-ATORVASTATIN (atorvastatine (atorvastatine calcique) 20 mg comprimé oral) T̲A̲R̲O̲ ̲P̲H̲A̲R̲M̲A̲C̲E̲U̲T̲I̲C̲A̲L̲S̲ INC"" -> ""S̲P̲C̲-ATORVASTATIN (atorvastatine (atorvastatine calcique) 20 mg comprimé oral) S̲U̲N̲ ̲P̲H̲A̲R̲M̲A̲ ̲C̲A̲N̲A̲D̲A̲ INC"""
