ntp_code,ntp_formal_name,ntp_fr_description,changes
9015455,elinzanetant 60 mg oral capsule,élinzanétant 60 mg capsule orale,ADDED
9000284,sulfamethoxazole 40 mg per mL and trimethoprim 8 mg per mL oral suspension,sulfaméthoxazole 40 mg par mL et triméthoprime 8 mg par mL suspension orale,"ntp_status: ""INACTIVE"" -> ""ACTIVE""
ntp_status_effective_time: ""20210514"" -> ""19871231"""
9001338,trazodone hydrochloride 300 mg prolonged-release oral tablet,chlohydrate de trazodone 300 mg comprimé oral à libération prolongée,"ntp_status_effective_time: ""20170914"" -> ""20260630"""
9015464,vosoritide 0.4 mg per vial powder for solution for injection with diluent solution syringe,"vosoritide 0,4 mg par fiole poudre pour solution injectable avec solution diluante seringue",ADDED
9012370,aminophylline 500 mg per 10 mL solution for injection vial,aminophylline 500 mg par 10 mL solution injectable fiole,"ntp_status_effective_time: ""20190801"" -> ""20260729"""
9015465,vosoritide 0.56 mg per vial powder for solution for injection with diluent solution syringe,"vosoritide 0,56 mg par fiole poudre pour solution injectable avec solution diluante seringue",ADDED
9015453,depemokimab 100 mg per 1 mL solution for injection syringe,dépémokimab 100 mg par 1 mL solution injectable seringue,ADDED
9014865,letibotulinumtoxinA 100 unit per vial powder for solution for injection,létibotulinumtoxinA 100 unité par fiole poudre pour solution injectable,"ntp_formal_name: ""letibotulinumtoxina̲ 100 unit per vial powder for solution for injection"" -> ""letibotulinumtoxinA̲ 100 unit per vial powder for solution for injection""
ntp_fr_description: ""létibotulinumtoxina̲ 100 unité par fiole poudre pour solution injectable"" -> ""létibotulinumtoxinA̲ 100 unité par fiole poudre pour solution injectable"""
9001055,ciclopirox olamine 1.5 % shampoo,"ciclopirox olamine 1,5 % shampoing","ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""20031117"" -> ""20240131"""
9015458,hydromorphone hydrochloride 20 mg per 100 mL solution for injection bag,chlorhydrate d'hydromorphone 20 mg par 100 mL solution injectable sac,ADDED
9015077,methotrexate (methotrexate sodium) 25 mg per mL solution for injection pen,méthotrexate (méthotrexate sodique) 25 mg par mL solution injectable stylo,"ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""20240801"" -> ""20260313"""
9015449,acetaminophen 500 mg and dextromethorphan hydrobromide 15 mg oral tablet,acétaminophène 500 mg et bromhydrate de dextrométhorphane 15 mg comprimé oral,ADDED
9000820,nystatin 100000 unit per g vaginal cream,nystatine 100000 unité par g crème vaginale,"ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""19981014"" -> ""20200117"""
9013621,turoctocog alfa 1500 unit per vial powder for solution for injection with diluent solution syringe,turoctocog alfa 1500 unité par fiole poudre pour solution injectable avec solution diluante seringue,"ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""20180323"" -> ""20260724"""
9006201,alcohol anhydrous 0.25 mL per 5 mL and doxylamine succinate 6 mg per 5 mL and etafedrine hydrochloride 16.65 mg per 5 mL and hydrocodone bitartrate 1.65 mg per 5 mL and sodium citrate 200 mg per 5 mL syrup,"alcool anhydre 0,25 mL par 5 mL et succinate de doxylamine 6 mg par 5 mL et chlorhydrate d'étafédrine 16,65 mg par 5 mL et bitartrate d'hydrocodone 1,65 mg par 5 mL et citrate de sodium 200 mg par 5 mL sirop","ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""19831231"" -> ""20260724"""
9015461,pegunigalsidase alfa 20 mg per 10 mL solution for injection vial,pégunigalsidase alfa 20 mg par 10 mL solution injectable fiole,ADDED
9001033,calcitriol 1 mcg per 1 mL solution for injection ampoule,calcitriol 1 mcg par 1 mL solution injectable ampoule,"ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""20030707"" -> ""20250423"""
9004550,dimethicone 1 % and zinc oxide 12 % cutaneous cream,diméthicone 1 % et oxyde de zinc 12 % crème cutanée,"ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""20090520"" -> ""20260729"""
9012481,cyproterone acetate 300 mg per 3 mL solution for injection ampoule,acétate de cyprotérone 300 mg par 3 mL solution injectable ampoule,"ntp_status_effective_time: ""20250508"" -> ""20260625"""
