drug_code,mp_code,mp_formal_name,changes
103980,02551047,PRZ-TRAMADOL/ACET (acetaminophen 325 mg and tramadol hydrochloride 37.5 mg oral tablet) PHARMARIS CANADA INC,ADDED
85006,02365219,PRO-IRBESARTAN (irbesartan 300 mg oral tablet) PRO DOC LIMITEE,"mp_formal_name: ""IRBESARTAN (irbesartan 300 mg oral tablet) PRO DOC LIMITEE"" -> ""P̲R̲O̲-̲IRBESARTAN (irbesartan 300 mg oral tablet) PRO DOC LIMITEE"""
64442,02240851,PROCTODAN-HC SUPPOSITORIES (hydrocortisone acetate 10 mg and pramoxine hydrochloride 20 mg and zinc sulfate 10 mg suppository) ODAN LABORATORIESLTD,"mp_formal_name: ""PROCTODAN-HC SUPPOSITORIES (hydrocortisone acetate 10 mg and pramoxine hydrochloride 20 mg and zinc sulfate 10 mg suppository) ODAN LABORATORIES ̲LTD"" -> ""PROCTODAN-HC SUPPOSITORIES (hydrocortisone acetate 10 mg and pramoxine hydrochloride 20 mg and zinc sulfate 10 mg suppository) ODAN LABORATORIESLTD"""
51232,02231799,ODAN-INDOMETHACIN (indomethacin 50 mg suppository) ODAN LABORATORIESLTD,"mp_formal_name: ""ODAN-INDOMETHACIN (indomethacin 50 mg suppository) ODAN LABORATORIES ̲LTD"" -> ""ODAN-INDOMETHACIN (indomethacin 50 mg suppository) ODAN LABORATORIESLTD"""
95692,02468492,ALTA-ZOPICLONE (zopiclone 5 mg oral tablet) ALTAMED PHARMA,"mp_formal_name: ""ZOPICLONE (zopiclone 5 mg oral tablet) ALTAMED PHARMA"" -> ""A̲L̲T̲A̲-̲ZOPICLONE (zopiclone 5 mg oral tablet) ALTAMED PHARMA"""
2530,00360422,CEENU (lomustine 40 mg oral capsule) SEPTA PHARMACEUTICALS INC,"mp_formal_name: ""CEENU (lomustine 40 mg oral capsule) B̲R̲I̲S̲T̲O̲L̲-̲M̲Y̲E̲R̲S̲ ̲S̲Q̲U̲I̲B̲B̲ ̲C̲A̲N̲A̲D̲A̲"" -> ""CEENU (lomustine 40 mg oral capsule) S̲E̲P̲T̲A̲ ̲P̲H̲A̲R̲M̲A̲C̲E̲U̲T̲I̲C̲A̲L̲S̲ ̲I̲N̲C̲"""
106438,02561417,NRA-AMOXICILLIN (amoxicillin (amoxicillin trihydrate) 500 mg oral capsule) NORA PHARMA INC,ADDED
102627,02537567,AG-LISDEXAMFETAMINE (lisdexamfetamine dimesylate 10 mg oral capsule) ANGITA PHARMA INC.,ADDED
4037,00510335,TARGEL SA (coal tar 10 % and salicylic acid 3 % cutaneous gel) ODAN LABORATORIESLTD,"mp_formal_name: ""TARGEL SA (coal tar 10 % and salicylic acid 3 % cutaneous gel) ODAN LABORATORIES ̲LTD"" -> ""TARGEL SA (coal tar 10 % and salicylic acid 3 % cutaneous gel) ODAN LABORATORIESLTD"""
106839,02565838,ODAN-BUPROPION XL (bupropion hydrochloride 150 mg prolonged-release oral tablet) ODAN LABORATORIESLTD,ADDED
94601,02458837,DOAK OIL (coal tar 2 % cutaneous solution) ODAN LABORATORIESLTD,"mp_formal_name: ""DOAK OIL (coal tar 2 % cutaneous solution) ODAN LABORATORIES ̲LTD"" -> ""DOAK OIL (coal tar 2 % cutaneous solution) ODAN LABORATORIESLTD"""
94083,02454319,JAMP RISPERIDONE (risperidone (risperidone tartrate) 1 mg per mL oral solution) JAMP PHARMA CORPORATION,"mp_formal_name: ""JAMP-̲RISPERIDONE (risperidone (risperidone tartrate) 1 mg per mL oral solution) JAMP PHARMA CORPORATION"" -> ""JAMP ̲RISPERIDONE (risperidone (risperidone tartrate) 1 mg per mL oral solution) JAMP PHARMA CORPORATION"""
76059,02275082,ODAN BUPROPION SR (bupropion hydrochloride 150 mg prolonged-release oral tablet) ODAN LABORATORIESLTD,"mp_formal_name: ""ODAN BUPROPION SR (bupropion hydrochloride 150 mg prolonged-release oral tablet) ODAN LABORATORIES ̲LTD"" -> ""ODAN BUPROPION SR (bupropion hydrochloride 150 mg prolonged-release oral tablet) ODAN LABORATORIESLTD"""
89151,02406837,SPC-IRBESARTAN (irbesartan 300 mg oral tablet) SUN PHARMA CANADA INC,"mp_formal_name: ""T̲A̲R̲O̲-IRBESARTAN (irbesartan 300 mg oral tablet) SUN PHARMA CANADA INC"" -> ""S̲P̲C̲-IRBESARTAN (irbesartan 300 mg oral tablet) SUN PHARMA CANADA INC"""
98578,02495880,"ODAN-METHADONE DYE FREE, SUGAR FREE, UNFLAVORED (methadone hydrochloride 10 mg per mL oral solution) ODAN LABORATORIESLTD","mp_formal_name: ""ODAN-METHADONE DYE FREE, SUGAR FREE, UNFLAVORED (methadone hydrochloride 10 mg per mL oral solution) ODAN LABORATORIES ̲LTD"" -> ""ODAN-METHADONE DYE FREE, SUGAR FREE, UNFLAVORED (methadone hydrochloride 10 mg per mL oral solution) ODAN LABORATORIESLTD"""
106468,02561743,EXTRA STRENGTH TYLENOL COUGH & SORE THROAT DAYTIME (acetaminophen 500 mg and dextromethorphan hydrobromide 15 mg oral tablet) KENVUE CANADA INC.,ADDED
102632,02537613,AG-LISDEXAMFETAMINE (lisdexamfetamine dimesylate 60 mg oral capsule) ANGITA PHARMA INC.,ADDED
8398,00621366,BIODERM OINTMENT (bacitracin 500 unit per g and polymyxin B (polymyxin B sulfate) 10000 unit per g cutaneous ointment) ODAN LABORATORIESLTD,"mp_formal_name: ""BIODERM OINTMENT (bacitracin 500 unit per g and polymyxin B (polymyxin B sulfate) 10000 unit per g cutaneous ointment) ODAN LABORATORIES ̲LTD"" -> ""BIODERM OINTMENT (bacitracin 500 unit per g and polymyxin B (polymyxin B sulfate) 10000 unit per g cutaneous ointment) ODAN LABORATORIESLTD"""
50758,02231441,NITROLINGUAL PUMPSPRAY (nitroglycerin 0.4 mg per actuation sublingual spray) G POHL-BOSKAMP GMBH & CO KG,"mp_formal_name: ""NITROLINGUAL PUMPSPRAY (nitroglycerin 0.4 mg per actuation sublingual spray) S̲A̲N̲O̲F̲I̲-̲A̲V̲E̲N̲T̲I̲S̲ ̲C̲A̲N̲A̲D̲A̲ ̲I̲N̲C̲"" -> ""NITROLINGUAL PUMPSPRAY (nitroglycerin 0.4 mg per actuation sublingual spray) G̲ ̲P̲O̲H̲L̲-̲B̲O̲S̲K̲A̲M̲P̲ ̲G̲M̲B̲H̲ ̲&̲ ̲C̲O̲ ̲K̲G̲"""
1667,00266493,TARDAN SHP (coal tar 5 % and salicylic acid 2 % and triclosan 0.3 % shampoo) ODAN LABORATORIESLTD,"mp_formal_name: ""TARDAN SHP (coal tar 5 % and salicylic acid 2 % and triclosan 0.3 % shampoo) ODAN LABORATORIES ̲LTD"" -> ""TARDAN SHP (coal tar 5 % and salicylic acid 2 % and triclosan 0.3 % shampoo) ODAN LABORATORIESLTD"""
99111,02501481,DAUNORUBICIN INJECTABLE SOLUTION (daunorubicin (daunorubicin hydrochloride) 50 mg per 10 mL solution for injection vial) GENERIC MEDICAL PARTNERS INC,ADDED
95781,02469154,ALTA-ZOPICLONE (zopiclone 7.5 mg oral tablet) ALTAMED PHARMA,"mp_formal_name: ""ZOPICLONE (zopiclone 7.5 mg oral tablet) ALTAMED PHARMA"" -> ""A̲L̲T̲A̲-̲ZOPICLONE (zopiclone 7.5 mg oral tablet) ALTAMED PHARMA"""
13090,01927825,ROVAMYCINE 250 CAPSULE 750000 UNIT (spiramycin 750000 unit oral capsule) ODAN LABORATORIESLTD,"mp_formal_name: ""ROVAMYCINE 250 CAPSULE 750000 UNIT (spiramycin 750000 unit oral capsule) ODAN LABORATORIES ̲LTD"" -> ""ROVAMYCINE 250 CAPSULE 750000 UNIT (spiramycin 750000 unit oral capsule) ODAN LABORATORIESLTD"""
102631,02537605,AG-LISDEXAMFETAMINE (lisdexamfetamine dimesylate 50 mg oral capsule) ANGITA PHARMA INC.,ADDED
74278,02257521,PRO-CITALOPRAM (citalopram (citalopram hydrobromide) 40 mg oral tablet) PRO DOC LIMITEE,"mp_formal_name: ""CITALOPRAM ̲-̲ ̲4̲0̲ (citalopram (citalopram hydrobromide) 40 mg oral tablet) PRO DOC LIMITEE"" -> ""P̲R̲O̲-̲CITALOPRAM (citalopram (citalopram hydrobromide) 40 mg oral tablet) PRO DOC LIMITEE"""
89270,02408007,FENTORA (fentanyl (fentanyl citrate) 100 mcg buccal tablet) PHOENIX LABS UNLIMITED COMPANY,"mp_formal_name: ""FENTORA (fentanyl (fentanyl citrate) 100 mcg buccal tablet) T̲E̲V̲A̲ ̲C̲A̲N̲A̲D̲A̲ ̲L̲I̲M̲I̲T̲E̲D̲"" -> ""FENTORA (fentanyl (fentanyl citrate) 100 mcg buccal tablet) P̲H̲O̲E̲N̲I̲X̲ ̲L̲A̲B̲S̲ ̲U̲N̲L̲I̲M̲I̲T̲E̲D̲ ̲C̲O̲M̲P̲A̲N̲Y̲"""
79922,02313715,SPC-ATORVASTATIN (atorvastatin (atorvastatin calcium) 20 mg oral tablet) SUN PHARMA CANADA INC,"mp_formal_name: ""T̲A̲R̲O̲-ATORVASTATIN (atorvastatin (atorvastatin calcium) 20 mg oral tablet) T̲A̲R̲O̲ ̲P̲H̲A̲R̲M̲A̲C̲E̲U̲T̲I̲C̲A̲L̲S̲ INC"" -> ""S̲P̲C̲-ATORVASTATIN (atorvastatin (atorvastatin calcium) 20 mg oral tablet) S̲U̲N̲ ̲P̲H̲A̲R̲M̲A̲ ̲C̲A̲N̲A̲D̲A̲ INC"""
98587,02495988,ODAN ITRACONAZOLE (itraconazole 10 mg per mL oral solution) ODAN LABORATORIESLTD,"mp_formal_name: ""ODAN ITRACONAZOLE (itraconazole 10 mg per mL oral solution) ODAN LABORATORIES ̲LTD"" -> ""ODAN ITRACONAZOLE (itraconazole 10 mg per mL oral solution) ODAN LABORATORIESLTD"""
106417,02561182,ATHLETE'S FOOT CREAM (tolnaftate 1 % cutaneous cream) SCHOLL'S WELLNESS COMPANY,ADDED
106817,02565587,TARO-SODIUM FUSIDATE (fusidate sodium 2 % cutaneous ointment) TARO PHARMACEUTICALS INC,ADDED
NA,77701210,"FUROSEMIDE INJECTION, USP (furosemide 40 mg per 4 mL solution for injection vial) EUGIA PHARMA INC.",ADDED
