drug_code,mp_code,mp_formal_name,changes
9,00015741,TAPAZOLE (methimazole 5 mg oral tablet) ENDO OPERATIONS LTD.,"mp_formal_name: ""TAPAZOLE (methimazole 5 mg oral tablet) P̲A̲L̲A̲D̲I̲N̲ ̲P̲H̲A̲R̲M̲A̲ ̲I̲N̲C̲."" -> ""TAPAZOLE (methimazole 5 mg oral tablet) E̲N̲D̲O̲ ̲O̲P̲E̲R̲A̲T̲I̲O̲N̲S̲ ̲L̲T̲D̲."""
789,00030767,DEPO-MEDROL (methylprednisolone acetate 80 mg per 1 mL suspension for injection vial) PFIZER CANADA ULC,"Health_Canada_product_name: ""DEPO-MEDROL 80 MG/ML"" -> ""DEPO-MEDROL""
mp_formal_name: ""DEPO-MEDROL̲ ̲8̲0̲ ̲M̲G̲/̲M̲L (methylprednisolone acetate 80 mg per 1 mL suspension for injection vial) PFIZER CANADA ULC"" -> ""DEPO-MEDROL (methylprednisolone acetate 80 mg per 1 mL suspension for injection vial) PFIZER CANADA ULC"""
1134,00030759,DEPO-MEDROL (methylprednisolone acetate 40 mg per 1 mL suspension for injection vial) PFIZER CANADA ULC,"Health_Canada_product_name: ""DEPO-MEDROL 40 MG/ML"" -> ""DEPO-MEDROL""
mp_formal_name: ""DEPO-MEDROL̲ ̲4̲0̲ ̲M̲G̲/̲M̲L (methylprednisolone acetate 40 mg per 1 mL suspension for injection vial) PFIZER CANADA ULC"" -> ""DEPO-MEDROL (methylprednisolone acetate 40 mg per 1 mL suspension for injection vial) PFIZER CANADA ULC"""
2209,00312746,TRIFLUOPERAZINE (trifluoperazine (trifluoperazine hydrochloride) 5 mg oral tablet) AA PHARMA INC,DELETED
2213,00335053,ELAVIL (amitriptyline hydrochloride 10 mg oral tablet) AA PHARMA INC,DELETED
2300,00326836,TRIFLUOPERAZINE (trifluoperazine (trifluoperazine hydrochloride) 10 mg oral tablet) AA PHARMA INC,DELETED
4114,00500895,NALCROM (cromolyn sodium 100 mg oral capsule) LUPIN PHARMA CANADA LIMITED,"mp_formal_name: ""NALCROM (cromolyn sodium 100 mg oral capsule) S̲A̲N̲O̲F̲I̲-̲A̲V̲E̲N̲T̲I̲S̲ ̲C̲A̲N̲A̲D̲A̲ ̲I̲N̲C̲"" -> ""NALCROM (cromolyn sodium 100 mg oral capsule) L̲U̲P̲I̲N̲ ̲P̲H̲A̲R̲M̲A̲ ̲C̲A̲N̲A̲D̲A̲ ̲L̲I̲M̲I̲T̲E̲D̲"""
4222,00511552,SANDOMIGRAN DS (pizotifen (pizotifen malate) 1 mg oral tablet) ENDO OPERATIONS LTD.,"mp_formal_name: ""SANDOMIGRAN DS (pizotifen (pizotifen malate) 1 mg oral tablet) P̲A̲L̲A̲D̲I̲N̲ ̲P̲H̲A̲R̲M̲A̲ ̲I̲N̲C̲."" -> ""SANDOMIGRAN DS (pizotifen (pizotifen malate) 1 mg oral tablet) E̲N̲D̲O̲ ̲O̲P̲E̲R̲A̲T̲I̲O̲N̲S̲ ̲L̲T̲D̲."""
4277,00522724,CHLORDIAZEPOXIDE (chlordiazepoxide hydrochloride 5 mg oral capsule) AA PHARMA INC,DELETED
4278,00522988,CHLORDIAZEPOXIDE (chlordiazepoxide hydrochloride 10 mg oral capsule) AA PHARMA INC,DELETED
5732,00595942,TRIFLUOPERAZINE (trifluoperazine (trifluoperazine hydrochloride) 20 mg oral tablet) AA PHARMA INC,DELETED
9176,00782467,LISSA CLEAN DISINFECTING WIPES (nadolol 80 mg oral tablet) APOTEX INC,"Health_Canada_product_name: ""APO-NADOLOL"" -> ""LISSA CLEAN DISINFECTING WIPES""
mp_formal_name: ""A̲P̲O̲-̲N̲A̲D̲O̲L̲O̲L̲ (nadolol 80 mg oral tablet) APOTEX INC"" -> ""L̲I̲S̲S̲A̲ ̲C̲L̲E̲A̲N̲ ̲D̲I̲S̲I̲N̲F̲E̲C̲T̲I̲N̲G̲ ̲W̲I̲P̲E̲S̲ (nadolol 80 mg oral tablet) APOTEX INC"""
10828,00882801,APO-PRAZO (prazosin (prazosin hydrochloride) 1 mg oral tablet) APOTEX INC,"Health_Canada_product_name: ""APO-PRAZO TAB 1MG"" -> ""APO-PRAZO""
mp_formal_name: ""APO-PRAZO ̲T̲A̲B̲ ̲1̲M̲G̲ (prazosin (prazosin hydrochloride) 1 mg oral tablet) APOTEX INC"" -> ""APO-PRAZO (prazosin (prazosin hydrochloride) 1 mg oral tablet) APOTEX INC""
mp_status: ""INACTIVE"" -> ""ACTIVE""
mp_status_effective_time: ""20240418"" -> ""19901231"""
10829,00882828,APO-PRAZO (prazosin (prazosin hydrochloride) 2 mg oral tablet) APOTEX INC,"Health_Canada_product_name: ""APO-PRAZO TAB 2MG"" -> ""APO-PRAZO""
mp_formal_name: ""APO-PRAZO ̲T̲A̲B̲ ̲2̲M̲G̲ (prazosin (prazosin hydrochloride) 2 mg oral tablet) APOTEX INC"" -> ""APO-PRAZO (prazosin (prazosin hydrochloride) 2 mg oral tablet) APOTEX INC""
mp_status: ""INACTIVE"" -> ""ACTIVE""
mp_status_effective_time: ""20240411"" -> ""19901231"""
10830,00882836,APO-PRAZO (prazosin (prazosin hydrochloride) 5 mg oral tablet) APOTEX INC,"Health_Canada_product_name: ""APO-PRAZO TAB 5MG"" -> ""APO-PRAZO""
mp_formal_name: ""APO-PRAZO ̲T̲A̲B̲ ̲5̲M̲G̲ (prazosin (prazosin hydrochloride) 5 mg oral tablet) APOTEX INC"" -> ""APO-PRAZO (prazosin (prazosin hydrochloride) 5 mg oral tablet) APOTEX INC""
mp_status: ""INACTIVE"" -> ""ACTIVE""
mp_status_effective_time: ""20240524"" -> ""19901231"""
12745,01947931,DUVOID (bethanechol chloride 25 mg oral tablet) ENDO OPERATIONS LTD.,"mp_formal_name: ""DUVOID (bethanechol chloride 25 mg oral tablet) P̲A̲L̲A̲D̲I̲N̲ ̲P̲H̲A̲R̲M̲A̲ ̲I̲N̲C̲."" -> ""DUVOID (bethanechol chloride 25 mg oral tablet) E̲N̲D̲O̲ ̲O̲P̲E̲R̲A̲T̲I̲O̲N̲S̲ ̲L̲T̲D̲."""
12746,01947958,DUVOID (bethanechol chloride 10 mg oral tablet) ENDO OPERATIONS LTD.,"mp_formal_name: ""DUVOID (bethanechol chloride 10 mg oral tablet) P̲A̲L̲A̲D̲I̲N̲ ̲P̲H̲A̲R̲M̲A̲ ̲I̲N̲C̲."" -> ""DUVOID (bethanechol chloride 10 mg oral tablet) E̲N̲D̲O̲ ̲O̲P̲E̲R̲A̲T̲I̲O̲N̲S̲ ̲L̲T̲D̲."""
12887,01947923,DUVOID (bethanechol chloride 50 mg oral tablet) ENDO OPERATIONS LTD.,"mp_formal_name: ""DUVOID (bethanechol chloride 50 mg oral tablet) P̲A̲L̲A̲D̲I̲N̲ ̲P̲H̲A̲R̲M̲A̲ ̲I̲N̲C̲."" -> ""DUVOID (bethanechol chloride 50 mg oral tablet) E̲N̲D̲O̲ ̲O̲P̲E̲R̲A̲T̲I̲O̲N̲S̲ ̲L̲T̲D̲."""
16276,01934341,DEPO-MEDROL (methylprednisolone acetate 400 mg per 5 mL suspension for injection vial) PFIZER CANADA ULC,"Health_Canada_product_name: ""DEPO-MEDROL (WITH PRESERVATIVE) 80 MG/ML"" -> ""DEPO-MEDROL""
mp_formal_name: ""DEPO-MEDROL̲ ̲(̲W̲I̲T̲H̲ ̲P̲R̲E̲S̲E̲R̲V̲A̲T̲I̲V̲E̲)̲ ̲8̲0̲ ̲M̲G̲/̲M̲L (methylprednisolone acetate 400 mg per 5 mL suspension for injection vial) PFIZER CANADA ULC"" -> ""DEPO-MEDROL (methylprednisolone acetate 400 mg per 5 mL suspension for injection vial) PFIZER CANADA ULC"""
18988,01934325,DEPO-MEDROL (methylprednisolone acetate 100 mg per 5 mL suspension for injection vial) PFIZER CANADA ULC,"Health_Canada_product_name: ""DEPO-MEDROL (WITH PRESERVATIVE) 20 MG/ML"" -> ""DEPO-MEDROL""
mp_formal_name: ""DEPO-MEDROL̲ ̲(̲W̲I̲T̲H̲ ̲P̲R̲E̲S̲E̲R̲V̲A̲T̲I̲V̲E̲)̲ ̲2̲0̲ ̲M̲G̲/̲M̲L (methylprednisolone acetate 100 mg per 5 mL suspension for injection vial) PFIZER CANADA ULC"" -> ""DEPO-MEDROL (methylprednisolone acetate 100 mg per 5 mL suspension for injection vial) PFIZER CANADA ULC"""
19455,02182866,DALACIN C 300 MG (clindamycin (clindamycin hydrochloride) 300 mg oral capsule) PFIZER CANADA ULC,DELETED
43222,02217503,APO-LISINOPRIL (lisinopril 10 mg oral tablet) APOTEX INC,DELETED
60245,02236951,SEROQUEL (quetiapine (quetiapine fumarate) 25 mg oral tablet) CHEPLAPHARM ARZNEIMITTEL GMBH,"mp_formal_name: ""SEROQUEL (quetiapine (quetiapine fumarate) 25 mg oral tablet) A̲S̲T̲R̲A̲Z̲E̲N̲E̲C̲A̲ ̲C̲A̲N̲A̲D̲A̲ ̲I̲N̲C̲"" -> ""SEROQUEL (quetiapine (quetiapine fumarate) 25 mg oral tablet) C̲H̲E̲P̲L̲A̲P̲H̲A̲R̲M̲ ̲A̲R̲Z̲N̲E̲I̲M̲I̲T̲T̲E̲L̲ ̲G̲M̲B̲H̲"""
60246,02236952,SEROQUEL (quetiapine (quetiapine fumarate) 100 mg oral tablet) CHEPLAPHARM ARZNEIMITTEL GMBH,"mp_formal_name: ""SEROQUEL (quetiapine (quetiapine fumarate) 100 mg oral tablet) A̲S̲T̲R̲A̲Z̲E̲N̲E̲C̲A̲ ̲C̲A̲N̲A̲D̲A̲ ̲I̲N̲C̲"" -> ""SEROQUEL (quetiapine (quetiapine fumarate) 100 mg oral tablet) C̲H̲E̲P̲L̲A̲P̲H̲A̲R̲M̲ ̲A̲R̲Z̲N̲E̲I̲M̲I̲T̲T̲E̲L̲ ̲G̲M̲B̲H̲"""
60247,02236953,SEROQUEL (quetiapine (quetiapine fumarate) 200 mg oral tablet) CHEPLAPHARM ARZNEIMITTEL GMBH,"mp_formal_name: ""SEROQUEL (quetiapine (quetiapine fumarate) 200 mg oral tablet) A̲S̲T̲R̲A̲Z̲E̲N̲E̲C̲A̲ ̲C̲A̲N̲A̲D̲A̲ ̲I̲N̲C̲"" -> ""SEROQUEL (quetiapine (quetiapine fumarate) 200 mg oral tablet) C̲H̲E̲P̲L̲A̲P̲H̲A̲R̲M̲ ̲A̲R̲Z̲N̲E̲I̲M̲I̲T̲T̲E̲L̲ ̲G̲M̲B̲H̲"""
65010,02241377,METADOL (methadone hydrochloride 10 mg per mL oral solution) ENDO OPERATIONS LTD.,"mp_formal_name: ""METADOL (methadone hydrochloride 10 mg per mL oral solution) P̲A̲L̲A̲D̲I̲N̲ ̲P̲H̲A̲R̲M̲A̲ ̲I̲N̲C̲."" -> ""METADOL (methadone hydrochloride 10 mg per mL oral solution) E̲N̲D̲O̲ ̲O̲P̲E̲R̲A̲T̲I̲O̲N̲S̲ ̲L̲T̲D̲."""
68066,02244107,SEROQUEL (quetiapine (quetiapine fumarate) 300 mg oral tablet) CHEPLAPHARM ARZNEIMITTEL GMBH,"mp_formal_name: ""SEROQUEL (quetiapine (quetiapine fumarate) 300 mg oral tablet) A̲S̲T̲R̲A̲Z̲E̲N̲E̲C̲A̲ ̲C̲A̲N̲A̲D̲A̲ ̲I̲N̲C̲"" -> ""SEROQUEL (quetiapine (quetiapine fumarate) 300 mg oral tablet) C̲H̲E̲P̲L̲A̲P̲H̲A̲R̲M̲ ̲A̲R̲Z̲N̲E̲I̲M̲I̲T̲T̲E̲L̲ ̲G̲M̲B̲H̲"""
71958,02247694,METADOL (methadone hydrochloride 1 mg per mL oral solution) ENDO OPERATIONS LTD.,"mp_formal_name: ""METADOL (methadone hydrochloride 1 mg per mL oral solution) P̲A̲L̲A̲D̲I̲N̲ ̲P̲H̲A̲R̲M̲A̲ ̲I̲N̲C̲."" -> ""METADOL (methadone hydrochloride 1 mg per mL oral solution) E̲N̲D̲O̲ ̲O̲P̲E̲R̲A̲T̲I̲O̲N̲S̲ ̲L̲T̲D̲."""
71959,02247698,METADOL (methadone hydrochloride 1 mg oral tablet) ENDO OPERATIONS LTD.,"mp_formal_name: ""METADOL (methadone hydrochloride 1 mg oral tablet) P̲A̲L̲A̲D̲I̲N̲ ̲P̲H̲A̲R̲M̲A̲ ̲I̲N̲C̲."" -> ""METADOL (methadone hydrochloride 1 mg oral tablet) E̲N̲D̲O̲ ̲O̲P̲E̲R̲A̲T̲I̲O̲N̲S̲ ̲L̲T̲D̲."""
71963,02247699,METADOL (methadone hydrochloride 5 mg oral tablet) ENDO OPERATIONS LTD.,"mp_formal_name: ""METADOL (methadone hydrochloride 5 mg oral tablet) P̲A̲L̲A̲D̲I̲N̲ ̲P̲H̲A̲R̲M̲A̲ ̲I̲N̲C̲."" -> ""METADOL (methadone hydrochloride 5 mg oral tablet) E̲N̲D̲O̲ ̲O̲P̲E̲R̲A̲T̲I̲O̲N̲S̲ ̲L̲T̲D̲."""
71964,02247700,METADOL (methadone hydrochloride 10 mg oral tablet) ENDO OPERATIONS LTD.,"mp_formal_name: ""METADOL (methadone hydrochloride 10 mg oral tablet) P̲A̲L̲A̲D̲I̲N̲ ̲P̲H̲A̲R̲M̲A̲ ̲I̲N̲C̲."" -> ""METADOL (methadone hydrochloride 10 mg oral tablet) E̲N̲D̲O̲ ̲O̲P̲E̲R̲A̲T̲I̲O̲N̲S̲ ̲L̲T̲D̲."""
71965,02247701,METADOL (methadone hydrochloride 25 mg oral tablet) ENDO OPERATIONS LTD.,"mp_formal_name: ""METADOL (methadone hydrochloride 25 mg oral tablet) P̲A̲L̲A̲D̲I̲N̲ ̲P̲H̲A̲R̲M̲A̲ ̲I̲N̲C̲."" -> ""METADOL (methadone hydrochloride 25 mg oral tablet) E̲N̲D̲O̲ ̲O̲P̲E̲R̲A̲T̲I̲O̲N̲S̲ ̲L̲T̲D̲."""
72246,02247936,APO-CARVEDILOL (carvedilol 25 mg oral tablet) APOTEX INC,DELETED
74822,02262835,STRATTERA (atomoxetine (atomoxetine hydrochloride) 40 mg oral capsule) ELI LILLY CANADA INC,DELETED
78139,02296039,TAPAZOLE (methimazole 10 mg oral tablet) ENDO OPERATIONS LTD.,"mp_formal_name: ""TAPAZOLE (methimazole 10 mg oral tablet) P̲A̲L̲A̲D̲I̲N̲ ̲P̲H̲A̲R̲M̲A̲ ̲I̲N̲C̲."" -> ""TAPAZOLE (methimazole 10 mg oral tablet) E̲N̲D̲O̲ ̲O̲P̲E̲R̲A̲T̲I̲O̲N̲S̲ ̲L̲T̲D̲."""
