drug_code,current_status,current_history_date,previous_status,previous_history_date,drug_identification_number
"63385","MARKETED","2020-08-04","DORMANT","2020-07-31","02239893"
"69698","MARKETED","2020-09-20","DORMANT","2019-07-04","02245599"
"82414","MARKETED","2020-09-10","DORMANT","2019-07-04","02338483"
"88662","MARKETED","2020-09-17","APPROVED","2013-02-07","02401746"
"88663","MARKETED","2020-09-17","APPROVED","2013-02-07","02401754"
"89544","MARKETED","2020-09-01","DORMANT","2019-08-02","02410788"
"89545","MARKETED","2020-09-01","DORMANT","2019-08-02","02410796"
"89999","MARKETED","2020-09-01","DORMANT","2019-08-02","02415380"
"90372","MARKETED","2020-09-04","DORMANT","2017-08-07","02419173"
"93145","MARKETED","2020-09-18","APPROVED","2015-09-10","02446189"
"93340","MARKETED","2020-08-20","DORMANT","2017-08-07","02447800"
"95474","MARKETED","2020-09-09","DORMANT","2020-06-09","02466392"
"95694","MARKETED","2020-08-18","APPROVED","2017-09-21","02468514"
"96198","MARKETED","2020-09-17","APPROVED","2020-01-14","02472686"
"97072","MARKETED","2019-12-31","APPROVED","2018-08-14","02480182"
"97229","MARKETED","2020-07-30","APPROVED","2018-10-19","02481812"
"97889","MARKETED","2020-08-13","APPROVED","2019-05-16","02488817"
"98066","MARKETED","2020-05-12","APPROVED","2019-07-17","02490595"
"98067","MARKETED","2020-03-05","APPROVED","2019-07-17","02490609"
"98075","MARKETED","2020-03-12","APPROVED","2019-07-19","02490692"
"98194","MARKETED","2020-08-25","APPROVED","2019-08-29","02491931"
"98198","MARKETED","2020-09-04","APPROVED","2019-09-06","02491974"
"98199","MARKETED","2020-09-04","APPROVED","2019-09-06","02491982"
"98298","MARKETED","2020-08-04","APPROVED","2019-10-04","02493004"
"98457","MARKETED","2020-08-19","APPROVED","2019-12-04","02494574"
"98577","MARKETED","2020-06-17","APPROVED","2020-01-22","02495872"
"98578","MARKETED","2020-06-17","APPROVED","2020-01-22","02495880"
"98606","MARKETED","2020-09-04","APPROVED","2020-02-28","02496194"
"98705","MARKETED","2020-09-21","APPROVED","2020-03-18","02497204"
"98706","MARKETED","2020-09-21","APPROVED","2020-03-18","02497220"
"98708","MARKETED","2020-09-09","APPROVED","2020-03-16","02497239"
"98709","MARKETED","2020-09-21","APPROVED","2020-03-18","02497247"
"98710","MARKETED","2020-09-09","APPROVED","2020-03-16","02497255"
"98718","MARKETED","2020-09-17","APPROVED","2020-03-18","02497352"
"98719","MARKETED","2020-09-17","APPROVED","2020-03-18","02497360"
"98720","MARKETED","2020-09-17","APPROVED","2020-03-18","02497379"
"98751","MARKETED","2020-08-26","APPROVED","2020-04-01","02497719"
"98824","MARKETED","2020-08-10","APPROVED","2020-04-28","02498472"
"98825","MARKETED","2020-08-10","APPROVED","2020-04-28","02498480"
"98869","MARKETED","2020-08-31","APPROVED","2020-05-08","02498979"
"98890","MARKETED","2020-07-03","APPROVED","2020-05-14","02499150"
"98924","MARKETED","2020-08-17","APPROVED","2020-05-25","02499509"
"98941","MARKETED","2020-08-26","APPROVED","2020-06-01","02499681"
"98956","MARKETED","2020-08-27","APPROVED","2020-06-05","02499835"
"98969","MARKETED","2020-08-20","APPROVED","2020-06-04","02499983"
"98972","MARKETED","2020-08-17","APPROVED","2020-06-04","02500000"
"98990","MARKETED","2020-09-08","APPROVED","2020-06-10","02500191"
"99005","MARKETED","2020-08-26","APPROVED","2020-06-11","02500353"
"99016","MARKETED","2020-09-09","APPROVED","2020-06-12","02500485"
"99029","MARKETED","2020-09-04","APPROVED","2020-06-17","02500620"
"99052","MARKETED","2020-09-10","APPROVED","2020-06-19","02500876"
"99058","MARKETED","2020-07-30","APPROVED","2020-06-19","02500930"
"99061","MARKETED","2020-09-15","APPROVED","2020-06-22","02500957"
"99065","MARKETED","2020-08-11","APPROVED","2020-06-24","02501007"
"99097","MARKETED","2020-08-11","APPROVED","2020-07-02","02501341"
"99115","MARKETED","2020-09-23","APPROVED","2020-07-03","02501546"
"99160","MARKETED","2020-08-28","APPROVED","2020-07-10","02502003"
"99178","MARKETED","2020-08-28","APPROVED","2020-07-15","02502208"
"99254","MARKETED","2020-09-24","APPROVED","2020-08-10","02503034"
"99290","MARKETED","2020-09-11","APPROVED","2020-08-13","02503425"
"99326","MARKETED","2020-08-19","APPROVED","2020-08-17","02503824"
"99360","MARKETED","2020-08-31","APPROVED","2020-08-24","02504162"
"11102","CANCELLED POST MARKET","2020-08-19","MARKETED","2006-05-03","00839396"
"12818","CANCELLED POST MARKET","2020-06-30","MARKETED","2002-11-01","01918311"
