drug_code,mp_code,mp_formal_name,mp_fr_description,changes
106283,02559706,ZZZQUIL NIGHTTIME SLEEP AID (diphenhydramine hydrochloride 50 mg per 30 mL oral solution) PROCTER & GAMBLE INC,ZZZQUIL NIGHTTIME SLEEP AID (chlorhydrate de diphenhydramine 50 mg par 30 mL solution orale) PROCTER & GAMBLE INC,ADDED
84097,02355779,PMS-DILTIAZEM CD (diltiazem hydrochloride 240 mg prolonged-release oral capsule) PHARMASCIENCE INC,PMS-DILTIAZEM CD (chlorhydrate de diltiazem 240 mg capsule orale à libération prolongée) PHARMASCIENCE INC,"mp_status: ""INACTIVE"" -> ""ACTIVE""
mp_status_effective_time: ""20181004"" -> ""20101019"""
106519,02562308,AG-PRAVASTATIN TABLETS (pravastatin sodium 40 mg oral tablet) ANGITA PHARMA INC.,AG-PRAVASTATIN TABLETS (pravastatine sodique 40 mg comprimé oral) ANGITA PHARMA INC.,ADDED
94355,02456559,EURO-COLCHICINE (colchicine 0.6 mg oral tablet) EURO-PHARM INTERNATIONAL CANADA INC,"EURO-COLCHICINE (colchicine 0,6 mg comprimé oral) EURO-PHARM INTERNATIONAL CANADA INC","mp_status: ""ACTIVE"" -> ""INACTIVE""
mp_status_effective_time: ""20191010"" -> ""20260625"""
103866,02549840,JAMP DEFERASIROX (TYPE J) (deferasirox 180 mg oral tablet) JAMP PHARMA CORPORATION,JAMP DEFERASIROX (TYPE J) (déférasirox 180 mg comprimé oral) JAMP PHARMA CORPORATION,ADDED
85407,02369125,AG-RISPERIDONE (risperidone 3 mg oral tablet) ANGITA PHARMA INC.,AG-RISPERIDONE (rispéridone 3 mg comprimé oral) ANGITA PHARMA INC.,"mp_status_effective_time: ""20220726"" -> ""20260623"""
NA,77700940,OXALIPLATIN INJECTION (oxaliplatin 100 mg per 20 mL solution for injection vial) ACCORD HEALTHCARE INC,OXALIPLATIN INJECTION (oxaliplatine 100 mg par 20 mL solution injectable fiole) ACCORD HEALTHCARE INC,"mp_status_effective_time: ""20251028"" -> ""20260623"""
75087,02265400,BENYLIN EXTRA STRENGTH COUGH COMPLETE (dextromethorphan hydrobromide 15 mg per 5 mL and guaifenesin 200 mg per 5 mL and menthol 15 mg per 5 mL and pseudoephedrine hydrochloride 30 mg per 5 mL syrup) KENVUE CANADA INC.,BENYLIN EXTRA STRENGTH COUGH COMPLETE (bromhydrate de dextrométhorphane 15 mg par 5 mL et guaïfénésine 200 mg par 5 mL et menthol 15 mg par 5 mL et chlorhydrate de pseudoéphédrine 30 mg par 5 mL sirop) KENVUE CANADA INC.,"mp_formal_name: ""BENYLIN EXTRA STRENGTH COUGH COMPLETE (dextromethorphan hydrobromide 15 mg per 5 mL and guaifenesin 200 mg per 5 mL and menthol 15 mg per 5 mL and pseudoephedrine hydrochloride 30 mg per 5 mL syrup) M̲C̲N̲E̲I̲L̲ ̲C̲O̲N̲S̲U̲M̲E̲R̲ ̲H̲E̲A̲L̲T̲H̲C̲A̲R̲E̲ ̲D̲I̲V̲I̲S̲I̲O̲N̲ ̲O̲F̲ ̲J̲O̲H̲N̲S̲O̲N̲ ̲&̲ ̲J̲O̲H̲N̲S̲O̲N̲ ̲I̲N̲C̲"" -> ""BENYLIN EXTRA STRENGTH COUGH COMPLETE (dextromethorphan hydrobromide 15 mg per 5 mL and guaifenesin 200 mg per 5 mL and menthol 15 mg per 5 mL and pseudoephedrine hydrochloride 30 mg per 5 mL syrup) K̲E̲N̲V̲U̲E̲ ̲C̲A̲N̲A̲D̲A̲ ̲I̲N̲C̲.̲""
mp_fr_description: ""BENYLIN EXTRA STRENGTH COUGH COMPLETE (bromhydrate de dextrométhorphane 15 mg par 5 mL et guaïfénésine 200 mg par 5 mL et menthol 15 mg par 5 mL et chlorhydrate de pseudoéphédrine 30 mg par 5 mL sirop) M̲C̲N̲E̲I̲L̲ ̲C̲O̲N̲S̲U̲M̲E̲R̲ ̲H̲E̲A̲L̲T̲H̲C̲A̲R̲E̲ ̲D̲I̲V̲I̲S̲I̲O̲N̲ ̲O̲F̲ ̲J̲O̲H̲N̲S̲O̲N̲ ̲&̲ ̲J̲O̲H̲N̲S̲O̲N̲ ̲I̲N̲C̲"" -> ""BENYLIN EXTRA STRENGTH COUGH COMPLETE (bromhydrate de dextrométhorphane 15 mg par 5 mL et guaïfénésine 200 mg par 5 mL et menthol 15 mg par 5 mL et chlorhydrate de pseudoéphédrine 30 mg par 5 mL sirop) K̲E̲N̲V̲U̲E̲ ̲C̲A̲N̲A̲D̲A̲ ̲I̲N̲C̲.̲"""
92275,02438372,SYNAGIS (palivizumab 50 mg per 0.5 mL solution for injection vial) ASTRAZENECA CANADA INC,"SYNAGIS (palivizumab 50 mg par 0,5 mL solution injectable fiole) ASTRAZENECA CANADA INC","mp_status: ""ACTIVE"" -> ""INACTIVE""
mp_status_effective_time: ""20161103"" -> ""20260530"""
103865,02549832,JAMP DEFERASIROX (TYPE J) (deferasirox 90 mg oral tablet) JAMP PHARMA CORPORATION,JAMP DEFERASIROX (TYPE J) (déférasirox 90 mg comprimé oral) JAMP PHARMA CORPORATION,ADDED
