drug_code,mp_code,mp_fr_description,ntp_fr_description,tm_fr_description,changes
17113,01986988,EXTRA STRENGTH SINUTAB SINUS & ALLERGY (acétaminophène 500 mg et maléate de chlorphéniramine 2 mg et chlorhydrate de pseudoéphédrine 30 mg comprimé oral) KENVUE CANADA INC.,acétaminophène 500 mg et maléate de chlorphéniramine 2 mg et chlorhydrate de pseudoéphédrine 30 mg comprimé oral,acétaminophène et chlorphéniramine et pseudoéphédrine,"mp_fr_description: ""EXTRA STRENGTH SINUTAB SINUS & ALLERGY (acétaminophène 500 mg et maléate de chlorphéniramine 2 mg et chlorhydrate de pseudoéphédrine 30 mg comprimé oral) M̲C̲N̲E̲I̲L̲ ̲C̲O̲N̲S̲U̲M̲E̲R̲ ̲H̲E̲A̲L̲T̲H̲C̲A̲R̲E̲ ̲D̲I̲V̲I̲S̲I̲O̲N̲ ̲O̲F̲ ̲J̲O̲H̲N̲S̲O̲N̲ ̲&̲ ̲J̲O̲H̲N̲S̲O̲N̲ ̲I̲N̲C̲"" -> ""EXTRA STRENGTH SINUTAB SINUS & ALLERGY (acétaminophène 500 mg et maléate de chlorphéniramine 2 mg et chlorhydrate de pseudoéphédrine 30 mg comprimé oral) K̲E̲N̲V̲U̲E̲ ̲C̲A̲N̲A̲D̲A̲ ̲I̲N̲C̲.̲"""
80637,02320959,BENYLIN EXTRA STRENGTH MUCUS & PHLEGM PLUS COUGH CONTROL (bromhydrate de dextrométhorphane 15 mg par 5 mL et guaïfénésine 200 mg par 5 mL et menthol 15 mg par 5 mL sirop) KENVUE CANADA INC.,bromhydrate de dextrométhorphane 15 mg par 5 mL et guaïfénésine 200 mg par 5 mL et menthol 15 mg par 5 mL sirop,dextrométhorphane et guaïfénésine et menthol,"mp_fr_description: ""BENYLIN EXTRA STRENGTH MUCUS & PHLEGM PLUS COUGH CONTROL (bromhydrate de dextrométhorphane 15 mg par 5 mL et guaïfénésine 200 mg par 5 mL et menthol 15 mg par 5 mL sirop) M̲C̲N̲E̲I̲L̲ ̲C̲O̲N̲S̲U̲M̲E̲R̲ ̲H̲E̲A̲L̲T̲H̲C̲A̲R̲E̲ ̲D̲I̲V̲I̲S̲I̲O̲N̲ ̲O̲F̲ ̲J̲O̲H̲N̲S̲O̲N̲ ̲&̲ ̲J̲O̲H̲N̲S̲O̲N̲ ̲I̲N̲C̲"" -> ""BENYLIN EXTRA STRENGTH MUCUS & PHLEGM PLUS COUGH CONTROL (bromhydrate de dextrométhorphane 15 mg par 5 mL et guaïfénésine 200 mg par 5 mL et menthol 15 mg par 5 mL sirop) K̲E̲N̲V̲U̲E̲ ̲C̲A̲N̲A̲D̲A̲ ̲I̲N̲C̲.̲"""
106851,02565951,"BILDYOS (dénosumab 60 mg par 1 mL solution injectable seringue) SHANGHAI HENLIUS BIOTECH, INC.",dénosumab 60 mg par 1 mL solution injectable seringue,dénosumab,ADDED
98378,02493780,ACARBOSE TABLETS (acarbose 50 mg comprimé oral) STRIDES PHARMA CANADA INC,acarbose 50 mg comprimé oral,acarbose,"mp_fr_description: ""M̲I̲N̲T̲-̲A̲C̲A̲R̲B̲O̲S̲E̲ ̲(̲a̲c̲a̲r̲b̲o̲s̲e̲ ̲5̲0̲ ̲m̲g̲ ̲c̲o̲m̲p̲r̲i̲m̲é̲ ̲o̲r̲a̲l̲)̲ ̲M̲I̲N̲T̲ ̲P̲H̲A̲R̲M̲A̲C̲E̲U̲T̲I̲C̲A̲L̲S̲ INC"" -> ""A̲C̲A̲R̲B̲O̲S̲E̲ ̲T̲A̲B̲L̲E̲T̲S̲ ̲(̲a̲c̲a̲r̲b̲o̲s̲e̲ ̲5̲0̲ ̲m̲g̲ ̲c̲o̲m̲p̲r̲i̲m̲é̲ ̲o̲r̲a̲l̲)̲ ̲S̲T̲R̲I̲D̲E̲S̲ ̲P̲H̲A̲R̲M̲A̲ ̲C̲A̲N̲A̲D̲A̲ INC"""
106402,02561026,OMLYCLO (omalizumab 150 mg par 1 mL solution injectable stylo) CELLTRION INC.,omalizumab 150 mg par 1 mL solution injectable stylo,omalizumab,ADDED
106609,02563290,JAMP DICLOFENAC FOR SOLUTION (diclofénac potassique 50 mg par sachet poudre pour solution orale) JAMP PHARMA CORPORATION,diclofénac potassique 50 mg par sachet poudre pour solution orale,diclofénac,ADDED
99198,02502402,"HULIO (adalimumab 40 mg par 0,8 mL solution injectable stylo) BIOCON BIOLOGICS CANADA INC","adalimumab 40 mg par 0,8 mL solution injectable stylo",adalimumab,"mp_fr_description: ""HULIO (adalimumab 40 mg par 0,8 mL solution injectable stylo) BIOS̲I̲M̲I̲L̲A̲R̲ ̲C̲O̲L̲L̲A̲B̲O̲R̲A̲T̲I̲O̲N̲S̲ ̲I̲R̲E̲L̲A̲N̲D̲ ̲L̲I̲M̲I̲T̲E̲D̲"" -> ""HULIO (adalimumab 40 mg par 0,8 mL solution injectable stylo) BIOC̲O̲N̲ ̲B̲I̲O̲L̲O̲G̲I̲C̲S̲ ̲C̲A̲N̲A̲D̲A̲ ̲I̲N̲C̲"""
106283,02559706,ZZZQUIL NIGHTTIME SLEEP AID (chlorhydrate de diphenhydramine 50 mg par 30 mL solution orale) PROCTER & GAMBLE INC,chlorhydrate de diphenhydramine 50 mg par 30 mL solution orale,diphenhydramine,ADDED
106665,02563916,VYLOY (zolbétuximab 300 mg par fiole poudre pour solution injectable) ASTELLAS PHARMA CANADA INC,zolbétuximab 300 mg par fiole poudre pour solution injectable,zolbétuximab,ADDED
106368,02560631,RIVA-DICLOFENAC (diclofénac potassique 50 mg par sachet poudre pour solution orale) LABORATOIRE RIVA INC.,diclofénac potassique 50 mg par sachet poudre pour solution orale,diclofénac,ADDED
97024,02479869,BENYLIN EXTRA STRENGTH SORE THROAT & COUGH (guaïfénésine 200 mg par 5 mL et menthol 15 mg par 5 mL sirop) KENVUE CANADA INC.,guaïfénésine 200 mg par 5 mL et menthol 15 mg par 5 mL sirop,guaïfénésine et menthol,"mp_fr_description: ""BENYLIN EXTRA STRENGTH SORE THROAT & COUGH (guaïfénésine 200 mg par 5 mL et menthol 15 mg par 5 mL sirop) M̲C̲N̲E̲I̲L̲ ̲C̲O̲N̲S̲U̲M̲E̲R̲ ̲H̲E̲A̲L̲T̲H̲C̲A̲R̲E̲ ̲D̲I̲V̲I̲S̲I̲O̲N̲ ̲O̲F̲ ̲J̲O̲H̲N̲S̲O̲N̲ ̲&̲ ̲J̲O̲H̲N̲S̲O̲N̲ ̲I̲N̲C̲"" -> ""BENYLIN EXTRA STRENGTH SORE THROAT & COUGH (guaïfénésine 200 mg par 5 mL et menthol 15 mg par 5 mL sirop) K̲E̲N̲V̲U̲E̲ ̲C̲A̲N̲A̲D̲A̲ ̲I̲N̲C̲.̲"""
