ccdd_code,ccdd_formal_name,ccdd_type,policy_type,policy_reference,special_groupings_status,special_groupings_status_effective_time,changes
02546728,APO-LISDEXAMFETAMINE CAPSULES (lisdexamfetamine dimesylate 70 mg oral capsule) APOTEX INC,MP,500003,http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html,Active,20170919,ADDED
02547031,PRO-LISDEXAMFETAMINE (lisdexamfetamine dimesylate 10 mg oral capsule) PRO DOC LIMITEE,MP,500003,http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html,Active,20170919,ADDED
02546671,APO-LISDEXAMFETAMINE CAPSULES (lisdexamfetamine dimesylate 40 mg oral capsule) APOTEX INC,MP,500003,http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html,Active,20170919,ADDED
02546663,APO-LISDEXAMFETAMINE CAPSULES (lisdexamfetamine dimesylate 30 mg oral capsule) APOTEX INC,MP,500003,http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html,Active,20170919,ADDED
02546655,APO-LISDEXAMFETAMINE CAPSULES (lisdexamfetamine dimesylate 20 mg oral capsule) APOTEX INC,MP,500003,http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html,Active,20170919,ADDED
02296403,TRIDURAL (tramadol hydrochloride 200 mg prolonged-release oral tablet) ENDO OPERATIONS LTD.,MP,500002,http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html,Active,20170919,"ccdd_formal_name: ""TRIDURAL (tramadol hydrochloride 200 mg prolonged-release oral tablet) PALADIN PHARMA INC."" -> TRIDURAL (tramadol hydrochloride 200 mg prolonged-release oral tablet) ENDO OPERATIONS LTD."
02538237,XYWAV (calcium oxybate 0.234 g per mL and magnesium oxybate 0.096 g per mL and potassium oxybate 0.13 g per mL and sodium oxybate 0.04 g per mL oral solution) JAZZ PHARMACEUTICALS IRELAND LIMITED,MP,500003,http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html,Active,20170919,ADDED
8001940,sodium oxybate,TM,500003,http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html,Inactive,20250303,"special_groupings_status: ""ACTIVE"" -> INACTIVE
special_groupings_status_effective_time: ""20170919"" -> 20250303"
02296381,TRIDURAL (tramadol hydrochloride 100 mg prolonged-release oral tablet) ENDO OPERATIONS LTD.,MP,500002,http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html,Active,20170919,"ccdd_formal_name: ""TRIDURAL (tramadol hydrochloride 100 mg prolonged-release oral tablet) PALADIN PHARMA INC."" -> TRIDURAL (tramadol hydrochloride 100 mg prolonged-release oral tablet) ENDO OPERATIONS LTD."
02546647,APO-LISDEXAMFETAMINE CAPSULES (lisdexamfetamine dimesylate 10 mg oral capsule) APOTEX INC,MP,500003,http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html,Active,20170919,ADDED
02296381,TRIDURAL (tramadol hydrochloride 100 mg prolonged-release oral tablet) ENDO OPERATIONS LTD.,MP,500001,http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php,Active,20170919,"ccdd_formal_name: ""TRIDURAL (tramadol hydrochloride 100 mg prolonged-release oral tablet) PALADIN PHARMA INC."" -> TRIDURAL (tramadol hydrochloride 100 mg prolonged-release oral tablet) ENDO OPERATIONS LTD."
02547058,PRO-LISDEXAMFETAMINE (lisdexamfetamine dimesylate 20 mg oral capsule) PRO DOC LIMITEE,MP,500003,http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html,Active,20170919,ADDED
02296411,TRIDURAL (tramadol hydrochloride 300 mg prolonged-release oral tablet) ENDO OPERATIONS LTD.,MP,500001,http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php,Active,20170919,"ccdd_formal_name: ""TRIDURAL (tramadol hydrochloride 300 mg prolonged-release oral tablet) PALADIN PHARMA INC."" -> TRIDURAL (tramadol hydrochloride 300 mg prolonged-release oral tablet) ENDO OPERATIONS LTD."
8002530,oxybate,TM,500003,http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html,Active,20170919,ADDED
9015164,calcium oxybate 0.234 g per mL and magnesium oxybate 0.096 g per mL and potassium oxybate 0.13 g per mL and sodium oxybate 0.04 g per mL oral solution,NTP,500003,http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html,Active,20170919,ADDED
02296411,TRIDURAL (tramadol hydrochloride 300 mg prolonged-release oral tablet) ENDO OPERATIONS LTD.,MP,500002,http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html,Active,20170919,"ccdd_formal_name: ""TRIDURAL (tramadol hydrochloride 300 mg prolonged-release oral tablet) PALADIN PHARMA INC."" -> TRIDURAL (tramadol hydrochloride 300 mg prolonged-release oral tablet) ENDO OPERATIONS LTD."
02552728,"PMS-METHADONE HYDROCHLORIDE ORAL CONCENTRATE DYE-FREE, SUGAR-FREE, UNFLAVORED (methadone hydrochloride 10 mg per mL oral solution) PHARMASCIENCE INC",MP,500002,http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html,Active,20170919,ADDED
02547074,PRO-LISDEXAMFETAMINE (lisdexamfetamine dimesylate 40 mg oral capsule) PRO DOC LIMITEE,MP,500003,http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html,Active,20170919,ADDED
02546701,APO-LISDEXAMFETAMINE CAPSULES (lisdexamfetamine dimesylate 60 mg oral capsule) APOTEX INC,MP,500003,http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html,Active,20170919,ADDED
02547066,PRO-LISDEXAMFETAMINE (lisdexamfetamine dimesylate 30 mg oral capsule) PRO DOC LIMITEE,MP,500003,http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html,Active,20170919,ADDED
02546698,APO-LISDEXAMFETAMINE CAPSULES (lisdexamfetamine dimesylate 50 mg oral capsule) APOTEX INC,MP,500003,http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html,Active,20170919,ADDED
02552736,PMS-METHADONE HYDROCHLORIDE ORAL CONCENTRATE CHERRY FLAVORED (methadone hydrochloride 10 mg per mL oral solution) PHARMASCIENCE INC,MP,500002,http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html,Active,20170919,ADDED
02547104,PRO-LISDEXAMFETAMINE (lisdexamfetamine dimesylate 70 mg oral capsule) PRO DOC LIMITEE,MP,500003,http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html,Active,20170919,ADDED
02547082,PRO-LISDEXAMFETAMINE (lisdexamfetamine dimesylate 50 mg oral capsule) PRO DOC LIMITEE,MP,500003,http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html,Active,20170919,ADDED
