ntp_code,ntp_formal_name,ntp_fr_description,changes
9015174,ustekinumab 90 mg per 1 mL solution for injection pen,ustékinumab 90 mg par 1 mL solution injectable stylo,ADDED
9012939,chlorhexidine gluconate 2 % cutaneous spray,gluconate de chlorhexidine 2 % vaporisation cutanée,"ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""20160725"" -> ""20230731"""
9015167,iron (ferric carboxymaltose) 1000 mg per 20 mL dispersion for injection vial,fer (carboxymaltose ferrique) 1000 mg par 20 mL dispersion injectable fiole,ADDED
9015166,clotrimazole 500 mg vaginal capsule with clotrimazole 2 % vaginal cream,clotrimazole 500 mg capsule vaginale avec clotrimazole 2 % crème vaginale,ADDED
9015165,clotrimazole 500 mg vaginal capsule,clotrimazole 500 mg capsule vaginale,ADDED
9012959,diphenhydramine hydrochloride 25 mg and ibuprofen 200 mg oral capsule with ibuprofen 200 mg oral capsule,chlorhydrate de diphenhydramine 25 mg et ibuprofène 200 mg capsule orale avec ibuprofène 200 mg capsule orale,"ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""20140602"" -> ""20231107"""
9015169,iron (ferric carboxymaltose) 500 mg per 10 mL dispersion for injection vial,fer (carboxymaltose ferrique) 500 mg par 10 mL dispersion injectable fiole,ADDED
9015162,acalabrutinib (acalabrutinib maleate) 100 mg oral tablet,acalabrutinib (maléate d'acalabrutinib) 100 mg comprimé oral,ADDED
9014376,caplacizumab 11 mg per vial powder for solution for injection with diluent solution syringe,caplacizumab 11 mg par fiole poudre pour solution injectable avec solution diluante seringue,"ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""20200904"" -> ""20250114"""
9014987,raxtozinameran 3 mcg per 0.2 mL suspension for injection 2 mL vial,"raxtozinaméran 3 mcg par 0,2 mL suspension injectable 2 mL fiole","ntp_status_effective_time: ""20240924"" -> ""20250303"""
9015168,iron (ferric carboxymaltose) 100 mg per 2 mL dispersion for injection vial,fer (carboxymaltose ferrique) 100 mg par 2 mL dispersion injectable fiole,ADDED
9015173,ustekinumab 45 mg per 0.5 mL solution for injection pen,"ustékinumab 45 mg par 0,5 mL solution injectable stylo",ADDED
9015163,argatroban 50 mg per 50 mL solution for injection vial,argatroban 50 mg par 50 mL solution injectable fiole,ADDED
9015164,calcium oxybate 0.234 g per mL and magnesium oxybate 0.096 g per mL and potassium oxybate 0.13 g per mL and sodium oxybate 0.04 g per mL oral solution,"oxybate de calcium 0,234 g par mL et oxybate de magnésium 0,096 g par mL et oxybate de potassium 0,13 g par mL et oxybate de sodium 0,04 g par mL solution orale",ADDED
