drug_code,pharm_form_code,pharmaceutical_form,status,drug_identification_number
"106023","75","TABLET (EXTENDED-RELEASE)","ADDED","02556847"
"106013","5","CAPSULE","ADDED","02556731"
"93378","85","TABLET","ADDED","02448092"
"106037","85","TABLET","ADDED","02557002"
"106044","85","TABLET","ADDED","02557088"
"93393","133","0-UNASSIGNED","ADDED","02448262"
"104516","134","SOLUTION","ADDED","02556472"
"10772","17","TABLET (ENTERIC-COATED)","REMOVED","00870978"
"106045","105","WIPE","ADDED","02557096"
"106053","85","TABLET","ADDED","02557185"
"106048","85","TABLET","ADDED","02557134"
"98165","75","TABLET (EXTENDED-RELEASE)","ADDED","02491672"
"106027","56","POWDER FOR SOLUTION","ADDED","02556898"
"93384","56","POWDER FOR SOLUTION","ADDED","02448157"
"93388","85","TABLET","ADDED","02448203"
"106049","85","TABLET","ADDED","02557142"
"93375","182","MOUTHWASH","ADDED","02448068"
"106059","85","TABLET","ADDED","02557258"
"10772","109","TABLET (DELAYED-RELEASE)","ADDED","00870978"
"19316","17","TABLET (ENTERIC-COATED)","REMOVED","02162415"
"106024","75","TABLET (EXTENDED-RELEASE)","ADDED","02556855"
"19315","109","TABLET (DELAYED-RELEASE)","ADDED","02162423"
"93392","9","CREAM","ADDED","02448254"
"93392","133","0-UNASSIGNED","ADDED","02448254"
"104521","114","GEL","ADDED","02556529"
"106040","134","SOLUTION","ADDED","02557037"
"106003","5","CAPSULE","ADDED","02556634"
"106064","109","TABLET (DELAYED-RELEASE)","ADDED","02557312"
"106052","85","TABLET","ADDED","02557177"
"67324","98","SPRAY","ADDED","02243416"
"93391","85","TABLET","ADDED","02448246"
"106058","85","TABLET","ADDED","02557231"
"106035","79","SUSPENSION","ADDED","02556987"
"106054","85","TABLET","ADDED","02557193"
"93389","85","TABLET","ADDED","02448211"
"93382","56","POWDER FOR SOLUTION","ADDED","02448130"
"106060","59","SHAMPOO","ADDED","02557266"
"104522","134","SOLUTION","ADDED","02556537"
"67324","134","SOLUTION","ADDED","02243416"
"106073","85","TABLET","ADDED","02557401"
"106056","85","TABLET","ADDED","02557215"
"106051","85","TABLET","ADDED","02557169"
"106025","75","TABLET (EXTENDED-RELEASE)","ADDED","02556863"
"19316","109","TABLET (DELAYED-RELEASE)","ADDED","02162415"
"93371","85","TABLET","ADDED","02448017"
"106001","79","SUSPENSION","ADDED","02556618"
"93387","85","TABLET","ADDED","02448181"
"104503","134","SOLUTION","ADDED","02556332"
"106004","5","CAPSULE","ADDED","02556642"
"106029","85","TABLET","ADDED","02556928"
"93379","85","TABLET","ADDED","02448106"
"104523","134","SOLUTION","ADDED","02556545"
"93381","56","POWDER FOR SOLUTION","ADDED","02448122"
"106057","85","TABLET","ADDED","02557223"
"93386","85","TABLET","ADDED","02448173"
"93366","56","POWDER FOR SOLUTION","ADDED","02447967"
"93390","85","TABLET","ADDED","02448238"
"106022","75","TABLET (EXTENDED-RELEASE)","ADDED","02556839"
"93380","56","POWDER FOR SOLUTION","ADDED","02448114"
"106002","5","CAPSULE","ADDED","02556626"
"106021","75","TABLET (EXTENDED-RELEASE)","ADDED","02556820"
"93370","85","TABLET","ADDED","02448009"
"106019","134","SOLUTION","ADDED","02556804"
"106042","134","SOLUTION","ADDED","02557053"
"106039","134","SOLUTION","ADDED","02557029"
"106065","109","TABLET (DELAYED-RELEASE)","ADDED","02557304"
"106041","134","SOLUTION","ADDED","02557045"
"93376","182","MOUTHWASH","ADDED","02448076"
"93385","85","TABLET","ADDED","02448165"
"106014","82","SYRUP","ADDED","02556758"
"19315","17","TABLET (ENTERIC-COATED)","REMOVED","02162423"
"106047","85","TABLET","ADDED","02557126"
"93393","134","SOLUTION","ADDED","02448262"
"93377","85","TABLET","ADDED","02448084"
"106018","5","CAPSULE","ADDED","02556790"
"67324","34","LIQUID","REMOVED","02243416"
"106020","5","CAPSULE","ADDED","02556812"
"104525","85","TABLET","ADDED","02556561"
"106015","134","SOLUTION","ADDED","02556766"
"93383","56","POWDER FOR SOLUTION","ADDED","02448149"
"106055","85","TABLET","ADDED","02557207"
"93369","85","TABLET","ADDED","02447991"
"104524","85","TABLET","ADDED","02556553"
"104480","134","SOLUTION","ADDED","02556081"
"106036","85","TABLET","ADDED","02556995"
"93367","134","SOLUTION","ADDED","02447975"
