ntp_code,ntp_formal_name,changes
9005583,taliglucerase alfa 200 unit per vial powder for solution for injection,DELETED
9015117,"SARSCoV2 S-protein mRNA, 5'[m27,3'-oGppp(m12'-O)ApG], 3'polyA+linker 10 mcg per 0.3 mL suspension for injection 1.8 mL vial","ntp_status_effective_time: ""20231023"" -> ""20240924"""
45e44493c79a5e8f53bb4327b01be7a0,methylphenidate hydrochloride 45 mg prolonged-release oral capsule,ADDED
9004014,dimenhydrinate 100 mg modified-release oral tablet,DELETED
caf3b60b86612b784564ecb36951f903,methylphenidate hydrochloride 55 mg prolonged-release oral capsule,ADDED
9015112,"SARSCoV2 S-protein mRNA, 5'(m7G-5'-ppp-5'-Gm), 3'polyA 0.1 mg per mL dispersion for injection 2.5 mL vial","ntp_status_effective_time: ""20230918"" -> ""20240924"""
2bd5d1483154b5e7ffaed5a723967455,ketamine (ketamine hydrochloride) 50 mg per mL solution for injection,ADDED
e32fe5a817398336d2c661b5cb3a9840,methylphenidate hydrochloride 25 mg prolonged-release oral capsule,ADDED
899ecf9c57077abec37b612ab755de8f,methylphenidate hydrochloride 70 mg prolonged-release oral capsule,ADDED
9014453,"ciprofloxacin (ciprofloxacin, ciprofloxacin hydrochloride) 500 mg modified-release oral tablet",DELETED
9002379,loratadine 5 mg and pseudoephedrine sulfate 120 mg modified-release oral tablet,DELETED
9006025,guaifenesin 600 mg modified-release oral tablet,DELETED
9015052,denosumab 120 mg per 1.7 mL solution for injection,ADDED
c8292567356a6b5c7e06be3e1bf9f722,loratadine 10 mg and pseudoephedrine sulfate 240 mg prolonged-release oral tablet,ADDED
0ecbfcdeebd83ea167b10fbc7f0ac966,methylphenidate hydrochloride 85 mg prolonged-release oral capsule,ADDED
5f7146158624daada0898e5a0943ddf5,miglustat 65 mg oral capsule,ADDED
9004951,dutasteride 0.5 mg and tamsulosin hydrochloride 0.4 mg modified-release oral capsule,DELETED
9012485,dexmedetomidine (dexmedetomidine hydrochloride) 200 mcg per 2 mL solution for injection vial,"ntp_status_effective_time: ""20100224"" -> ""20190115"""
61cdc79375e0652f4531602448f53b58,loratadine 5 mg and pseudoephedrine sulfate 120 mg prolonged-release oral tablet,ADDED
9015273,tapinarof 1 % cutaneous cream,DELETED
9012439,methylphenidate hydrochloride 55 mg modified-release oral capsule,DELETED
9012441,methylphenidate hydrochloride 85 mg modified-release oral capsule,DELETED
71a4bc155109556f35cdc59fb3a198ff,ketamine (ketamine hydrochloride) 10 mg per mL solution for injection,ADDED
9012436,methylphenidate hydrochloride 25 mg modified-release oral capsule,DELETED
9012440,methylphenidate hydrochloride 70 mg modified-release oral capsule,DELETED
7c652597ec5cb56c04d562dfda392ed9,risdiplam 5 mg oral tablet,ADDED
9012438,methylphenidate hydrochloride 45 mg modified-release oral capsule,DELETED
9012437,methylphenidate hydrochloride 35 mg modified-release oral capsule,DELETED
9b5b7446d558e95a378829e2b6bb0e8c,bazedoxifene (bazedoxifene acetate) 20 mg and conjugated estrogens 0.45 mg prolonged-release oral tablet,ADDED
9014385,midazolam 1 mg per mL solution for injection,ADDED
9005182,raltegravir (raltegravir potassium) 100 mg chewable tablet,DELETED
9004801,acetylsalicylic acid 325 mg and citric acid 1000 mg and sodium bicarbonate 1916 mg effervescent oral tablet,DELETED
9015118,"SARSCoV2 S-protein mRNA, 5'[m27,3'-oGppp(m12'-O)ApG], 3'polyA+linker 30 mcg per 0.3 mL suspension for injection 0.3 mL vial","ntp_status_effective_time: ""20231010"" -> ""20240924"""
9015060,denosumab 60 mg per mL solution for injection,ADDED
89e349bae013ee5cf454f6748d294399,methylphenidate hydrochloride 35 mg prolonged-release oral capsule,ADDED
9013452,loratadine 10 mg and pseudoephedrine sulfate 240 mg modified-release oral tablet,DELETED
9012563,abacavir (abacavir sulfate) 600 mg and lamivudine 300 mg oral tablet,"ntp_status_effective_time: ""20050817"" -> ""20160314"""
9012448,methylphenidate hydrochloride 100 mg modified-release oral capsule,DELETED
9015116,"SARSCoV2 S-protein mRNA, 5'[m27,3'-oGppp(m12'-O)ApG], 3'polyA+linker 10 mcg per 0.3 mL suspension for injection 0.3 mL vial","ntp_status_effective_time: ""20231023"" -> ""20240924"""
4340097d403d9ae17190b65cb08af450,guaifenesin 600 mg prolonged-release oral tablet,ADDED
c3d451cb8a994138e1c15fbd90139c6e,dimenhydrinate 100 mg prolonged-release oral tablet,ADDED
9013554,fexofenadine hydrochloride 60 mg and pseudoephedrine hydrochloride 120 mg modified-release oral tablet,DELETED
11d4f13429c4118eade3f6f35c445376,sodium citrate 4 g per 100 mL solution for injection,ADDED
9012774,acetylsalicylic acid 25 mg and dipyridamole 200 mg modified-release oral capsule,DELETED
9006201,alcohol anhydrous 0.25 mL per 5 mL and doxylamine succinate 6 mg per 5 mL and etafedrin hydrochloride 16.65 mg per 5 mL and hydrocodone bitartrate 1.65 mg per 5 mL and sodium citrate 200 mg per 5 mL syrup,DELETED
511285c170e8c114c9d6412519c07ebd,acetylsalicylic acid 25 mg and dipyridamole 200 mg prolonged-release oral capsule,ADDED
695d4c4ceb4a82f61b83ee4076dcf330,dutasteride 0.5 mg and tamsulosin hydrochloride 0.4 mg prolonged-release oral capsule,ADDED
4d24d1c2e9d146af30770dc35a43d497,fexofenadine hydrochloride 60 mg and pseudoephedrine hydrochloride 120 mg prolonged-release oral tablet,ADDED
9013744,somatropin 20 mg per 2 mL solution for injection pen,DELETED
a6069b7621bd3f767b417844b3de9b98,methylphenidate hydrochloride 100 mg prolonged-release oral capsule,ADDED
9014452,"ciprofloxacin (ciprofloxacin, ciprofloxacin hydrochloride) 1000 mg modified-release oral tablet",DELETED
9006080,bazedoxifene (bazedoxifene acetate) 20 mg and conjugated estrogens 0.45 mg modified-release oral tablet,DELETED
9015119,"SARSCoV2 S-protein mRNA, 5'[m27,3'-oGppp(m12'-O)ApG], 3'polyA+linker 30 mcg per 0.3 mL suspension for injection 1.8 mL vial","ntp_status_effective_time: ""20231010"" -> ""20240924"""
9002248,bethanechol chloride 50 mg oral tablet,"ntp_status_effective_time: ""20250606"" -> ""20251204"""
