drug_code,mp_code,mp_formal_name,mp_fr_description,changes
1931,00287873,SANDOZ COLCHICINE (colchicine 0.6 mg oral tablet) SANDOZ CANADA INCORPORATED,"SANDOZ COLCHICINE (colchicine 0,6 mg comprimé oral) SANDOZ CANADA INCORPORATED","mp_status: ""ACTIVE"" -> ""INACTIVE""
mp_status_effective_time: ""19741231"" -> ""20250814"""
2811,00040851,PMS-ASA (acetylsalicylic acid 325 mg oral tablet) PHARMASCIENCE INC,PMS-ASA (acide acétylsalicylique 325 mg comprimé oral) PHARMASCIENCE INC,"mp_status_effective_time: ""20180802"" -> ""20250704"""
5672,00441775,APO-TRIAZIDE (hydrochlorothiazide 25 mg and triamterene 50 mg oral tablet) APOTEX INC,APO-TRIAZIDE (hydrochlorothiazide 25 mg et triamtérène 50 mg comprimé oral) APOTEX INC,"Health_Canada_product_name: ""APO TRIAZIDE"" -> ""APO-TRIAZIDE""
mp_formal_name: ""APO ̲TRIAZIDE (hydrochlorothiazide 25 mg and triamterene 50 mg oral tablet) APOTEX INC"" -> ""APO-̲TRIAZIDE (hydrochlorothiazide 25 mg and triamterene 50 mg oral tablet) APOTEX INC""
mp_fr_description: ""APO ̲TRIAZIDE (hydrochlorothiazide 25 mg et triamtérène 50 mg comprimé oral) APOTEX INC"" -> ""APO-̲TRIAZIDE (hydrochlorothiazide 25 mg et triamtérène 50 mg comprimé oral) APOTEX INC"""
5721,00583979,PMS-PROMETHAZINE SYR 10MG/5ML (promethazine hydrochloride 10 mg per 5 mL syrup) PHARMASCIENCE INC,PMS-PROMETHAZINE SYR 10MG/5ML (chlorhydrate de prométhazine 10 mg par 5 mL sirop) PHARMASCIENCE INC,"mp_status_effective_time: ""20180802"" -> ""20250704"""
6379,00590827,VOLTAREN SR (diclofenac sodium 100 mg prolonged-release oral tablet) NOVARTIS PHARMACEUTICALS CANADA INC,VOLTAREN SR (diclofénac sodique 100 mg comprimé oral à libération prolongée) NOVARTIS PHARMACEUTICALS CANADA INC,"mp_status: ""ACTIVE"" -> ""INACTIVE""
mp_status_effective_time: ""19851231"" -> ""20260127"""
6756,00664553,PMS DOCUSATE-CALCIUM CAP 240MG USP (docusate calcium 240 mg oral capsule) PHARMASCIENCE INC,PMS DOCUSATE-CALCIUM CAP 240MG USP (docusate calcique 240 mg capsule orale) PHARMASCIENCE INC,"mp_status_effective_time: ""20200412"" -> ""20250704"""
7627,00740713,APO-DOXY (doxycycline (doxycycline hyclate) 100 mg oral capsule) APOTEX INC,APO-DOXY (doxycycline (hyclate de doxycycline) 100 mg capsule orale) APOTEX INC,"Health_Canada_product_name: ""APO-DOXY CAP 100MG"" -> ""APO-DOXY""
mp_formal_name: ""APO-DOXY ̲C̲A̲P̲ ̲1̲0̲0̲M̲G̲ (doxycycline (doxycycline hyclate) 100 mg oral capsule) APOTEX INC"" -> ""APO-DOXY (doxycycline (doxycycline hyclate) 100 mg oral capsule) APOTEX INC""
mp_fr_description: ""APO-DOXY ̲C̲A̲P̲ ̲1̲0̲0̲M̲G̲ (doxycycline (hyclate de doxycycline) 100 mg capsule orale) APOTEX INC"" -> ""APO-DOXY (doxycycline (hyclate de doxycycline) 100 mg capsule orale) APOTEX INC"""
10383,00874256,APO-DOXY-TABS (doxycycline (doxycycline hyclate) 100 mg oral tablet) APOTEX INC,APO-DOXY-TABS (doxycycline (hyclate de doxycycline) 100 mg comprimé oral) APOTEX INC,"Health_Canada_product_name: ""APO-DOXY TABS 100MG"" -> ""APO-DOXY-TABS""
mp_formal_name: ""APO-DOXY ̲T̲A̲B̲S̲ ̲1̲0̲0̲M̲G̲ (doxycycline (doxycycline hyclate) 100 mg oral tablet) APOTEX INC"" -> ""APO-DOXY-̲T̲A̲B̲S̲ (doxycycline (doxycycline hyclate) 100 mg oral tablet) APOTEX INC""
mp_fr_description: ""APO-DOXY ̲T̲A̲B̲S̲ ̲1̲0̲0̲M̲G̲ (doxycycline (hyclate de doxycycline) 100 mg comprimé oral) APOTEX INC"" -> ""APO-DOXY-̲T̲A̲B̲S̲ (doxycycline (hyclate de doxycycline) 100 mg comprimé oral) APOTEX INC"""
10486,00792705,PMS-DIPHENHYDRAMINE ELIXIR 2.5MG/ML (diphenhydramine hydrochloride 12.5 mg per 5 mL oral solution) PHARMASCIENCE INC,"PMS-DIPHENHYDRAMINE ELIXIR 2.5MG/ML (chlorhydrate de diphenhydramine 12,5 mg par 5 mL solution orale) PHARMASCIENCE INC","mp_status_effective_time: ""20180621"" -> ""20250704"""
10711,00785547,ASA SUPPOSITORIES 150MG (acetylsalicylic acid 150 mg suppository) PHARMASCIENCE INC,ASA SUPPOSITORIES 150MG (acide acétylsalicylique 150 mg suppositoire) PHARMASCIENCE INC,"mp_status_effective_time: ""20180802"" -> ""20250704"""
10712,00582867,ASA SUPPOSITORIES 650MG (acetylsalicylic acid 650 mg suppository) PHARMASCIENCE INC,ASA SUPPOSITORIES 650MG (acide acétylsalicylique 650 mg suppositoire) PHARMASCIENCE INC,"mp_status_effective_time: ""20180802"" -> ""20250704"""
