drug_code,mp_code,mp_fr_description,ntp_fr_description,tm_fr_description,changes
5672,00441775,APO-TRIAZIDE (hydrochlorothiazide 25 mg et triamtérène 50 mg comprimé oral) APOTEX INC,hydrochlorothiazide 25 mg et triamtérène 50 mg comprimé oral,hydrochlorothiazide et triamtérène,"mp_fr_description: ""APO ̲TRIAZIDE (hydrochlorothiazide 25 mg et triamtérène 50 mg comprimé oral) APOTEX INC"" -> ""APO-̲TRIAZIDE (hydrochlorothiazide 25 mg et triamtérène 50 mg comprimé oral) APOTEX INC"""
7627,00740713,APO-DOXY (doxycycline (hyclate de doxycycline) 100 mg capsule orale) APOTEX INC,doxycycline (hyclate de doxycycline) 100 mg capsule orale,doxycycline,"mp_fr_description: ""APO-DOXY ̲C̲A̲P̲ ̲1̲0̲0̲M̲G̲ (doxycycline (hyclate de doxycycline) 100 mg capsule orale) APOTEX INC"" -> ""APO-DOXY (doxycycline (hyclate de doxycycline) 100 mg capsule orale) APOTEX INC"""
10383,00874256,APO-DOXY-TABS (doxycycline (hyclate de doxycycline) 100 mg comprimé oral) APOTEX INC,doxycycline (hyclate de doxycycline) 100 mg comprimé oral,doxycycline,"mp_fr_description: ""APO-DOXY ̲T̲A̲B̲S̲ ̲1̲0̲0̲M̲G̲ (doxycycline (hyclate de doxycycline) 100 mg comprimé oral) APOTEX INC"" -> ""APO-DOXY-̲T̲A̲B̲S̲ (doxycycline (hyclate de doxycycline) 100 mg comprimé oral) APOTEX INC"""
12411,01944738,BENYLIN EXTRA STRENGTH DRY COUGH (bromhydrate de dextrométhorphane 15 mg par 5 mL sirop) KENVUE CANADA INC.,bromhydrate de dextrométhorphane 15 mg par 5 mL sirop,dextrométhorphane,"mp_fr_description: ""BENYLIN EXTRA STRENGTH DRY COUGH (bromhydrate de dextrométhorphane 15 mg par 5 mL sirop) M̲C̲N̲E̲I̲L̲ ̲C̲O̲N̲S̲U̲M̲E̲R̲ ̲H̲E̲A̲L̲T̲H̲C̲A̲R̲E̲ ̲D̲I̲V̲I̲S̲I̲O̲N̲ ̲O̲F̲ ̲J̲O̲H̲N̲S̲O̲N̲ ̲&̲ ̲J̲O̲H̲N̲S̲O̲N̲ ̲I̲N̲C̲"" -> ""BENYLIN EXTRA STRENGTH DRY COUGH (bromhydrate de dextrométhorphane 15 mg par 5 mL sirop) K̲E̲N̲V̲U̲E̲ ̲C̲A̲N̲A̲D̲A̲ ̲I̲N̲C̲.̲"""
15210,01924567,DEXEDRINE SPANSULE (sulfate de dextroamphétamine 15 mg capsule orale à libération prolongée) KNIGHT THERAPEUTICS INC.,sulfate de dextroamphétamine 15 mg capsule orale à libération prolongée,dextroamphétamine,"mp_fr_description: ""DEXEDRINE SPANSULE (sulfate de dextroamphétamine 15 mg capsule orale à libération prolongée) E̲N̲D̲O̲ ̲O̲P̲E̲R̲A̲T̲I̲O̲N̲S̲ ̲L̲T̲D̲."" -> ""DEXEDRINE SPANSULE (sulfate de dextroamphétamine 15 mg capsule orale à libération prolongée) K̲N̲I̲G̲H̲T̲ ̲T̲H̲E̲R̲A̲P̲E̲U̲T̲I̲C̲S̲ ̲I̲N̲C̲."""
15211,01924559,DEXEDRINE SPANSULE (sulfate de dextroamphétamine 10 mg capsule orale à libération prolongée) KNIGHT THERAPEUTICS INC.,sulfate de dextroamphétamine 10 mg capsule orale à libération prolongée,dextroamphétamine,"mp_fr_description: ""DEXEDRINE SPANSULE (sulfate de dextroamphétamine 10 mg capsule orale à libération prolongée) E̲N̲D̲O̲ ̲O̲P̲E̲R̲A̲T̲I̲O̲N̲S̲ ̲L̲T̲D̲."" -> ""DEXEDRINE SPANSULE (sulfate de dextroamphétamine 10 mg capsule orale à libération prolongée) K̲N̲I̲G̲H̲T̲ ̲T̲H̲E̲R̲A̲P̲E̲U̲T̲I̲C̲S̲ ̲I̲N̲C̲."""
15225,01924516,DEXEDRINE (sulfate de dextroamphétamine 5 mg comprimé oral) KNIGHT THERAPEUTICS INC.,sulfate de dextroamphétamine 5 mg comprimé oral,dextroamphétamine,"mp_fr_description: ""DEXEDRINE (sulfate de dextroamphétamine 5 mg comprimé oral) E̲N̲D̲O̲ ̲O̲P̲E̲R̲A̲T̲I̲O̲N̲S̲ ̲L̲T̲D̲."" -> ""DEXEDRINE (sulfate de dextroamphétamine 5 mg comprimé oral) K̲N̲I̲G̲H̲T̲ ̲T̲H̲E̲R̲A̲P̲E̲U̲T̲I̲C̲S̲ ̲I̲N̲C̲."""
49993,02230732,"TRINIPATCH 0.2 (nitroglycérine 0,2 mg par heure timbre transdermique) KNIGHT THERAPEUTICS INC.","nitroglycérine 0,2 mg par heure timbre transdermique",nitroglycérine,"mp_fr_description: ""TRINIPATCH 0.2 (nitroglycérine 0,2 mg par heure timbre transdermique) E̲N̲D̲O̲ ̲O̲P̲E̲R̲A̲T̲I̲O̲N̲S̲ ̲L̲T̲D̲."" -> ""TRINIPATCH 0.2 (nitroglycérine 0,2 mg par heure timbre transdermique) K̲N̲I̲G̲H̲T̲ ̲T̲H̲E̲R̲A̲P̲E̲U̲T̲I̲C̲S̲ ̲I̲N̲C̲."""
49995,02230733,"TRINIPATCH 0.4 (nitroglycérine 0,4 mg par heure timbre transdermique) KNIGHT THERAPEUTICS INC.","nitroglycérine 0,4 mg par heure timbre transdermique",nitroglycérine,"mp_fr_description: ""TRINIPATCH 0.4 (nitroglycérine 0,4 mg par heure timbre transdermique) E̲N̲D̲O̲ ̲O̲P̲E̲R̲A̲T̲I̲O̲N̲S̲ ̲L̲T̲D̲."" -> ""TRINIPATCH 0.4 (nitroglycérine 0,4 mg par heure timbre transdermique) K̲N̲I̲G̲H̲T̲ ̲T̲H̲E̲R̲A̲P̲E̲U̲T̲I̲C̲S̲ ̲I̲N̲C̲."""
49996,02230734,"TRINIPATCH 0.6 (nitroglycérine 0,6 mg par heure timbre transdermique) KNIGHT THERAPEUTICS INC.","nitroglycérine 0,6 mg par heure timbre transdermique",nitroglycérine,"mp_fr_description: ""TRINIPATCH 0.6 (nitroglycérine 0,6 mg par heure timbre transdermique) E̲N̲D̲O̲ ̲O̲P̲E̲R̲A̲T̲I̲O̲N̲S̲ ̲L̲T̲D̲."" -> ""TRINIPATCH 0.6 (nitroglycérine 0,6 mg par heure timbre transdermique) K̲N̲I̲G̲H̲T̲ ̲T̲H̲E̲R̲A̲P̲E̲U̲T̲I̲C̲S̲ ̲I̲N̲C̲."""
