drug_code,current_status,current_history_date,previous_status,previous_history_date,drug_identification_number
"90490","MARKETED","2020-06-09","DORMANT","2017-08-07","02420317"
"96896","MARKETED","2020-04-24","APPROVED","2018-06-28","02478242"
"97583","MARKETED","2020-06-10","APPROVED","2020-04-16","02485591"
"97588","MARKETED","2020-06-10","APPROVED","2020-04-16","02485656"
"98132","MARKETED","2020-06-02","APPROVED","2019-08-07","02491311"
"98246","MARKETED","2020-06-10","APPROVED","2019-09-20","02492458"
"98378","MARKETED","2020-05-28","APPROVED","2019-11-08","02493780"
"98379","MARKETED","2020-05-28","APPROVED","2019-11-08","02493799"
"98553","MARKETED","2020-06-01","APPROVED","2020-01-14","02495635"
"98562","MARKETED","2020-05-26","APPROVED","2020-05-04","02495724"
"98610","MARKETED","2020-06-04","APPROVED","2020-02-13","02496232"
"98655","MARKETED","2020-03-15","APPROVED","2020-02-27","02496704"
"98681","MARKETED","2020-06-01","APPROVED","2020-03-12","02496933"
"98699","MARKETED","2020-04-08","APPROVED","2020-03-11","02497158"
"98727","MARKETED","2020-06-12","APPROVED","2020-03-20","02497441"
"98729","MARKETED","2020-05-29","APPROVED","2020-03-20","02497476"
"14113","CANCELLED POST MARKET","2020-06-02","DORMANT","2019-06-12","01918451"
"16119","CANCELLED POST MARKET","2019-10-26","MARKETED","1998-06-27","02060566"
"16120","CANCELLED POST MARKET","2019-09-13","MARKETED","1998-06-27","02060574"
"16121","CANCELLED POST MARKET","2019-09-27","MARKETED","1998-06-27","02060582"
"16128","CANCELLED POST MARKET","2019-10-24","MARKETED","1998-06-27","02060531"
"16129","CANCELLED POST MARKET","2019-10-29","MARKETED","1998-06-27","02060558"
"18301","CANCELLED POST MARKET","2018-03-21","MARKETED","2001-03-06","02150964"
"18302","CANCELLED POST MARKET","2019-09-19","MARKETED","2001-03-06","02150980"
"18303","CANCELLED POST MARKET","2018-11-02","MARKETED","2001-03-06","02150999"
"18304","CANCELLED (UNRETURNED ANNUAL)","2020-06-08","MARKETED","1998-07-13","02160560"
"19090","CANCELLED POST MARKET","2020-06-02","DORMANT","2019-06-12","02030551"
"19428","CANCELLED POST MARKET","2020-04-30","MARKETED","2009-02-03","02063794"
"22007","CANCELLED POST MARKET","2020-06-02","DORMANT","2019-06-12","01936174"
"24400","CANCELLED POST MARKET","2020-06-02","DORMANT","2019-06-12","01982850"
