drug_code,extract_current,extract_previous,drug_identification_number,current_company_name,previous_company_name
"43530","active","active","02229250","CHEPLAPHARM REGISTRATION GMBH","ELI LILLY CANADA INC"
"43531","active","active","02229269","CHEPLAPHARM REGISTRATION GMBH","ELI LILLY CANADA INC"
"43532","active","active","02229277","CHEPLAPHARM REGISTRATION GMBH","ELI LILLY CANADA INC"
"43533","active","active","02229285","CHEPLAPHARM REGISTRATION GMBH","ELI LILLY CANADA INC"
"66953","active","active","02243086","CHEPLAPHARM REGISTRATION GMBH","ELI LILLY CANADA INC"
"66954","active","active","02243087","CHEPLAPHARM REGISTRATION GMBH","ELI LILLY CANADA INC"
"66955","active","active","02243088","CHEPLAPHARM REGISTRATION GMBH","ELI LILLY CANADA INC"
"66956","active","active","02243089","CHEPLAPHARM REGISTRATION GMBH","ELI LILLY CANADA INC"
"62290","active","active","02238850","CHEPLAPHARM REGISTRATION GMBH","ELI LILLY CANADA INC"
"62291","active","active","02238851","CHEPLAPHARM REGISTRATION GMBH","ELI LILLY CANADA INC"
"71336","active","active","02247099","CHEPLAPHARM REGISTRATION GMBH","ELI LILLY CANADA INC"
"78172","active","active","02296381","ENDO OPERATIONS LTD.","PALADIN PHARMA INC."
"78173","active","active","02296403","ENDO OPERATIONS LTD.","PALADIN PHARMA INC."
"78174","active","active","02296411","ENDO OPERATIONS LTD.","PALADIN PHARMA INC."
"88319","active","active","02398257","ENDO OPERATIONS LTD.","PALADIN PHARMA INC."
"88320","active","active","02398265","ENDO OPERATIONS LTD.","PALADIN PHARMA INC."
"95324","active","active","02465035","HALEON CANADA ULC","GLAXOSMITHKLINE CONSUMER HEALTHCARE ULC"
"631","active","active","00074462","ENDO OPERATIONS LTD.","PALADIN PHARMA INC."
"71343","active","active","02247104","PHARMASCIENCE INC","PENDOPHARM DIVISION OF PHARMASCIENCE INC"
"82423","active","active","02338580","HALEON CANADA ULC","GLAXOSMITHKLINE CONSUMER HEALTHCARE ULC"
"93478","active","active","02448955","JUNO OTC INC","TEVA CANADA LIMITED"
"43513","active","active","02229110","SEARCHLIGHT PHARMA INC","ATNAHS PHARMA UK LIMITED"
"43514","active","active","02229129","SEARCHLIGHT PHARMA INC","ATNAHS PHARMA UK LIMITED"
"18768","active","active","02177102","SEARCHLIGHT PHARMA INC","ATNAHS PHARMA UK LIMITED"
"77592","active","active","02290596","JUNO OTC INC","TEVA CANADA LIMITED"
"82979","active","active","02344319","JUNO OTC INC","TEVA CANADA LIMITED"
"87535","active","active","02389886","JUNO OTC INC","TEVA CANADA LIMITED"
"83970","active","active","02354535","JUNO OTC INC","TEVA CANADA LIMITED"
"16862","approved","inactive","02023776","STERI-MED PHARMA INC.","PHARMA STULLN INC."
"77569","dormant","dormant","02290375","HALEON CANADA ULC","GLAXOSMITHKLINE CONSUMER HEALTHCARE ULC"
