drug_code,route_of_administration_code,route_of_administration,status,drug_identification_number
"104400","56","ORAL","ADDED","02555204"
"104459","65","SUBCUTANEOUS","ADDED","02555867"
"104398","56","ORAL","ADDED","02555190"
"104395","70","TOPICAL","ADDED","02555166"
"104421","53","NASAL","ADDED","02555441"
"104392","56","ORAL","ADDED","02555123"
"104446","56","ORAL","ADDED","02555719"
"104445","56","ORAL","ADDED","02555700"
"85265","56","ORAL","ADDED","02367815"
"104428","56","ORAL","ADDED","02555484"
"104338","49","INTRAVENOUS","ADDED","02554542"
"104412","56","ORAL","ADDED","02555352"
"104417","56","ORAL","ADDED","02555409"
"104435","56","ORAL","ADDED","02555603"
"102671","56","ORAL","ADDED","02537966"
"103358","70","TOPICAL","ADDED","02544962"
"104399","49","INTRAVENOUS","ADDED","02555239"
"103568","56","ORAL","ADDED","02547023"
"104436","56","ORAL","ADDED","02555611"
"104415","56","ORAL","ADDED","02555387"
"104420","70","TOPICAL","ADDED","02555433"
"104389","49","INTRAVENOUS","ADDED","02555093"
"103937","70","TOPICAL","ADDED","02550563"
"104423","56","ORAL","ADDED","02555492"
"103567","56","ORAL","ADDED","02547015"
"104403","70","TOPICAL","ADDED","02555247"
"104434","56","ORAL","ADDED","02555581"
"104424","56","ORAL","ADDED","02555506"
"104437","56","ORAL","ADDED","02555638"
"104425","56","ORAL","ADDED","02555514"
"104391","56","ORAL","ADDED","02555115"
"104401","56","ORAL","ADDED","02555212"
"104413","56","ORAL","ADDED","02555360"
"103264","56","ORAL","ADDED","02544113"
"104342","56","ORAL","ADDED","02554585"
"104390","56","ORAL","ADDED","02555107"
"104402","56","ORAL","ADDED","02555220"
"104317","65","SUBCUTANEOUS","REMOVED","02554305"
"104427","56","ORAL","ADDED","02555476"
"104438","56","ORAL","ADDED","02555646"
"104332","56","ORAL","ADDED","02554461"
"102669","56","ORAL","ADDED","02537931"
"104337","49","INTRAVENOUS","ADDED","02554534"
"104317","49","INTRAVENOUS","ADDED","02554305"
"104414","56","ORAL","ADDED","02555379"
"104430","56","ORAL","ADDED","02555549"
"102670","56","ORAL","ADDED","02537958"
"102672","56","ORAL","ADDED","02537974"
"104426","56","ORAL","ADDED","02555522"
"85266","56","ORAL","ADDED","02367823"
"104363","70","TOPICAL","ADDED","02554801"
"104444","56","ORAL","ADDED","02555697"
"104464","56","ORAL","ADDED","02555913"
"104393","56","ORAL","ADDED","02555131"
"104416","56","ORAL","ADDED","02555395"
"104404","56","ORAL","ADDED","02555255"
"104460","65","SUBCUTANEOUS","ADDED","02555875"
"104429","56","ORAL","ADDED","02555530"
"104405","70","TOPICAL","ADDED","02555263"
"104461","65","SUBCUTANEOUS","ADDED","02555883"
