drug_code,pharm_form_code,pharmaceutical_form,status,drug_identification_number
"104461","155","SOLUTION (EXTENDED RELEASE)","ADDED","02555883"
"104438","82","SYRUP","ADDED","02555646"
"104389","134","SOLUTION","ADDED","02555093"
"104342","5","CAPSULE","ADDED","02554585"
"104444","85","TABLET","ADDED","02555697"
"85266","137","CAPSULE (DELAYED RELEASE)","ADDED","02367823"
"104401","85","TABLET","ADDED","02555212"
"104363","114","GEL","ADDED","02554801"
"104337","56","POWDER FOR SOLUTION","ADDED","02554534"
"104435","85","TABLET","ADDED","02555603"
"104400","85","TABLET","ADDED","02555204"
"104390","85","TABLET","ADDED","02555107"
"104332","85","TABLET","ADDED","02554461"
"104445","85","TABLET","ADDED","02555700"
"104436","85","TABLET","ADDED","02555611"
"102670","85","TABLET","ADDED","02537958"
"102671","85","TABLET","ADDED","02537966"
"104338","56","POWDER FOR SOLUTION","ADDED","02554542"
"104420","9","CREAM","ADDED","02555433"
"104395","59","SHAMPOO","ADDED","02555166"
"104446","85","TABLET","ADDED","02555719"
"104413","85","TABLET","ADDED","02555360"
"104414","85","TABLET","ADDED","02555379"
"104402","85","TABLET","ADDED","02555220"
"104393","85","TABLET","ADDED","02555131"
"104424","85","TABLET","ADDED","02555506"
"104415","85","TABLET","ADDED","02555387"
"104460","155","SOLUTION (EXTENDED RELEASE)","ADDED","02555875"
"103358","59","SHAMPOO","ADDED","02544962"
"104405","114","GEL","ADDED","02555263"
"104391","85","TABLET","ADDED","02555115"
"104404","85","TABLET","ADDED","02555255"
"103937","36","LOTION","ADDED","02550563"
"104417","85","TABLET","ADDED","02555409"
"104423","85","TABLET","ADDED","02555492"
"104437","85","TABLET","ADDED","02555638"
"103264","82","SYRUP","ADDED","02544113"
"104429","82","SYRUP","ADDED","02555530"
"104426","85","TABLET","ADDED","02555522"
"104434","85","TABLET","ADDED","02555581"
"104427","85","TABLET","ADDED","02555476"
"104399","134","SOLUTION","ADDED","02555239"
"104428","85","TABLET","ADDED","02555484"
"104464","5","CAPSULE","ADDED","02555913"
"104412","85","TABLET","ADDED","02555352"
"104398","85","TABLET","ADDED","02555190"
"104403","105","WIPE","ADDED","02555247"
"104392","85","TABLET","ADDED","02555123"
"104425","85","TABLET","ADDED","02555514"
"103568","85","TABLET","ADDED","02547023"
"104430","56","POWDER FOR SOLUTION","ADDED","02555549"
"102669","85","TABLET","ADDED","02537931"
"102672","85","TABLET","ADDED","02537974"
"104459","155","SOLUTION (EXTENDED RELEASE)","ADDED","02555867"
"103567","85","TABLET","ADDED","02547015"
"104416","85","TABLET","ADDED","02555395"
"85265","137","CAPSULE (DELAYED RELEASE)","ADDED","02367815"
"104421","158","SPRAY, METERED DOSE","ADDED","02555441"
