drug_code,mp_code,mp_formal_name,changes
874,00030570,DALACIN C 150 MG (clindamycin (clindamycin hydrochloride) 150 mg oral capsule) PFIZER CANADA ULC,"mp_status_effective_time: ""20220801"" -> ""20241024"""
11254,00779806,NIODAN 500 MG TIME RELEASE TABLETS (nicotinic acid 500 mg prolonged-release oral tablet) ODAN LABORATORIES LTD,"mp_status_effective_time: ""20180711"" -> ""20180712"""
12743,01946986,UNISOM (diphenhydramine hydrochloride 50 mg oral tablet) ENDO OPERATIONS LTD.,"mp_formal_name: ""UNISOM (diphenhydramine hydrochloride 50 mg oral tablet) P̲A̲L̲A̲D̲I̲N̲ ̲P̲H̲A̲R̲M̲A̲ ̲I̲N̲C̲."" -> ""UNISOM (diphenhydramine hydrochloride 50 mg oral tablet) E̲N̲D̲O̲ ̲O̲P̲E̲R̲A̲T̲I̲O̲N̲S̲ ̲L̲T̲D̲."""
19064,02177587,PMS-FLUOXETINE (fluoxetine (fluoxetine hydrochloride) 20 mg oral capsule) PHARMASCIENCE INC,"Health_Canada_product_name: ""PMS-FLUOXETINE - CAP 20MG"" -> ""PMS-FLUOXETINE""
mp_formal_name: ""PMS-FLUOXETINE ̲-̲ ̲C̲A̲P̲ ̲2̲0̲M̲G̲ (fluoxetine (fluoxetine hydrochloride) 20 mg oral capsule) PHARMASCIENCE INC"" -> ""PMS-FLUOXETINE (fluoxetine (fluoxetine hydrochloride) 20 mg oral capsule) PHARMASCIENCE INC"""
19074,02177579,PMS-FLUOXETINE (fluoxetine (fluoxetine hydrochloride) 10 mg oral capsule) PHARMASCIENCE INC,"Health_Canada_product_name: ""PMS-FLUOXETINE - CAP 10MG"" -> ""PMS-FLUOXETINE""
mp_formal_name: ""PMS-FLUOXETINE ̲-̲ ̲C̲A̲P̲ ̲1̲0̲M̲G̲ (fluoxetine (fluoxetine hydrochloride) 10 mg oral capsule) PHARMASCIENCE INC"" -> ""PMS-FLUOXETINE (fluoxetine (fluoxetine hydrochloride) 10 mg oral capsule) PHARMASCIENCE INC"""
42066,00875996,TEMPRA DOUBLE STRENGTH CHILDREN'S SYRUP (acetaminophen 160 mg per 5 mL syrup) ENDO OPERATIONS LTD.,"mp_formal_name: ""TEMPRA DOUBLE STRENGTH CHILDREN'S SYRUP (acetaminophen 160 mg per 5 mL syrup) P̲A̲L̲A̲D̲I̲N̲ ̲P̲H̲A̲R̲M̲A̲ ̲I̲N̲C̲."" -> ""TEMPRA DOUBLE STRENGTH CHILDREN'S SYRUP (acetaminophen 160 mg per 5 mL syrup) E̲N̲D̲O̲ ̲O̲P̲E̲R̲A̲T̲I̲O̲N̲S̲ ̲L̲T̲D̲.""
mp_status_effective_time: ""20230712"" -> ""20241007"""
46803,01900978,REACTINE 20 MG TABLET (cetirizine hydrochloride 20 mg oral tablet) MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC,"Health_Canada_product_name: ""REACTINE 20MG TABLET"" -> ""REACTINE 20 MG TABLET""
mp_formal_name: ""REACTINE 20MG TABLET (cetirizine hydrochloride 20 mg oral tablet) MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC"" -> ""REACTINE 20 ̲MG TABLET (cetirizine hydrochloride 20 mg oral tablet) MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC"""
50227,02230949,ROBAXISAL EXTRA STRENGTH (acetylsalicylic acid 500 mg and methocarbamol 400 mg oral tablet) HALEON CANADA ULC,"mp_formal_name: ""ROBAXISAL EXTRA STRENGTH (acetylsalicylic acid 500 mg and methocarbamol 400 mg oral tablet) G̲L̲A̲X̲O̲S̲M̲I̲T̲H̲K̲L̲I̲N̲E̲ ̲C̲O̲N̲S̲U̲M̲E̲R̲ ̲H̲E̲A̲L̲T̲H̲C̲A̲R̲E̲ ULC"" -> ""ROBAXISAL EXTRA STRENGTH (acetylsalicylic acid 500 mg and methocarbamol 400 mg oral tablet) H̲A̲L̲E̲O̲N̲ ̲C̲A̲N̲A̲D̲A̲ ULC"""
60014,02236728,CHILDREN'S ACETAMINOPHEN SUSPENSION (acetaminophen 160 mg per 5 mL oral suspension) PERRIGO INTERNATIONAL,DELETED
63424,02239924,GLUCONORM 0.5MG (repaglinide 0.5 mg oral tablet) NOVO NORDISK CANADA INC,DELETED
