drug_code,mp_code,mp_fr_description,ntp_fr_description,tm_fr_description,changes
96331,02473801,JAMP FOSFOMYCIN (fosfomycine (trométhamine de fosfomycine) 3 g par sachet poudre pour solution orale) JAMP PHARMA CORPORATION,fosfomycine (trométhamine de fosfomycine) 3 g par sachet poudre pour solution orale,fosfomycine,"mp_fr_description: ""JAMP-̲FOSFOMYCIN (fosfomycine (trométhamine de fosfomycine) 3 g par sachet poudre pour solution orale) JAMP PHARMA CORPORATION"" -> ""JAMP ̲FOSFOMYCIN (fosfomycine (trométhamine de fosfomycine) 3 g par sachet poudre pour solution orale) JAMP PHARMA CORPORATION"""
97449,02484153,"FULPHILA (filgrastim (pegfilgastrim) 6 mg par 0,6 mL solution injectable seringue) BIOCON BIOLOGICS CANADA INC","filgrastim (pegfilgastrim) 6 mg par 0,6 mL solution injectable seringue",filgrastim (pegfilgastrim),"mp_fr_description: ""FULPHILA (filgrastim (pegfilgastrim) 6 mg par 0,6 mL solution injectable seringue) BIOS̲I̲M̲I̲L̲A̲R̲ ̲C̲O̲L̲L̲A̲B̲O̲R̲A̲T̲I̲O̲N̲S̲ ̲I̲R̲E̲L̲A̲N̲D̲ ̲L̲I̲M̲I̲T̲E̲D̲"" -> ""FULPHILA (filgrastim (pegfilgastrim) 6 mg par 0,6 mL solution injectable seringue) BIOC̲O̲N̲ ̲B̲I̲O̲L̲O̲G̲I̲C̲S̲ ̲C̲A̲N̲A̲D̲A̲ ̲I̲N̲C̲"""
101132,02522179,ABEVMY (bévacizumab 100 mg par 4 mL solution injectable fiole) BIOCON BIOLOGICS CANADA INC,bévacizumab 100 mg par 4 mL solution injectable fiole,bévacizumab,"mp_fr_description: ""ABEVMY (bévacizumab 100 mg par 4 mL solution injectable fiole) BIOS̲I̲M̲I̲L̲A̲R̲ ̲C̲O̲L̲L̲A̲B̲O̲R̲A̲T̲I̲O̲N̲S̲ ̲I̲R̲E̲L̲A̲N̲D̲ ̲L̲I̲M̲I̲T̲E̲D̲"" -> ""ABEVMY (bévacizumab 100 mg par 4 mL solution injectable fiole) BIOC̲O̲N̲ ̲B̲I̲O̲L̲O̲G̲I̲C̲S̲ ̲C̲A̲N̲A̲D̲A̲ ̲I̲N̲C̲"""
81686,02331144,JAMP RAMIPRIL (ramipril 10 mg capsule orale) JAMP PHARMA CORPORATION,ramipril 10 mg capsule orale,ramipril,"mp_fr_description: ""JAMP-̲RAMIPRIL (ramipril 10 mg capsule orale) JAMP PHARMA CORPORATION"" -> ""JAMP ̲RAMIPRIL (ramipril 10 mg capsule orale) JAMP PHARMA CORPORATION"""
106943,02566974,JAMP SUMATRIPTAN / NAPROXEN SODIUM (naproxène sodique 500 mg et sumatriptan (succinate de sumatriptan) 85 mg comprimé oral) JAMP PHARMA CORPORATION,naproxène sodique 500 mg et sumatriptan (succinate de sumatriptan) 85 mg comprimé oral,naproxène et sumatriptan,ADDED
106711,02564416,"EVERYDAY CLEAN DANDRUFF SHAMPOO (pyrithione zincique 1 % shampoing) CONSUMER PRODUCT PARTNERS, LLC",pyrithione zincique 1 % shampoing,pyrithione zincique,ADDED
106422,02561239,NB-LANSOPRAZOLE (lansoprazole 15 mg capsule gastrorésistante) NB PHARMA INC.,lansoprazole 15 mg capsule gastrorésistante,lansoprazole,ADDED
80246,02316978,GALANTAMINE ER (galantamine (bromhydrate de galantamine) 24 mg capsule orale à libération prolongée) ESSENTIAL PHARMA SWITZERLAND GMBH,galantamine (bromhydrate de galantamine) 24 mg capsule orale à libération prolongée,galantamine,"mp_fr_description: ""P̲A̲T̲-̲GALANTAMINE ER (galantamine (bromhydrate de galantamine) 24 mg capsule orale à libération prolongée) J̲A̲N̲S̲S̲E̲N̲ ̲I̲N̲C̲"" -> ""GALANTAMINE ER (galantamine (bromhydrate de galantamine) 24 mg capsule orale à libération prolongée) E̲S̲S̲E̲N̲T̲I̲A̲L̲ ̲P̲H̲A̲R̲M̲A̲ ̲S̲W̲I̲T̲Z̲E̲R̲L̲A̲N̲D̲ ̲G̲M̲B̲H̲"""
92801,02443376,"KETOROLAC TROMETHAMINE INJECTION, USP (trométhamine de kétorolac 30 mg par 1 mL solution injectable fiole) JUNO PHARMA CANADA INC.",trométhamine de kétorolac 30 mg par 1 mL solution injectable fiole,kétorolac,"mp_fr_description: ""KETOROLAC TROMETHAMINE INJECTION, USP (trométhamine de kétorolac 30 mg par 1 mL solution injectable fiole) JUNO PHARMAC̲E̲U̲T̲I̲C̲A̲L̲S̲ ̲C̲O̲R̲P̲."" -> ""KETOROLAC TROMETHAMINE INJECTION, USP (trométhamine de kétorolac 30 mg par 1 mL solution injectable fiole) JUNO PHARMA ̲C̲A̲N̲A̲D̲A̲ ̲I̲N̲C̲."""
65460,02241795,PROCYTOX (cyclophosphamide 25 mg comprimé oral) BAXTER CORPORATION,cyclophosphamide 25 mg comprimé oral,cyclophosphamide,"mp_fr_description: ""PROCYTOX ̲T̲A̲B̲ ̲2̲5̲M̲G̲ (cyclophosphamide 25 mg comprimé oral) BAXTER CORPORATION"" -> ""PROCYTOX (cyclophosphamide 25 mg comprimé oral) BAXTER CORPORATION"""
65461,02241796,PROCYTOX (cyclophosphamide 50 mg comprimé oral) BAXTER CORPORATION,cyclophosphamide 50 mg comprimé oral,cyclophosphamide,"mp_fr_description: ""PROCYTOX ̲T̲A̲B̲ ̲5̲0̲M̲G̲ (cyclophosphamide 50 mg comprimé oral) BAXTER CORPORATION"" -> ""PROCYTOX (cyclophosphamide 50 mg comprimé oral) BAXTER CORPORATION"""
106587,02563045,"EYDENZELT (aflibercept 2 mg par 0,05 mL solution injectable seringue) CELLTRION INC.","aflibercept 2 mg par 0,05 mL solution injectable seringue",aflibercept,ADDED
101131,02522160,ABEVMY (bévacizumab 400 mg par 16 mL solution injectable fiole) BIOCON BIOLOGICS CANADA INC,bévacizumab 400 mg par 16 mL solution injectable fiole,bévacizumab,"mp_fr_description: ""ABEVMY (bévacizumab 400 mg par 16 mL solution injectable fiole) BIOS̲I̲M̲I̲L̲A̲R̲ ̲C̲O̲L̲L̲A̲B̲O̲R̲A̲T̲I̲O̲N̲S̲ ̲I̲R̲E̲L̲A̲N̲D̲ ̲L̲I̲M̲I̲T̲E̲D̲"" -> ""ABEVMY (bévacizumab 400 mg par 16 mL solution injectable fiole) BIOC̲O̲N̲ ̲B̲I̲O̲L̲O̲G̲I̲C̲S̲ ̲C̲A̲N̲A̲D̲A̲ ̲I̲N̲C̲"""
NA,77700641,"TOBRAMYCIN INJECTION, USP (tobramycine (sulfate de tobramycine) 80 mg par 2 mL solution injectable fiole) FRESENIUS KABI CANADA LTD",tobramycine (sulfate de tobramycine) 80 mg par 2 mL solution injectable fiole,tobramycine,"mp_fr_description: ""TOBRAMYCIN INJECTION (tobramycine (sulfate de tobramycine) 80 mg par 2 mL solution injectable fiole) FRESENIUS KABI CANADA LTD"" -> ""TOBRAMYCIN INJECTION,̲ ̲U̲S̲P̲ (tobramycine (sulfate de tobramycine) 80 mg par 2 mL solution injectable fiole) FRESENIUS KABI CANADA LTD"""
104180,02552833,PRO-SITAGLIPTIN-METFORMIN (chlorhydrate de metformine 1000 mg et sitagliptine (phosphate de sitagliptine monohydraté) 50 mg comprimé oral) PRO DOC LIMITEE,chlorhydrate de metformine 1000 mg et sitagliptine (phosphate de sitagliptine) 50 mg comprimé oral,metformine et sitagliptine,ADDED
106535,02562472,APO-DASATINIB TABLETS (dasatinib (monohydrate de dasatinib) 50 mg comprimé oral) APOTEX INC,dasatinib 50 mg comprimé oral,dasatinib,ADDED
106504,02562146,"MUCINEX ALL IN ONE COLD, FLU & FEVER (acétaminophène 325 mg et bromhydrate de dextrométhorphane 10 mg comprimé oral) RECKITT BENCKISER (CANADA) INC",acétaminophène 325 mg et bromhydrate de dextrométhorphane 10 mg comprimé oral,acétaminophène et dextrométhorphane,ADDED
104233,02553392,PRO-SITAGLIPTIN (sitagliptine (phosphate de sitagliptine monohydraté) 100 mg comprimé oral) PRO DOC LIMITEE,sitagliptine (phosphate de sitagliptine) 100 mg comprimé oral,sitagliptine,ADDED
106537,02562499,APO-DASATINIB TABLETS (dasatinib (monohydrate de dasatinib) 80 mg comprimé oral) APOTEX INC,dasatinib 80 mg comprimé oral,dasatinib,ADDED
