drug_code,mp_code,mp_formal_name,mp_fr_description,changes
104231,02553376,PRO-SITAGLIPTIN (sitagliptin (sitagliptin phosphate monohydrate) 25 mg oral tablet) PRO DOC LIMITEE,PRO-SITAGLIPTIN (sitagliptine (phosphate de sitagliptine monohydraté) 25 mg comprimé oral) PRO DOC LIMITEE,ADDED
93376,02448076,HELLO EXTRA MINTY (cetylpyridinium chloride 0.075 % mouthwash) COLGATE-PALMOLIVE CANADA INC,"HELLO EXTRA MINTY (chlorure de cétylpyridinium 0,075 % solution pour bain de bouche) COLGATE-PALMOLIVE CANADA INC",ADDED
104477,02556057,HEMLIBRA (emicizumab 300 mg per 2 mL solution for injection vial) HOFFMANN-LA ROCHE LIMITED,HEMLIBRA (émicizumab 300 mg par 2 mL solution injectable fiole) HOFFMANN-LA ROCHE LIMITED,ADDED
12419,01926306,PANECTYL (trimeprazine (trimeprazine tartrate) 2.5 mg oral tablet) SEARCHLIGHT PHARMA INC,"PANECTYL (triméprazine (tartrate de triméprazine) 2,5 mg comprimé oral) SEARCHLIGHT PHARMA INC","mp_status: ""ACTIVE"" -> ""INACTIVE""
mp_status_effective_time: ""19591231"" -> ""20260731"""
85354,02368560,JAMP-MIRTAZAPINE (mirtazapine 15 mg oral tablet) JAMP PHARMA CORPORATION,JAMP-MIRTAZAPINE (mirtazapine 15 mg comprimé oral) JAMP PHARMA CORPORATION,"mp_status_effective_time: ""20170807"" -> ""20260812"""
103989,02551152,JAMP DIVALPROEX (valproic acid (divalproex sodium) 250 mg gastro-resistant tablet) JAMP PHARMA CORPORATION,JAMP DIVALPROEX (acide valproïque (divalproex sodique) 250 mg comprimé gastrorésistant) JAMP PHARMA CORPORATION,ADDED
100235,02513110,JAMP ATAZANAVIR (atazanavir (atazanavir sulfate) 200 mg oral capsule) JAMP PHARMA CORPORATION,JAMP ATAZANAVIR (atazanavir (sulfate d'atazanavir) 200 mg capsule orale) JAMP PHARMA CORPORATION,"mp_status: ""ACTIVE"" -> ""INACTIVE""
mp_status_effective_time: ""20230126"" -> ""20260803"""
65460,02241795,PROCYTOX (cyclophosphamide 25 mg oral tablet) BAXTER CORPORATION,PROCYTOX (cyclophosphamide 25 mg comprimé oral) BAXTER CORPORATION,"Health_Canada_product_name: ""PROCYTOX TAB 25MG"" -> ""PROCYTOX""
mp_formal_name: ""PROCYTOX ̲T̲A̲B̲ ̲2̲5̲M̲G̲ (cyclophosphamide 25 mg oral tablet) BAXTER CORPORATION"" -> ""PROCYTOX (cyclophosphamide 25 mg oral tablet) BAXTER CORPORATION""
mp_fr_description: ""PROCYTOX ̲T̲A̲B̲ ̲2̲5̲M̲G̲ (cyclophosphamide 25 mg comprimé oral) BAXTER CORPORATION"" -> ""PROCYTOX (cyclophosphamide 25 mg comprimé oral) BAXTER CORPORATION"""
47738,02229682,"SUCRETS FOR KIDS (dyclonine hydrochloride 1.2 mg lozenge) INSIGHT PHARMACEUTICALS, LLC","SUCRETS FOR KIDS (chlorhydrate de dyclonine 1,2 mg pastille) INSIGHT PHARMACEUTICALS, LLC","mp_status_effective_time: ""20190703"" -> ""20260811"""
106117,02557886,JAMP CLINDAMYCIN CAPSULES (clindamycin (clindamycin hydrochloride) 300 mg oral capsule) JAMP PHARMA CORPORATION,JAMP CLINDAMYCIN CAPSULES (clindamycine (chlorhydrate de clindamycine) 300 mg capsule orale) JAMP PHARMA CORPORATION,ADDED
