drug_code,mp_code,mp_fr_description,ntp_fr_description,tm_fr_description,changes
20309,02152592,PRO-BACLOFEN (baclofène 20 mg comprimé oral) PRO DOC LIMITEE,baclofène 20 mg comprimé oral,baclofène,"mp_fr_description: ""BACLOFEN-̲2̲0̲ (baclofène 20 mg comprimé oral) PRO DOC LIMITEE"" -> ""P̲R̲O̲-̲BACLOFEN (baclofène 20 mg comprimé oral) PRO DOC LIMITEE"""
35700,02193221,THIAMIJECT INJECTION - LIQ IM IV 100MG/ML (chlorhydrate de thiamine 1000 mg par 10 mL solution injectable fiole) OMEGA LABORATORIES LIMITED,chlorhydrate de thiamine 1000 mg par 10 mL solution injectable fiole,thiamine,"mp_fr_description: ""THIAMIJECT INJECTION ̲ - LIQ IM IV 100MG/ML (chlorhydrate de thiamine 1000 mg par 10 mL solution injectable fiole) OMEGA LABORATORIES LIMITED"" -> ""THIAMIJECT INJECTION - LIQ IM IV 100MG/ML (chlorhydrate de thiamine 1000 mg par 10 mL solution injectable fiole) OMEGA LABORATORIES LIMITED"""
43126,02213672,FLONASE - AEM-SUS NAS 50MCG/MD (propionate de fluticasone 50 mcg par actionnement vaporisation nasale) GLAXOSMITHKLINE INC,propionate de fluticasone 50 mcg par actionnement vaporisation nasale,fluticasone,"mp_fr_description: ""FLONASE - AEM-SUS NAS ̲ 50MCG/MD (propionate de fluticasone 50 mcg par actionnement vaporisation nasale) GLAXOSMITHKLINE INC"" -> ""FLONASE - AEM-SUS NAS 50MCG/MD (propionate de fluticasone 50 mcg par actionnement vaporisation nasale) GLAXOSMITHKLINE INC"""
43291,02220636,OXYBUTYNINE-5 - TAB 5MG (chlorure d'oxybutynine 5 mg comprimé oral) PRO DOC LIMITEE,chlorure d'oxybutynine 5 mg comprimé oral,oxybutynine,"mp_fr_description: ""OXYBUTYNINE-5  ̲- ̲ TAB 5MG (chlorure d'oxybutynine 5 mg comprimé oral) PRO DOC LIMITEE"" -> ""OXYBUTYNINE-5 - TAB 5MG (chlorure d'oxybutynine 5 mg comprimé oral) PRO DOC LIMITEE"""
43292,02220644,PRO-CYCLOBENZAPRINE (chlorhydrate de cyclobenzaprine 10 mg comprimé oral) PRO DOC LIMITEE,chlorhydrate de cyclobenzaprine 10 mg comprimé oral,cyclobenzaprine,"mp_fr_description: ""CYCLOBENZAPRINE ̲-̲ ̲1̲0̲ (chlorhydrate de cyclobenzaprine 10 mg comprimé oral) PRO DOC LIMITEE"" -> ""P̲R̲O̲-̲CYCLOBENZAPRINE (chlorhydrate de cyclobenzaprine 10 mg comprimé oral) PRO DOC LIMITEE"""
47872,02229705,HUMALOG (CARTRIDGE) (insuline lispro 100 unité par mL solution injectable 3 mL cartouche) ELI LILLY CANADA INC,insuline lispro 100 unité par mL solution injectable 3 mL cartouche,insuline lispro,"mp_fr_description: ""HUMALOG ̲ (CARTRIDGE) (insuline lispro 100 unité par mL solution injectable 3 mL cartouche) ELI LILLY CANADA INC"" -> ""HUMALOG (CARTRIDGE) (insuline lispro 100 unité par mL solution injectable 3 mL cartouche) ELI LILLY CANADA INC"""
48901,02230203,"PMS-CAPTOPRIL - TAB 12.5MG (captopril 12,5 mg comprimé oral) PHARMASCIENCE INC","captopril 12,5 mg comprimé oral",captopril,"mp_fr_description: ""PMS-CAPTOPRIL - TAB ̲ 12.5MG (captopril 12,5 mg comprimé oral) PHARMASCIENCE INC"" -> ""PMS-CAPTOPRIL - TAB 12.5MG (captopril 12,5 mg comprimé oral) PHARMASCIENCE INC"""
48902,02230204,PMS-CAPTOPRIL - TAB 25MG (captopril 25 mg comprimé oral) PHARMASCIENCE INC,captopril 25 mg comprimé oral,captopril,"mp_fr_description: ""PMS-CAPTOPRIL - TAB ̲ 25MG (captopril 25 mg comprimé oral) PHARMASCIENCE INC"" -> ""PMS-CAPTOPRIL - TAB 25MG (captopril 25 mg comprimé oral) PHARMASCIENCE INC"""
48903,02230205,PMS-CAPTOPRIL - TAB 50MG (captopril 50 mg comprimé oral) PHARMASCIENCE INC,captopril 50 mg comprimé oral,captopril,"mp_fr_description: ""PMS-CAPTOPRIL - TAB ̲ 50MG (captopril 50 mg comprimé oral) PHARMASCIENCE INC"" -> ""PMS-CAPTOPRIL - TAB 50MG (captopril 50 mg comprimé oral) PHARMASCIENCE INC"""
49064,02230304,MICATIN POWDER SPRAY   - UNSCENTED 2% (nitrate de miconazole 2 % vaporisation cutanée) WELLSPRING PHARMACEUTICAL CANADA CORP,nitrate de miconazole 2 % vaporisation cutanée,miconazole,"mp_fr_description: ""MICATIN POWDER SPRAY ̲ ̲   - UNSCENTED 2% (nitrate de miconazole 2 % vaporisation cutanée) WELLSPRING PHARMACEUTICAL CANADA CORP"" -> ""MICATIN POWDER SPRAY   - UNSCENTED 2% (nitrate de miconazole 2 % vaporisation cutanée) WELLSPRING PHARMACEUTICAL CANADA CORP"""
63832,02240294,HUMALOG MIX 25 (CARTRIDGE) (insuline lispro 25 unité par mL et insuline lispro protamine 75 unité par mL suspension injectable 3 mL cartouche) ELI LILLY CANADA INC,insuline lispro 25 unité par mL et insuline lispro protamine 75 unité par mL suspension injectable 3 mL cartouche,insuline lispro et insuline lispro protamine,"mp_fr_description: ""HUMALOG MIX 25 ̲ (CARTRIDGE) (insuline lispro 25 unité par mL et insuline lispro protamine 75 unité par mL suspension injectable 3 mL cartouche) ELI LILLY CANADA INC"" -> ""HUMALOG MIX 25 (CARTRIDGE) (insuline lispro 25 unité par mL et insuline lispro protamine 75 unité par mL suspension injectable 3 mL cartouche) ELI LILLY CANADA INC"""
63835,02240297,HUMALOG MIX 50 (CARTRIDGE) (insuline lispro 50 unité par mL et insuline lispro protamine 50 unité par mL suspension injectable 3 mL cartouche) ELI LILLY CANADA INC,insuline lispro 50 unité par mL et insuline lispro protamine 50 unité par mL suspension injectable 3 mL cartouche,insuline lispro et insuline lispro protamine,"mp_fr_description: ""HUMALOG MIX 50 ̲ (CARTRIDGE) (insuline lispro 50 unité par mL et insuline lispro protamine 50 unité par mL suspension injectable 3 mL cartouche) ELI LILLY CANADA INC"" -> ""HUMALOG MIX 50 (CARTRIDGE) (insuline lispro 50 unité par mL et insuline lispro protamine 50 unité par mL suspension injectable 3 mL cartouche) ELI LILLY CANADA INC"""
65432,02241769,ADVIL LIQUI-GELS (ibuprofène 200 mg capsule orale) HALEON CANADA ULC,ibuprofène 200 mg capsule orale,ibuprofène,"mp_fr_description: ""ADVIL LIQUI-GELS (ibuprofène 200 mg capsule orale) G̲L̲A̲X̲O̲S̲M̲I̲T̲H̲K̲L̲I̲N̲E̲ ̲C̲O̲N̲S̲U̲M̲E̲R̲ ̲H̲E̲A̲L̲T̲H̲C̲A̲R̲E̲ ULC"" -> ""ADVIL LIQUI-GELS (ibuprofène 200 mg capsule orale) H̲A̲L̲E̲O̲N̲ ̲C̲A̲N̲A̲D̲A̲ ULC"""
65673,02242003,"DEMEROL 50 MG/ML  (SINGLE USE, PRESERVATIVE FREE) (chlorhydrate de mépéridine 50 mg par 1 mL solution injectable ampoule) HOSPIRA HEALTHCARE ULC",chlorhydrate de mépéridine 50 mg par 1 mL solution injectable ampoule,mépéridine,"mp_fr_description: ""DEMEROL 50 MG/ML ̲  (SINGLE USE, PRESERVATIVE FREE) (chlorhydrate de mépéridine 50 mg par 1 mL solution injectable ampoule) HOSPIRA HEALTHCARE ULC"" -> ""DEMEROL 50 MG/ML  (SINGLE USE, PRESERVATIVE FREE) (chlorhydrate de mépéridine 50 mg par 1 mL solution injectable ampoule) HOSPIRA HEALTHCARE ULC"""
67763,02243824,PRO-PRAVASTATIN (pravastatine sodique 10 mg comprimé oral) PRO DOC LIMITEE,pravastatine sodique 10 mg comprimé oral,pravastatine,"mp_fr_description: ""PRAVASTATIN-̲1̲0̲ (pravastatine sodique 10 mg comprimé oral) PRO DOC LIMITEE"" -> ""P̲R̲O̲-̲PRAVASTATIN (pravastatine sodique 10 mg comprimé oral) PRO DOC LIMITEE"""
67764,02243825,PRO-PRAVASTATIN (pravastatine sodique 20 mg comprimé oral) PRO DOC LIMITEE,pravastatine sodique 20 mg comprimé oral,pravastatine,"mp_fr_description: ""PRAVASTATIN-̲2̲0̲ (pravastatine sodique 20 mg comprimé oral) PRO DOC LIMITEE"" -> ""P̲R̲O̲-̲PRAVASTATIN (pravastatine sodique 20 mg comprimé oral) PRO DOC LIMITEE"""
67765,02243826,PRO-PRAVASTATIN (pravastatine sodique 40 mg comprimé oral) PRO DOC LIMITEE,pravastatine sodique 40 mg comprimé oral,pravastatine,"mp_fr_description: ""PRAVASTATIN-̲4̲0̲ (pravastatine sodique 40 mg comprimé oral) PRO DOC LIMITEE"" -> ""P̲R̲O̲-̲PRAVASTATIN (pravastatine sodique 40 mg comprimé oral) PRO DOC LIMITEE"""
68257,02244290,METADOL-D (chlorhydrate de méthadone 10 mg par mL solution orale) ENDO OPERATIONS LTD.,chlorhydrate de méthadone 10 mg par mL solution orale,méthadone,"mp_fr_description: ""METADOL-D (chlorhydrate de méthadone 10 mg par mL solution orale) P̲A̲L̲A̲D̲I̲N̲ ̲P̲H̲A̲R̲M̲A̲ ̲I̲N̲C̲."" -> ""METADOL-D (chlorhydrate de méthadone 10 mg par mL solution orale) E̲N̲D̲O̲ ̲O̲P̲E̲R̲A̲T̲I̲O̲N̲S̲ ̲L̲T̲D̲."""
71619,02247374,METADOL-D (chlorhydrate de méthadone 1 mg par mL solution orale) ENDO OPERATIONS LTD.,chlorhydrate de méthadone 1 mg par mL solution orale,méthadone,"mp_fr_description: ""METADOL-D (chlorhydrate de méthadone 1 mg par mL solution orale) P̲A̲L̲A̲D̲I̲N̲ ̲P̲H̲A̲R̲M̲A̲ ̲I̲N̲C̲."" -> ""METADOL-D (chlorhydrate de méthadone 1 mg par mL solution orale) E̲N̲D̲O̲ ̲O̲P̲E̲R̲A̲T̲I̲O̲N̲S̲ ̲L̲T̲D̲."""
72016,02247735,FAMOTIDINE OMEGA -(WITHOUT PRESERVATIVE) (famotidine 20 mg par 2 mL solution injectable fiole) OMEGA LABORATORIES LIMITED,famotidine 20 mg par 2 mL solution injectable fiole,famotidine,"mp_fr_description: ""FAMOTIDINE OMEGA ̲ -(WITHOUT PRESERVATIVE) (famotidine 20 mg par 2 mL solution injectable fiole) OMEGA LABORATORIES LIMITED"" -> ""FAMOTIDINE OMEGA -(WITHOUT PRESERVATIVE) (famotidine 20 mg par 2 mL solution injectable fiole) OMEGA LABORATORIES LIMITED"""
72567,02248231,ADVIL EXTRA STRENGTH LIQUI-GELS (ibuprofène 400 mg capsule orale) HALEON CANADA ULC,ibuprofène 400 mg capsule orale,ibuprofène,"mp_fr_description: ""ADVIL EXTRA STRENGTH LIQUI-GELS (ibuprofène 400 mg capsule orale) G̲L̲A̲X̲O̲S̲M̲I̲T̲H̲K̲L̲I̲N̲E̲ ̲C̲O̲N̲S̲U̲M̲E̲R̲ ̲H̲E̲A̲L̲T̲H̲C̲A̲R̲E̲ ULC"" -> ""ADVIL EXTRA STRENGTH LIQUI-GELS (ibuprofène 400 mg capsule orale) H̲A̲L̲E̲O̲N̲ ̲C̲A̲N̲A̲D̲A̲ ULC"""
74862,02263238,CIPRALEX  -10MG (escitalopram (oxalate d'escitalopram) 10 mg comprimé oral) LUNDBECK CANADA INC,escitalopram (oxalate d'escitalopram) 10 mg comprimé oral,escitalopram,"mp_fr_description: ""CIPRALEX ̲  -10MG (escitalopram (oxalate d'escitalopram) 10 mg comprimé oral) LUNDBECK CANADA INC"" -> ""CIPRALEX  -10MG (escitalopram (oxalate d'escitalopram) 10 mg comprimé oral) LUNDBECK CANADA INC"""
74864,02263254,CIPRALEX  -20MG (escitalopram (oxalate d'escitalopram) 20 mg comprimé oral) LUNDBECK CANADA INC,escitalopram (oxalate d'escitalopram) 20 mg comprimé oral,escitalopram,"mp_fr_description: ""CIPRALEX ̲  -20MG (escitalopram (oxalate d'escitalopram) 20 mg comprimé oral) LUNDBECK CANADA INC"" -> ""CIPRALEX  -20MG (escitalopram (oxalate d'escitalopram) 20 mg comprimé oral) LUNDBECK CANADA INC"""
75367,02268272,XYREM (oxybate de sodium 500 mg par mL solution orale) JAZZ PHARMACEUTICALS IRELAND LIMITED,oxybate de sodium 500 mg par mL solution orale,oxybate de sodium,"tm_code: ""8002530"" -> ""8001940""
tm_code: ""8002530"" -> ""8002542""
tm_fr_description: ""oxybate"" -> ""oxybate ̲d̲e̲ ̲s̲o̲d̲i̲u̲m̲""
tm_fr_description: ""oxybate"" -> ""oxybate ̲d̲e̲ ̲s̲o̲d̲i̲u̲m̲"""
75829,02272792,"NYQUIL COLD & FLU LIQUICAPS (acétaminophène 325 mg et bromhydrate de dextrométhorphane 15 mg et succinate de doxylamine 6,25 mg capsule orale) PROCTER & GAMBLE INC","acétaminophène 325 mg et bromhydrate de dextrométhorphane 15 mg et succinate de doxylamine 6,25 mg capsule orale",acétaminophène et dextrométhorphane et doxylamine,"mp_fr_description: ""V̲I̲C̲K̲S̲ ̲N̲Y̲Q̲U̲I̲L̲ ̲L̲I̲Q̲U̲I̲C̲A̲P̲S̲ ̲C̲O̲L̲D̲ ̲&̲ ̲F̲L̲U̲ ̲M̲U̲L̲T̲I̲-̲S̲Y̲M̲P̲T̲O̲M̲ ̲R̲E̲L̲I̲E̲F̲ (acétaminophène 325 mg et bromhydrate de dextrométhorphane 15 mg et succinate de doxylamine 6,25 mg capsule orale) PROCTER & GAMBLE INC"" -> ""N̲Y̲Q̲U̲I̲L̲ ̲C̲O̲L̲D̲ ̲&̲ ̲F̲L̲U̲ ̲L̲I̲Q̲U̲I̲C̲A̲P̲S̲ (acétaminophène 325 mg et bromhydrate de dextrométhorphane 15 mg et succinate de doxylamine 6,25 mg capsule orale) PROCTER & GAMBLE INC"""
76502,02279436,ONDANSETRON INJECTION USP   -(WITH PRESERVATIVE) (ondansétron (chlorhydrate d'ondansétron dihydraté) 2 mg par mL solution injectable 20 mL fiole) SANDOZ CANADA INCORPORATED,ondansétron (chlorhydrate d'ondansétron) 2 mg par mL solution injectable 20 mL fiole,ondansétron,"mp_fr_description: ""ONDANSETRON INJECTION USP ̲ ̲   -(WITH PRESERVATIVE) (ondansétron (chlorhydrate d'ondansétron dihydraté) 2 mg par mL solution injectable 20 mL fiole) SANDOZ CANADA INCORPORATED"" -> ""ONDANSETRON INJECTION USP   -(WITH PRESERVATIVE) (ondansétron (chlorhydrate d'ondansétron dihydraté) 2 mg par mL solution injectable 20 mL fiole) SANDOZ CANADA INCORPORATED"""
77957,02294222,MYCAMINE (micafungine sodique 50 mg par fiole poudre pour solution injectable) SANDOZ CANADA INCORPORATED,micafungine sodique 50 mg par fiole poudre pour solution injectable,micafungine,"mp_fr_description: ""MYCAMINE (micafungine sodique 50 mg par fiole poudre pour solution injectable) A̲S̲T̲E̲L̲L̲A̲S̲ ̲P̲H̲A̲R̲M̲A̲ ̲C̲A̲N̲A̲D̲A̲ ̲I̲N̲C̲"" -> ""MYCAMINE (micafungine sodique 50 mg par fiole poudre pour solution injectable) S̲A̲N̲D̲O̲Z̲ ̲C̲A̲N̲A̲D̲A̲ ̲I̲N̲C̲O̲R̲P̲O̲R̲A̲T̲E̲D̲"""
78842,02303094,HEPARIN SODIUM INJECTION USP     (SINGLE USE VIAL-PRESERVATIVE FREE) (héparine sodique 10000 unité par 1 mL solution injectable fiole) SANDOZ CANADA INCORPORATED,héparine sodique 10000 unité par 1 mL solution injectable fiole,héparine,"mp_fr_description: ""HEPARIN SODIUM INJECTION USP ̲ ̲ ̲ ̲     (SINGLE USE VIAL-PRESERVATIVE FREE) (héparine sodique 10000 unité par 1 mL solution injectable fiole) SANDOZ CANADA INCORPORATED"" -> ""HEPARIN SODIUM INJECTION USP     (SINGLE USE VIAL-PRESERVATIVE FREE) (héparine sodique 10000 unité par 1 mL solution injectable fiole) SANDOZ CANADA INCORPORATED"""
79665,02311054,MYCAMINE (micafungine sodique 100 mg par fiole poudre pour solution injectable) SANDOZ CANADA INCORPORATED,micafungine sodique 100 mg par fiole poudre pour solution injectable,micafungine,"mp_fr_description: ""MYCAMINE (micafungine sodique 100 mg par fiole poudre pour solution injectable) A̲S̲T̲E̲L̲L̲A̲S̲ ̲P̲H̲A̲R̲M̲A̲ ̲C̲A̲N̲A̲D̲A̲ ̲I̲N̲C̲"" -> ""MYCAMINE (micafungine sodique 100 mg par fiole poudre pour solution injectable) S̲A̲N̲D̲O̲Z̲ ̲C̲A̲N̲A̲D̲A̲ ̲I̲N̲C̲O̲R̲P̲O̲R̲A̲T̲E̲D̲"""
85113,02366282,PRO-LANSOPRAZOLE (lansoprazole 30 mg capsule gastrorésistante) PRO DOC LIMITEE,lansoprazole 30 mg capsule gastrorésistante,lansoprazole,"mp_fr_description: ""LANSOPRAZOLE (lansoprazole 30 mg capsule gastrorésistante) PRO DOC LIMITEE"" -> ""P̲R̲O̲-̲LANSOPRAZOLE (lansoprazole 30 mg capsule gastrorésistante) PRO DOC LIMITEE"""
87502,02389517,SPC-MONTELUKAST (montélukast (montélukast sodique) 10 mg comprimé oral) SUN PHARMA CANADA INC,montélukast (montélukast sodique) 10 mg comprimé oral,montélukast,"mp_fr_description: ""T̲A̲R̲O̲-MONTELUKAST (montélukast (montélukast sodique) 10 mg comprimé oral) SUN PHARMA CANADA INC"" -> ""S̲P̲C̲-MONTELUKAST (montélukast (montélukast sodique) 10 mg comprimé oral) SUN PHARMA CANADA INC"""
88822,02403412,HUMALOG (KWIKPEN) (insuline lispro 100 unité par mL solution injectable 3 mL stylo) ELI LILLY CANADA INC,insuline lispro 100 unité par mL solution injectable 3 mL stylo,insuline lispro,"mp_fr_description: ""HUMALOG ̲ (KWIKPEN) (insuline lispro 100 unité par mL solution injectable 3 mL stylo) ELI LILLY CANADA INC"" -> ""HUMALOG (KWIKPEN) (insuline lispro 100 unité par mL solution injectable 3 mL stylo) ELI LILLY CANADA INC"""
88823,02403420,HUMALOG MIX 25 (KWIKPEN) (insuline lispro 25 unité par mL et insuline lispro protamine 75 unité par mL suspension injectable 3 mL stylo) ELI LILLY CANADA INC,insuline lispro 25 unité par mL et insuline lispro protamine 75 unité par mL suspension injectable 3 mL stylo,insuline lispro et insuline lispro protamine,"mp_fr_description: ""HUMALOG MIX 25 ̲ (KWIKPEN) (insuline lispro 25 unité par mL et insuline lispro protamine 75 unité par mL suspension injectable 3 mL stylo) ELI LILLY CANADA INC"" -> ""HUMALOG MIX 25 (KWIKPEN) (insuline lispro 25 unité par mL et insuline lispro protamine 75 unité par mL suspension injectable 3 mL stylo) ELI LILLY CANADA INC"""
88824,02403439,HUMALOG MIX 50 (KWIKPEN) (insuline lispro 50 unité par mL et insuline lispro protamine 50 unité par mL suspension injectable 3 mL stylo) ELI LILLY CANADA INC,insuline lispro 50 unité par mL et insuline lispro protamine 50 unité par mL suspension injectable 3 mL stylo,insuline lispro et insuline lispro protamine,"mp_fr_description: ""HUMALOG MIX 50 ̲ (KWIKPEN) (insuline lispro 50 unité par mL et insuline lispro protamine 50 unité par mL suspension injectable 3 mL stylo) ELI LILLY CANADA INC"" -> ""HUMALOG MIX 50 (KWIKPEN) (insuline lispro 50 unité par mL et insuline lispro protamine 50 unité par mL suspension injectable 3 mL stylo) ELI LILLY CANADA INC"""
90021,02415623,ADVIL ARTHRITIS PAIN (ibuprofène 400 mg capsule orale) HALEON CANADA ULC,ibuprofène 400 mg capsule orale,ibuprofène,"mp_fr_description: ""ADVIL ARTHRITIS PAIN (ibuprofène 400 mg capsule orale) G̲L̲A̲X̲O̲S̲M̲I̲T̲H̲K̲L̲I̲N̲E̲ ̲C̲O̲N̲S̲U̲M̲E̲R̲ ̲H̲E̲A̲L̲T̲H̲C̲A̲R̲E̲ ULC"" -> ""ADVIL ARTHRITIS PAIN (ibuprofène 400 mg capsule orale) H̲A̲L̲E̲O̲N̲ ̲C̲A̲N̲A̲D̲A̲ ULC"""
95283,02464705,PROCYSBI (cystéamine (bitartrate de cystéamine) 25 mg capsule gastrorésistante) AMGEN CANADA INC,cystéamine (bitartrate de cystéamine) 25 mg capsule gastrorésistante,cystéamine,"mp_fr_description: ""PROCYSBI (cystéamine (bitartrate de cystéamine) 25 mg capsule gastrorésistante) H̲O̲R̲I̲Z̲O̲N̲ ̲T̲H̲E̲R̲A̲P̲E̲U̲T̲I̲C̲S̲ ̲I̲R̲E̲L̲A̲N̲D̲ ̲D̲A̲C"" -> ""PROCYSBI (cystéamine (bitartrate de cystéamine) 25 mg capsule gastrorésistante) A̲M̲G̲E̲N̲ ̲C̲A̲N̲A̲D̲A̲ ̲I̲N̲C"""
95284,02464713,PROCYSBI (cystéamine (bitartrate de cystéamine) 75 mg capsule gastrorésistante) AMGEN CANADA INC,cystéamine (bitartrate de cystéamine) 75 mg capsule gastrorésistante,cystéamine,"mp_fr_description: ""PROCYSBI (cystéamine (bitartrate de cystéamine) 75 mg capsule gastrorésistante) H̲O̲R̲I̲Z̲O̲N̲ ̲T̲H̲E̲R̲A̲P̲E̲U̲T̲I̲C̲S̲ ̲I̲R̲E̲L̲A̲N̲D̲ ̲D̲A̲C"" -> ""PROCYSBI (cystéamine (bitartrate de cystéamine) 75 mg capsule gastrorésistante) A̲M̲G̲E̲N̲ ̲C̲A̲N̲A̲D̲A̲ ̲I̲N̲C"""
98541,02495503,JAMP NITROFURANTOIN (nitrofurantoïne 50 mg capsule orale) JAMP PHARMA CORPORATION,nitrofurantoïne 50 mg capsule orale,nitrofurantoïne,ADDED
98542,02495511,JAMP NITROFURANTOIN (nitrofurantoïne 100 mg capsule orale) JAMP PHARMA CORPORATION,nitrofurantoïne 100 mg capsule orale,nitrofurantoïne,ADDED
100019,02510944,AG-ESCITALOPRAM TABLETS (escitalopram (oxalate d'escitalopram) 10 mg comprimé oral) ANGITA PHARMA INC.,escitalopram (oxalate d'escitalopram) 10 mg comprimé oral,escitalopram,ADDED
