ntp_code,ntp_formal_name,ntp_fr_description,changes
9015188,inavolisib 3 mg oral tablet,inavolisib 3 mg comprimé oral,ADDED
9004157,adefovir dipivoxil 10 mg oral tablet,adéfovir dipivoxil 10 mg comprimé oral,"ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""20060418"" -> ""20230512"""
9015198,zolbetuximab 100 mg per vial powder for solution for injection,zolbétuximab 100 mg par fiole poudre pour solution injectable,ADDED
9014767,sodium phenylbutyrate 3 g per sachet and ursodoxicoltaurine 1 g per sachet powder for oral suspension,phénylbutyrate sodique 3 g par sachet et ursodoxicoltaurine 1 g par sachet poudre pour suspension orale,"ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""20220729"" -> ""20240923"""
9015185,bimekizumab 320 mg per 2 mL solution for injection syringe,bimékizumab 320 mg par 2 mL solution injectable seringue,ADDED
9015187,carmustine 300 mg per 3 mL solution for injection vial,carmustine 300 mg par 3 mL solution injectable fiole,ADDED
9015183,aripiprazole 720 mg per 2.4 mL prolonged-release suspension for injection syringe,"aripiprazole 720 mg par 2,4 mL suspension injectable à libération prolongée seringue",ADDED
9015194,talquetamab 40 mg per 1 mL solution for injection vial,talquétamab 40 mg par 1 mL solution injectable fiole,ADDED
9012808,fluorometholone acetate 0.1 % ophthalmic drops,"acétate de fluorométholone 0,1 % gouttes ophtalmiques","ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""19871231"" -> ""20250320"""
9015190,iptacopan (iptacopan hydrochloride) 200 mg oral capsule,iptacopan (chlorhydrate d'iptacopan) 200 mg capsule orale,ADDED
9015182,aflibercept 8 mg per 0.07 mL solution for injection syringe,"aflibercept 8 mg par 0,07 mL solution injectable seringue",ADDED
9015189,inavolisib 9 mg oral tablet,inavolisib 9 mg comprimé oral,ADDED
9015193,talquetamab 3 mg per 1.5 mL solution for injection vial,"talquétamab 3 mg par 1,5 mL solution injectable fiole",ADDED
9015192,meropenem 500 mg powder for solution for injection with diluent solution per bag,méropénem 500 mg poudre pour solution injectable avec solution diluante par sac,ADDED
9015191,meropenem 1 g powder for solution for injection with diluent solution per bag,méropénem 1 g poudre pour solution injectable avec solution diluante par sac,ADDED
9015195,zilucoplan (zilucoplan sodium) 16.6 mg per 0.416 mL solution for injection syringe,"zilucoplan (zilucoplan sodique) 16,6 mg par 0,416 mL solution injectable seringue",ADDED
9015186,carmustine 100 mg per 1 mL solution for injection vial,carmustine 100 mg par 1 mL solution injectable fiole,ADDED
9015184,aripiprazole 960 mg per 3.2 mL prolonged-release suspension for injection syringe,"aripiprazole 960 mg par 3,2 mL suspension injectable à libération prolongée seringue",ADDED
9014629,pralsetinib 100 mg oral capsule,pralsétinib 100 mg capsule orale,"ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""20211112"" -> ""20250226"""
9012991,heparin sodium 10000 unit per mL solution for injection 50 mL vial,héparine sodique 10000 unité par mL solution injectable 50 mL fiole,"ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""20080519"" -> ""20250404"""
9015197,zilucoplan (zilucoplan sodium) 32.4 mg per 0.81 mL solution for injection syringe,"zilucoplan (zilucoplan sodique) 32,4 mg par 0,81 mL solution injectable seringue",ADDED
9015196,zilucoplan (zilucoplan sodium) 23 mg per 0.574 mL solution for injection syringe,"zilucoplan (zilucoplan sodique) 23 mg par 0,574 mL solution injectable seringue",ADDED
