tm_code,tm_formal_name,changes
8002114,collagenase clostridium histolyticum,"tm_status_effective_time: ""20240222"" -> ""20260128"""
8000047,colchicine,"tm_status_effective_time: ""19741231"" -> ""19821231"""
8001293,nadroparin,"tm_status_effective_time: ""20240723"" -> ""20251008"""
