drug_code,current_status,current_history_date,previous_status,previous_history_date,drug_identification_number
"10490","MARKETED","2025-08-01","DORMANT","2019-07-22","00765236"
"66737","MARKETED","2025-06-09","APPROVED","2025-06-09","02242905"
"85059","MARKETED","2025-09-10","APPROVED","2024-05-10","02365707"
"85079","MARKETED","2025-09-10","APPROVED","2024-05-10","02365936"
"89839","MARKETED","2024-06-04","DORMANT","2022-06-13","02413760"
"93092","MARKETED","2025-09-10","APPROVED","2025-02-13","02445646"
"98866","MARKETED","2025-08-28","DORMANT","2024-07-31","02498944"
"101000","MARKETED","2025-08-11","APPROVED","2021-09-29","02520850"
"101513","MARKETED","2025-08-30","APPROVED","2025-02-24","02526042"
"101890","MARKETED","2025-09-17","APPROVED","2022-08-10","02529653"
"102450","MARKETED","2025-09-10","APPROVED","2025-05-02","02535653"
"102451","MARKETED","2025-09-10","APPROVED","2025-05-02","02535661"
"102452","MARKETED","2025-09-03","APPROVED","2025-05-02","02535688"
"103059","MARKETED","2025-09-08","APPROVED","2023-10-04","02541998"
"103219","MARKETED","2025-08-21","APPROVED","2023-12-12","02543745"
"103303","MARKETED","2025-09-12","APPROVED","2024-01-11","02544482"
"103304","MARKETED","2025-09-12","APPROVED","2024-01-11","02544490"
"103817","MARKETED","2025-08-28","APPROVED","2024-06-28","02549301"
"103880","MARKETED","2025-09-18","APPROVED","2024-07-18","02549999"
"103881","MARKETED","2025-09-18","APPROVED","2024-07-18","02550008"
"103903","MARKETED","2025-08-26","APPROVED","2024-08-27","02550199"
"103942","MARKETED","2025-09-03","APPROVED","2025-07-08","02550636"
"104042","MARKETED","2025-08-27","APPROVED","2024-09-16","02551691"
"104044","MARKETED","2025-08-27","APPROVED","2024-09-16","02551705"
"104056","MARKETED","2025-09-23","APPROVED","2024-09-18","02551845"
"104057","MARKETED","2025-09-23","APPROVED","2024-09-18","02551853"
"104073","MARKETED","2025-09-03","APPROVED","2024-09-24","02552035"
"104184","MARKETED","2025-09-25","APPROVED","2024-11-06","02552868"
"104186","MARKETED","2025-09-25","APPROVED","2024-11-06","02552884"
"104261","MARKETED","2025-09-10","APPROVED","2024-12-03","02553708"
"104284","MARKETED","2025-09-09","APPROVED","2024-12-18","02553945"
"104363","MARKETED","2025-09-03","APPROVED","2025-01-29","02554801"
"104373","MARKETED","2025-08-29","APPROVED","2025-01-24","02554909"
"104375","MARKETED","2025-08-29","APPROVED","2025-01-24","02554933"
"104442","MARKETED","2025-09-11","APPROVED","2025-03-04","02555670"
"104480","MARKETED","2025-09-05","APPROVED","2025-03-31","02556081"
"104481","MARKETED","2025-08-17","APPROVED","2025-03-06","02556103"
"104482","MARKETED","2025-08-17","APPROVED","2025-03-06","02556111"
"104520","MARKETED","2025-08-25","APPROVED","2025-03-26","02556510"
"104522","MARKETED","2025-09-16","APPROVED","2025-03-24","02556537"
"104523","MARKETED","2025-09-16","APPROVED","2025-03-24","02556545"
"106107","MARKETED","2025-08-25","APPROVED","2025-06-06","02557770"
"106166","MARKETED","2025-08-14","APPROVED","2025-06-17","02558416"
"106186","MARKETED","2025-09-18","APPROVED","2025-06-20","02558629"
"106280","MARKETED","2025-07-31","APPROVED","2025-07-21","02559676"
"106281","MARKETED","2025-07-31","APPROVED","2025-07-21","02559684"
"106312","MARKETED","2025-09-08","APPROVED","2025-08-11","02560038"
"106313","MARKETED","2025-09-08","APPROVED","2025-08-11","02560046"
"106374","MARKETED","2025-08-28","APPROVED","2025-08-25","02560704"
"869","CANCELLED POST MARKET","2025-07-30","DORMANT","2017-07-26","00109991"
"2792","CANCELLED POST MARKET","2025-07-04","DORMANT","2017-08-03","00386715"
"2793","CANCELLED POST MARKET","2025-07-04","DORMANT","2017-08-03","00194727"
"3039","CANCELLED (UNRETURNED ANNUAL)","2025-09-16","DORMANT","2020-06-03","00388246"
"3040","CANCELLED (UNRETURNED ANNUAL)","2025-09-16","DORMANT","2022-10-14","00388254"
"3276","CANCELLED POST MARKET","2025-07-30","DORMANT","2017-07-26","00443786"
"5544","CANCELLED (UNRETURNED ANNUAL)","2025-09-16","DORMANT","2022-10-14","00613436"
"6523","CANCELLED (UNRETURNED ANNUAL)","2025-09-16","DORMANT","2022-10-14","00679526"
"7151","CANCELLED POST MARKET","2025-04-17","DORMANT","2017-08-04","00713325"
"7318","CANCELLED POST MARKET","2025-07-04","DORMANT","2017-08-03","00646296"
"7319","CANCELLED POST MARKET","2025-07-04","DORMANT","2017-08-03","00646318"
"7425","CANCELLED POST MARKET","2025-09-05","MARKETED","2017-09-07","00649074"
"8566","CANCELLED POST MARKET","2025-04-07","DORMANT","2019-09-01","00741817"
"9910","CANCELLED POST MARKET","2025-07-04","MARKETED","2021-04-29","00783137"
"10535","CANCELLED POST MARKET","2025-04-17","DORMANT","2017-08-04","00846465"
"10575","CANCELLED POST MARKET","2025-07-04","DORMANT","2020-01-15","00848417"
"10834","CANCELLED POST MARKET","2025-07-04","DORMANT","2017-08-03","00720941"
"10878","CANCELLED POST MARKET","2025-07-04","DORMANT","2018-04-05","00880140"
"10975","CANCELLED POST MARKET","2025-07-04","DORMANT","2022-07-29","00765104"
"10977","CANCELLED POST MARKET","2025-07-04","DORMANT","2018-10-20","00811874"
"12408","CANCELLED POST MARKET","2025-07-30","DORMANT","2017-07-26","01914243"
"14566","CANCELLED POST MARKET","2025-07-04","DORMANT","2018-04-08","02017237"
"16521","CANCELLED POST MARKET","2025-04-17","DORMANT","2017-08-04","02046741"
"16523","CANCELLED POST MARKET","2025-07-04","DORMANT","2017-08-03","02091275"
"16938","CANCELLED POST MARKET","2025-07-04","DORMANT","2018-08-02","02074834"
"17118","CANCELLED POST MARKET","2025-04-17","DORMANT","2017-08-04","02136112"
"17119","CANCELLED POST MARKET","2025-04-17","DORMANT","2017-08-04","02136120"
"18504","CANCELLED POST MARKET","2025-07-04","DORMANT","2018-08-02","02065703"
"19065","CANCELLED POST MARKET","2025-07-04","DORMANT","2017-08-03","02177803"
"19066","CANCELLED POST MARKET","2025-07-04","DORMANT","2017-08-03","02177781"
"19068","CANCELLED POST MARKET","2025-07-04","DORMANT","2017-08-03","02177811"
"19069","CANCELLED POST MARKET","2025-07-04","DORMANT","2017-08-25","02177838"
"19316","CANCELLED PRE MARKET","2025-07-25","APPROVED","2025-04-24","02162415"
"34215","CANCELLED (UNRETURNED ANNUAL)","2025-09-16","DORMANT","2022-10-14","02160684"
"48900","CANCELLED POST MARKET","2025-07-04","DORMANT","2017-08-03","02230202"
"48901","CANCELLED POST MARKET","2025-07-04","DORMANT","2017-08-03","02230203"
"48902","CANCELLED POST MARKET","2025-07-04","DORMANT","2017-08-03","02230204"
"48903","CANCELLED POST MARKET","2025-07-04","DORMANT","2017-08-03","02230205"
"48904","CANCELLED POST MARKET","2025-07-04","DORMANT","2017-08-03","02230206"
"50175","CANCELLED POST MARKET","2025-09-04","MARKETED","1997-04-24","02230897"
"50219","CANCELLED POST MARKET","2025-07-04","DORMANT","2017-08-03","02230941"
"50882","CANCELLED POST MARKET","2025-07-04","DORMANT","2018-08-02","02231539"
"59718","CANCELLED POST MARKET","2025-07-04","DORMANT","2017-08-03","02235897"
"59719","CANCELLED POST MARKET","2025-07-04","DORMANT","2017-08-03","02235898"
"59887","CANCELLED POST MARKET","2025-07-04","DORMANT","2020-09-10","02236466"
"60020","CANCELLED POST MARKET","2025-07-04","DORMANT","2020-07-24","02236734"
"61148","CANCELLED POST MARKET","2025-07-04","DORMANT","2020-07-24","02237791"
"61475","CANCELLED POST MARKET","2025-07-30","DORMANT","2017-07-26","02238086"
"62062","CANCELLED POST MARKET","2025-05-30","DORMANT","2019-07-30","02238634"
"62063","CANCELLED POST MARKET","2025-05-30","DORMANT","2017-08-03","02238635"
"63994","CANCELLED POST MARKET","2025-07-04","DORMANT","2017-08-03","02240445"
"64576","CANCELLED POST MARKET","2025-07-30","DORMANT","2019-08-14","02240984"
"64617","CANCELLED POST MARKET","2025-07-04","DORMANT","2018-08-02","02241023"
"65598","CANCELLED POST MARKET","2025-07-04","DORMANT","2017-08-03","02241928"
"66172","CANCELLED POST MARKET","2025-07-04","DORMANT","2022-02-20","02242453"
"66173","CANCELLED POST MARKET","2025-07-04","DORMANT","2022-02-20","02242454"
"66929","CANCELLED POST MARKET","2025-07-04","DORMANT","2017-05-08","02243063"
"67101","CANCELLED POST MARKET","2025-07-04","DORMANT","2017-08-03","02243218"
"67102","CANCELLED POST MARKET","2025-07-04","DORMANT","2017-08-03","02243219"
"67346","CANCELLED POST MARKET","2025-07-04","DORMANT","2018-08-02","02243435"
"67988","CANCELLED POST MARKET","2025-07-30","DORMANT","2017-07-26","02244045"
"68099","CANCELLED POST MARKET","2025-07-04","DORMANT","2017-08-03","02244138"
"68100","CANCELLED POST MARKET","2025-07-04","DORMANT","2017-08-03","02244139"
"68101","CANCELLED POST MARKET","2025-07-04","DORMANT","2017-08-03","02244140"
"68508","CANCELLED POST MARKET","2025-07-04","DORMANT","2018-08-02","02244527"
"68509","CANCELLED POST MARKET","2025-07-04","DORMANT","2018-08-02","02244528"
"68510","CANCELLED POST MARKET","2025-07-04","DORMANT","2018-08-02","02244529"
"70124","CANCELLED POST MARKET","2025-07-04","DORMANT","2017-08-03","02245998"
"70125","CANCELLED POST MARKET","2025-07-04","DORMANT","2017-08-03","02245999"
"70139","CANCELLED POST MARKET","2025-07-04","DORMANT","2018-08-02","02246013"
"70140","CANCELLED POST MARKET","2025-07-04","DORMANT","2018-08-02","02246014"
"70365","CANCELLED (UNRETURNED ANNUAL)","2025-09-16","MARKETED","2002-09-29","02246209"
"72226","CANCELLED POST MARKET","2025-07-04","DORMANT","2018-03-24","02247917"
"72227","CANCELLED POST MARKET","2025-07-04","DORMANT","2018-03-24","02247918"
"72228","CANCELLED POST MARKET","2025-07-04","DORMANT","2018-03-30","02247919"
