drug_code,pharm_form_code,pharmaceutical_form,status,drug_identification_number
"106412","134","SOLUTION","ADDED","02561123"
"106393","134","SOLUTION","ADDED","02560917"
"106339","134","SOLUTION","ADDED","02560313"
"106426","137","CAPSULE (DELAYED RELEASE)","ADDED","02561271"
"106400","114","GEL","ADDED","02560992"
"106394","134","SOLUTION","ADDED","02560925"
"16523","134","SOLUTION","ADDED","02091275"
"106411","85","TABLET","ADDED","02561115"
"106421","134","SOLUTION","ADDED","02561220"
"106396","85","TABLET","ADDED","02560941"
"106398","134","SOLUTION","ADDED","02560976"
"106406","156","TABLET FOR SUSPENSION","ADDED","02561069"
"106392","134","SOLUTION","ADDED","02560909"
"106416","85","TABLET","ADDED","02561174"
"106338","134","SOLUTION","ADDED","02560305"
"106404","56","POWDER FOR SOLUTION","ADDED","02561042"
"106424","78","SUPPOSITORY","ADDED","02561255"
"61331","56","POWDER FOR SOLUTION","ADDED","02237970"
"106423","137","CAPSULE (DELAYED RELEASE)","ADDED","02561247"
"106417","9","CREAM","ADDED","02561182"
"106422","137","CAPSULE (DELAYED RELEASE)","ADDED","02561239"
"106392","32","KIT","ADDED","02560909"
"106381","134","SOLUTION","ADDED","02560771"
"106425","137","CAPSULE (DELAYED RELEASE)","ADDED","02561263"
"106420","134","SOLUTION","ADDED","02561212"
"106413","75","TABLET (EXTENDED-RELEASE)","ADDED","02561131"
"106402","134","SOLUTION","ADDED","02561026"
"16523","34","LIQUID","REMOVED","02091275"
"106173","75","TABLET (EXTENDED-RELEASE)","ADDED","02558483"
"106403","134","SOLUTION","ADDED","02561034"
"106415","85","TABLET","ADDED","02561166"
"106414","75","TABLET (EXTENDED-RELEASE)","ADDED","02561158"
"106395","85","TABLET","ADDED","02560933"
"106392","114","GEL","ADDED","02560909"
"106391","134","SOLUTION","ADDED","02560895"
"106405","56","POWDER FOR SOLUTION","ADDED","02561050"
"106390","104","RING (SLOW-RELEASE)","ADDED","02560887"
"106401","134","SOLUTION","ADDED","02561018"
