drug_code,pharm_form_code,pharmaceutical_form,status,drug_identification_number
"104501","132","TABLET (ORALLY DISINTEGRATING)","ADDED","02556316"
"104517","85","TABLET","ADDED","02556480"
"104422","134","SOLUTION","ADDED","02555468"
"104172","85","TABLET","ADDED","02552752"
"104471","166","AEROSOL, FOAM","ADDED","02555980"
"104174","85","TABLET","ADDED","02552779"
"104499","118","POWDER FOR SUSPENSION, SUSTAINED-RELEASE","ADDED","02556294"
"104474","85","TABLET","ADDED","02556014"
"104473","85","TABLET","ADDED","02556006"
"104519","85","TABLET","ADDED","02556502"
"104483","56","POWDER FOR SOLUTION","ADDED","02556138"
"104173","85","TABLET","ADDED","02552760"
"104493","56","POWDER FOR SOLUTION","ADDED","02556227"
"104505","134","SOLUTION","ADDED","02556359"
"104469","85","TABLET","ADDED","02555972"
"104498","118","POWDER FOR SUSPENSION, SUSTAINED-RELEASE","ADDED","02556286"
"104485","85","TABLET","ADDED","02556154"
"104477","134","SOLUTION","ADDED","02556057"
"104470","85","TABLET","ADDED","02556022"
"68066","85","TABLET","ADDED","02244107"
"104494","5","CAPSULE","ADDED","02556235"
"104442","134","SOLUTION","ADDED","02555670"
"104496","5","CAPSULE","ADDED","02556251"
"1132","32","KIT","REMOVED","00030678"
"104498","32","KIT","ADDED","02556286"
"104472","85","TABLET","ADDED","02555999"
"104171","85","TABLET","ADDED","02552744"
"60247","85","TABLET","ADDED","02236953"
"60246","150","TABLET (IMMEDIATE RELEASE)","REMOVED","02236952"
"104502","132","TABLET (ORALLY DISINTEGRATING)","ADDED","02556324"
"104504","105","WIPE","ADDED","02556340"
"1130","32","KIT","REMOVED","00036137"
"104499","32","KIT","ADDED","02556294"
"104467","82","SYRUP","ADDED","02555956"
"104505","98","SPRAY","ADDED","02556359"
"60245","85","TABLET","ADDED","02236951"
"60246","85","TABLET","ADDED","02236952"
"104495","5","CAPSULE","ADDED","02556243"
"104486","85","TABLET","ADDED","02556162"
"104476","134","SOLUTION","ADDED","02556049"
"104488","85","TABLET","ADDED","02556189"
"104489","85","TABLET","ADDED","02556197"
"60247","150","TABLET (IMMEDIATE RELEASE)","REMOVED","02236953"
"104462","5","CAPSULE","ADDED","02555891"
"104475","85","TABLET","ADDED","02556030"
"104490","85","TABLET","ADDED","02556200"
"104491","5","CAPSULE","ADDED","02556219"
"104468","85","TABLET","ADDED","02555964"
"104518","85","TABLET","ADDED","02556499"
"68066","150","TABLET (IMMEDIATE RELEASE)","REMOVED","02244107"
"60245","150","TABLET (IMMEDIATE RELEASE)","REMOVED","02236951"
"104484","9","CREAM","ADDED","02556146"
"104463","56","POWDER FOR SOLUTION","ADDED","02555905"
