drug_code,drug_identification_number,current_brand_name,previous_brand_name
"415","00027243","DIHYDROERGOTAMINE (DHE)","DIHYDROERGOTAMINE (DHE), 1MG/ML"
"80958","02324091","EPIRUBICIN HYDROCHLORIDE INJECTION","EPIRUBICIN FOR INJECTION"
"90977","02425114","PRO-OLANZAPINE ODT","OLANZAPINE ODT"
"95145","02463431","PROPEL BLUE","COSMONAUT BLUE"
"88713","02402289","JAMP GABAPENTIN TABLETS","JAMP-GABAPENTIN TABLETS"
"88714","02402297","JAMP GABAPENTIN TABLETS","JAMP-GABAPENTIN TABLETS"
