drug_code,route_of_administration_code,route_of_administration,status,drug_identification_number
"106352","56","ORAL","ADDED","02560453"
"106330","49","INTRAVENOUS","ADDED","02560224"
"106353","56","ORAL","ADDED","02560461"
"106304","56","ORAL","ADDED","02559935"
"106308","56","ORAL","ADDED","02559986"
"106305","56","ORAL","ADDED","02559943"
"106342","56","ORAL","ADDED","02560356"
"106333","56","ORAL","ADDED","02560259"
"106307","56","ORAL","ADDED","02559978"
"106320","56","ORAL","ADDED","02560119"
"106362","56","ORAL","ADDED","02560577"
"106327","56","ORAL","ADDED","02560194"
"106343","56","ORAL","ADDED","02560364"
"106361","56","ORAL","ADDED","02560569"
"106309","49","INTRAVENOUS","ADDED","02559994"
"106337","65","SUBCUTANEOUS","ADDED","02560291"
"106366","56","ORAL","ADDED","02560615"
"106350","70","TOPICAL","ADDED","02560437"
"106332","65","SUBCUTANEOUS","ADDED","02560240"
"106334","56","ORAL","ADDED","02560267"
"106345","56","ORAL","ADDED","02560380"
"106344","56","ORAL","ADDED","02560372"
"106336","65","SUBCUTANEOUS","ADDED","02560283"
"106347","56","ORAL","ADDED","02560402"
"106387","56","ORAL","ADDED","02560852"
"6823","70","TOPICAL","ADDED","00653217"
"106290","65","SUBCUTANEOUS","ADDED","02559773"
"106332","49","INTRAVENOUS","ADDED","02560240"
"106306","56","ORAL","ADDED","02559951"
"106325","65","SUBCUTANEOUS","ADDED","02560178"
"106389","70","TOPICAL","ADDED","02560879"
"106388","56","ORAL","ADDED","02560860"
"106361","3","BUCCAL","ADDED","02560569"
"106380","56","ORAL","ADDED","02560763"
"106336","49","INTRAVENOUS","ADDED","02560283"
"106378","56","ORAL","ADDED","02560747"
"106289","65","SUBCUTANEOUS","ADDED","02559765"
"106348","56","ORAL","ADDED","02560410"
"106335","56","ORAL","ADDED","02560275"
"106326","56","ORAL","ADDED","02560186"
"106376","70","TOPICAL","ADDED","02560720"
"106317","56","ORAL","ADDED","02560089"
"106340","56","ORAL","ADDED","02560321"
"106375","56","ORAL","ADDED","02560712"
"106318","56","ORAL","ADDED","02560097"
"106301","56","ORAL","ADDED","02559900"
"106364","56","ORAL","ADDED","02560593"
"106386","56","ORAL","ADDED","02560844"
"106373","49","INTRAVENOUS","ADDED","02560690"
"106303","56","ORAL","ADDED","02559927"
"106337","49","INTRAVENOUS","ADDED","02560291"
"106365","56","ORAL","ADDED","02560607"
"106351","56","ORAL","ADDED","02560445"
"106302","56","ORAL","ADDED","02559919"
"106360","56","ORAL","ADDED","02560550"
"106328","49","INTRAVENOUS","ADDED","02560208"
"106329","49","INTRAVENOUS","ADDED","02560216"
"106300","56","ORAL","ADDED","02559897"
"106316","56","ORAL","ADDED","02560070"
