tm_code,tm_formal_name,changes
8000259,irbesartan,"tm_status_effective_time: ""19980622"" -> ""19980722"""
8002530,oxybate,DELETED
8002398,pralsetinib,DELETED
8001216,micafungin,"tm_status_effective_time: ""20070918"" -> ""20091217"""
8002432,phenylbutyric acid and ursodoxicoltaurine,DELETED
8001168,adefovir,"tm_status: ""ACTIVE"" -> ""INACTIVE""
tm_status_effective_time: ""20060418"" -> ""20221221"""
8001471,fluorometholone acetate,DELETED
