drug_code,current_status,current_history_date,previous_status,previous_history_date,drug_identification_number
"100004","MARKETED","2021-11-19","APPROVED","2021-11-19","02510847"
"100029","MARKETED","2022-02-24","APPROVED","2021-06-29","02511045"
"100030","MARKETED","2022-03-07","APPROVED","2021-06-29","02511053"
"100152","MARKETED","2022-03-01","APPROVED","2021-02-04","02512211"
"100263","MARKETED","2022-03-11","APPROVED","2021-03-11","02513420"
"100342","MARKETED","2022-02-16","APPROVED","2021-03-25","02514257"
"100525","MARKETED","2022-03-25","APPROVED","2021-05-13","02515857"
"100560","MARKETED","2022-03-24","APPROVED","2021-05-21","02516225"
"100649","MARKETED","2022-02-10","APPROVED","2022-01-25","02517159"
"101037","MARKETED","2022-03-18","APPROVED","2021-10-13","02521156"
"100781","MARKETED","2022-01-18","APPROVED","2021-07-27","02518503"
"100809","MARKETED","2022-03-18","APPROVED","2021-08-05","02518791"
"100810","MARKETED","2022-03-18","APPROVED","2021-08-05","02518805"
"100841","MARKETED","2022-02-17","APPROVED","2021-08-19","02519135"
"100846","MARKETED","2022-02-23","APPROVED","2021-08-18","02519194"
"100899","MARKETED","2022-03-04","APPROVED","2021-08-31","02519755"
"100932","MARKETED","2022-03-16","APPROVED","2021-09-10","02520109"
"100933","MARKETED","2022-03-16","APPROVED","2021-09-10","02520117"
"100959","MARKETED","2022-03-25","APPROVED","2021-09-16","02520397"
"100960","MARKETED","2022-03-25","APPROVED","2021-09-16","02520400"
"100968","MARKETED","2022-03-25","APPROVED","2021-09-23","02520486"
"101028","MARKETED","2022-03-23","APPROVED","2021-10-06","02521059"
"101038","MARKETED","2022-03-18","APPROVED","2021-10-13","02521164"
"101082","MARKETED","2022-03-28","APPROVED","2021-10-22","02521644"
"101087","MARKETED","2022-02-22","APPROVED","2021-10-26","02521679"
"101089","MARKETED","2022-02-22","APPROVED","2021-10-26","02521687"
"101144","MARKETED","2022-02-25","APPROVED","2021-11-09","02522306"
"101194","MARKETED","2022-03-01","APPROVED","2021-11-30","02522845"
"101252","MARKETED","2022-02-22","APPROVED","2021-12-23","02523434"
"81184","MARKETED","2022-03-03","DORMANT","2020-08-17","02326477"
"81185","MARKETED","2022-03-03","DORMANT","2021-01-03","02326485"
"81186","MARKETED","2022-03-03","DORMANT","2020-12-12","02326493"
