drug_code,current_status,current_history_date,previous_status,previous_history_date,drug_identification_number
"100207","MARKETED","2021-04-19","APPROVED","2021-02-18","02512815"
"100270","MARKETED","2022-04-19","APPROVED","2021-03-10","02513498"
"100362","MARKETED","2022-08-24","APPROVED","2021-04-09","02514435"
"100428","MARKETED","2022-08-26","APPROVED","2021-04-16","02514877"
"100429","MARKETED","2022-08-26","APPROVED","2021-04-16","02514885"
"100581","MARKETED","2022-09-02","APPROVED","2022-05-02","02516470"
"100609","MARKETED","2022-09-14","APPROVED","2021-06-08","02516764"
"100808","MARKETED","2021-10-23","APPROVED","2021-08-03","02518783"
"100925","MARKETED","2022-08-29","APPROVED","2021-09-08","02520036"
"100934","MARKETED","2022-08-16","APPROVED","2021-09-10","02520125"
"101065","MARKETED","2022-09-23","APPROVED","2021-10-19","02521466"
"101153","MARKETED","2022-09-02","APPROVED","2021-11-16","02522403"
"101271","MARKETED","2022-09-08","APPROVED","2021-12-23","02523620"
"101310","MARKETED","2022-09-20","APPROVED","2022-01-07","02524066"
"101312","MARKETED","2022-09-20","APPROVED","2022-01-07","02524082"
"101412","MARKETED","2022-08-31","APPROVED","2022-02-08","02525100"
"101430","MARKETED","2022-09-09","APPROVED","2022-02-11","02525283"
"101466","MARKETED","2022-08-31","APPROVED","2022-03-03","02525666"
"101478","MARKETED","2022-09-12","APPROVED","2022-03-08","02525771"
"101479","MARKETED","2022-09-12","APPROVED","2022-03-08","02525798"
"101536","MARKETED","2022-08-26","APPROVED","2022-03-30","02526247"
"101537","MARKETED","2022-08-26","APPROVED","2022-03-30","02526255"
"101538","MARKETED","2022-08-26","APPROVED","2022-03-30","02526263"
"101545","MARKETED","2022-09-23","APPROVED","2022-03-31","02526352"
"101664","MARKETED","2022-08-23","APPROVED","2022-06-07","02527588"
"101674","MARKETED","2022-09-06","APPROVED","2022-06-02","02527693"
"101753","MARKETED","2022-08-31","APPROVED","2022-06-22","02528290"
"101755","MARKETED","2022-08-31","APPROVED","2022-06-22","02528312"
"101756","MARKETED","2022-09-01","APPROVED","2022-06-22","02528320"
"101757","MARKETED","2022-09-01","APPROVED","2022-06-22","02528339"
"101808","MARKETED","2022-09-01","APPROVED","2022-07-11","02528908"
"101954","MARKETED","2022-09-27","APPROVED","2022-08-31","02530368"
"18713","MARKETED","2021-06-18","DORMANT","2021-06-17","02073021"
"18714","MARKETED","2021-06-18","DORMANT","2021-06-17","02069164"
"68347","MARKETED","2022-09-21","DORMANT","2022-07-15","02244379"
"70599","MARKETED","2021-06-18","DORMANT","2021-06-17","02246426"
"83784","MARKETED","2022-09-23","DORMANT","2022-02-05","02352583"
"90752","MARKETED","2022-05-10","DORMANT","2018-08-01","02422867"
"90753","MARKETED","2022-05-10","DORMANT","2018-08-01","02422875"
"93671","MARKETED","2022-09-15","DORMANT","2020-09-01","02450550"
"95942","MARKETED","2022-08-01","APPROVED","2017-12-01","02470454"
"97055","MARKETED","2022-08-01","APPROVED","2018-08-08","02479990"
"97900","MARKETED","2022-08-15","APPROVED","2019-05-23","02488930"
"98017","MARKETED","2022-09-15","APPROVED","2019-07-04","02490102"
"98351","MARKETED","2022-09-02","APPROVED","2019-11-01","02493500"
"99022","MARKETED","2021-06-18","DORMANT","2021-06-17","02500558"
"99242","MARKETED","2022-09-13","APPROVED","2020-07-30","02502895"
