drug_code,mp_code,mp_formal_name,mp_fr_description,changes
1857,00287709,PROTYLOL (dicyclomine hydrochloride 10 mg oral capsule) PRO DOC LIMITEE,PROTYLOL (chlorhydrate de dicyclomine 10 mg capsule orale) PRO DOC LIMITEE,"mp_status_effective_time: ""20200716"" -> ""20250630"""
2091,00312711,APO CHLORPROPAMIDE TAB 250MG (chlorpropamide 250 mg oral tablet) APOTEX INC,APO CHLORPROPAMIDE TAB 250MG (chlorpropamide 250 mg comprimé oral) APOTEX INC,"mp_status_effective_time: ""20190802"" -> ""20250417"""
2211,00312797,APO-IMIPRAMINE TABLETS (imipramine hydrochloride 25 mg oral tablet) APOTEX INC,APO-IMIPRAMINE TABLETS (chlorhydrate d'imipramine 25 mg comprimé oral) APOTEX INC,"Health_Canada_product_name: ""IMIPRAMINE"" -> ""APO-IMIPRAMINE TABLETS""
mp_formal_name: ""IMIPRAMINE (imipramine hydrochloride 25 mg oral tablet) AA̲ ̲P̲H̲A̲R̲M̲A̲ INC"" -> ""A̲P̲O̲-̲IMIPRAMINE ̲T̲A̲B̲L̲E̲T̲S̲ (imipramine hydrochloride 25 mg oral tablet) AP̲O̲T̲E̲X̲ INC""
mp_fr_description: ""IMIPRAMINE (chlorhydrate d'imipramine 25 mg comprimé oral) AA̲ ̲P̲H̲A̲R̲M̲A̲ INC"" -> ""A̲P̲O̲-̲IMIPRAMINE ̲T̲A̲B̲L̲E̲T̲S̲ (chlorhydrate d'imipramine 25 mg comprimé oral) AP̲O̲T̲E̲X̲ INC"""
2212,00326852,APO-IMIPRAMINE TABLETS (imipramine hydrochloride 50 mg oral tablet) APOTEX INC,APO-IMIPRAMINE TABLETS (chlorhydrate d'imipramine 50 mg comprimé oral) APOTEX INC,"Health_Canada_product_name: ""IMIPRAMINE"" -> ""APO-IMIPRAMINE TABLETS""
mp_formal_name: ""IMIPRAMINE (imipramine hydrochloride 50 mg oral tablet) AA̲ ̲P̲H̲A̲R̲M̲A̲ INC"" -> ""A̲P̲O̲-̲IMIPRAMINE ̲T̲A̲B̲L̲E̲T̲S̲ (imipramine hydrochloride 50 mg oral tablet) AP̲O̲T̲E̲X̲ INC""
mp_fr_description: ""IMIPRAMINE (chlorhydrate d'imipramine 50 mg comprimé oral) AA̲ ̲P̲H̲A̲R̲M̲A̲ INC"" -> ""A̲P̲O̲-̲IMIPRAMINE ̲T̲A̲B̲L̲E̲T̲S̲ (chlorhydrate d'imipramine 50 mg comprimé oral) AP̲O̲T̲E̲X̲ INC"""
2444,00360201,APO-IMIPRAMINE TABLETS (imipramine hydrochloride 10 mg oral tablet) APOTEX INC,APO-IMIPRAMINE TABLETS (chlorhydrate d'imipramine 10 mg comprimé oral) APOTEX INC,"Health_Canada_product_name: ""IMIPRAMINE"" -> ""APO-IMIPRAMINE TABLETS""
mp_formal_name: ""IMIPRAMINE (imipramine hydrochloride 10 mg oral tablet) AA̲ ̲P̲H̲A̲R̲M̲A̲ INC"" -> ""A̲P̲O̲-̲IMIPRAMINE ̲T̲A̲B̲L̲E̲T̲S̲ (imipramine hydrochloride 10 mg oral tablet) AP̲O̲T̲E̲X̲ INC""
mp_fr_description: ""IMIPRAMINE (chlorhydrate d'imipramine 10 mg comprimé oral) AA̲ ̲P̲H̲A̲R̲M̲A̲ INC"" -> ""A̲P̲O̲-̲IMIPRAMINE ̲T̲A̲B̲L̲E̲T̲S̲ (chlorhydrate d'imipramine 10 mg comprimé oral) AP̲O̲T̲E̲X̲ INC"""
2658,00399302,APO CHLORPROPAMIDE TAB 100MG (chlorpropamide 100 mg oral tablet) APOTEX INC,APO CHLORPROPAMIDE TAB 100MG (chlorpropamide 100 mg comprimé oral) APOTEX INC,"mp_status_effective_time: ""20190802"" -> ""20250417"""
4388,00476714,PYRIDIUM (phenazopyridine hydrochloride 100 mg oral tablet) SEARCHLIGHT PHARMA INC,PYRIDIUM (chlorhydrate de phénazopyridine 100 mg comprimé oral) SEARCHLIGHT PHARMA INC,"mp_status: ""INACTIVE"" -> ""ACTIVE""
mp_status_effective_time: ""20221024"" -> ""19811231"""
5175,00590762,NAPROXEN - 250 (naproxen 250 mg oral tablet) PRO DOC LIMITEE,NAPROXEN - 250 (naproxène 250 mg comprimé oral) PRO DOC LIMITEE,"mp_status: ""ACTIVE"" -> ""INACTIVE""
mp_status_effective_time: ""19831231"" -> ""20240617"""
6266,00618721,NAPROXEN - 500 (naproxen 500 mg oral tablet) PRO DOC LIMITEE,NAPROXEN - 500 (naproxène 500 mg comprimé oral) PRO DOC LIMITEE,"mp_status: ""ACTIVE"" -> ""INACTIVE""
mp_status_effective_time: ""19841231"" -> ""20240617"""
6323,00629359,TEVA-PROFEN (ibuprofen 600 mg oral tablet) TEVA CANADA LIMITED,TEVA-PROFEN (ibuprofène 600 mg comprimé oral) TEVA CANADA LIMITED,"mp_status: ""ACTIVE"" -> ""INACTIVE""
mp_status_effective_time: ""19851231"" -> ""20250723"""
