drug_code,extract_current,extract_previous,drug_identification_number,current_company_name,previous_company_name
"86128","active","active","02375885","GALDERMA CANADA INC.","GALDERMA CANADA INC"
"86791","active","active","02382040","SOLVENTUM CANADA LIMITED","3M HEALTHCARE CANADA COMPANY LIMITED"
"86799","active","active","02382113","SOLVENTUM CANADA LIMITED","3M HEALTHCARE CANADA COMPANY LIMITED"
"87132","active","active","02385708","SOLVENTUM CANADA LIMITED","3M HEALTHCARE CANADA COMPANY LIMITED"
"89318","active","active","02408430","SOLVENTUM CANADA LIMITED","3M HEALTHCARE CANADA COMPANY LIMITED"
"90580","active","active","02421208","GALDERMA CANADA INC.","GALDERMA CANADA INC"
"90937","active","active","02424703","KENVUE CANADA INC.","JOHNSON & JOHNSON INC"
"91589","active","active","02431483","SOLVENTUM CANADA LIMITED","3M HEALTHCARE CANADA COMPANY LIMITED"
"92470","active","active","02440342","GALDERMA CANADA INC.","GALDERMA CANADA INC"
"93152","active","active","02446235","GALDERMA CANADA INC.","GALDERMA CANADA INC"
"98421","active","active","02494175","GALDERMA CANADA INC.","GALDERMA CANADA INC"
"102735","active","active","02538652","KNIGHT THERAPEUTICS INC.","ENDO OPERATIONS LTD."
"102736","active","active","02538660","KNIGHT THERAPEUTICS INC.","ENDO OPERATIONS LTD."
"102738","active","active","02538725","KNIGHT THERAPEUTICS INC.","ENDO OPERATIONS LTD."
"102743","active","active","02538733","KNIGHT THERAPEUTICS INC.","ENDO OPERATIONS LTD."
"102744","active","active","02538741","KNIGHT THERAPEUTICS INC.","ENDO OPERATIONS LTD."
"102745","active","active","02538768","KNIGHT THERAPEUTICS INC.","ENDO OPERATIONS LTD."
"102746","active","active","02538776","KNIGHT THERAPEUTICS INC.","ENDO OPERATIONS LTD."
"102747","active","active","02538784","KNIGHT THERAPEUTICS INC.","ENDO OPERATIONS LTD."
"11657","inactive","inactive","01912437","GALDERMA CANADA INC.","GALDERMA CANADA INC"
"11658","inactive","inactive","00899453","GALDERMA CANADA INC.","GALDERMA CANADA INC"
"11716","inactive","inactive","00899690","GALDERMA CANADA INC.","GALDERMA CANADA INC"
"11861","inactive","inactive","01902628","GALDERMA CANADA INC.","GALDERMA CANADA INC"
"13129","inactive","inactive","01921983","GALDERMA CANADA INC.","GALDERMA CANADA INC"
"13130","inactive","inactive","01925997","GALDERMA CANADA INC.","GALDERMA CANADA INC"
"13131","inactive","inactive","00899712","GALDERMA CANADA INC.","GALDERMA CANADA INC"
"13311","inactive","inactive","01925180","GALDERMA CANADA INC.","GALDERMA CANADA INC"
"14499","inactive","inactive","01900471","GALDERMA CANADA INC.","GALDERMA CANADA INC"
"14500","inactive","inactive","00896276","GALDERMA CANADA INC.","GALDERMA CANADA INC"
"15804","inactive","inactive","02048639","GALDERMA CANADA INC.","GALDERMA CANADA INC"
"15914","inactive","inactive","02010941","GALDERMA CANADA INC.","GALDERMA CANADA INC"
"15916","inactive","inactive","02010720","GALDERMA CANADA INC.","GALDERMA CANADA INC"
"16718","inactive","inactive","02023075","GALDERMA CANADA INC.","GALDERMA CANADA INC"
"17137","inactive","inactive","02115514","GALDERMA CANADA INC.","GALDERMA CANADA INC"
"17138","inactive","inactive","02115522","GALDERMA CANADA INC.","GALDERMA CANADA INC"
"43445","inactive","inactive","02226839","GALDERMA CANADA INC.","GALDERMA CANADA INC"
"44015","inactive","inactive","02148757","GALDERMA CANADA INC.","GALDERMA CANADA INC"
"66546","inactive","inactive","02242738","GALDERMA CANADA INC.","GALDERMA CANADA INC"
"72542","inactive","inactive","02248206","GALDERMA CANADA INC.","GALDERMA CANADA INC"
"74162","inactive","inactive","02256398","GALDERMA CANADA INC.","GALDERMA CANADA INC"
"77752","inactive","inactive","02292157","GALDERMA CANADA INC.","GALDERMA CANADA INC"
"92622","inactive","inactive","02441837","GALDERMA CANADA INC.","GALDERMA CANADA INC"
"101846","inactive","inactive","02529246","GALDERMA CANADA INC.","GALDERMA CANADA INC"
"101848","inactive","inactive","02529262","GALDERMA CANADA INC.","GALDERMA CANADA INC"
"101849","inactive","inactive","02529270","GALDERMA CANADA INC.","GALDERMA CANADA INC"
"12887","dormant","dormant","01947923","KNIGHT THERAPEUTICS INC.","ENDO OPERATIONS LTD."
