drug_code,extract_current,extract_previous,drug_identification_number,current_company_name,previous_company_name
"9","active","active","00015741","KNIGHT THERAPEUTICS INC.","ENDO OPERATIONS LTD."
"631","active","active","00074462","KNIGHT THERAPEUTICS INC.","ENDO OPERATIONS LTD."
"868","active","active","00074454","KNIGHT THERAPEUTICS INC.","ENDO OPERATIONS LTD."
"4222","active","active","00511552","KNIGHT THERAPEUTICS INC.","ENDO OPERATIONS LTD."
"7084","active","active","00708925","KENVUE CANADA INC.","JOHNSON & JOHNSON INC"
"11862","active","active","01925199","GALDERMA CANADA INC.","GALDERMA CANADA INC"
"12745","active","active","01947931","KNIGHT THERAPEUTICS INC.","ENDO OPERATIONS LTD."
"12746","active","active","01947958","KNIGHT THERAPEUTICS INC.","ENDO OPERATIONS LTD."
"16494","active","active","02060019","SOLVENTUM CANADA LIMITED","3M HEALTHCARE CANADA COMPANY LIMITED"
"17824","active","active","02092832","GALDERMA CANADA INC.","GALDERMA CANADA INC"
"20107","active","active","02148749","GALDERMA CANADA INC.","GALDERMA CANADA INC"
"29542","active","active","02106272","KNIGHT THERAPEUTICS INC.","ENDO OPERATIONS LTD."
"29543","active","active","02106280","KNIGHT THERAPEUTICS INC.","ENDO OPERATIONS LTD."
"30398","active","active","02119803","SOLVENTUM CANADA LIMITED","3M HEALTHCARE CANADA COMPANY LIMITED"
"42879","active","active","02185938","KENVUE CANADA INC.","MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC"
"50959","active","active","02231592","GALDERMA CANADA INC.","GALDERMA CANADA INC"
"66915","active","active","02243053","KENVUE CANADA INC.","MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC"
"69200","active","active","02245185","KENVUE CANADA INC.","MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC"
"74161","active","active","02256371","GALDERMA CANADA INC.","GALDERMA CANADA INC"
"75884","active","active","02273357","KENVUE CANADA INC.","MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC"
"75946","active","active","02274000","GALDERMA CANADA INC.","GALDERMA CANADA INC"
"78139","active","active","02296039","KNIGHT THERAPEUTICS INC.","ENDO OPERATIONS LTD."
"78314","active","active","02297809","GALDERMA CANADA INC.","GALDERMA CANADA INC"
"78510","active","active","02299739","GALDERMA CANADA INC.","GALDERMA CANADA INC"
"80876","active","active","02323273","GALDERMA CANADA INC.","GALDERMA CANADA INC"
"82422","active","active","02338572","GALDERMA CANADA INC.","GALDERMA CANADA INC"
"85075","active","active","02365871","GALDERMA CANADA INC.","GALDERMA CANADA INC"
"85367","active","active","02368684","KENVUE CANADA INC.","JOHNSON & JOHNSON INC"
