ccdd_code,ccdd_formal_name,ccdd_type,policy_type,policy_reference,special_groupings_status,special_groupings_status_effective_time,changes
02247694,METADOL (methadone hydrochloride 1 mg per mL oral solution) PALADIN PHARMA INC.,MP,500002,http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html,Active,20170919,"ccdd_formal_name: ""METADOL (methadone hydrochloride 1 mg per mL oral solution) ENDO OPERATIONS LTD."" -> METADOL (methadone hydrochloride 1 mg per mL oral solution) PALADIN PHARMA INC."
02241377,METADOL (methadone hydrochloride 10 mg per mL oral solution) PALADIN PHARMA INC.,MP,500008,https://www.tppalberta.ca/medication-lists,Active,20240201,"ccdd_formal_name: ""METADOL (methadone hydrochloride 10 mg per mL oral solution) ENDO OPERATIONS LTD."" -> METADOL (methadone hydrochloride 10 mg per mL oral solution) PALADIN PHARMA INC."
02247701,METADOL (methadone hydrochloride 25 mg oral tablet) PALADIN PHARMA INC.,MP,500008,https://www.tppalberta.ca/medication-lists,Active,20240201,"ccdd_formal_name: ""METADOL (methadone hydrochloride 25 mg oral tablet) ENDO OPERATIONS LTD."" -> METADOL (methadone hydrochloride 25 mg oral tablet) PALADIN PHARMA INC."
02247694,METADOL (methadone hydrochloride 1 mg per mL oral solution) PALADIN PHARMA INC.,MP,500008,https://www.tppalberta.ca/medication-lists,Active,20240201,"ccdd_formal_name: ""METADOL (methadone hydrochloride 1 mg per mL oral solution) ENDO OPERATIONS LTD."" -> METADOL (methadone hydrochloride 1 mg per mL oral solution) PALADIN PHARMA INC."
02247694,METADOL (methadone hydrochloride 1 mg per mL oral solution) PALADIN PHARMA INC.,MP,500001,http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php,Active,20170919,"ccdd_formal_name: ""METADOL (methadone hydrochloride 1 mg per mL oral solution) ENDO OPERATIONS LTD."" -> METADOL (methadone hydrochloride 1 mg per mL oral solution) PALADIN PHARMA INC."
02247698,METADOL (methadone hydrochloride 1 mg oral tablet) PALADIN PHARMA INC.,MP,500001,http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php,Active,20170919,"ccdd_formal_name: ""METADOL (methadone hydrochloride 1 mg oral tablet) ENDO OPERATIONS LTD."" -> METADOL (methadone hydrochloride 1 mg oral tablet) PALADIN PHARMA INC."
02247701,METADOL (methadone hydrochloride 25 mg oral tablet) PALADIN PHARMA INC.,MP,500002,http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html,Active,20170919,"ccdd_formal_name: ""METADOL (methadone hydrochloride 25 mg oral tablet) ENDO OPERATIONS LTD."" -> METADOL (methadone hydrochloride 25 mg oral tablet) PALADIN PHARMA INC."
02247701,METADOL (methadone hydrochloride 25 mg oral tablet) PALADIN PHARMA INC.,MP,500001,http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php,Active,20170919,"ccdd_formal_name: ""METADOL (methadone hydrochloride 25 mg oral tablet) ENDO OPERATIONS LTD."" -> METADOL (methadone hydrochloride 25 mg oral tablet) PALADIN PHARMA INC."
02247698,METADOL (methadone hydrochloride 1 mg oral tablet) PALADIN PHARMA INC.,MP,500002,http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html,Active,20170919,"ccdd_formal_name: ""METADOL (methadone hydrochloride 1 mg oral tablet) ENDO OPERATIONS LTD."" -> METADOL (methadone hydrochloride 1 mg oral tablet) PALADIN PHARMA INC."
02247699,METADOL (methadone hydrochloride 5 mg oral tablet) PALADIN PHARMA INC.,MP,500008,https://www.tppalberta.ca/medication-lists,Active,20240201,"ccdd_formal_name: ""METADOL (methadone hydrochloride 5 mg oral tablet) ENDO OPERATIONS LTD."" -> METADOL (methadone hydrochloride 5 mg oral tablet) PALADIN PHARMA INC."
02247700,METADOL (methadone hydrochloride 10 mg oral tablet) PALADIN PHARMA INC.,MP,500001,http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php,Active,20170919,"ccdd_formal_name: ""METADOL (methadone hydrochloride 10 mg oral tablet) ENDO OPERATIONS LTD."" -> METADOL (methadone hydrochloride 10 mg oral tablet) PALADIN PHARMA INC."
02247698,METADOL (methadone hydrochloride 1 mg oral tablet) PALADIN PHARMA INC.,MP,500008,https://www.tppalberta.ca/medication-lists,Active,20240201,"ccdd_formal_name: ""METADOL (methadone hydrochloride 1 mg oral tablet) ENDO OPERATIONS LTD."" -> METADOL (methadone hydrochloride 1 mg oral tablet) PALADIN PHARMA INC."
02247699,METADOL (methadone hydrochloride 5 mg oral tablet) PALADIN PHARMA INC.,MP,500001,http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php,Active,20170919,"ccdd_formal_name: ""METADOL (methadone hydrochloride 5 mg oral tablet) ENDO OPERATIONS LTD."" -> METADOL (methadone hydrochloride 5 mg oral tablet) PALADIN PHARMA INC."
02241377,METADOL (methadone hydrochloride 10 mg per mL oral solution) PALADIN PHARMA INC.,MP,500001,http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php,Active,20170919,"ccdd_formal_name: ""METADOL (methadone hydrochloride 10 mg per mL oral solution) ENDO OPERATIONS LTD."" -> METADOL (methadone hydrochloride 10 mg per mL oral solution) PALADIN PHARMA INC."
02247700,METADOL (methadone hydrochloride 10 mg oral tablet) PALADIN PHARMA INC.,MP,500002,http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html,Active,20170919,"ccdd_formal_name: ""METADOL (methadone hydrochloride 10 mg oral tablet) ENDO OPERATIONS LTD."" -> METADOL (methadone hydrochloride 10 mg oral tablet) PALADIN PHARMA INC."
02247699,METADOL (methadone hydrochloride 5 mg oral tablet) PALADIN PHARMA INC.,MP,500002,http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html,Active,20170919,"ccdd_formal_name: ""METADOL (methadone hydrochloride 5 mg oral tablet) ENDO OPERATIONS LTD."" -> METADOL (methadone hydrochloride 5 mg oral tablet) PALADIN PHARMA INC."
02241377,METADOL (methadone hydrochloride 10 mg per mL oral solution) PALADIN PHARMA INC.,MP,500002,http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html,Active,20170919,"ccdd_formal_name: ""METADOL (methadone hydrochloride 10 mg per mL oral solution) ENDO OPERATIONS LTD."" -> METADOL (methadone hydrochloride 10 mg per mL oral solution) PALADIN PHARMA INC."
02247700,METADOL (methadone hydrochloride 10 mg oral tablet) PALADIN PHARMA INC.,MP,500008,https://www.tppalberta.ca/medication-lists,Active,20240201,"ccdd_formal_name: ""METADOL (methadone hydrochloride 10 mg oral tablet) ENDO OPERATIONS LTD."" -> METADOL (methadone hydrochloride 10 mg oral tablet) PALADIN PHARMA INC."
