ntp_code,ntp_formal_name,changes
9015176,fezolinetant 45 mg oral tablet,DELETED
9015117,"SARSCoV2 S-protein mRNA, 5'[m27,3'-oGppp(m12'-O)ApG], 3'polyA+linker 10 mcg per 0.3 mL suspension for injection 1.8 mL vial","ntp_status_effective_time: ""20231023"" -> ""20240924"""
9001749,trifluoperazine (trifluoperazine hydrochloride) 5 mg oral tablet,"ntp_status: ""INACTIVE"" -> ""ACTIVE""
ntp_status_effective_time: ""20240421"" -> ""19751231"""
9015112,"SARSCoV2 S-protein mRNA, 5'(m7G-5'-ppp-5'-Gm), 3'polyA 0.1 mg per mL dispersion for injection 2.5 mL vial","ntp_status_effective_time: ""20230918"" -> ""20240924"""
9015175,baloxavir marboxil 80 mg oral tablet,DELETED
9002036,trifluoperazine (trifluoperazine hydrochloride) 20 mg oral tablet,"ntp_status: ""INACTIVE"" -> ""ACTIVE""
ntp_status_effective_time: ""20241026"" -> ""19841231"""
9001905,chlordiazepoxide hydrochloride 5 mg oral capsule,"ntp_status: ""INACTIVE"" -> ""ACTIVE""
ntp_status_effective_time: ""20240815"" -> ""19811231"""
9015178,roflumilast 0.15 % cutaneous cream,DELETED
9015177,iron (ferric maltol) 30 mg oral capsule,DELETED
9012979,glucagon (glucagon hydrochloride) 1 mg per vial powder for solution for injection with diluent solution,"ntp_status: ""INACTIVE"" -> ""ACTIVE""
ntp_status_effective_time: ""20240229"" -> ""20100104"""
9001903,chlordiazepoxide hydrochloride 10 mg oral capsule,"ntp_status: ""INACTIVE"" -> ""ACTIVE""
ntp_status_effective_time: ""20240818"" -> ""19811231"""
9015118,"SARSCoV2 S-protein mRNA, 5'[m27,3'-oGppp(m12'-O)ApG], 3'polyA+linker 30 mcg per 0.3 mL suspension for injection 0.3 mL vial","ntp_status_effective_time: ""20231010"" -> ""20240924"""
9015116,"SARSCoV2 S-protein mRNA, 5'[m27,3'-oGppp(m12'-O)ApG], 3'polyA+linker 10 mcg per 0.3 mL suspension for injection 0.3 mL vial","ntp_status_effective_time: ""20231023"" -> ""20240924"""
9014767,sodium phenylbutyrate 3 g per sachet and ursodoxicoltaurine 1 g per sachet powder for oral suspension,DELETED
9001746,trifluoperazine (trifluoperazine hydrochloride) 10 mg oral tablet,"ntp_status: ""INACTIVE"" -> ""ACTIVE""
ntp_status_effective_time: ""20241006"" -> ""19751231"""
9015119,"SARSCoV2 S-protein mRNA, 5'[m27,3'-oGppp(m12'-O)ApG], 3'polyA+linker 30 mcg per 0.3 mL suspension for injection 1.8 mL vial","ntp_status_effective_time: ""20231010"" -> ""20240924"""
