drug_code,drug_identification_number,current_brand_name,previous_brand_name
"6754","00594644","STATEX","STATEX TAB 10MG"
"6755","00594652","STATEX","STATEX TAB 5MG"
"75176","02266342","FLUMAZENIL INJECTION, USP","FLUMAZENIL INJECTION"
"88061","02395525","PRO-TELMISARTAN-HCTZ","TELMISARTAN-HCTZ"
"88062","02395533","PRO-TELMISARTAN-HCTZ","TELMISARTAN-HCTZ"
"94139","02454696","SN-FENOFIBRATE E","TARO-FENOFIBRATE E"
"100365","02514478","MEDLINE REMEDY DIMETHICONE WIPE 3-IN-1 SKIN PROTECTANT","MEDLINE REMEDY MOISTURIZING PHYTOPLEX DIMETHICONE WIPES"
"104339","02554550","SOLUFY","ARIPIPRAZOLE ORAL SOLUTION"
