drug_code,mp_code,mp_fr_description,ntp_fr_description,tm_fr_description,changes
14017,01997572,DANTRIUM INTRAVENOUS (dantrolène sodique 20 mg par fiole poudre pour solution injectable) KNIGHT THERAPEUTICS INC.,dantrolène sodique 20 mg par fiole poudre pour solution injectable,dantrolène,"mp_fr_description: ""DANTRIUM INTRAVENOUS (dantrolène sodique 20 mg par fiole poudre pour solution injectable) E̲N̲D̲O̲ ̲O̲P̲E̲R̲A̲T̲I̲O̲N̲S̲ ̲L̲T̲D̲."" -> ""DANTRIUM INTRAVENOUS (dantrolène sodique 20 mg par fiole poudre pour solution injectable) K̲N̲I̲G̲H̲T̲ ̲T̲H̲E̲R̲A̲P̲E̲U̲T̲I̲C̲S̲ ̲I̲N̲C̲."""
14019,01997602,DANTRIUM CAPSULES (dantrolène sodique 25 mg capsule orale) KNIGHT THERAPEUTICS INC.,dantrolène sodique 25 mg capsule orale,dantrolène,"mp_fr_description: ""DANTRIUM CAPSULES (dantrolène sodique 25 mg capsule orale) E̲N̲D̲O̲ ̲O̲P̲E̲R̲A̲T̲I̲O̲N̲S̲ ̲L̲T̲D̲."" -> ""DANTRIUM CAPSULES (dantrolène sodique 25 mg capsule orale) K̲N̲I̲G̲H̲T̲ ̲T̲H̲E̲R̲A̲P̲E̲U̲T̲I̲C̲S̲ ̲I̲N̲C̲."""
27903,02072955,"SOLUPREP LD SPONGE (gluconate de chlorhexidine 0,05 % éponge médicamenteuse) SOLVENTUM CANADA LIMITED","gluconate de chlorhexidine 0,05 % éponge médicamenteuse",chlorhexidine,"mp_fr_description: ""SOLUPREP LD SPONGE (gluconate de chlorhexidine 0,05 % éponge médicamenteuse) 3̲M̲ ̲H̲E̲A̲L̲T̲H̲C̲A̲R̲E̲ ̲C̲A̲N̲A̲D̲A̲ ̲C̲O̲M̲P̲A̲N̲Y̲ LIMITED"" -> ""SOLUPREP LD SPONGE (gluconate de chlorhexidine 0,05 % éponge médicamenteuse) S̲O̲L̲V̲E̲N̲T̲U̲M̲ ̲C̲A̲N̲A̲D̲A̲ LIMITED"""
72225,02247916,"CIPRO XL (ciprofloxacine (ciprofloxacine, chlorhydrate de ciprofloxacine) 500 mg comprimé oral à libération prolongée) BAYER INC","ciprofloxacine (ciprofloxacine, chlorhydrate de ciprofloxacine) 500 mg comprimé oral à libération prolongée",ciprofloxacine,"ntp_code: ""9015330"" -> ""9001049"""
73669,02251787,"CIPRO XL (ciprofloxacine (ciprofloxacine, chlorhydrate de ciprofloxacine) 1000 mg comprimé oral à libération prolongée) BAYER INC","ciprofloxacine (ciprofloxacine, chlorhydrate de ciprofloxacine) 1000 mg comprimé oral à libération prolongée",ciprofloxacine,"ntp_code: ""9015329"" -> ""9001076"""
76338,02277778,"MEDLINE REMEDY SIMPLIFIED PREVENT CRITIC-AID CLEAR (pétrolatum blanc 71,5 % pommade cutanée) MEDLINE INDUSTRIES, LP","pétrolatum blanc 71,5 % pommade cutanée",pétrolatum blanc,"mp_fr_description: ""CRITIC-AID CLEAR (pétrolatum blanc 71,5 % pommade cutanée) C̲O̲L̲O̲P̲L̲A̲S̲T̲ ̲A̲/̲S̲"" -> ""M̲E̲D̲L̲I̲N̲E̲ ̲R̲E̲M̲E̲D̲Y̲ ̲S̲I̲M̲P̲L̲I̲F̲I̲E̲D̲ ̲P̲R̲E̲V̲E̲N̲T̲ ̲CRITIC-AID CLEAR (pétrolatum blanc 71,5 % pommade cutanée) M̲E̲D̲L̲I̲N̲E̲ ̲I̲N̲D̲U̲S̲T̲R̲I̲E̲S̲,̲ ̲L̲P̲"""
76591,02280248,TESTIM 1% (testostérone 1 % gel transdermique 5 g tube) KNIGHT THERAPEUTICS INC.,testostérone 1 % gel transdermique 5 g tube,testostérone,"mp_fr_description: ""TESTIM 1% (testostérone 1 % gel transdermique 5 g tube) E̲N̲D̲O̲ ̲O̲P̲E̲R̲A̲T̲I̲O̲N̲S̲ ̲L̲T̲D̲."" -> ""TESTIM 1% (testostérone 1 % gel transdermique 5 g tube) K̲N̲I̲G̲H̲T̲ ̲T̲H̲E̲R̲A̲P̲E̲U̲T̲I̲C̲S̲ ̲I̲N̲C̲."""
79244,02306743,"ANAPEN JUNIOR (épinéphrine 0,15 mg par 0,3 mL solution injectable seringue) KNIGHT THERAPEUTICS INC.","épinéphrine 0,15 mg par 0,3 mL solution injectable seringue",épinéphrine,"mp_fr_description: ""ANAPEN JUNIOR (épinéphrine 0,15 mg par 0,3 mL solution injectable seringue) E̲N̲D̲O̲ ̲O̲P̲E̲R̲A̲T̲I̲O̲N̲S̲ ̲L̲T̲D̲."" -> ""ANAPEN JUNIOR (épinéphrine 0,15 mg par 0,3 mL solution injectable seringue) K̲N̲I̲G̲H̲T̲ ̲T̲H̲E̲R̲A̲P̲E̲U̲T̲I̲C̲S̲ ̲I̲N̲C̲."""
79245,02306751,"ANAPEN (épinéphrine 0,3 mg par 0,3 mL solution injectable seringue) KNIGHT THERAPEUTICS INC.","épinéphrine 0,3 mg par 0,3 mL solution injectable seringue",épinéphrine,"mp_fr_description: ""ANAPEN (épinéphrine 0,3 mg par 0,3 mL solution injectable seringue) E̲N̲D̲O̲ ̲O̲P̲E̲R̲A̲T̲I̲O̲N̲S̲ ̲L̲T̲D̲."" -> ""ANAPEN (épinéphrine 0,3 mg par 0,3 mL solution injectable seringue) K̲N̲I̲G̲H̲T̲ ̲T̲H̲E̲R̲A̲P̲E̲U̲T̲I̲C̲S̲ ̲I̲N̲C̲."""
88319,02398257,SILENOR (doxépine (chlorhydrate de doxépine) 3 mg comprimé oral) KNIGHT THERAPEUTICS INC.,doxépine (chlorhydrate de doxépine) 3 mg comprimé oral,doxépine,"mp_fr_description: ""SILENOR (doxépine (chlorhydrate de doxépine) 3 mg comprimé oral) E̲N̲D̲O̲ ̲O̲P̲E̲R̲A̲T̲I̲O̲N̲S̲ ̲L̲T̲D̲."" -> ""SILENOR (doxépine (chlorhydrate de doxépine) 3 mg comprimé oral) K̲N̲I̲G̲H̲T̲ ̲T̲H̲E̲R̲A̲P̲E̲U̲T̲I̲C̲S̲ ̲I̲N̲C̲."""
