ntp_code,ntp_formal_name,ntp_fr_description,changes
9015337,efanesoctocog alfa 2000 unit per vial powder for solution for injection with diluent solution syringe,efanesoctocog alfa 2000 unité par fiole poudre pour solution injectable avec solution diluante seringue,ADDED
9015342,nivolumab 600 mg per 5 mL solution for injection vial,nivolumab 600 mg par 5 mL solution injectable fiole,ADDED
9015333,acetaminophen 650 mg per sachet and dextromethorphan hydrobromide 20 mg per sachet powder for oral solution,acétaminophène 650 mg par sachet et bromhydrate de dextrométhorphane 20 mg par sachet poudre pour solution orale,ADDED
9015334,acetaminophen 650 mg per sachet and diphenhydramine hydrochloride 25 mg per sachet powder for oral solution,acétaminophène 650 mg par sachet et chlorhydrate de diphenhydramine 25 mg par sachet poudre pour solution orale,ADDED
9000045,phenytoin 30 mg per 5 mL oral suspension,phénytoïne 30 mg par 5 mL suspension orale,"ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""19681231"" -> ""20251209"""
9015344,osilodrostat (osilodrostat phosphate) 5 mg oral tablet,osilodrostat (phosphate d’osilodrostat) 5 mg comprimé oral,ADDED
9004156,acetaminophen 325 mg and phenylephrine hydrochloride 5 mg oral tablet,acétaminophène 325 mg et chlorhydrate de phényléphrine 5 mg comprimé oral,"ntp_status_effective_time: ""20240723"" -> ""20260108"""
9015343,osilodrostat (osilodrostat phosphate) 1 mg oral tablet,osilodrostat (phosphate d’osilodrostat) 1 mg comprimé oral,ADDED
9014197,sevelamer carbonate 0.8 g per sachet powder for oral suspension,"carbonate de sévélamer 0,8 g par sachet poudre pour suspension orale","ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""20191025"" -> ""20250410"""
9001071,ketorolac tromethamine 0.4 % ophthalmic drops,"trométhamine de kétorolac 0,4 % gouttes ophtalmiques","ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""20040308"" -> ""20250703"""
9015331,acetaminophen 1000 mg per sachet and chlorpheniramine maleate 4 mg per sachet and dextromethorphan hydrobromide 30 mg per sachet powder for oral solution,acétaminophène 1000 mg par sachet et maléate de chlorphéniramine 4 mg par sachet et bromhydrate de dextrométhorphane 30 mg par sachet poudre pour solution orale,ADDED
9000186,haloperidol 2 mg per mL oral solution,halopéridol 2 mg par mL solution orale,"ntp_status_effective_time: ""20190504"" -> ""20250704"""
9013417,buserelin (buserelin acetate) 6.3 mg implant,"buséréline (acétate de buséréline) 6,3 mg implant","ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""19970210"" -> ""20251101"""
9001878,danazol 50 mg oral capsule,danazol 50 mg capsule orale,"ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""19801231"" -> ""20250812"""
9000741,haloperidol (haloperidol decanoate) 100 mg per 1 mL solution for injection vial,halopéridol (décanoate d'halopéridol) 100 mg par 1 mL solution injectable fiole,"ntp_status_effective_time: ""20170804"" -> ""20250704"""
9014837,baclofen 0.05 mg per 1 mL solution for injection syringe,"baclofène 0,05 mg par 1 mL solution injectable seringue","ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""20221208"" -> ""20250831"""
9015332,acetaminophen 1000 mg per sachet and dextromethorphan hydrobromide 30 mg per sachet powder for oral solution,acétaminophène 1000 mg par sachet et bromhydrate de dextrométhorphane 30 mg par sachet poudre pour solution orale,ADDED
9015330,"ciprofloxacin (ciprofloxacin, ciprofloxacin hydrochloride) 500 mg prolonged-release oral tablet","ciprofloxacine (ciprofloxacine, chlorhydrate de ciprofloxacine) 500 mg comprimé oral à libération prolongée",DELETED
9015345,tildrakizumab 100 mg per 1 mL solution for injection pen,tildrakizumab 100 mg par 1 mL solution injectable stylo,ADDED
9015329,"ciprofloxacin (ciprofloxacin, ciprofloxacin hydrochloride) 1000 mg prolonged-release oral tablet","ciprofloxacine (ciprofloxacine, chlorhydrate de ciprofloxacine) 1000 mg comprimé oral à libération prolongée",DELETED
